negatives
"('O95897', 'A2RRP1')"
"('P16871', 'P04632')"
"('P31946', 'O75494')"
"('P19235', 'P27986')"
"('Q9NXP7', 'Q16630')"
"('P42772', 'Q9P2H0')"
"('P37231', 'Q16236')"
"('Q8N357', 'Q9UGN5')"
"('P35398', 'Q8TAP4')"
"('P00533', 'O43147')"
"('Q9H8Y5', 'P00918')"
"('P02458', 'P18564')"
"('P18146', 'Q63ZY3')"
"('Q9Y243', 'Q16821')"
"('P09603', 'P07333')"
"('Q9H488', 'P46531')"
"('Q9Y4K3', 'P15121')"
"('Q96EZ8', 'Q8TCW9')"
"('P23458', 'P42226')"
"('P49815', 'Q9P0N9')"
"('Q15303', 'P27986')"
"('P63104', 'P12883')"
"('P15248', 'Q9HC73')"
"('P27361', 'P14555')"
"('Q13424', 'P08913')"
"('Q14103', 'P52597')"
"('P49643', 'P63104')"
"('O75925', 'P16220')"
"('P17030', 'Q9BXL5')"
"('P23368', 'Q9Y4E8')"
"('P21860', 'O60880')"
"('Q8IZI9', 'Q99062')"
"('P62879', 'Q8NFM4')"
"('Q06609', 'P43351')"
"('442917', 'Q5VZF2')"
"('P63279', 'Q13432')"
"('Q4G0J3', 'Q8IY92')"
"('O75379', 'Q9UNK0')"
"('O94875', 'Q13444')"
"('Q8WXE9', 'Q9H4M9')"
"('P08651', 'Q13573')"
"('O95297', 'P12931')"
"('P55347', 'P26367')"
"('Q5JTH9', 'Q96CW1')"
"('Q9HCK8', 'Q13573')"
"('P06241', 'Q9UL51')"
"('Q96RT1', 'Q9UQ13')"
"('Q14683', 'O60216')"
"('P62993', 'Q2TAY7')"
"('P62136', 'P36873')"
"('P19174', 'P05771')"
"('374462', 'P19022')"
"('Q15047', 'Q9UBC3')"
"('O75909', 'Q9NZQ3')"
"('Q07812', 'O95831')"
"('Q15797', 'Q9H9T3')"
"('Q13164', 'P17302')"
"('P22392', 'P16152')"
"('Q96HA7', 'Q9Y5B9')"
"('P04350', 'Q9Y6N7')"
"('P15313', 'O43707')"
"('Q9UHI7', 'P19174')"
"('O75116', 'P48426')"
"('Q15014', 'Q15906')"
"('P11802', 'P06454')"
"('Q9UNF0', 'P48023')"
"('Q00653', 'P55084')"
"('O43909', 'P06241')"
"('P19525', 'Q9BZE4')"
"('P22612', 'P61952')"
"('Q53TQ3', 'Q9H9F9')"
"('P56279', 'P25963')"
"('Q14191', 'P12956')"
"('O14508', 'P06213')"
"('Q9NQT5', 'Q9NQT4')"
"('Q99519', 'O00206')"
"('Q4KWH8', 'Q02156')"
"('Q9BUF5', 'Q92974')"
"('O95298', 'O43676')"
"('Q13432', 'Q6PD74')"
"('Q9NVI7', 'P19438')"
"('P04637', 'O00767')"
"('Q02094', 'P18146')"
"('Q13352', 'Q06323')"
"('P40337', 'Q9P258')"
"('P49841', 'P32456')"
"('O95751', 'Q96PV7')"
"('P30304', 'Q8IZL9')"
"('Q00987', 'P42772')"
"('Q9H2X6', 'Q9UBE8')"
"('O15360', 'Q8TAQ2')"
"('P67775', 'Q15173')"
"('O14604', 'Q01844')"
"('Q13427', 'Q15365')"
"('P32121', 'Q8NGX8')"
"('Q13573', 'P62424')"
"('Q15365', 'Q99459')"
"('Q9UPS6', 'P62807')"
"('Q9UBI6', 'Q8NFM4')"
"('P05109', 'Q9H0B6')"
"('P41235', 'Q00403')"
"('Q00005', 'Q13263')"
"('Q9UBF6', 'P62993')"
"('P51608', 'O75376')"
"('P03372', 'P38398')"
"('P21583', 'P29317')"
"('Q9HB19', 'Q12923')"
"('Q92608', 'P60953')"
"('Q9Y478', 'Q9BUM1')"
"('O60732', 'Q8N2Y8')"
"('Q96EN8', 'P02647')"
"('Q9GZQ8', 'Q9BPW8')"
"('O95257', 'P28715')"
"('P24863', 'P06400')"
"('P62158', 'P20823')"
"('P22087', 'P11387')"
"('Q13485', 'Q9UBW7')"
"('O94762', 'P26641')"
"('5512', 'P31749')"
"('Q8IZI9', 'P01589')"
"('P61077', 'Q06587')"
"('Q08050', 'P29083')"
"('P50747', 'O00763')"
"('Q9UG01', 'Q9UBR4')"
"('O60763', 'O75365')"
"('P15927', 'Q5RL73')"
"('P33993', 'O95251')"
"('Q8TDB6', 'Q96LR5')"
"('Q6IE81', 'Q8WYH8')"
"('P78406', 'Q9H4D5')"
"('P46778', 'P50914')"
"('Q06830', 'Q6WCQ1')"
"('Q92574', 'P63104')"
"('P05231', 'P17676')"
"('P63173', 'P62829')"
"('Q12905', 'P35225')"
"('O00487', 'P35998')"
"('P07196', 'P41219')"
"('P12107', 'Q05397')"
"('P41595', 'Q13698')"
"('Q92889', 'O15287')"
"('Q9BZK7', 'O15379')"
"('P63104', 'Q01082')"
"('P53396', 'Q9Y478')"
"('P14784', 'P63244')"
"('P39019', 'P60866')"
"('Q92835', 'Q7L591')"
"('Q15834', 'P62333')"
"('P04637', 'Q15181')"
"('Q14197', 'P82921')"
"('P62333', 'Q8TAB5')"
"('P26373', 'P83881')"
"('P63098', 'Q13002')"
"('O95257', 'Q03181')"
"('Q9HAU4', 'O15254')"
"('Q9H7J1', 'Q16816')"
"('Q86UR1', 'P22694')"
"('P07741', 'P16871')"
"('Q6DT37', 'Q9UHD2')"
"('P55010', 'Q13347')"
"('P62937', 'Q9NZ81')"
"('Q15014', 'P78527')"
"('P42574', 'Q9UKV3')"
"('Q9HAU4', 'Q02790')"
"('P04350', 'Q8WWQ0')"
"('Q4KWH8', 'Q05655')"
"('Q02543', 'P40337')"
"('Q15005', 'Q96QE5')"
"('Q8IUQ4', 'O43255')"
"('P78527', 'P33991')"
"('Q8NFT8', 'Q92542')"
"('P63261', 'Q9BZW7')"
"('P52849', 'P49888')"
"('Q8WYR1', 'P60763')"
"('P41235', 'P08047')"
"('P09038', 'Q07890')"
"('Q13573', 'Q96FV9')"
"('O14933', 'Q96EP1')"
"('P01567', 'P10912')"
"('P45984', 'O15264')"
"('Q9Y4K3', 'P07949')"
"('P41212', 'Q8WUI4')"
"('P04350', 'Q13233')"
"('Q13435', 'O75940')"
"('P16066', 'O95467')"
"('Q969F2', 'O14641')"
"('P19438', 'P0CG48')"
"('O95072', 'Q8N3U4')"
"('O75376', 'P02794')"
"('Q9Y4K3', 'Q6UWE0')"
"('O15394', 'P13591')"
"('P03891', 'Q9Y6M9')"
"('Q9P0J0', 'P03891')"
"('Q8IZJ0', 'P10912')"
"('O00148', 'Q13838')"
"('P05067', 'P02511')"
"('P30519', 'Q9P2H0')"
"('O43187', 'P31749')"
"('Q9Y2J4', 'P61952')"
"('P67870', 'Q16236')"
"('P62195', 'P55036')"
"('P63165', 'Q9Y4K3')"
"('Q13191', 'Q92569')"
"('Q9HCK4', 'P22736')"
"('Q07021', 'Q01201')"
"('Q08050', 'P01106')"
"('Q8IV45', 'Q04206')"
"('Q16288', 'P00519')"
"('P51610', 'Q01094')"
"('P30260', 'Q9UM11')"
"('Q9UFF9', 'Q9NZN8')"
"('Q9NRJ3', 'P32302')"
"('P61247', 'P62277')"
"('O15360', 'Q13813')"
"('P04150', 'P06241')"
"('P78545', 'Q14697')"
"('P12830', 'Q01105')"
"('Q99873', 'P52926')"
"('Q9C040', 'Q969T4')"
"('P29374', 'P06400')"
"('A6NM45', 'Q16625')"
"('Q92841', 'Q9NRR4')"
"('P19438', 'P04350')"
"('P16471', 'P52333')"
"('Q9H7D0', 'Q8IXI1')"
"('P49454', 'P57740')"
"('Q9UL54', 'P62993')"
"('P25054', 'Q9Y613')"
"('O76003', 'O76081')"
"('P09651', 'Q9HC29')"
"('P84022', 'P36894')"
"('P61978', 'Q92841')"
"('P40763', 'Q16665')"
"('P05387', 'P50914')"
"('P13232', 'Q9UHF4')"
"('P35680', 'Q07352')"
"('Q9UHD0', 'Q99650')"
"('Q9BZK7', 'Q86Y13')"
"('Q99613', 'Q9UBQ5')"
"('P23470', 'P09619')"
"('P11142', 'O75528')"
"('Q9NVS2', 'Q14197')"
"('P19838', 'Q66LE6')"
"('P0CJ71', 'P25090')"
"('P13569', 'Q10567')"
"('Q9UKV8', 'Q08211')"
"('P55072', 'P01889')"
"('Q13315', 'Q9H6E5')"
"('P61077', 'Q6ZNA4')"
"('P46199', 'Q9UM73')"
"('P24385', 'P46527')"
"('Q01892', 'Q16254')"
"('Q969Q1', 'P61077')"
"('P35555', 'P02751')"
"('O43918', 'P12931')"
"('Q9Y5S8', 'Q13546')"
"('P36897', 'Q9UIK4')"
"('P61313', 'P62424')"
"('Q99731', 'O00574')"
"('P49841', 'P48740')"
"('Q15399', 'O60603')"
"('P42772', 'P30281')"
"('Q99828', 'Q12933')"
"('Q02447', 'P19525')"
"('P20333', 'P05023')"
"('Q13315', 'Q96QR8')"
"('P07333', 'O95208')"
"('Q15428', 'O60828')"
"('P14678', 'Q6P2Q9')"
"('P50914', 'P05388')"
"('O94805', 'Q16637')"
"('P60510', 'P08833')"
"('Q9H3N1', 'P16615')"
"('Q7Z6G3', 'Q9HC98')"
"('P55273', 'P11802')"
"('Q9UNS2', 'Q13573')"
"('Q12929', 'Q8N2M8')"
"('P78406', 'O75694')"
"('Q13761', 'Q9NQB0')"
"('Q13573', 'Q99460')"
"('P11142', 'Q99836')"
"('P12980', 'P38398')"
"('P25054', 'Q15172')"
"('Q14562', 'Q9Y580')"
"('Q13573', 'O43684')"
"('Q9NYQ7', 'Q03001')"
"('P03891', 'O96000')"
"('P01833', 'P10145')"
"('P20936', 'P06213')"
"('Q96KG7', 'A3KMH1')"
"('P67870', 'P11388')"
"('Q9Y6I3', 'P08581')"
"('Q14161', 'Q9HCE6')"
"('Q86VZ5', 'P54253')"
"('P63261', 'Q13683')"
"('407007', 'P63151')"
"('Q9Y383', 'P46459')"
"('Q9C0J8', 'Q05516')"
"('P04271', 'Q92597')"
"('Q12933', 'O14763')"
"('O43390', 'Q8IWZ8')"
"('Q9Y6K9', 'O95819')"
"('P00519', 'O43196')"
"('P16520', 'Q92569')"
"('Q9BQD3', 'Q8TBB1')"
"('P26038', 'O76070')"
"('P01308', 'Q16659')"
"('Q16665', 'P35222')"
"('Q15758', 'P01889')"
"('P17655', 'P55957')"
"('P34931', 'P62993')"
"('O95484', 'P56856')"
"('Q9BQY4', 'Q8NEK8')"
"('Q8TAK6', 'P84022')"
"('P62258', 'P00325')"
"('Q99873', 'P10275')"
"('Q15323', 'Q9NR96')"
"('P01350', 'P32239')"
"('Q13573', 'Q5BKZ1')"
"('Q13535', 'Q6NUN0')"
"('Q9Y2P4', 'Q12873')"
"('Q09472', 'P55211')"
"('Q8IY92', 'P35749')"
"('P07437', 'Q14164')"
"('Q15102', 'P51681')"
"('P0CG48', 'P25963')"
"('P13164', 'P20023')"
"('Q14689', 'P19883')"
"('Q92769', 'P33076')"
"('O14686', 'Q13573')"
"('P54253', 'P38432')"
"('Q9UJX6', 'O15479')"
"('P06241', 'Q9NYQ7')"
"('Q96A54', 'Q07869')"
"('Q9UHX1', 'P10155')"
"('Q9P2K8', 'O14733')"
"('P46782', 'P39019')"
"('Q96L91', 'Q9H0E9')"
"('Q92569', 'P40763')"
"('P57739', 'Q8N6F1')"
"('O14561', 'Q9Y6M9')"
"('P22607', 'Q9NR46')"
"('O60739', 'P37108')"
"('P00519', 'Q8IZP0')"
"('P24666', 'P56537')"
"('O00463', 'Q02223')"
"('P12004', 'P07355')"
"('Q16576', 'Q8WXI9')"
"('O95295', 'Q96AW1')"
"('Q9NQC3', 'P51116')"
"('Q92905', 'Q12933')"
"('Q9UET6', 'P06753')"
"('Q13547', 'Q14186')"
"('Q13489', 'P55210')"
"('Q16584', 'Q12933')"
"('O43639', 'P11274')"
"('Q12873', 'O00444')"
"('P78352', 'O43166')"
"('Q12933', 'P08238')"
"('O94805', 'P53350')"
"('Q96T60', 'Q9NP98')"
"('Q8N8V2', 'P50453')"
"('P42226', 'O14508')"
"('P29074', 'P51681')"
"('P05113', 'P16471')"
"('Q15906', 'P16104')"
"('P11142', 'P13569')"
"('P30084', 'Q9Y4K3')"
"('Q7Z6L1', 'O60568')"
"('O95817', 'Q8TCX1')"
"('O15105', 'P46734')"
"('Q13158', 'P45985')"
"('Q8WXI2', 'Q86TA1')"
"('O15123', 'P10721')"
"('P63208', 'O15055')"
"('Q13285', 'P30968')"
"('P19447', 'Q15545')"
"('Q96B33', 'O95832')"
"('P08670', 'Q53TS8')"
"('Q13627', 'P35609')"
"('P05771', 'P42345')"
"('Q7L1Q6', 'Q8N3K9')"
"('O60671', 'O60260')"
"('P42898', 'O95777')"
"('P14866', 'Q8IX12')"
"('Q15118', 'P08559')"
"('Q9UJX4', 'Q9UJX2')"
"('P53667', 'P18146')"
"('Q9NR09', 'Q02241')"
"('Q96QG7', 'Q01844')"
"('Q9BXP8', 'Q13485')"
"('O43566', 'P09471')"
"('Q9UBS8', 'Q13404')"
"('P16871', 'P62993')"
"('P07202', 'Q14627')"
"('Q13469', 'Q9Y3C7')"
"('406883', 'P01111')"
"('P25116', 'Q5JY77')"
"('Q01844', 'Q86SE5')"
"('Q01201', 'Q8N163')"
"('P31689', 'Q9NPF4')"
"('P08246', 'P37287')"
"('Q9UMS4', 'Q01081')"
"('P41182', 'P63098')"
"('P63104', 'P28290')"
"('P15927', 'P43351')"
"('P67775', 'O95072')"
"('P63279', 'Q86Z02')"
"('P15153', 'P62330')"
"('O00175', 'P51684')"
"('406952', 'Q13873')"
"('Q9NSV4', 'O15198')"
"('Q9UKN7', 'Q9P202')"
"('Q13625', 'Q92783')"
"('Q9Y2V2', 'Q16637')"
"('Q9Y5I1', 'O95433')"
"('Q14209', 'P20248')"
"('O75899', 'Q9UBI6')"
"('Q9UKV0', 'Q8WUI4')"
"('Q9BWF2', 'Q5VVX9')"
"('Q9Y6E0', 'P17844')"
"('O00560', 'P30203')"
"('P16220', 'Q16543')"
"('P06241', 'P16070')"
"('O43251', 'P55795')"
"('O15085', 'Q9H4E5')"
"('Q05655', 'Q07157')"
"('P32121', 'Q8NGG4')"
"('P11362', 'P48736')"
"('Q16254', 'Q92600')"
"('P60953', 'Q8NF50')"
"('Q86TA1', 'Q16539')"
"('Q9P2S5', 'Q13098')"
"('Q99569', 'O15018')"
"('Q16363', 'Q9UKX5')"
"('O60383', 'Q96IZ7')"
"('Q96G27', 'O00308')"
"('P02533', 'P18146')"
"('P19838', 'P61626')"
"('P43487', 'P11171')"
"('406947', 'P51608')"
"('O14561', 'O96000')"
"('406950', 'P24385')"
"('Q07889', 'P35638')"
"('P35749', 'P63104')"
"('Q9UNY4', 'Q14919')"
"('Q8WYH8', 'P23434')"
"('P08670', 'Q9H9J2')"
"('Q92905', 'P22087')"
"('P41279', 'P36507')"
"('P63104', 'P58340')"
"('Q03014', 'P29590')"
"('P63000', 'O14733')"
"('P06400', 'Q92543')"
"('Q9Y6K9', 'O14980')"
"('Q04206', 'Q04917')"
"('Q9BZL4', 'P62140')"
"('Q15311', 'P63000')"
"('Q96L91', 'Q13315')"
"('Q9UKY1', 'P16220')"
"('Q969Q1', 'Q9NZU5')"
"('Q96AE7', 'O00238')"
"('Q05516', 'P19793')"
"('P05230', 'P68400')"
"('P19544', 'P18146')"
"('Q01085', 'P06576')"
"('Q9HDC9', 'P58215')"
"('Q13043', 'P61981')"
"('P55795', 'Q01081')"
"('P36578', 'P50914')"
"('Q9Y394', 'Q6R327')"
"('P20073', 'P25054')"
"('Q99459', 'P48643')"
"('Q96GP6', 'Q9H2G2')"
"('Q8WXH5', 'P15509')"
"('406947', 'P14921')"
"('P28062', 'P10914')"
"('Q8IWX8', 'Q8WVK2')"
"('Q06546', 'P08047')"
"('406900', 'Q8WY64')"
"('O14512', 'Q99062')"
"('P50991', 'Q04206')"
"('Q15796', 'Q93034')"
"('Q86UA6', 'Q13748')"
"('Q12906', 'P35637')"
"('Q99467', 'O95711')"
"('P42684', 'P21860')"
"('P43364', 'Q9UNH6')"
"('Q9UHQ7', 'P51784')"
"('O14862', 'Q9ULZ3')"
"('Q9Y4G2', 'O95257')"
"('Q96T58', 'P16333')"
"('P01106', 'O14639')"
"('P17612', 'Q92736')"
"('O95996', 'O43586')"
"('O75558', 'Q9BQD3')"
"('P0C5Y9', 'Q9UQL6')"
"('P16435', 'P99999')"
"('Q02363', 'Q06710')"
"('Q9UL18', 'P61247')"
"('P78357', 'O94856')"
"('Q9H7E9', 'Q8WU90')"
"('Q05086', 'P62253')"
"('P52333', 'P51692')"
"('Q9Y620', 'Q9UK33')"
"('Q9NX63', 'Q9BQ66')"
"('Q15365', 'P55795')"
"('O75400', 'Q8IVF7')"
"('Q9UM47', 'Q8N9I9')"
"('Q09472', 'P27815')"
"('Q7Z7J5', 'P15622')"
"('P09651', 'Q9Y572')"
"('Q01201', 'O43809')"
"('P05000', 'Q6UXL0')"
"('P20810', 'P16333')"
"('Q96IV0', 'P55072')"
"('P11171', 'P49720')"
"('P22392', 'P15531')"
"('P62854', 'Q9HCK5')"
"('Q9H0U4', 'Q08379')"
"('P11142', 'P00505')"
"('P04049', 'P19838')"
"('O95257', 'Q8N2W9')"
"('P68104', 'Q99558')"
"('Q13547', 'P51610')"
"('P11940', 'O95819')"
"('O96013', 'Q15052')"
"('Q86YM7', 'Q9Y566')"
"('P15927', 'Q96E14')"
"('O00459', 'P19174')"
"('Q13352', 'Q92665')"
"('Q06187', 'Q99755')"
"('Q8N668', 'Q15369')"
"('Q9BUJ2', 'Q15428')"
"('Q9UET6', 'P61970')"
"('P45983', 'Q562R1')"
"('P24928', 'Q9NX70')"
"('Q02878', 'P62945')"
"('P62906', 'P83881')"
"('Q6ZU52', 'Q9H257')"
"('P35568', 'Q15109')"
"('407017', 'P42684')"
"('P41597', 'P27986')"
"('P22301', 'P40238')"
"('Q9BQ66', 'P50222')"
"('Q93034', 'Q15796')"
"('P46977', 'Q13454')"
"('Q04637', 'Q09161')"
"('O60641', 'P49407')"
"('P61978', 'P17844')"
"('Q92769', 'Q13573')"
"('P61160', 'P30480')"
"('P53672', 'P43320')"
"('Q5VTB9', 'Q96LR5')"
"('Q66LE6', 'P19429')"
"('Q6UXL0', 'P29597')"
"('Q8N1F7', 'Q96EE3')"
"('P19525', 'O60812')"
"('P55268', 'P18084')"
"('P31946', 'Q07866')"
"('P61247', 'P62263')"
"('P16144', 'O95631')"
"('P62277', 'P62280')"
"('O95299', 'P03886')"
"('O00459', 'Q08881')"
"('O95837', 'P41146')"
"('Q9NSI5', 'Q96QZ7')"
"('Q92759', 'Q6ZYL4')"
"('P06396', 'O43707')"
"('P51693', 'Q9BVJ6')"
"('Q9Y258', 'P51685')"
"('Q13643', 'Q14192')"
"('P51970', 'O43678')"
"('Q15287', 'Q6P1X5')"
"('Q9BV40', 'O43752')"
"('P43354', 'P62195')"
"('O14513', 'P62993')"
"('P01570', 'P23458')"
"('P20073', 'Q9UMN6')"
"('P62330', 'Q9Y4L1')"
"('Q96EX3', 'Q16659')"
"('P98175', 'P81274')"
"('Q9Y265', 'P41279')"
"('Q9P0J0', 'P51970')"
"('O95182', 'O95169')"
"('Q14197', 'Q9Y2S7')"
"('P17252', 'P35568')"
"('Q6ZMU5', 'P63279')"
"('P13612', 'Q9Y4G6')"
"('Q15080', 'P19878')"
"('P32456', 'P51114')"
"('Q96EY7', 'Q01629')"
"('P60903', 'Q9H1D0')"
"('P26599', 'Q16629')"
"('Q9UKR5', 'P51159')"
"('P25205', 'Q8WYH8')"
"('P23508', 'P41252')"
"('Q6PEY2', 'P68371')"
"('Q13535', 'Q14562')"
"('Q00610', 'Q6WCQ1')"
"('Q53GL0', 'O75369')"
"('Q04206', 'P27708')"
"('Q14684', 'P02647')"
"('P17542', 'P50750')"
"('P41159', 'P78552')"
"('A8K0R7', 'P62258')"
"('Q01196', 'Q9H2X6')"
"('P67775', 'P49815')"
"('Q5UIP0', 'Q9Y2M5')"
"('P15336', 'P49715')"
"('O96013', 'P52564')"
"('Q15714', 'Q9UMS4')"
"('Q92831', 'Q8IZL2')"
"('Q9P0V3', 'O14908')"
"('P10827', 'Q9NVC6')"
"('Q8NEZ4', 'Q9C005')"
"('Q99963', 'Q13191')"
"('Q9HBM6', 'Q16514')"
"('P09471', 'O15264')"
"('P49841', 'Q02930')"
"('Q5QNW6', 'P56524')"
"('P63162', 'Q9Y4Z0')"
"('P52630', 'P42226')"
"('P17706', 'P56199')"
"('Q14315', 'Q13797')"
"('Q96EP5', 'Q00005')"
"('Q96PX1', 'P60604')"
"('P01241', 'P42701')"
"('P16220', 'P32969')"
"('P12931', 'P18433')"
"('Q06124', 'P08581')"
"('Q9Y230', 'Q12905')"
"('O60828', 'Q9BQA1')"
"('P16871', 'O60674')"
"('P62993', 'Q8TF74')"
"('Q06124', 'P02730')"
"('Q92523', 'Q92519')"
"('P04183', 'P06576')"
"('Q00839', 'O95400')"
"('P01562', 'Q92793')"
"('P42695', 'Q8IY92')"
"('O60260', 'Q99719')"
"('Q04721', 'Q9UBG7')"
"('Q15080', 'P04839')"
"('O95819', 'P61247')"
"('26765', 'P49848')"
"('P06241', 'Q9HCQ7')"
"('P49716', 'Q96E52')"
"('Q96HA7', 'P05141')"
"('P02686', 'P20916')"
"('P60604', 'Q8WZ73')"
"('P42336', 'P13637')"
"('Q9H1I8', 'Q13573')"
"('Q8IWV7', 'Q9UHF0')"
"('P41235', 'P00740')"
"('O15162', 'P17509')"
"('P98170', 'O15304')"
"('P01225', 'P41586')"
"('Q9HAU4', 'P04629')"
"('P62070', 'P00540')"
"('Q99575', 'O75818')"
"('Q01094', 'P09884')"
"('P04406', 'P61019')"
"('Q92766', 'P07942')"
"('P63104', 'P52735')"
"('P01891', 'P17693')"
"('Q8N9I9', 'P51965')"
"('O43516', 'P62993')"
"('P19387', 'O14744')"
"('Q15208', 'P63104')"
"('P53350', 'P33993')"
"('P42356', 'Q9H7E9')"
"('O60603', 'P11142')"
"('P14859', 'P51610')"
"('Q5T3J3', 'P36405')"
"('Q86WN2', 'P78552')"
"('Q15185', 'Q9Y4K3')"
"('Q96A37', 'P62256')"
"('Q9BW92', 'Q14197')"
"('P24071', 'P12314')"
"('P23508', 'P49321')"
"('Q00765', 'Q9UI14')"
"('Q9BZD4', 'Q9NV70')"
"('O15371', 'P41091')"
"('P03905', 'Q9UI09')"
"('P04141', 'P26951')"
"('P21246', 'P40306')"
"('P01106', 'P46060')"
"('Q13838', 'Q13573')"
"('Q13291', 'Q99704')"
"('Q9BUV8', 'Q9NVI1')"
"('O00238', 'O75995')"
"('Q9UKJ5', 'P32242')"
"('Q9H4A3', 'O95747')"
"('Q96EA4', 'Q13227')"
"('P63000', 'P0CG48')"
"('P0C5Y9', 'Q16778')"
"('Q16629', 'Q92620')"
"('O95484', 'A6NM45')"
"('P61962', 'Q04917')"
"('O00566', 'P62136')"
"('Q04206', 'P60709')"
"('Q9Y5A9', 'P84022')"
"('P36873', 'P46937')"
"('P55795', 'Q15287')"
"('O00291', 'P46783')"
"('O95751', 'Q9C0A6')"
"('Q13748', 'P49642')"
"('Q9P0J0', 'O75438')"
"('P83916', 'Q16695')"
"('Q13509', 'P26641')"
"('Q9P289', 'Q9Y376')"
"('Q9Y265', 'P49450')"
"('Q7RTN6', 'Q9Y376')"
"('P01106', 'Q8N2A8')"
"('O14576', 'O43809')"
"('P51816', 'P46108')"
"('P50552', 'P18084')"
"('Q9Y383', 'Q92698')"
"('Q15796', 'Q92905')"
"('Q9Y297', 'P25054')"
"('P06239', 'P04150')"
"('P63104', 'P35749')"
"('Q7Z3G6', 'O14641')"
"('Q13191', 'P01106')"
"('P33527', 'Q86WV6')"
"('P42338', 'P16144')"
"('P04156', 'Q969X6')"
"('P15692', 'P08069')"
"('P47897', 'P11802')"
"('O95750', 'P10721')"
"('O14965', 'Q9UBN7')"
"('P27635', 'P05388')"
"('Q92793', 'P0C7U1')"
"('Q96EZ8', 'P40425')"
"('O00267', 'Q9P2H0')"
"('Q9BUJ2', 'P62633')"
"('Q13547', 'Q86X95')"
"('Q9HBE5', 'P08047')"
"('O14827', 'P01116')"
"('O76061', 'Q86VW0')"
"('P56556', 'Q9Y6M9')"
"('O95347', 'Q15003')"
"('Q13555', 'Q07699')"
"('Q96P48', 'P22607')"
"('Q04206', 'O15297')"
"('O60732', 'P78358')"
"('Q9UKE5', 'O43295')"
"('P29597', 'P42336')"
"('P58876', 'P0C0S5')"
"('Q9Y6K9', 'Q2I0M4')"
"('P0C5Y9', 'Q96RL1')"
"('P53672', 'P26998')"
"('407053', 'O43306')"
"('O75365', 'Q9UHI6')"
"('P05556', 'P46109')"
"('P35638', 'Q10587')"
"('P61927', 'P62906')"
"('P56182', 'O95989')"
"('O95343', 'O75496')"
"('P29400', 'P55055')"
"('P05106', 'P13612')"
"('O43242', 'P55036')"
"('P35557', 'Q14397')"
"('Q8WW38', 'Q13363')"
"('P03372', 'P07339')"
"('Q9NPI1', 'P25440')"
"('P21675', 'P04637')"
"('Q13564', 'Q15843')"
"('P11388', 'P67870')"
"('P04141', 'P17096')"
"('Q6FI13', 'P0C1H6')"
"('P62263', 'P62269')"
"('Q96DB2', 'P0C0S8')"
"('P51148', 'Q15276')"
"('P05204', 'P16471')"
"('Q99558', 'P35544')"
"('Q92945', 'Q16630')"
"('P18505', 'Q9NQX3')"
"('Q9UKV0', 'P0C5Y9')"
"('P14618', 'Q8TDR0')"
"('P50570', 'Q9Y5X1')"
"('Q7LDG7', 'P62834')"
"('Q96SN8', 'Q14194')"
"('Q07954', 'Q15485')"
"('P0CG47', 'P04626')"
"('P38432', 'P24864')"
"('P62333', 'P49642')"
"('Q8TD86', 'Q8N5S9')"
"('Q5VTR2', 'P62195')"
"('O95630', 'Q9Y3E7')"
"('P43489', 'Q12933')"
"('P35240', 'Q15633')"
"('Q8N2W9', 'O75400')"
"('Q15834', 'P62191')"
"('P51817', 'Q86W47')"
"('Q9GZT8', 'Q9NRG1')"
"('P78556', 'P25024')"
"('P31749', 'Q14643')"
"('9757', 'Q9C005')"
"('Q9ULK5', 'Q15139')"
"('Q8TBB1', 'P61106')"
"('Q15287', 'P63010')"
"('O60684', 'P36551')"
"('P62277', 'P23396')"
"('P00519', 'Q9NYB9')"
"('P18084', 'P30101')"
"('P11802', 'P51693')"
"('P62834', 'O00522')"
"('P03897', 'Q9P0J0')"
"('O75964', 'P05496')"
"('Q9UHA3', 'Q9UJW3')"
"('P01889', 'Q9UNS2')"
"('Q9UPP1', 'O15047')"
"('P58062', 'P16452')"
"('P01127', 'P17948')"
"('O15117', 'Q92608')"
"('P49765', 'P04626')"
"('O95400', 'Q8IYB3')"
"('P04183', 'Q9GZT6')"
"('P62258', 'O15397')"
"('Q12982', 'P11362')"
"('Q96ST3', 'Q8TEE9')"
"('O43617', 'P0DI82')"
"('P35579', 'Q13573')"
"('P62993', 'Q9GZY6')"
"('P26358', 'P09486')"
"('Q8WTQ7', 'P13945')"
"('Q8N5V2', 'P62745')"
"('P01106', 'Q13155')"
"('Q9Y6A5', 'Q9UNY4')"
"('Q92945', 'P09914')"
"('Q13315', 'Q13541')"
"('P56556', 'O96000')"
"('Q9UQN3', 'P40337')"
"('Q96SI1', 'O43768')"
"('Q15052', 'Q9UK33')"
"('Q9P0J0', 'P03901')"
"('P46778', 'Q15843')"
"('Q12933', 'Q9GZU2')"
"('P23921', 'P23508')"
"('O95400', 'P62308')"
"('O75427', 'Q99750')"
"('Q9H237', 'P04628')"
"('P08865', 'P42677')"
"('P00533', 'P06493')"
"('Q13363', 'Q9H334')"
"('P68036', 'Q9Y478')"
"('P31749', 'P45985')"
"('P62873', 'Q92806')"
"('O14512', 'P38484')"
"('P68431', 'Q8N806')"
"('Q9H3Q1', 'P36897')"
"('P50281', 'P56945')"
"('Q09028', 'P20073')"
"('Q9NWA0', 'O60244')"
"('Q9Y6K1', 'P84243')"
"('O94761', 'Q00005')"
