negatives
"('Q14966', 'Q96ED9')"
"('Q9NWB1', 'Q6ZVL6')"
"('Q15276', 'O75843')"
"('O96017', 'P04637')"
"('Q9BRX9', 'Q96GM8')"
"('Q8NFH3', 'Q9UKX7')"
"('P15924', 'Q15653')"
"('P36897', 'Q9Y3F4')"
"('Q9ULH1', 'P22681')"
"('O60262', 'O00555')"
"('Q7RTN6', 'Q9UGJ0')"
"('P29353', 'O00459')"
"('Q14974', 'P49790')"
"('Q07812', 'P31749')"
"('Q8NG80', 'P38405')"
"('P32121', 'Q8NGF1')"
"('P59768', 'Q8TCU6')"
"('Q16570', 'P13501')"
"('P63261', 'P20333')"
"('P15692', 'Q96CV9')"
"('Q15759', 'P63151')"
"('P50851', 'Q9H2G2')"
"('P60709', 'Q15717')"
"('P84022', 'Q13042')"
"('P41182', 'P63098')"
"('O96018', 'P11274')"
"('P01579', 'P42224')"
"('Q9UM11', 'P31689')"
"('Q9Y5L4', 'Q06609')"
"('P14921', 'P08047')"
"('P00533', 'Q06190')"
"('Q8NE01', 'Q99750')"
"('Q15369', 'Q15345')"
"('Q96A33', 'Q86WV6')"
"('Q13435', 'Q8TBK6')"
"('P53004', 'P17535')"
"('Q7LDG7', 'P62834')"
"('Q13546', 'Q7Z434')"
"('P30154', 'Q13936')"
"('P51114', 'Q9UKR5')"
"('Q96EQ8', 'P51668')"
"('Q9Y6K5', 'Q969S3')"
"('Q15041', 'Q9BT40')"
"('Q9UER7', 'O60934')"
"('P32121', 'Q8NGI6')"
"('P51813', 'P00533')"
"('P49407', 'P41597')"
"('Q9Y6K9', 'Q9GZR1')"
"('P49682', 'P49407')"
"('406991', 'Q53EL6')"
"('Q76G19', 'Q5VTD9')"
"('O75508', 'Q96B33')"
"('O43318', 'P40763')"
"('Q7Z392', 'P02768')"
"('Q9UL51', 'P55157')"
"('Q9H0H5', 'Q92730')"
"('Q9BWU1', 'Q6P2C8')"
"('Q96S59', 'P20701')"
"('P03915', 'Q9Y6M9')"
"('P24522', 'P01871')"
"('Q08554', 'Q8IY92')"
"('P08238', 'Q9Y6K9')"
"('P15090', 'P60709')"
"('O95782', 'P35659')"
"('Q9ULV8', 'P48551')"
"('Q16795', 'Q9Y375')"
"('P40337', 'P78396')"
"('P26441', 'Q6UXL0')"
"('Q8IWZ8', 'Q05519')"
"('Q9NX09', 'Q13619')"
"('P22492', 'P49916')"
"('P22612', 'Q02750')"
"('Q9UKG1', 'Q9Y243')"
"('P06213', 'Q9ULV8')"
"('Q15139', 'Q07021')"
"('P35222', 'P98177')"
"('Q13263', 'P24522')"
"('Q9Y5P0', 'P38405')"
"('O43347', 'P33240')"
"('Q13424', 'P11169')"
"('Q14164', 'P35268')"
"('Q8NFH8', 'Q9Y6I3')"
"('P28222', 'P09471')"
"('P42898', 'O95777')"
"('Q13573', 'Q8IWX8')"
"('Q99547', 'P02792')"
"('P17787', 'P43681')"
"('P23510', 'P43489')"
"('Q8N257', 'P16104')"
"('P62158', 'Q12933')"
"('P01106', 'P10415')"
"('P68400', 'P25963')"
"('Q9UL46', 'P16871')"
"('Q8WUM4', 'Q9H444')"
"('Q12841', 'Q14689')"
"('Q16629', 'P61978')"
"('Q00987', 'O14503')"
"('Q9GZY0', 'O15504')"
"('Q16512', 'P52564')"
"('P26885', 'Q9Y6D6')"
"('O95471', 'O95832')"
"('Q7Z699', 'Q9NPF4')"
"('Q96HA1', 'P63010')"
"('Q13444', 'Q8TEJ3')"
"('Q12968', 'P01375')"
"('P55795', 'O43390')"
"('Q8IVM0', 'P21580')"
"('O76050', 'P62256')"
"('Q9UKX7', 'P49792')"
"('P62873', 'Q5JWF2')"
"('Q13573', 'Q96QD9')"
"('Q13315', 'Q96EY9')"
"('Q9UII4', 'Q96LR5')"
"('Q96L34', 'Q9NPB6')"
"('P01127', 'P16234')"
"('Q9HD26', 'P13569')"
"('Q16630', 'Q13177')"
"('Q7L5D6', 'P04179')"
"('Q96JG8', 'Q9NQG6')"
"('O14641', 'P18146')"
"('Q15796', 'Q9GZV5')"
"('P35222', 'Q9UJU2')"
"('P26038', 'Q92574')"
"('P01574', 'O60674')"
"('Q86YP4', 'O94776')"
"('Q9H3N1', 'Q14573')"
"('Q08945', 'Q5QNW6')"
"('O95347', 'Q9BPX3')"
"('P32242', 'Q93062')"
"('Q03181', 'Q04206')"
"('P31153', 'O00422')"
"('P32121', 'Q8NGA0')"
"('Q8IWF7', 'Q9BUK6')"
"('Q15554', 'P49959')"
"('O15287', 'Q92889')"
"('P62258', 'Q9GZV5')"
"('P02746', 'P00736')"
"('P40763', 'P63244')"
"('Q14919', 'Q6ZSZ5')"
"('Q9UM47', 'Q86Y01')"
"('Q9BQP7', 'P43364')"
"('Q8WXA9', 'Q99459')"
"('P29350', 'P15391')"
"('O75925', 'P04637')"
"('A0JLT2', 'P62875')"
"('P22736', 'Q14802')"
"('P18054', 'P47712')"
"('P55774', 'Q14194')"
"('Q9BQA1', 'O43670')"
"('406953', 'Q8WY64')"
"('Q9H9J2', 'P32121')"
"('P61088', 'Q9Y4K3')"
"('Q9UFN0', 'O95163')"
"('P24752', 'P01889')"
"('Q5THK1', 'P67775')"
"('P01106', 'O76003')"
"('P04637', 'Q07817')"
"('Q96BH1', 'P51668')"
"('P20226', 'P49736')"
"('O76021', 'Q9NX58')"
"('Q9Y4K3', 'O43684')"
"('Q9Y6K9', 'Q05639')"
"('P34897', 'P30480')"
"('P03905', 'Q16795')"
"('P06241', 'P11912')"
"('P06493', 'P98082')"
"('Q9H2G2', 'P51398')"
"('Q92558', 'P14598')"
"('Q13541', 'P08238')"
"('P01034', 'P25774')"
"('Q15596', 'P19793')"
"('P08138', 'Q00994')"
"('P17405', 'Q9BVJ7')"
"('Q9NRI5', 'Q03001')"
"('Q99759', 'P25705')"
"('407010', 'O94925')"
"('P25025', 'O15145')"
"('P46100', 'Q13573')"
"('Q9NWF9', 'P02775')"
"('P50914', 'P62910')"
"('P35443', 'P17301')"
"('P68400', 'Q01105')"
"('Q9NRX1', 'O43147')"
"('P20339', 'Q9UKG1')"
"('Q9Y4G6', 'P00519')"
"('Q13469', 'Q13526')"
"('Q9C0D2', 'Q9NV70')"
"('Q15046', 'Q92844')"
"('Q05516', '343477')"
"('Q13094', 'Q86WV1')"
"('P29590', 'P42345')"
"('P43235', 'P55957')"
"('Q99547', 'Q5UIP0')"
"('Q99704', 'P42680')"
"('P46940', 'P62993')"
"('P61201', 'Q02556')"
"('P63104', 'Q96N67')"
"('P10275', 'P15309')"
"('O95619', 'P0C0S5')"
"('P11229', 'P63096')"
"('Q86XI6', 'Q16816')"
"('O60814', 'Q15291')"
"('Q96EB6', 'P01375')"
"('P19532', 'O75694')"
"('Q8WWM7', 'Q99836')"
"('P55036', 'P15923')"
"('Q13478', 'O95256')"
"('Q9H201', 'P22455')"
"('Q9Y6A5', 'O95359')"
"('P20338', 'Q9HD15')"
"('P04626', 'P42681')"
"('Q9H270', 'Q7L1V2')"
"('O60861', 'O95466')"
"('Q15750', 'Q13158')"
"('Q9Y4K3', 'P32927')"
"('Q9H0E2', 'Q8IZ07')"
"('Q9H5I1', 'P16333')"
"('P84103', 'Q13573')"
"('Q9H4B7', 'Q92974')"
"('P13224', 'P42336')"
"('Q99759', 'P36873')"
"('P67870', 'P48357')"
"('Q7Z6Z7', 'Q13107')"
"('Q04695', 'Q9UKW4')"
"('P60866', 'Q9C0C9')"
"('P53567', 'Q9NR55')"
"('P62993', 'Q8IWN7')"
"('P04150', 'P42229')"
"('Q13568', 'O14763')"
"('Q9UBC5', 'P62993')"
"('Q15139', 'P02795')"
"('P22694', 'Q92736')"
"('Q9Y2X8', 'Q9ULK6')"
"('O95721', 'P46459')"
"('Q15834', 'P19237')"
"('Q12778', 'P37231')"
"('P32519', 'P15408')"
"('Q9NY61', 'P08047')"
"('Q9Y6G9', 'Q71U36')"
"('P36542', 'Q14181')"
"('P11021', 'P51636')"
"('Q9BZM6', 'P26718')"
"('P16885', 'P29474')"
"('P55316', 'P98177')"
"('Q9H4P4', 'P16234')"
"('P40238', 'Q8WWM7')"
"('Q8N766', 'Q9UKE5')"
"('P0C5Y9', 'Q8WUI4')"
"('Q86UR1', 'Q7L0Q8')"
"('Q9P227', 'Q9H4E5')"
"('P45973', 'Q5T3J3')"
"('P26373', 'Q9UHD2')"
"('Q9UKG9', 'Q13748')"
"('Q04206', 'Q9Y6Q9')"
"('Q96EP5', 'Q4VXU2')"
"('P07910', 'Q14683')"
"('P05141', 'P99999')"
"('P01023', 'O00193')"
"('P61626', 'P50053')"
"('O60315', 'Q15797')"
"('Q71UI9', 'Q96A08')"
"('P51587', 'P21333')"
"('P25205', 'Q7L590')"
"('Q9Y5V3', 'Q9UBF2')"
"('Q13233', 'P0CG47')"
"('Q16539', 'P52746')"
"('O95467', 'P51828')"
"('O95750', 'P09619')"
"('Q6P1L8', 'Q14164')"
"('P62837', 'Q9UKB1')"
"('P30050', 'P46779')"
"('P17252', 'Q13393')"
"('Q9UDV6', 'P25963')"
"('Q15149', 'Q32MK0')"
"('Q13315', 'Q9NZJ0')"
"('Q03001', 'P15121')"
"('O15392', 'P55210')"
"('Q8WTQ7', 'P08100')"
"('P10275', 'P08473')"
"('Q16623', 'P63027')"
"('Q96QV1', 'Q96BK5')"
"('O43670', 'P52272')"
"('P16870', 'Q12873')"
"('O14818', 'O60739')"
"('Q3ZCQ8', 'Q9NYJ8')"
"('Q9BTX7', 'P02768')"
"('Q13887', 'Q13485')"
"('Q92837', 'O14640')"
"('Q9P209', 'Q15154')"
"('Q9BWD1', 'Q9UKE5')"
"('Q9HBY0', 'P13498')"
"('P01111', 'Q9HAU4')"
"('P62807', 'O15479')"
"('Q8IXH7', 'Q99623')"
"('O75159', 'P24394')"
"('Q86YC2', 'Q9UBU8')"
"('Q96BA8', 'Q53ET0')"
"('Q05682', 'P29353')"
"('Q9GZV5', 'P48730')"
"('Q16659', 'P04637')"
"('Q6WCQ1', 'Q9BZL4')"
"('Q9UKI3', 'P01871')"
"('Q9HAU5', 'Q9H173')"
"('Q06187', 'Q9Y6K9')"
"('O15255', 'Q9UMX0')"
"('Q10567', 'O43683')"
"('Q9H7D0', 'Q92730')"
"('P46109', 'Q14511')"
"('Q96GG9', 'Q15796')"
"('Q9GZQ8', 'Q14151')"
"('P08254', 'P16035')"
"('P54274', 'Q9UKY1')"
"('P18827', 'P04628')"
"('Q92830', 'P10828')"
"('Q6ZW49', 'P68431')"
"('P43354', 'Q92793')"
"('Q01081', 'P51991')"
"('407047', 'Q9H9Z2')"
"('Q99259', 'P46952')"
"('P35240', 'Q9BZE4')"
"('O14497', 'P51531')"
"('Q14241', 'P62834')"
"('P53350', 'Q15811')"
"('P54253', 'Q6V0I7')"
"('O43261', 'Q9GZT6')"
"('P26927', 'Q7L9L4')"
"('P56704', 'Q14332')"
"('Q5T4S7', 'P63146')"
"('P11388', 'O14980')"
"('O14879', 'Q13114')"
"('P46977', 'O95415')"
"('P00519', 'Q00535')"
"('P62070', 'Q96IZ0')"
"('Q13568', 'Q99731')"
"('Q9NPI1', 'Q5T3J3')"
"('P09341', 'P09874')"
"('Q9NZ42', 'P49755')"
"('Q13077', 'P34931')"
"('P02743', 'O43852')"
"('Q9Y5V3', 'Q15843')"
"('P35998', 'Q5VTR2')"
"('P43403', 'Q8IWV1')"
"('O00422', 'Q15287')"
"('P08238', 'P06753')"
"('O14907', 'Q15560')"
"('P56537', 'P50539')"
"('P42229', 'Q99490')"
"('P67870', 'P05114')"
"('Q9UQ80', 'Q9NR46')"
"('Q86Y39', 'Q9UI09')"
"('Q12929', 'Q07889')"
"('Q04837', 'P62993')"
"('Q9H0H5', 'P17081')"
"('P62993', 'Q9H204')"
"('P51571', 'Q9BRT8')"
"('Q15080', 'P08253')"
"('P63165', 'O15294')"
"('Q13352', 'Q13330')"
"('P35232', 'Q14197')"
"('Q05655', 'Q9UP65')"
"('O14493', 'Q07157')"
"('P49368', 'Q9H7D0')"
"('P32519', 'P53539')"
"('Q13557', 'Q92793')"
"('P30876', 'Q9NX70')"
"('P63165', 'P35354')"
"('P23588', 'Q92832')"
"('O43157', 'Q9NZN5')"
"('Q07889', 'P12931')"
"('P35609', 'P26232')"
"('O43149', 'Q92561')"
"('P50150', 'P25116')"
"('Q9BWC9', 'Q5UIP0')"
"('Q9Y6N6', 'P13612')"
"('P13631', 'O75376')"
"('Q5VTR2', 'O75832')"
"('Q86WB0', 'P14635')"
"('P49207', 'P62424')"
"('P04183', 'Q5TA45')"
"('Q9UHA4', 'Q9Y2Q5')"
"('Q16520', 'P15336')"
"('P52333', 'O00329')"
"('Q8N3U4', 'Q29RF7')"
"('Q9Y2K3', 'P63261')"
"('P35557', 'Q16584')"
"('Q7Z434', 'Q15366')"
"('P60520', 'O00410')"
"('P54920', 'O14964')"
"('P62979', 'Q14596')"
"('O96019', 'Q15014')"
"('Q86XI6', 'Q8TD86')"
"('Q92747', 'Q9P1U1')"
"('P27361', 'P57086')"
"('P10826', 'P17676')"
"('Q92731', 'O43524')"
"('P38936', 'P47897')"
"('P35225', 'P16471')"
"('Q9UJY4', 'P41227')"
"('Q9UN37', 'Q8WUM4')"
"('O14640', 'Q9Y608')"
"('Q14103', 'O95400')"
"('Q08050', 'P24385')"
"('P10721', 'Q6S5L8')"
"('P78364', 'Q9HC52')"
"('P62993', 'P78527')"
"('Q13573', 'Q6P1J9')"
"('P34932', 'P10144')"
"('P16333', 'P22681')"
"('P40939', 'Q9H0R8')"
"('P62241', 'P62273')"
"('P05997', 'P18084')"
"('Q9BTT4', 'Q15528')"
"('P35221', 'P49715')"
"('P51948', 'P10827')"
"('O14920', 'P11142')"
"('Q9Y5J5', 'Q9Y3D0')"
"('O95714', 'P23025')"
"('P63218', 'P45984')"
"('Q99828', 'Q99683')"
"('Q9HC24', 'P30086')"
"('P18031', 'P09619')"
"('Q02156', 'P62140')"
"('P12980', 'P35453')"
"('P42345', 'P08107')"
"('P05113', 'Q99062')"
"('Q9NYJ8', 'Q8N5C8')"
"('Q9NPH3', 'P27930')"
"('P29350', 'Q9HC73')"
"('Q99731', 'Q92985')"
"('P23368', 'Q9H4A3')"
"('P57087', 'O75970')"
"('Q8WYL5', 'P23528')"
"('Q86UL8', 'P12814')"
"('Q9Y3S1', 'P55157')"
"('Q9Y4K3', 'O14879')"
"('Q92956', 'P63167')"
"('Q8IZL8', 'Q92731')"
"('Q9P0T4', 'P07910')"
"('P62993', 'Q14315')"
"('Q8TB24', 'O00499')"
"('P54253', 'P37235')"
"('Q15181', 'O15264')"
"('Q5VVX9', 'Q8N5U6')"
"('P03928', 'Q9H4A3')"
"('Q14566', 'P25786')"
"('Q13131', 'P13569')"
"('P12956', 'Q00839')"
"('Q99459', 'Q9H4L4')"
"('P01579', 'Q99665')"
"('Q9ULV8', 'P27986')"
"('P00918', 'P10809')"
"('Q93009', 'Q9HBZ2')"
"('P49642', 'P12277')"
"('Q92730', 'O75914')"
"('P62269', 'P35544')"
"('P25942', 'Q99558')"
"('Q07820', 'P49841')"
"('O95777', 'Q2TAY7')"
"('P40222', 'Q8N3L3')"
"('P61586', 'O43924')"
"('P33992', 'P49736')"
"('P62136', 'Q96A32')"
"('Q9Y2X8', 'Q6PCD5')"
"('Q16531', 'Q16594')"
"('Q07889', 'P35579')"
"('Q8NFD5', 'Q12824')"
"('P49019', 'P08754')"
"('P26368', 'Q07666')"
"('P27695', 'Q9Y4K3')"
"('Q96PU5', 'P31947')"
"('O75925', 'Q15843')"
"('O15550', 'P06400')"
"('P48745', 'P01308')"
"('Q9Y572', 'O14974')"
"('P58107', 'Q04695')"
"('Q9H0Q3', 'O60383')"
"('Q9HCM9', 'Q9BRC7')"
"('P38570', 'O75530')"
"('P61073', 'Q15149')"
"('Q6ZW49', 'Q9UBL3')"
"('P55268', 'O95295')"
"('P37198', 'P40425')"
"('P37231', 'Q9UM63')"
"('Q9UBD5', 'Q9H171')"
"('O75844', 'Q9UET6')"
"('P11831', 'Q7L590')"
"('406891', 'P52926')"
"('Q9UKR5', 'P62308')"
"('Q92598', 'P63104')"
"('P07437', 'Q68CR1')"
"('P84022', 'Q96RN5')"
"('Q8N5U6', 'P61077')"
"('Q99459', 'Q5UIP0')"
"('Q8TDY2', 'Q15714')"
"('O95343', 'Q9Y2V3')"
"('Q8NFD5', 'P38398')"
"('Q13555', 'Q02930')"
"('O15198', 'P02792')"
"('O95402', 'P52434')"
"('P51116', 'P22234')"
"('P04792', 'Q96RG2')"
"('P62993', 'Q5JSH3')"
"('P49746', 'P26010')"
"('Q9UIA9', 'Q9Y2Q3')"
"('Q9Y6J9', 'P68431')"
"('P13569', 'P61619')"
"('P23229', 'Q9Y6N6')"
"('P13987', 'P12931')"
"('O60262', 'P27986')"
"('O76031', 'Q14197')"
"('P62424', 'Q9UNX3')"
"('P40337', 'P30084')"
"('Q9NYG5', 'Q9UJX3')"
"('Q05209', 'P46379')"
"('Q5VYS4', 'Q9Y4K3')"
"('Q9UPP1', 'P51610')"
"('Q9NRR4', '406955')"
"('Q92633', 'P50148')"
"('Q01844', 'Q8N684')"
"('P46459', 'P08575')"
"('Q16671', 'Q04771')"
"('Q12933', 'Q9NZD8')"
"('Q12983', 'Q07820')"
"('Q9H832', 'Q9H8W4')"
"('Q13489', 'P55212')"
"('Q15365', 'P67809')"
"('P21980', 'P06400')"
"('O43924', 'P36405')"
"('P59768', 'Q8WYR1')"
"('P0CG48', 'Q96QV6')"
"('P42680', 'P15498')"
"('Q92747', 'O15143')"
"('P49765', 'P06213')"
"('P01871', 'Q9UIG0')"
"('P01871', 'P35527')"
"('Q9GZN1', 'Q15906')"
"('P42338', 'P05026')"
"('Q9UBF2', 'P53618')"
"('P62241', 'P62753')"
"('P83731', 'P32969')"
"('P10114', 'O43818')"
"('Q13573', 'Q09666')"
"('P54619', 'P04035')"
"('P22460', 'Q13424')"
"('P19012', 'P35900')"
"('O95707', 'O95059')"
"('Q99661', 'Q99459')"
"('Q8ND76', 'P61981')"
"('O00231', 'Q5VTR2')"
"('O95340', 'P40337')"
"('P22681', 'Q14155')"
"('P33993', 'Q13424')"
"('P01106', 'Q8TAQ2')"
"('Q9H3P2', 'Q8IXH7')"
"('O15143', 'Q14247')"
"('P51587', 'P54725')"
"('Q16659', 'O15145')"
"('Q14164', 'P09661')"
"('P04637', 'P12004')"
"('P61981', 'P33176')"
"('P18754', 'P51693')"
"('Q14164', 'P12532')"
"('P13725', 'Q14031')"
"('Q969G2', 'P01236')"
"('Q9Y3C7', 'Q9H1I8')"
"('Q9Y478', 'P00505')"
"('Q9UL18', 'Q9UGN5')"
"('P61952', 'Q13972')"
"('P56706', 'Q9H461')"
"('Q13535', 'O60671')"
"('Q9H8Y8', 'P39023')"
"('Q14999', 'P62877')"
"('P46821', 'Q9H2C0')"
"('Q13158', 'Q15648')"
"('P49716', 'P58340')"
"('Q9UMX1', 'Q96H86')"
"('Q9Y675', 'Q6P2Q9')"
"('Q7L1W4', 'Q9NPD3')"
"('Q07889', 'P61158')"
"('O00571', 'Q9UHD2')"
"('Q9NXR8', 'Q15906')"
"('Q14108', 'P21281')"
"('P27708', 'Q12933')"
"('Q9UBB5', 'Q8WXI9')"
"('Q9UKF6', 'Q9P2I0')"
"('P22612', 'P62879')"
"('O75380', 'Q16718')"
"('O95298', 'O43674')"
"('Q12873', 'P49641')"
"('Q9HCE7', 'Q9UII6')"
"('Q14571', 'Q9UBN4')"
"('P22681', 'O00459')"
"('Q09028', 'O00422')"
"('O75521', 'Q9Y2Y9')"
"('Q9UIS9', 'P63165')"
"('Q13153', 'Q14247')"
"('Q13191', 'Q6UXL0')"
"('Q16363', 'P16070')"
"('P49746', 'P18827')"
"('P24522', 'P68104')"
"('Q6WCQ1', 'Q16643')"
"('Q13618', 'Q86VP6')"
"('O43765', 'P0CG04')"
"('Q96KB5', 'Q13227')"
"('P23508', 'Q9Y3B8')"
"('Q99828', 'Q01780')"
"('Q9ULV1', 'P50148')"
"('P00918', 'Q9H8Y5')"
"('P53708', 'P26010')"
"('P55210', 'P17405')"
"('Q14160', 'Q9UDY2')"
"('P20333', 'P50591')"
"('Q14457', 'Q15149')"
"('Q9BX66', 'Q8IVH8')"
"('Q96EZ8', 'O96019')"
"('Q8N5H7', 'O43281')"
"('P62913', 'P27635')"
"('Q96EB6', 'Q02539')"
"('Q13596', 'P36896')"
"('Q15834', 'Q9H4K1')"
"('Q9UGF6', 'P38405')"
"('P32121', 'Q8NGB8')"
"('O60551', 'P67870')"
"('O94818', 'Q16659')"
"('O75676', 'Q70SY1')"
"('P14415', 'O15537')"
"('Q96HC4', 'P23396')"
"('P12236', 'P21281')"
"('P78364', 'Q8IXK0')"
"('Q15834', 'P05783')"
"('O60894', 'P63092')"
"('O75365', 'O14925')"
"('Q9Y2J4', 'Q9Y6D9')"
"('Q13422', 'Q96CW1')"
"('Q15573', 'Q15572')"
"('P08670', 'P35900')"
"('406988', 'O15357')"
"('Q14683', 'P38398')"
"('P32121', 'Q969Q6')"
"('Q00597', 'Q14469')"
"('P05112', 'P15260')"
"('Q96RK0', 'Q8IYM9')"
"('Q6VMQ6', 'Q15155')"
"('Q9Y5K6', 'P06241')"
"('Q9UKV8', 'Q02878')"
"('Q07889', 'Q562R1')"
"('Q5QNW6', 'Q96DB2')"
"('Q9UQC2', 'P28482')"
"('P31749', 'Q9UQK1')"
"('P18124', 'P46779')"
"('Q0VDF9', 'P45983')"
"('P18146', 'O95626')"
"('P23471', 'Q9Y2X7')"
"('Q13114', 'Q13546')"
"('P02675', 'Q14451')"
"('Q9UMX0', 'O15255')"
"('P30480', 'P46060')"
"('P49642', 'Q93008')"
"('Q14240', 'Q1KMD3')"
"('P28347', 'Q9GZV5')"
"('Q9BPX5', 'Q07889')"
"('Q8TEM1', 'O75694')"
"('P50281', 'P08123')"
"('P19012', 'Q9UGJ1')"
"('Q92888', 'P49674')"
"('Q92793', 'Q92830')"
"('Q99877', 'P49321')"
"('P17948', 'Q99961')"
"('P30101', 'P27797')"
"('P26373', 'P83881')"
"('P01106', 'Q14554')"
"('B1A4H9', 'Q8N6P7')"
"('Q92769', 'P06454')"
"('P41743', 'P02545')"
"('Q15256', 'P45984')"
"('P32121', 'Q99558')"
"('Q14689', 'P12643')"
"('P38398', 'Q9BSJ2')"
"('Q96PD4', 'Q8NAC3')"
"('P15880', 'Q13368')"
"('P01375', 'Q32MZ4')"
"('Q01151', 'Q15717')"
"('O00764', 'Q9Y478')"
"('P34810', 'Q01543')"
"('P20265', 'Q00403')"
"('P50616', 'Q15797')"
"('Q9Y230', 'O43257')"
"('P19174', 'Q9Y2X7')"
"('P02792', 'Q99816')"
"('Q8WUQ7', 'Q15287')"
"('Q00839', 'Q01130')"
"('Q86YT6', 'Q96B02')"
"('Q9Y2X8', 'Q96GF1')"
"('P49841', 'Q75N90')"
"('Q9UBU8', 'P06400')"
"('Q03013', 'Q9Y3C7')"
"('P26006', 'P18564')"
"('P30049', 'P36542')"
"('Q6ZVL6', 'Q9BT22')"
"('Q14197', 'Q9UDR5')"
"('P01344', 'P24593')"
"('P54619', 'P13807')"
"('O15162', 'Q8N9H8')"
"('Q14118', 'P46939')"
"('O00329', 'P05026')"
"('P62750', 'P40429')"
"('O95793', 'P46778')"
"('P16520', 'P48736')"
"('Q9NYA4', 'Q9H422')"
"('Q15653', 'Q00839')"
"('P16152', 'P23508')"
"('Q9HBY8', 'P98177')"
"('P12931', 'P23743')"
"('Q9UKY1', 'Q9NX58')"
"('O95257', 'O60383')"
"('P43657', 'P62879')"
"('Q03518', 'Q9BQ66')"
"('P27986', 'O43561')"
"('P67870', 'P82979')"
"('Q06265', 'Q9NPD3')"
"('P62745', 'P22392')"
"('Q9UPT9', 'Q12962')"
"('P62826', 'P18754')"
"('P08238', 'P31946')"
"('Q13233', 'P53779')"
"('Q9H816', 'Q0VDF9')"
"('Q13188', 'Q9NRM7')"
"('Q99558', 'P10412')"
"('Q9P212', 'O94806')"
"('Q8IUQ4', 'Q9UHB7')"
"('Q16665', 'P29474')"
"('P10619', 'Q9NSA3')"
"('Q9H361', 'P78543')"
"('Q08945', 'Q9P0M6')"
"('O95897', 'Q15907')"
"('Q8WXA3', 'Q9BVJ7')"
"('P07900', 'Q00653')"
"('Q9UL18', 'Q8IU60')"
"('Q01628', 'Q00978')"
"('Q12933', 'Q96CG3')"
"('Q00005', 'Q8WXS5')"
"('P17482', 'Q9BQ66')"
"('Q13315', 'O43164')"
"('Q9NPA1', 'Q13698')"
"('O75400', 'Q5T4S7')"
"('O00755', 'Q01974')"
"('Q8TD86', 'Q14012')"
"('P09651', 'O95870')"
"('P28222', 'O14610')"
"('P32121', 'Q6IF99')"
"('O95715', 'P41597')"
"('P20248', 'O00716')"
"('P31371', 'P35916')"
"('Q03135', 'P51617')"
"('Q15545', 'Q00613')"
"('Q16512', 'P11234')"
"('P04049', 'O14939')"
"('P12757', 'O75925')"
"('P05014', 'P48357')"
"('Q8NGJ4', 'P38405')"
"('O14818', 'P25788')"
"('P51817', 'Q02641')"
"('Q9NVH1', 'Q9Y2Q3')"
"('O60383', 'Q96RU7')"
"('P80075', 'P51684')"
"('P04637', 'P50453')"
"('Q9UKJ0', 'P29350')"
"('Q9UQK1', 'P54840')"
"('P53779', 'P04637')"
"('Q9H1Y0', 'P09936')"
"('O60684', 'Q13303')"
"('Q9UNY4', 'Q8WUM4')"
"('Q6P1J9', 'O60318')"
"('P25098', 'P12931')"
"('P06241', 'Q8IWN7')"
"('P20585', 'Q10586')"
"('P25963', 'O95163')"
"('P01589', 'P10914')"
"('O00238', 'Q96AE7')"
"('Q12906', 'Q99750')"
"('P11912', 'P51451')"
"('P51532', 'Q01628')"
"('O43597', 'Q12933')"
"('P02452', 'O43405')"
"('Q7Z6G8', 'P26010')"
"('Q16665', 'P04637')"
"('Q96DF8', 'O60231')"
"('P08708', 'P46783')"
"('P09471', 'Q00722')"
"('O75970', 'Q8N7P3')"
"('Q9BQG0', 'Q99459')"
"('P05129', 'Q9HBA0')"
"('Q9NZT1', 'Q13555')"
"('Q9NX70', 'Q9BQ50')"
"('P16885', 'P52735')"
"('Q03013', 'Q8IXH7')"
"('P11387', 'P09651')"
"('P49765', 'P08581')"
"('P04222', 'P27797')"
"('Q96EP0', 'Q13077')"
"('Q99584', 'P01583')"
"('Q00534', 'P36897')"
"('P23258', 'Q6PEY2')"
"('P41235', 'P01008')"
"('O95169', 'P03886')"
"('Q6PEY2', 'Q9BVA1')"
"('O60262', 'Q9NPH0')"
"('Q8IWY9', 'O15530')"
"('P23511', 'Q07955')"
"('O95198', 'Q53G59')"
"('Q7Z5Y7', 'Q96L34')"
"('Q9GZR7', 'P14222')"
"('P62993', 'Q9P0K7')"
"('Q13794', 'Q05516')"
"('Q92610', 'P63165')"
"('Q8TAX9', 'P18146')"
"('Q93063', 'P04183')"
"('Q16659', 'P15056')"
"('P56199', 'O75578')"
"('Q13094', 'P20273')"
"('P06396', 'P21796')"
"('O95983', 'Q9UBB5')"
"('P63104', 'Q13698')"
"('Q66LE6', 'P17987')"
"('P31946', 'O95382')"
"('Q6P2I7', 'Q9Y376')"
"('O60739', 'Q9UHV9')"
"('Q15834', 'O95990')"
"('P26927', 'P06899')"
"('P15336', 'Q8TEY5')"
"('P45983', 'P05067')"
"('P51884', 'P61812')"
"('P38936', 'Q05516')"
"('Q16254', 'O75182')"
"('Q9HBE4', 'P42224')"
"('Q9UEU0', 'O15400')"
"('Q15102', 'P04637')"
"('P31947', 'Q9UBF8')"
"('P01106', 'Q8NBJ4')"
"('Q969L4', 'P62306')"
"('P26373', 'Q15843')"
"('Q9UEU0', 'O43752')"
"('O15264', 'P23246')"
"('Q13522', 'Q16821')"
