negatives
"('Q9NRY4', 'P41182')"
"('P62330', 'P37108')"
"('Q8TEQ6', 'P45985')"
"('P43358', 'P01891')"
"('Q9HB58', 'O75626')"
"('P23508', 'Q15631')"
"('P04264', 'P00533')"
"('Q13217', 'O43422')"
"('Q9Y478', 'P61077')"
"('Q16891', 'Q9NVH1')"
"('O75592', 'P63104')"
"('Q16576', 'Q9H0Y0')"
"('Q12965', 'O43426')"
"('Q92769', 'O00422')"
"('P12236', 'Q9UKV8')"
"('P49768', 'P62491')"
"('P18124', 'P40429')"
"('Q9Y3C0', 'Q9NYB9')"
"('Q15788', 'P13631')"
"('P60709', 'P45973')"
"('P41235', 'O75448')"
"('B1A4H9', 'Q13261')"
"('Q99459', 'O75934')"
"('Q8NBT2', 'O95229')"
"('Q9NRD5', 'P02545')"
"('Q14152', 'Q99613')"
"('P49407', 'P62714')"
"('Q86YW9', 'O60244')"
"('O75347', 'P01889')"
"('P67870', 'Q9BRU2')"
"('P30480', 'Q9GZT3')"
"('Q12824', 'Q8TAQ2')"
"('Q9NRR5', 'Q09470')"
"('Q9Y4G2', 'Q9Y3A3')"
"('Q92979', 'Q15843')"
"('Q16665', 'Q9Y2N7')"
"('554213', 'Q15329')"
"('Q9HAU0', 'Q7Z3B3')"
"('O95084', 'P43250')"
"('Q8NH05', 'P38405')"
"('P04632', 'Q7L5D6')"
"('Q9UQR1', 'P56524')"
"('O43318', 'Q9Y6Q6')"
"('O60610', 'Q99459')"
"('Q09028', 'P68400')"
"('P63096', 'P16473')"
"('Q15843', 'P12004')"
"('Q15435', 'Q15750')"
"('Q92597', 'P26641')"
"('Q9H1D9', 'O76061')"
"('Q12857', 'P16410')"
"('P63165', 'Q92786')"
"('Q16537', 'P31749')"
"('P11473', 'P49715')"
"('Q93096', 'O95379')"
"('Q5SRE5', 'Q9NRG9')"
"('Q14444', 'Q96BK5')"
"('Q9P2G9', 'P62826')"
"('Q92731', 'Q9BTT4')"
"('Q9BXW4', 'Q9H1Y0')"
"('Q9Y247', 'O95751')"
"('Q96AP0', 'Q15334')"
"('Q99962', 'Q8IVH8')"
"('Q07020', 'P39023')"
"('Q96B36', 'O75582')"
"('Q15111', 'P34903')"
"('Q06546', 'Q09472')"
"('Q9Y2T1', 'Q12834')"
"('Q9Y4P8', 'Q5XKL5')"
"('O14827', 'P55157')"
"('Q7L5N1', 'P51159')"
"('P16220', 'Q05707')"
"('P05556', 'P42336')"
"('Q9NPD8', 'Q9BXW9')"
"('Q15185', 'P40337')"
"('P07741', 'Q9UET6')"
"('Q96JH7', 'O15198')"
"('O43242', 'O00487')"
"('Q01201', 'P78527')"
"('Q3L8U1', 'Q14994')"
"('P61981', 'Q92934')"
"('Q9Y5Q3', 'O75444')"
"('P31483', 'P24522')"
"('Q9BW04', 'Q86YM7')"
"('Q9NQ87', 'P12757')"
"('P12314', 'P46109')"
"('O75439', 'Q14197')"
"('Q96S59', 'Q16659')"
"('Q9BVJ6', 'Q9Y2I6')"
"('Q13315', 'Q8N137')"
"('Q14457', 'Q9Y371')"
"('P26599', 'Q8IWZ8')"
"('Q99490', 'P16471')"
"('P49716', 'P01130')"
"('P56524', 'P63104')"
"('P28066', 'P16871')"
"('P12277', 'Q8N6R1')"
"('P20702', 'P56945')"
"('P17612', 'P48051')"
"('O15162', 'P50995')"
"('O14827', 'P01111')"
"('Q9H0E9', 'P62805')"
"('P01106', 'P11233')"
"('P01241', 'P31785')"
"('P27987', 'P27482')"
"('O75815', 'P62273')"
"('Q9Y3F4', 'P15531')"
"('Q16531', 'Q01831')"
"('P21246', 'P01215')"
"('P09884', 'Q9UHY7')"
"('Q9NRW7', 'Q9P253')"
"('Q01201', 'P04798')"
"('P55318', 'Q16630')"
"('P35443', 'P18564')"
"('P83731', 'Q15843')"
"('P16220', 'O43766')"
"('P98082', 'P41236')"
"('Q9UQM7', 'Q13469')"
"('Q13164', 'P15056')"
"('O60603', 'P22314')"
"('407035', 'P08648')"
"('Q92783', 'P52333')"
"('P50995', 'Q9H553')"
"('P19012', 'P62195')"
"('P0CG47', 'Q07812')"
"('Q15382', 'P04049')"
"('P16278', 'P67870')"
"('O60262', 'P43657')"
"('Q8IYB3', 'Q9BUJ2')"
"('P40692', 'Q13315')"
"('O75800', 'Q12986')"
"('O14657', 'P16104')"
"('Q71U36', 'Q9HCK5')"
"('P19387', 'Q8N7H5')"
"('Q15811', 'P63010')"
"('Q01844', 'Q15365')"
"('Q9Y265', 'Q15906')"
"('O60925', 'Q8IXL6')"
"('Q5VVX9', 'P49754')"
"('Q7L8L6', 'Q86UT6')"
"('Q8WUW1', 'Q9Y376')"
"('Q8WXE1', 'Q9NVI1')"
"('Q9BQY4', 'P84101')"
"('P25101', 'P04899')"
"('Q07092', 'P18146')"
"('P40937', 'P25942')"
"('Q13617', 'Q8N668')"
"('Q8IWX8', 'Q9Y580')"
"('Q8N5Z0', 'P49792')"
"('Q8N257', 'Q13547')"
"('O00401', 'P17301')"
"('Q8IYB3', 'P38159')"
"('554210', 'Q9Y2M5')"
"('O95967', 'P30281')"
"('P12814', 'Q16512')"
"('Q9BYG5', 'Q04917')"
"('Q8N146', 'P38405')"
"('P40937', 'P35251')"
"('P18077', 'Q9Y478')"
"('P22612', 'P15336')"
"('O95433', 'Q9Y2H0')"
"('Q05397', 'P16144')"
"('P15498', 'P43403')"
"('P46781', 'P08708')"
"('Q96PU4', 'Q96B02')"
"('P56746', 'Q07157')"
"('P15498', 'Q13191')"
"('P46782', 'P62701')"
"('P60520', 'Q8WZA9')"
"('P16220', 'Q8WXK3')"
"('Q9NRG9', 'P49792')"
"('P07900', 'Q15785')"
"('Q13077', 'P39687')"
"('Q01130', 'P51991')"
"('P43405', 'P40763')"
"('O95251', 'Q9BY11')"
"('Q8WZ55', 'P36405')"
"('Q13155', 'P62987')"
"('P18206', 'P63220')"
"('P06576', 'Q14197')"
"('P59538', 'A8MTJ3')"
"('P09874', 'Q02539')"
"('P63010', 'P25054')"
"('P25963', 'P08107')"
"('P00519', 'Q9UKY7')"
"('P49711', 'O43187')"
"('Q92993', 'Q9P2H0')"
"('P23396', 'P08865')"
"('P0CG48', 'Q16342')"
"('P08621', 'P78362')"
"('P43250', 'P25024')"
"('P15311', 'Q92574')"
"('P51817', 'Q92934')"
"('P42768', 'O75554')"
"('P49336', 'Q71SY5')"
"('P06493', 'P24864')"
"('O15116', 'Q96B26')"
"('Q9H0Y0', 'Q9H1Y0')"
"('P08670', 'P27348')"
"('O60610', 'P60673')"
"('P09619', 'O00459')"
"('O43752', 'Q96AJ9')"
"('P03905', 'O95168')"
"('Q13976', 'Q9UPR5')"
"('Q14833', 'P63096')"
"('Q7Z434', 'Q99942')"
"('Q15746', 'P14649')"
"('Q96KR4', 'Q9NWT6')"
"('Q96MF2', 'Q07869')"
"('Q15572', 'Q16514')"
"('P50453', 'Q5T3J3')"
"('P40763', 'Q99062')"
"('P20702', 'P17275')"
"('P63165', 'P49716')"
"('P01889', 'Q9UM73')"
"('Q01955', 'P13612')"
"('O14497', 'Q8TAQ2')"
"('Q9HA65', 'Q9H1I8')"
"('Q13547', 'P43355')"
"('O43567', 'P51668')"
"('P26196', 'Q9NPI6')"
"('O95873', 'P09104')"
"('O75914', 'P04049')"
"('Q13557', 'Q15796')"
"('P62714', 'Q6P5X5')"
"('Q63HR2', 'Q5VTD9')"
"('Q16594', 'Q16531')"
"('P08138', 'P27986')"
"('Q14344', 'O14640')"
"('Q9UK32', 'Q8N205')"
"('P35250', 'P35249')"
"('Q9H2F5', 'P04637')"
"('P12830', 'P31350')"
"('P83881', 'O15479')"
"('O43597', 'Q14584')"
"('Q9UQ80', 'P30480')"
"('O00339', 'P53420')"
"('Q03431', 'P84996')"
"('P46734', 'O15105')"
"('Q8TF46', 'Q9Y3B2')"
"('Q01094', 'P16118')"
"('Q14209', 'Q06609')"
"('Q13255', 'P08754')"
"('Q04637', 'Q9HAU5')"
"('P51531', 'Q6STE5')"
"('Q15154', 'P49841')"
"('P10276', 'P49639')"
"('Q15744', 'P32927')"
"('O60290', 'Q96AY4')"
"('Q9NVC6', 'Q9BWU1')"
"('P14373', 'Q9UL03')"
"('P11021', 'O00221')"
"('Q9Y4G8', 'Q07889')"
"('O95996', 'Q12959')"
"('P35626', 'Q8NGL4')"
"('Q9Y3Q8', 'P33552')"
"('Q12913', 'P49023')"
"('P98095', 'P13861')"
"('Q9Y6E0', 'Q9Y3A3')"
"('P01242', 'Q9HC73')"
"('Q9H400', 'P16885')"
"('P04792', 'P13569')"
"('O14610', 'Q96PN6')"
"('Q13393', 'O14494')"
"('O60506', 'P18206')"
"('P19022', 'O60331')"
"('P63000', 'O95256')"
"('Q86YP4', 'Q92769')"
"('Q9Y333', 'Q92733')"
"('P51532', 'Q13547')"
"('Q9UBB5', 'Q12873')"
"('Q12772', 'Q13643')"
"('O75970', 'Q9BX67')"
"('P05000', 'P32927')"
"('P51617', 'P41743')"
"('Q9UM11', 'Q13309')"
"('Q9NWZ3', 'O00206')"
"('P10451', 'Q05397')"
"('Q9Y248', 'Q7L590')"
"('Q02363', 'Q13432')"
"('P56199', 'P12814')"
"('Q9Y5B9', 'Q6DN03')"
"('Q13480', 'P42338')"
"('P26006', 'P26012')"
"('Q16795', 'O95299')"
"('Q9NP66', 'O75909')"
"('Q92621', 'P01106')"
"('P35269', 'Q9GZU7')"
"('O60896', 'P84996')"
"('Q9H0E9', 'Q96L91')"
"('Q9UJX4', 'Q16659')"
"('P55157', 'P28340')"
"('P02768', 'Q9UJS0')"
"('Q9UER7', 'Q02548')"
"('O15534', 'O00327')"
"('P62879', 'P16520')"
"('P48643', 'Q13573')"
"('A0JLT2', 'P17480')"
"('P03928', 'O75947')"
"('Q14164', 'O00487')"
"('P49759', 'O43172')"
"('Q9H4B6', 'P26927')"
"('Q5UIP0', 'Q96E14')"
"('P62993', 'O76039')"
"('P48436', 'O95471')"
"('Q9NRI5', 'Q9UPN3')"
"('Q6QNY1', 'Q8TDH9')"
"('P36551', 'O60684')"
"('Q99459', 'Q9NRI5')"
"('O75554', 'O43172')"
"('Q9UKX7', 'Q8NFH5')"
"('Q14197', 'Q9Y399')"
"('Q13882', 'P49023')"
"('Q9NXF8', 'P40425')"
"('P31785', 'P42224')"
"('P30260', 'Q9NZH5')"
"('Q9HBI1', 'P56199')"
"('P26373', 'P62917')"
"('P02649', 'P26441')"
"('Q96CW5', 'Q9NY65')"
"('O00590', 'P10147')"
"('O14775', 'Q16539')"
"('P21802', 'P42566')"
"('Q99558', 'Q13895')"
"('P26368', 'Q00610')"
"('P16109', 'P26022')"
"('Q6KF10', 'O00238')"
"('O94875', 'O43426')"
"('P16220', 'Q9UPW6')"
"('P62304', 'P62308')"
"('P42771', 'Q7L590')"
"('Q9NQW7', 'Q6NUQ1')"
"('Q15155', 'Q6VMQ6')"
"('Q15287', 'P30414')"
"('Q9UHD2', 'Q9UKV8')"
"('Q03113', 'P07900')"
"('P09874', 'Q99459')"
"('Q52LW3', 'P61587')"
"('Q8TD19', 'P60520')"
"('Q13765', 'P61011')"
"('Q13547', 'Q8N9N5')"
"('Q15583', 'O75716')"
"('P61978', 'Q13243')"
"('P49682', 'P04899')"
"('P63220', 'P35544')"
"('407050', 'Q16827')"
"('P41235', 'P37059')"
"('Q9BRR9', 'Q7L0Q8')"
"('P51665', 'O00232')"
"('Q96KK5', 'P23527')"
"('Q9HAU5', 'Q9ULX3')"
"('O95251', 'Q9HC52')"
"('Q13315', 'Q7L590')"
"('P05060', 'O15527')"
"('Q9UBS5', 'P16333')"
"('Q00610', 'P49407')"
"('Q9NYY1', 'P16871')"
"('O15524', 'P07333')"
"('Q13233', 'P63279')"
"('P17931', 'O60506')"
"('P41235', 'P42357')"
"('P32121', 'P28482')"
"('Q9BRR9', 'Q07889')"
"('Q969M7', 'Q969K3')"
"('P07858', 'Q9HBJ7')"
"('P62280', 'P60866')"
"('P14616', 'P42336')"
"('P63098', 'Q12968')"
"('Q9UHD2', 'P07900')"
"('Q12873', 'Q9BTC8')"
"('P28482', 'Q05209')"
"('Q06124', 'P15498')"
"('P01106', 'P17987')"
"('Q7L590', 'Q99741')"
"('Q08043', 'Q8WWI1')"
"('P01258', 'Q8NFJ9')"
"('Q9UQK1', 'P62140')"
"('Q07021', 'Q9NY57')"
"('P56706', 'Q9UP38')"
"('P17612', 'Q8TEY5')"
"('P20226', 'Q15650')"
"('O94992', 'O60583')"
"('Q9NR55', 'Q16649')"
"('Q13547', 'Q92841')"
"('P41219', 'P08670')"
"('Q07817', 'P52756')"
"('Q13573', 'Q13418')"
"('Q99879', 'Q96RL1')"
"('O15379', 'P20671')"
"('Q07021', 'P67809')"
"('Q9BRJ6', 'Q9NX58')"
"('P40818', 'P31947')"
"('Q9BQ52', 'P56545')"
"('P98175', 'Q92624')"
"('P40306', 'P21246')"
"('Q9UPW5', 'P06733')"
"('P62913', 'P50914')"
"('Q9BZK7', 'Q13573')"
"('P98175', 'Q02575')"
"('Q00987', 'Q9Y2T4')"
"('Q14164', 'P52209')"
"('P16112', 'P98095')"
"('Q16539', 'Q9H869')"
"('O60291', 'Q9NPD8')"
"('P20908', 'O75578')"
"('P25786', 'P60520')"
"('P61981', 'Q99683')"
"('Q9UII5', 'Q9H422')"
"('P46108', 'O43150')"
"('P42166', 'O75531')"
"('P14866', 'P38159')"
"('P84098', 'Q13573')"
"('P49418', 'Q05193')"
"('Q08043', 'P17301')"
"('P51817', 'Q01814')"
"('O43791', 'O60496')"
"('P43681', 'O60674')"
"('P01106', 'P54578')"
"('P62993', 'P11142')"
"('Q01101', 'Q92796')"
"('P05187', 'P01584')"
"('P55786', 'P56537')"
"('Q9UQB8', 'Q9UKR5')"
"('Q15027', 'P02786')"
"('P51636', 'P06241')"
"('P04406', 'Q92993')"
"('P20702', 'P08047')"
"('Q96RT1', 'Q9Y466')"
"('Q12986', 'Q15287')"
"('Q16637', 'P14618')"
"('P61077', 'Q86YT6')"
"('Q99759', 'Q15653')"
"('Q92934', 'Q07820')"
"('Q8NAF0', 'Q13418')"
"('Q93079', 'Q9Y5B9')"
"('P26641', 'P12081')"
"('O14508', 'O14654')"
"('P10636', 'Q96RG2')"
"('Q14192', 'Q13635')"
"('P09496', 'Q9GZQ8')"
"('P62913', 'P62910')"
"('P03886', 'O95298')"
"('Q14790', 'P10275')"
"('O14543', 'Q01344')"
"('P35236', 'P45984')"
"('P12931', 'P61981')"
"('O95295', 'P26641')"
"('O00238', 'O15264')"
"('Q7Z5H3', 'P61587')"
"('Q9NWT6', 'Q96DX5')"
"('P49407', 'P50053')"
"('P49763', 'P08069')"
"('P15248', 'P26992')"
"('O75970', 'O14493')"
"('P38432', 'Q96EY1')"
"('Q12852', 'P45985')"
"('O43281', 'P19174')"
"('O14519', 'P01877')"
"('P18564', 'P60709')"
"('P36578', 'Q9UKV8')"
"('P06400', 'Q09028')"
"('Q8IZD9', 'P46108')"
"('P31943', 'P62993')"
"('Q9H6S0', 'P51617')"
"('O95813', 'P56704')"
"('P42224', 'P38936')"
"('P61313', 'P05388')"
"('Q86WN2', 'Q9HC73')"
"('P04626', 'Q13387')"
"('Q9UIS9', 'O15379')"
"('P55157', 'P16333')"
"('P0CG04', 'P01772')"
"('P63104', 'Q9HC77')"
"('P62993', 'O60244')"
"('P42771', 'P29590')"
"('O15131', 'Q9Y6F8')"
"('P49918', 'P24385')"
"('Q16625', 'P57739')"
"('P54257', 'P50336')"
"('P52434', 'O14802')"
"('O95400', 'Q15029')"
"('Q01844', 'P17844')"
"('Q9Y4K3', 'Q14566')"
"('Q8NEU8', 'O94776')"
"('O43707', 'P23229')"
"('Q06124', 'P19174')"
"('P18146', 'O43474')"
"('Q9NWY4', 'Q13352')"
"('P04070', 'P67870')"
"('P04629', 'Q92569')"
"('P54368', 'P54253')"
"('Q13131', 'P49593')"
"('O95402', 'P42166')"
"('Q9Y478', 'Q96B36')"
"('Q03113', 'O15085')"
"('P51148', 'P20339')"
"('Q6DKJ4', 'O14640')"
"('O15371', 'P47813')"
"('P49841', 'Q9UKY1')"
"('P07237', 'Q9H1Y0')"
"('Q13546', 'O00463')"
"('Q9H2P0', 'Q10586')"
"('Q14164', 'P04179')"
"('O00231', 'Q5UIP0')"
"('Q9H7Z6', 'P11474')"
"('P17612', 'Q7Z2W7')"
"('P62081', 'P62847')"
"('P35125', 'Q14CW9')"
"('Q13242', 'P61978')"
"('Q5SZQ8', 'Q15365')"
"('Q13547', 'Q92466')"
"('O95433', 'P56537')"
"('Q15910', 'O43318')"
"('P35225', 'P19235')"
"('Q9NX02', 'Q9Y2G2')"
"('P05412', 'P21675')"
"('O14964', 'P35240')"
"('Q969Q1', 'Q14315')"
"('O14490', 'Q96FJ2')"
"('Q00987', 'Q9H3D4')"
"('P42574', 'O43432')"
"('P84022', 'Q9NQ87')"
"('P35240', 'P13637')"
"('Q13596', 'P00533')"
"('Q92956', 'Q92616')"
"('P46092', 'Q9H2G2')"
"('Q16531', 'O75486')"
"('Q9NU22', 'P01106')"
"('P0CG48', 'Q15750')"
"('P12004', 'P49005')"
"('Q5MJ70', 'P24941')"
"('Q15370', 'Q92830')"
"('O00161', 'Q12846')"
"('P19793', 'Q15788')"
"('O15131', 'P13010')"
"('Q15554', 'Q92878')"
"('P48059', 'Q13418')"
"('P14859', 'P42229')"
"('P40337', 'P07741')"
"('P63092', 'P0C869')"
"('P01106', 'Q7Z3D6')"
"('Q9Y230', 'Q13547')"
"('P62906', 'P83881')"
"('P16885', 'Q14596')"
"('Q9NPH0', 'Q9UBM7')"
"('Q9UQ26', 'P62993')"
"('Q16665', 'P06731')"
"('P62899', 'P62750')"
"('Q13200', 'O00231')"
"('P11487', 'P08138')"
"('P18031', 'P12931')"
"('P19438', 'Q13748')"
"('P12956', 'P00533')"
"('P08754', 'P48051')"
"('Q9HBE4', 'P31785')"
"('Q14164', 'P47756')"
"('P55854', 'P49792')"
"('P01569', 'P52333')"
"('Q9NRH3', 'Q13748')"
"('O00716', 'P30304')"
"('Q9Y2X8', 'P78317')"
"('Q9UQK1', 'Q9UD71')"
"('Q9Y4X3', 'P46094')"
"('P15622', 'Q96BR9')"
"('Q96BK5', 'P62263')"
"('P51692', 'Q13882')"
"('P35222', 'Q8TEQ6')"
"('Q9UBD3', 'P32246')"
"('Q9NRG9', 'Q96EE3')"
"('Q68CQ4', 'P43364')"
"('Q99879', 'Q13547')"
"('Q13237', 'P54710')"
"('Q13813', 'Q9H9G7')"
"('P28702', 'P10276')"
"('O00198', 'Q16548')"
"('O60503', 'P51817')"
"('P11177', 'P10515')"
"('Q13315', 'Q13435')"
"('P08575', 'Q13480')"
"('P01903', 'O60603')"
"('Q93079', 'P20671')"
"('P39019', 'P08865')"
"('P26651', 'P15291')"
"('P32121', 'Q9UGF5')"
"('P22087', 'A0JLT2')"
"('Q96F07', 'Q9P2A4')"
"('P04216', 'P06239')"
"('Q7Z6B7', 'P60953')"
"('O75554', 'O75533')"
"('P78317', 'Q9HBE1')"
"('P50750', 'P51825')"
"('Q8ND90', 'P01876')"
"('O43505', 'Q8N3Y3')"
"('Q7Z4V5', 'P49407')"
"('P63104', 'Q14974')"
"('Q6VMQ6', 'Q13219')"
"('P54274', 'P15056')"
"('Q9Y4Z0', 'P62312')"
"('Q13619', 'Q9GZS3')"
"('406894', 'Q07820')"
"('P27635', 'P18124')"
"('P40337', 'P20930')"
"('Q13042', 'Q9NYG5')"
"('Q969S8', 'Q5QNW6')"
"('Q6PKG0', 'Q07817')"
"('Q96EV8', 'P30281')"
"('Q9NZ42', 'P49768')"
"('P50851', 'P00519')"
"('P47756', 'O95059')"
"('Q01955', 'P16070')"
"('Q13153', 'P35222')"
"('P13725', 'Q01113')"
"('Q9NR50', 'Q9UI10')"
"('Q16630', 'Q01844')"
"('P67870', 'Q9Y5U9')"
"('P41182', 'Q9Y618')"
"('Q9UBN6', 'P62191')"
"('Q01844', 'Q96M83')"
"('Q15459', 'Q9Y478')"
"('P62877', 'Q9NXK8')"
"('Q12906', 'Q99873')"
"('Q9UGJ1', 'Q9BQE3')"
"('Q9UJU2', 'Q15796')"
"('P56537', 'P08559')"
"('Q7Z419', 'Q15819')"
"('P00519', 'P30876')"
"('P35626', 'Q8WZ94')"
"('Q7LFL8', 'O14640')"
"('P54253', 'P62258')"
"('P07437', 'P19438')"
"('Q9BZL1', 'O43290')"
"('Q13387', 'P51805')"
"('Q99973', 'O60832')"
"('Q13263', 'Q14765')"
"('Q8NBZ0', 'Q96EZ8')"
"('P34932', 'P25963')"
"('Q13522', 'Q9UD71')"
"('Q15717', '406881')"
"('P48357', 'O14654')"
"('Q9BUA6', 'P60709')"
"('Q9Y3E7', 'P40818')"
"('P01106', 'P13798')"
"('Q96RT1', 'Q9H2G2')"
"('Q13315', 'Q9UPU5')"
"('P19525', 'P60953')"
"('Q16539', 'Q14934')"
"('406957', 'Q99626')"
"('P63167', 'Q8TDI0')"
"('P04085', 'P08581')"
"('P04637', 'Q8TBK6')"
"('P00519', 'P56945')"
"('Q96HF1', 'P56703')"
"('P54253', 'Q5JSZ5')"
"('Q15349', 'Q99640')"
"('Q15366', 'O75937')"
"('P05412', 'P67775')"
"('P27361', 'Q05682')"
"('P63092', 'P61952')"
"('P62714', 'P30154')"
"('Q86V97', 'P60520')"
"('P35443', 'Q13683')"
"('P57075', 'Q9UM73')"
"('P63167', 'Q9HC98')"
"('P51685', 'P04899')"
"('P05014', 'P42701')"
"('Q01105', 'P12544')"
"('P48454', 'Q8NHZ8')"
"('P22612', 'P15735')"
"('P14210', 'P22607')"
"('O75925', 'Q9P1Z2')"
"('P48594', 'P08311')"
"('Q15907', 'Q7L804')"
"('P49023', 'O43707')"
"('O60671', 'O60260')"
"('P01857', 'P02647')"
"('Q9HA65', 'Q15758')"
"('P46781', 'P62280')"
"('Q9Y297', 'O14965')"
"('Q99877', 'Q9UBN7')"
"('Q6P1K2', 'Q7L5N1')"
"('O95298', 'O96000')"
"('P29350', 'P16871')"
"('O15372', 'P08238')"
"('O43491', 'P16885')"
"('Q03164', 'Q9UNP9')"
"('P08047', 'Q03518')"
"('Q15654', 'Q8NEC5')"
"('Q9BUQ8', 'Q13573')"
"('O00175', 'P61073')"
"('Q5VTB9', 'P51965')"
"('O75689', 'P61289')"
"('P06493', 'Q93063')"
"('P22234', 'O60739')"
"('P42766', 'P62891')"
"('O75800', 'Q9NZQ3')"
"('P61024', 'Q86TM6')"
"('Q15466', 'P62508')"
"('Q9Y478', 'P61088')"
"('Q9UGN5', 'P09874')"
"('P05067', 'Q53HV7')"
"('P01106', 'P54136')"
"('P56945', 'Q9H0Q3')"
"('Q01094', 'P15927')"
"('P62714', 'Q86US8')"
"('P09651', 'P04150')"
"('Q14240', 'P46100')"
"('P22607', 'Q07890')"
"('Q13625', 'P10070')"
"('Q9UBN7', 'Q01201')"
"('Q9H1B7', 'P14316')"
"('P20042', 'P67870')"
"('O75179', 'O00221')"
"('P09326', 'P29692')"
"('Q9ULH1', 'P46108')"
"('Q969V6', 'Q9ULH7')"
"('Q99459', 'P78347')"
"('Q99759', 'O60641')"
"('P06241', 'P18583')"
"('P22061', 'Q14164')"
"('Q16537', 'Q92736')"
"('Q00839', 'P63208')"
"('P18146', 'Q9UII4')"
"('Q6PML9', 'P24385')"
"('Q13191', 'P35968')"
"('P15153', 'Q9Y6W5')"
"('P62993', 'P05204')"
"('O00206', 'P58753')"
"('O75865', 'O43617')"
"('Q9Y6E0', 'P05090')"
"('P31946', 'Q15287')"
"('P34969', 'O14775')"
"('P53708', 'O75369')"
"('P51654', 'P01344')"
"('P09529', 'Q8NER5')"
"('Q9BZK7', 'O75376')"
"('P27986', 'P29376')"
"('P63104', 'P07910')"
"('Q9Y265', 'Q9GZN1')"
"('P63104', 'Q9Y4H2')"
"('Q00005', 'P60520')"
"('Q15018', 'Q9NXR7')"
"('O75569', 'Q9UPY3')"
"('Q15834', 'P26651')"
"('P60842', 'Q16659')"
"('Q2M3G4', 'P60709')"
"('P60900', 'Q9BQ83')"
"('P04626', 'Q13882')"
"('P10720', 'P46092')"
"('P05060', 'P20073')"
"('P60520', 'P30084')"
"('Q96QZ7', 'Q08043')"
"('P48357', 'P27986')"
"('P25963', 'P04637')"
"('Q9NPC8', 'Q08117')"
"('Q92574', 'P02794')"
"('Q6WCQ1', 'Q99759')"
"('P10767', 'P10721')"
"('P51812', 'P01111')"
"('P61769', 'P14316')"
"('P06241', 'Q14767')"
"('Q96N67', 'P63104')"
"('Q93074', 'Q92731')"
"('P10244', 'Q16659')"
"('P19875', 'P25025')"
"('Q08211', 'Q08170')"
"('P31751', 'P36873')"
"('P04183', 'O60551')"
"('P41208', 'O43303')"
"('P05129', 'P09471')"
"('P18124', 'P62899')"
"('Q13535', 'Q3MIT2')"
"('Q9BQI0', 'Q9Y572')"
"('P05129', 'Q13009')"
"('Q16539', 'O43524')"
"('Q13243', 'Q15287')"
"('Q92945', 'P42285')"
"('Q13535', 'P50750')"
"('P22234', 'P16035')"
"('Q96KP1', 'Q99459')"
"('P12830', 'Q9UI95')"
"('Q08334', 'Q8IU57')"
"('P23258', 'P68366')"
"('Q05516', 'Q9P209')"
"('Q8NEM7', 'Q16594')"
"('Q9UQC2', 'P63104')"
"('Q16584', 'P45983')"
"('P35626', 'Q15612')"
"('Q7Z7J5', 'O14641')"
"('Q9NRD5', 'P19883')"
"('P21583', 'P22455')"
"('P40818', 'Q9H444')"
"('O00522', 'P35222')"
"('P15036', 'Q6SJ96')"
"('P09341', 'P32302')"
"('Q16890', 'O75822')"
"('P63261', 'P35080')"
"('P10301', 'O15211')"
"('P21860', 'P22681')"
"('Q8N6Y0', 'Q9UPT5')"
"('P04637', 'Q8WUF5')"
"('P46781', 'Q15714')"
"('Q13642', 'O75398')"
"('P48023', 'O60229')"
"('P16401', 'Q86U86')"
"('Q13573', 'P49792')"
"('Q9UNF1', 'P01106')"
"('Q15311', 'P15153')"
"('Q9NPF7', 'Q01113')"
"('P07900', 'O14920')"
"('Q13255', 'P63096')"
"('P13612', 'P05556')"
"('Q16787', 'P05556')"
"('P25101', 'P50148')"
"('P41208', 'Q13569')"
"('Q13239', 'P20963')"
"('P43405', 'Q9P126')"
"('P31942', 'Q16659')"
"('P06748', 'P31749')"
"('O60861', 'Q14457')"
"('P68366', 'P51149')"
"('P15927', 'P23025')"
"('Q99558', 'Q14451')"
"('Q8IZI9', 'P26951')"
"('Q9P2N4', 'Q8WZA2')"
"('O95169', 'P03891')"
"('O15273', 'O14793')"
"('Q5SRE5', 'Q8NFH3')"
"('P32121', 'P11142')"
"('P12814', 'P26038')"
"('P24666', 'Q9UKE5')"
"('P42566', 'O95782')"
"('Q9H4L4', 'P62269')"
"('P19784', 'Q9Y5Z7')"
"('P51610', 'Q9NS73')"
"('Q8IYT8', 'Q13501')"
"('P11940', 'Q14103')"
"('P54259', 'Q9BQY4')"
"('P63279', 'O75925')"
"('Q5SZQ8', 'P38936')"
"('Q16665', 'P52789')"
"('Q15389', 'P29317')"
"('Q14515', 'Q9NRI5')"
"('Q9NRD5', 'Q05084')"
"('Q9NNX6', 'P10600')"
"('Q96NY8', 'P55196')"
"('Q14164', 'O75396')"
"('P08708', 'P23396')"
"('Q9Y244', '26765')"
"('Q99962', 'P08581')"
"('P06241', 'Q9H7E9')"
"('P54259', 'O95674')"
"('Q15389', 'P06213')"
"('Q9Y3N9', 'P18146')"
"('Q9Y6K9', 'P61247')"
"('P80162', 'P46094')"
"('Q9UM73', 'P52945')"
"('P35626', 'Q8NGQ5')"
"('Q02156', 'Q9H0C2')"
"('O95433', 'O43150')"
"('P61513', 'P46776')"
"('Q99828', 'Q99683')"
"('P05015', 'P14784')"
