negatives
"('P52756', 'Q9HCE1')"
"('P49721', 'P82933')"
"('Q16647', 'P05067')"
"('Q96AX1', 'P56962')"
"('Q96HA8', 'P15531')"
"('P11387', 'Q9BX70')"
"('Q96ST2', 'P61163')"
"('P36542', 'Q9H4B6')"
"('Q9BYP8', 'Q86XF7')"
"('Q6AZY7', 'Q9NT22')"
"('O43318', 'P01375')"
"('P62937', 'P05067')"
"('Q14165', 'Q96NL6')"
"('O43734', 'O43318')"
"('P55735', 'P30480')"
"('P05412', 'P39880')"
"('Q9GZX7', 'Q9BY76')"
"('Q9BQI9', 'Q9UKW6')"
"('Q504Q3', 'P10412')"
"('Q96JM7', 'Q8N653')"
"('P04406', 'P23284')"
"('P49736', 'P46779')"
"('Q6L8G8', 'A1L3X4')"
"('O94811', 'P05067')"
"('Q9BYJ9', 'Q8N6D5')"
"('Q9Y2D8', 'Q96KQ4')"
"('P35227', 'P46060')"
"('Q9H0A6', 'Q6ZW49')"
"('O75208', 'Q13423')"
"('Q16531', 'Q15637')"
"('Q68CP9', 'P04637')"
"('Q96HE9', 'P42696')"
"('O43240', 'Q5T3J3')"
"('O43390', 'O95166')"
"('Q9Y4W6', 'P22415')"
"('Q16658', 'P21333')"
"('P20585', 'Q13156')"
"('P27694', 'P61006')"
"('P50995', 'O95817')"
"('Q92785', 'Q6STE5')"
"('Q12948', 'P30153')"
"('P14618', 'P56282')"
"('P49917', 'Q13315')"
"('Q5BKY9', 'P05067')"
"('P54652', 'Q15788')"
"('P61201', 'Q96L14')"
"('Q13620', 'P62241')"
"('P54725', 'O43396')"
"('Q9UK61', 'Q16666')"
"('P10768', 'P80404')"
"('Q14154', 'O43186')"
"('P62854', 'P62753')"
"('O43670', 'P48735')"
"('P31150', 'P15374')"
"('Q9H0E3', 'Q13617')"
"('P23508', 'O00273')"
"('Q9UNH7', 'P42224')"
"('O14559', 'Q9HC98')"
"('P49902', 'Q9NZL4')"
"('Q9UKW4', 'P13984')"
"('O95757', 'P33316')"
"('P27635', 'Q96CT7')"
"('Q9NRD1', 'P23219')"
"('Q9BUV8', 'Q9P0M9')"
"('Q16718', 'Q9Y6M9')"
"('Q15562', 'Q5TKA1')"
"('Q99496', 'Q8NI36')"
"('Q9NXV2', 'Q8N5I2')"
"('Q9NWR8', 'P04899')"
"('P62269', 'Q9HCK5')"
"('Q9UPM9', 'Q01780')"
"('O14633', 'P32242')"
"('Q3SXY8', 'Q16539')"
"('P99999', 'Q92731')"
"('P04637', 'Q14999')"
"('P43034', 'Q96CN7')"
"('Q9H0W5', 'Q9Y4I1')"
"('Q6K0P9', 'P12956')"
"('O75581', 'Q9NQ11')"
"('Q16773', 'Q9UBU9')"
"('Q6L8G8', 'O60336')"
"('P49715', 'O75925')"
"('Q9P2F8', 'Q9BSM1')"
"('Q96S53', 'P30305')"
"('Q8NBS9', 'Q92769')"
"('P68400', 'O95218')"
"('P61978', 'Q8WVV9')"
"('O76064', 'Q8IZU0')"
"('P28370', 'Q8NFD5')"
"('O14964', 'O95801')"
"('P43363', 'P39880')"
"('Q00403', 'P33076')"
"('Q9BUV8', 'Q8WVX9')"
"('Q9P1U0', 'Q99678')"
"('P55884', 'Q6DD88')"
"('Q9Y3R4', 'A8MQ03')"
"('Q8N138', 'Q6NUS6')"
"('P48039', 'P49286')"
"('Q9BYN8', 'Q14197')"
"('P19087', 'P16499')"
"('Q9UHB6', 'Q5M775')"
"('P62079', 'Q9BVK2')"
"('Q7L5Y9', 'Q99972')"
"('P37802', 'P49736')"
"('Q8N6L0', 'Q86Y82')"
"('P68871', 'P60520')"
"('P04083', 'Q92841')"
"('P19838', 'P51649')"
"('Q9H7E9', 'Q16891')"
"('P01857', 'P02533')"
"('Q96EV8', 'Q9NV70')"
"('P51149', 'P51970')"
"('Q9NYZ3', 'P08754')"
"('O95486', 'P55735')"
"('Q9BYV9', 'P62195')"
"('P10071', 'P10914')"
"('Q9UJW3', 'P15408')"
"('P25685', 'Q01804')"
"('P08758', 'P35637')"
"('P22694', 'Q8NGM8')"
"('Q6PJ21', 'Q9Y6R0')"
"('Q8IWY9', 'P12004')"
"('A4D0S4', 'Q9UKX5')"
"('P13497', 'P04637')"
"('Q9NRD1', 'Q8IWB1')"
"('Q8N0U8', 'Q96GX1')"
"('P46087', 'Q99459')"
"('P0DP25', 'Q8NCR3')"
"('O60343', 'P62258')"
"('P29692', 'P56537')"
"('P78367', 'Q13547')"
"('Q9UHR4', 'O15259')"
"('Q9Y3U8', 'O43143')"
"('Q9Y597', 'Q00536')"
"('Q9H9B1', 'Q00987')"
"('Q96JH7', 'O15198')"
"('P18075', 'Q9UPZ9')"
"('Q9UBI1', 'O00463')"
"('Q06546', 'Q8TAK5')"
"('Q8WU90', 'Q9H7E9')"
"('P08754', 'P50151')"
"('Q14103', 'Q13151')"
"('O75150', 'Q86VD1')"
"('P49675', 'P43364')"
"('P02751', 'P06493')"
"('Q00688', 'P22626')"
"('P61981', 'P15336')"
"('Q13886', 'P08047')"
"('Q8IWZ8', 'Q15428')"
"('Q96Q15', 'P30154')"
"('P62913', 'P23396')"
"('P53367', 'O60906')"
"('P45984', 'P78424')"
"('P16520', 'P48544')"
"('O43189', 'Q14683')"
"('P62873', 'Q15717')"
"('Q8IWF6', 'Q7KYR7')"
"('Q9Y2M5', 'Q9P2H0')"
"('Q05397', 'Q14469')"
"('Q92621', 'P06733')"
"('Q63ZY3', 'Q99459')"
"('P19784', 'Q9NPJ6')"
"('Q14134', 'Q92764')"
"('Q9BV20', 'Q9H9A6')"
"('Q5VU43', 'Q99459')"
"('Q99683', 'P04406')"
"('Q1MX18', 'Q9BXF9')"
"('P55209', 'P62701')"
"('Q86X19', 'Q8TEV9')"
"('Q14943', 'Q9NZT1')"
"('Q9UK08', 'P09471')"
"('P35580', 'P20333')"
"('Q6P3S6', 'P62877')"
"('Q9ULR3', 'Q8TEJ3')"
"('Q8NDH3', 'Q06203')"
"('P18146', 'P06748')"
"('Q00610', 'Q99759')"
"('Q86W50', 'P23193')"
"('Q7Z4S6', 'Q99459')"
"('O14522', 'P62993')"
"('Q8NHW5', 'P32969')"
"('Q9UDY4', 'Q8WXF1')"
"('Q8IXJ6', 'P51809')"
"('Q96EM0', 'Q9NYR9')"
"('P38159', 'O75147')"
"('P52907', 'Q6IQ23')"
"('P26358', 'Q7Z406')"
"('O95817', 'Q86UU1')"
"('Q9BVG3', 'P51668')"
"('P28340', 'Q9UHI6')"
"('Q7Z7A1', 'Q8TDM6')"
"('Q9H6F5', 'P41218')"
"('Q9UBJ2', 'P40855')"
"('Q15717', 'Q8NBI6')"
"('P17676', 'Q9NSC5')"
"('P46531', 'Q13049')"
"('Q8NBM4', 'Q8IWL3')"
"('Q13148', 'A0JLT2')"
"('Q9Y262', 'P19338')"
"('Q16659', 'O15400')"
"('Q8IZ07', 'P81408')"
"('P37837', 'O75150')"
"('P00918', 'P02730')"
"('O95777', 'P38646')"
"('Q14134', 'P27708')"
"('Q14807', 'P54253')"
"('P35232', 'P42166')"
"('Q9Y285', 'Q8NFA0')"
"('Q14344', 'Q86XP0')"
"('Q13309', 'Q92890')"
"('P63165', 'O60260')"
"('P31946', 'Q6P1J9')"
"('P26038', 'Q15080')"
"('P60410', 'Q9Y5L0')"
"('O43301', 'O43493')"
"('Q15397', 'Q96GQ7')"
"('P02751', 'Q99714')"
"('O95905', 'Q15120')"
"('P14598', 'Q16539')"
"('O76011', 'Q6PEX3')"
"('Q9UBI1', 'Q9GZQ3')"
"('O15239', 'P03897')"
"('P39060', 'P55001')"
"('P35222', 'P03372')"
"('Q9BRR9', 'Q9UM73')"
"('Q13490', 'O15455')"
"('Q6Y7W6', 'P26368')"
"('O95299', 'Q8NB78')"
"('P18428', 'O43439')"
"('Q9P2E9', 'Q9Y6X9')"
"('P82663', 'P21860')"
"('Q5SWW7', 'P56693')"
"('Q9BQG0', 'Q15050')"
"('Q08117', 'Q9UFD9')"
"('P25786', 'P19012')"
"('P53621', 'P49257')"
"('Q9NWM3', 'P61088')"
"('Q9P291', 'Q9UBB9')"
"('Q8TE49', 'Q9Y4K3')"
"('Q6UVY6', 'O76003')"
"('Q9NXF7', 'Q7L5N1')"
"('Q9NVR5', 'Q9UM19')"
"('Q9BYV6', 'Q92995')"
"('Q86XK2', 'O14558')"
"('Q5VWX1', 'P07910')"
"('O75533', 'Q96F63')"
"('Q86WV6', 'Q9Y6I4')"
"('P05388', 'P35558')"
"('Q5JTV8', 'Q96FQ6')"
"('Q9HBK9', 'Q7L0Q8')"
"('Q9Y2W1', 'P62993')"
"('Q99496', 'Q16795')"
"('P61224', 'P45983')"
"('Q8IYK2', 'P43364')"
"('Q9UBW7', 'P16220')"
"('Q14739', 'P61981')"
"('Q9NPI6', 'Q63ZY3')"
"('Q13185', 'Q8IWI9')"
"('Q99708', 'Q13526')"
"('Q9NQW7', 'Q9UHX1')"
"('Q13131', 'Q8TDC3')"
"('Q58WW2', 'P52294')"
"('P11310', 'Q96CS3')"
"('O75031', 'Q8TAU3')"
"('P43355', 'O60333')"
"('P46439', 'Q8N6T3')"
"('Q13438', 'Q9GZP9')"
"('P20339', 'P08123')"
"('P05556', 'P46108')"
"('O60664', 'P62820')"
"('Q8N474', 'Q9H461')"
"('P40222', 'P61266')"
"('Q96BK5', 'P51114')"
"('P21554', 'P63215')"
"('O43318', 'Q9NQC7')"
"('P0DMV8', 'Q8TDR0')"
"('P62995', 'Q9ULK4')"
"('P09651', 'Q8TAE8')"
"('Q07065', 'Q49AN0')"
"('Q14CS0', 'O43186')"
"('Q99497', 'O94776')"
"('Q8N0X7', 'P0C7P0')"
"('P63244', 'Q9Y4K3')"
"('O14980', 'Q07020')"
"('Q9Y3E0', 'Q86X52')"
"('Q8NBJ4', 'Q9UNH7')"
"('Q01826', 'P52435')"
"('O75446', 'Q4LE39')"
"('Q9P0W8', 'O43822')"
"('O43143', 'Q8IUX1')"
"('Q9UER7', 'P27037')"
"('O60683', 'Q13064')"
"('P19387', 'Q6P2C8')"
"('Q8N137', 'Q15560')"
"('P46199', 'Q6IN84')"
"('O75360', 'Q8IZS5')"
"('O43920', 'P28331')"
"('P23297', 'Q9H8W4')"
"('Q04637', 'Q9UKX7')"
"('Q9NZ94', 'P36897')"
"('Q5T3J3', 'P38936')"
"('O75864', 'Q9NPI6')"
"('O00505', 'Q9BY77')"
"('P62191', 'P04792')"
"('P04637', 'O75293')"
"('P37231', 'Q09472')"
"('P06493', 'O95251')"
"('P01106', 'O14497')"
"('Q13490', 'Q9P0P0')"
"('Q15654', 'P68402')"
"('Q13618', 'Q12905')"
"('Q8WWB3', 'Q15561')"
"('Q9P286', 'Q02750')"
"('Q99590', 'Q01130')"
"('P23511', 'Q13610')"
"('Q0VFX4', 'O95967')"
"('O76011', 'Q53S33')"
"('Q9UID6', 'O43167')"
"('Q13618', 'P55786')"
"('Q13620', 'P52294')"
"('Q9HCE7', 'P09769')"
"('Q8TC29', 'Q9UL16')"
"('Q13573', 'Q7L014')"
"('Q9UPR3', 'Q9Y297')"
"('Q96MF7', 'Q8WV22')"
"('P19474', 'Q9H2C0')"
"('P35579', 'Q504Q3')"
"('Q6P597', 'Q07866')"
"('P07948', 'Q9Y603')"
"('P35244', 'O94973')"
"('Q401N2', 'Q6ZXV5')"
"('Q4G0F5', 'O95260')"
"('Q16539', 'P78368')"
"('Q9H8S9', 'O00743')"
"('Q17RB8', 'Q9Y5V3')"
"('Q04206', 'P61353')"
"('P67870', 'Q96CW1')"
"('Q9Y4K3', 'Q13263')"
"('P15923', 'P13349')"
"('Q14164', 'Q9HAV4')"
"('P52952', 'Q01844')"
"('P68431', 'Q9UIG0')"
"('P53041', 'P56945')"
"('P60369', 'Q5TA79')"
"('P00519', 'Q14315')"
"('Q8IWL3', 'P30838')"
"('P51398', 'P62633')"
"('Q8IV36', 'O75534')"
"('Q9BUZ4', 'Q9UHD9')"
"('Q15466', 'P55771')"
"('Q15506', 'A8K855')"
"('Q8NCW5', 'Q13158')"
"('O95433', 'Q9ULH1')"
"('P11308', 'P17947')"
"('P60900', 'P50991')"
"('P51617', 'Q8IV45')"
"('Q9NQW6', 'P21333')"
"('P25815', 'P55036')"
"('O15239', 'O43674')"
"('Q08209', 'Q9NYG5')"
"('P12644', 'Q13873')"
"('O15409', 'Q8IVH2')"
"('O60216', 'Q8WXI7')"
"('P09651', 'Q96CW5')"
"('O14920', 'Q01201')"
"('Q9NZI7', 'Q8TBB1')"
"('P36508', 'P31321')"
"('Q86V42', 'Q96SB4')"
"('P02786', 'P02787')"
"('Q9BUF5', 'Q9BQE3')"
"('Q9NRC8', 'O60216')"
"('Q53T94', 'Q01105')"
"('O14544', 'P08238')"
"('O75438', 'Q86Y39')"
"('P18848', 'P21980')"
"('Q9BXC9', 'Q3SYG4')"
"('Q8IZP0', 'Q9ULV8')"
"('P27694', 'O75582')"
"('Q7RTY1', 'Q14240')"
"('P55036', 'Q99436')"
"('Q03701', 'O75530')"
"('Q9BSL1', 'Q8TC12')"
"('Q9NQC3', 'P15336')"
"('P08708', 'P01100')"
"('Q9Y6K9', 'O75688')"
"('P05013', 'Q6UWB1')"
"('P80297', 'Q9NUX5')"
"('P09661', 'P62308')"
"('P19438', 'Q9Y4K3')"
"('Q16695', 'P16455')"
"('Q9Y639', 'Q15527')"
"('Q9Y4K3', 'P41250')"
"('Q16629', 'Q14683')"
"('Q03060', 'P54253')"
"('Q96EK5', 'O60381')"
"('Q15262', 'Q9Y2Q3')"
"('P13682', 'Q99836')"
"('Q8IYB8', 'Q99459')"
"('Q92793', 'O75177')"
"('Q6P1N0', 'P00533')"
"('P34897', 'P15311')"
"('P10599', 'P30480')"
"('Q9Y3B7', 'Q8N1B4')"
"('Q13469', 'Q92793')"
"('O95169', 'O95299')"
"('Q9UPM9', 'O14530')"
"('O60939', 'Q96JB2')"
"('P46379', 'Q00535')"
"('Q16658', 'Q9NVA2')"
"('P62942', 'O15105')"
"('Q5TC79', 'Q9P0V3')"
"('Q9UHD8', 'Q9UK76')"
"('P63151', 'Q96E09')"
"('Q13315', 'P78527')"
"('Q9BQ39', 'Q9NR30')"
"('Q7L4P6', 'Q93009')"
"('Q15323', 'O15482')"
"('O43639', 'Q5ST30')"
"('O60502', 'Q6ZW49')"
"('P18075', 'Q6X4U4')"
"('O75678', 'Q00987')"
"('Q9GZZ1', 'Q9H9S0')"
"('Q8WU58', 'Q9UF72')"
"('P50402', 'Q9UKV8')"
"('Q8NCP5', 'Q86V42')"
"('P21860', 'Q06124')"
"('Q2M3G4', 'O14980')"
"('P20674', 'P42858')"
"('Q9NVD7', 'Q9H2U1')"
"('P53367', 'P84085')"
"('Q8NBL1', 'Q02083')"
"('Q9UGU0', 'P05412')"
"('P57052', 'Q6NZY4')"
"('Q92830', 'P35222')"
"('Q96BF6', 'Q12929')"
"('Q86UE4', 'Q05516')"
"('Q13351', 'Q8TAQ2')"
"('Q13547', 'P24385')"
"('Q8N6L0', 'Q9HC62')"
"('Q9Y2A7', 'Q8N726')"
"('P17482', 'P60411')"
"('Q14980', 'O60885')"
"('P22694', 'Q8NGR1')"
"('Q29RF7', 'O75530')"
"('Q14134', 'O15198')"
"('Q7Z6W7', 'P05067')"
"('Q9Y262', 'P62269')"
"('Q7Z4G1', 'P55072')"
"('Q9UBW8', 'O15417')"
"('Q15562', 'Q14683')"
"('Q99567', 'O75694')"
"('Q9H4L7', 'Q9H1H9')"
"('Q86WN1', 'Q9HCE1')"
"('P36542', 'P30049')"
"('Q15051', 'O15083')"
"('P20749', 'O95816')"
"('Q9H9S0', 'P60174')"
"('P53667', 'P08238')"
"('Q9UPV0', 'Q86WU2')"
"('Q6ZW76', 'Q68DC2')"
"('Q9UBU9', 'Q8IY63')"
"('P31689', 'Q8WW22')"
"('P49901', 'Q07627')"
"('Q5JST6', 'A6H8Z2')"
"('Q8WYQ9', 'O95817')"
"('Q9P0U1', 'P21912')"
"('Q9NRX1', 'O75530')"
"('Q99717', 'P22314')"
"('Q5FBB7', 'Q99729')"
"('P53567', 'P24941')"
"('O75486', 'O75529')"
"('Q92598', 'Q9UDY4')"
"('P10809', 'Q9HCC0')"
"('P09661', 'Q9BZI7')"
"('Q86XR7', 'P02794')"
"('Q15428', 'Q15029')"
"('Q13490', 'Q8NBP7')"
"('P19387', 'P62875')"
"('O43242', 'Q9Y2Z0')"
"('P43115', 'Q8TC07')"
"('Q96HB5', 'Q8N6L0')"
"('O15230', 'Q15262')"
"('Q5BKX8', 'Q96HA8')"
"('P08238', 'Q53HC5')"
"('O75800', 'Q9Y478')"
"('P15313', 'P62873')"
"('Q9Y2D4', 'P00533')"
"('Q2KHN1', 'Q9BU76')"
"('P41240', 'P07766')"
"('Q9P2Y5', 'P0DP23')"
"('Q9H501', 'Q9NY12')"
"('Q00987', 'Q13330')"
"('P46087', 'O95478')"
"('O14950', 'Q6IQ23')"
"('Q13315', 'Q05086')"
"('Q15717', 'P20339')"
"('P51114', 'Q9NRC8')"
"('O00622', 'P31947')"
"('Q9UH73', 'Q01860')"
"('Q9UL54', 'Q71U36')"
"('P62249', 'Q93034')"
"('O15075', 'Q8WUY9')"
"('Q9Y4F3', 'Q92793')"
"('P60409', 'Q9NRQ5')"
"('Q92905', 'P24530')"
"('Q15654', 'Q92820')"
"('Q9NQW7', 'Q9NRI5')"
"('P12931', 'A1X283')"
"('P21452', 'P50148')"
"('Q13077', 'O43791')"
"('P63173', 'Q9NPQ8')"
"('P84243', 'O75436')"
"('P55268', 'Q9HAU0')"
"('P52333', 'P16234')"
"('P27797', 'P10415')"
"('P49917', 'P37802')"
"('P0C7T8', 'P68363')"
"('Q92614', 'Q9Y2D5')"
"('Q9BQ66', 'Q9Y223')"
"('Q9Y446', 'P31947')"
"('Q15418', 'P23588')"
"('Q8WXE1', 'Q13315')"
"('P01106', 'Q16540')"
"('Q969G5', 'Q9Y605')"
"('Q13151', 'P50750')"
"('P83731', 'P10155')"
"('Q5T447', 'O14905')"
"('O75351', 'Q9NRW7')"
"('Q9GZT5', 'Q13467')"
"('P47897', 'Q99853')"
"('Q96GX1', 'P30519')"
"('Q9BSG1', 'Q9BZW7')"
"('Q13573', 'O43684')"
"('P22694', 'Q32MK0')"
"('P45984', 'P16401')"
"('P55268', 'P08514')"
"('Q96SB3', 'Q15022')"
"('Q9Y6E7', 'Q96RQ3')"
"('Q99615', 'Q6K0P9')"
"('P34897', 'Q8NCN5')"
"('Q9H944', 'P03372')"
"('Q13315', 'Q9UKJ3')"
"('Q9GZR7', 'P46087')"
"('P49768', 'Q9Y2J2')"
"('Q99623', 'P15336')"
"('Q9BYG5', 'Q6UXU6')"
"('P35244', 'O14979')"
"('P27348', 'Q13233')"
"('P28331', 'P21580')"
"('P07327', 'P19784')"
"('Q9HCK5', 'P04908')"
"('P19793', 'Q53T94')"
"('P41252', 'Q15714')"
"('Q14978', 'P52732')"
"('P15884', 'Q01860')"
"('P61981', 'Q7L804')"
"('P36543', 'P23508')"
"('O95453', 'Q99547')"
"('Q13227', 'O15457')"
"('Q15833', 'P52788')"
"('Q13315', 'Q96BT3')"
"('P40617', 'Q96BJ8')"
"('Q92620', 'P60510')"
"('Q6UY14', 'Q8NEA9')"
"('Q9H4E7', 'P15884')"
"('P24390', 'Q8N6T3')"
"('O43396', 'P18206')"
"('P21817', 'Q8WZ42')"
"('P80370', 'Q9BRR6')"
"('Q16594', 'O43504')"
"('P28062', 'Q9Y5K5')"
"('Q13332', 'Q13432')"
"('P27348', 'O14530')"
"('Q15717', 'Q9Y2C2')"
"('P56537', 'P08559')"
"('Q8TC92', 'P26641')"
"('Q8WVN6', 'P09564')"
"('O95071', 'Q14157')"
"('Q6PJG2', 'P09497')"
"('P60709', 'Q15843')"
"('P21802', 'Q9UJM3')"
"('P43487', 'Q01844')"
"('P68133', 'P06396')"
"('P06493', 'Q93063')"
"('P56703', 'O75197')"
"('O14920', 'Q9Y6K9')"
"('O15078', 'Q2KHM9')"
"('Q13637', 'Q96AE4')"
"('P11802', 'P16402')"
"('Q8N4V1', 'Q9UJZ1')"
"('P59991', 'Q9P2J8')"
"('P30041', 'P04792')"
"('O75478', 'Q7L2H7')"
"('P30511', 'Q16635')"
"('O43164', 'Q8TEP8')"
"('O43290', 'O75643')"
"('O95229', 'Q49A88')"
"('Q9Y6F9', 'Q9ULW2')"
"('P54277', 'P43246')"
"('P46782', 'P24941')"
"('Q5JRA6', 'Q9Y6Z7')"
"('P00519', 'P31273')"
"('O14980', 'O95619')"
"('Q9H492', 'Q92499')"
"('Q9H6S0', 'Q13618')"
"('Q15459', 'Q9UQL6')"
"('P63104', 'Q6VAB6')"
"('Q99608', 'Q13136')"
"('Q5SW79', 'Q8N163')"
"('P09651', 'O60563')"
"('Q05519', 'P14866')"
"('O14980', 'Q9ULJ7')"
"('P52594', 'P03372')"
"('P26373', 'P62899')"
"('P34059', 'Q03405')"
"('Q9BYR7', 'P27658')"
"('Q32P51', 'P52597')"
"('Q10570', 'P51003')"
"('Q15554', 'O60934')"
"('Q2NL82', 'Q9BYC8')"
"('P22694', 'Q14571')"
"('P62714', 'Q13033')"
"('Q99814', 'P61962')"
"('P78346', 'Q9H0A6')"
"('Q9BXF6', 'Q86X19')"
"('P01568', 'P48551')"
"('Q02539', 'P53667')"
"('P22087', 'O76071')"
"('Q9BPW8', 'Q96RY7')"
"('Q9UJV3', 'Q8IYI8')"
"('Q9H492', 'P40227')"
"('Q13620', 'P60866')"
"('O43592', 'P18887')"
"('Q9NRD5', 'P55273')"
"('P49761', 'P51784')"
"('Q96SK2', 'Q16666')"
"('P00533', 'Q5TH69')"
"('Q9UIG4', 'P26367')"
"('O43707', 'P05106')"
"('Q8WXX7', 'P19784')"
"('Q641Q2', 'O75436')"
"('Q12906', 'P23396')"
"('Q16531', 'O15379')"
"('Q9Y6K9', 'Q6DCA0')"
"('P51532', 'P10914')"
"('P43364', 'Q49A88')"
"('P54252', 'Q6UXN7')"
"('O15067', 'P63104')"
"('P07948', 'Q14790')"
"('P31946', 'Q07002')"
"('Q92529', 'P05067')"
"('P13995', 'Q8IWL3')"
"('P62993', 'Q9Y265')"
"('Q8N4C6', 'Q9UPN4')"
"('Q9BPU9', 'Q9BSM1')"
"('P04629', 'Q8NE71')"
"('Q7RTP6', 'Q9NQW6')"
"('B0FP48', 'Q15884')"
"('Q8NE86', 'Q14197')"
"('Q9BUJ2', 'Q9UBU9')"
"('Q96T49', 'P51784')"
"('P35080', 'O95466')"
"('P62191', 'O60216')"
"('Q96JB5', 'Q9Y3U8')"
"('P63279', 'Q9Y3S1')"
"('P20963', 'Q5W0A0')"
"('Q9Y5J9', 'P01213')"
"('Q8TAP6', 'P82663')"
"('Q9H4A9', 'Q13438')"
"('A8K8V0', 'Q16623')"
"('Q49AN0', 'P13639')"
"('Q99490', 'P27986')"
"('Q8NA56', 'Q9BZK7')"
"('P09668', 'Q13201')"
"('Q96BA8', 'Q8TDV0')"
"('Q3LI76', 'Q7Z6R9')"
"('Q16352', 'Q9H2C0')"
"('Q07021', 'Q8WXA9')"
"('P50991', 'Q9HBY8')"
"('O75674', 'Q92575')"
"('Q9NS23', 'Q6P0Q8')"
"('P40337', 'Q93008')"
"('Q9C0B0', 'P53985')"
"('P14778', 'P51617')"
"('P17252', 'P78543')"
"('P03372', 'Q07666')"
"('Q7Z7H8', 'Q9NP92')"
"('P11413', 'Q04917')"
"('Q15717', 'Q9Y3Y2')"
"('O95229', 'Q9Y217')"
"('Q9NRC8', 'P10412')"
"('Q12952', 'O94826')"
"('Q08379', 'Q15973')"
"('O75159', 'P05067')"
"('Q9NSA0', 'Q14684')"
"('Q8NI60', 'Q99807')"
"('Q8IU60', 'Q9UBX3')"
"('O15169', 'Q12959')"
"('Q9P0J7', 'P34947')"
"('Q16666', 'Q09161')"
"('Q5TA82', 'O76003')"
"('P80188', 'Q5EBL2')"
"('Q92624', 'Q9H1J7')"
"('P57081', 'Q9Y4X5')"
"('P56524', 'Q06413')"
"('P14373', 'Q8N715')"
"('P12830', 'Q9H223')"
"('O95707', 'Q99575')"
"('Q9Y244', 'Q8N960')"
"('Q16659', 'Q16186')"
"('O00267', 'Q13469')"
"('P17252', 'P41134')"
"('P07196', 'Q13813')"
"('P55081', 'P46100')"
"('O96000', 'O95298')"
"('Q9BYV6', 'Q8IXM3')"
"('P06744', 'P05412')"
"('Q86X19', 'Q9Y2T2')"
"('P27348', 'Q5JTZ9')"
"('P37173', 'Q5JSH3')"
"('Q96CW1', 'P51116')"
"('P42858', 'P16220')"
"('A0AVT1', 'O95747')"
"('Q14112', 'O00182')"
"('Q68DK2', 'P60411')"
"('Q9UGJ1', 'P61247')"
"('Q9P2I0', 'Q15910')"
"('Q13526', 'Q6P9G9')"
"('Q8TAQ2', 'P08151')"
"('Q9HC77', 'Q9P2D0')"
"('P04632', 'Q12965')"
"('O00257', 'P41235')"
"('Q96CS2', 'Q15323')"
"('P61968', 'Q96L14')"
"('Q9UNM6', 'P01889')"
"('Q6PKG0', 'Q16666')"
"('Q16584', 'P07900')"
"('P84243', 'O95931')"
"('Q9NZR1', 'P05067')"
"('P50221', 'Q96CN9')"
"('Q9C0B0', 'Q9P003')"
"('Q9HCE1', 'O43837')"
"('Q16666', 'Q96SK2')"
"('O94986', 'P61158')"
"('P46934', 'Q96DX7')"
"('Q9C035', 'Q96DC9')"
"('P19634', 'Q9Y587')"
"('Q9NW38', 'Q9NRA8')"
"('Q96MW1', 'O95198')"
"('O15160', 'Q9NV06')"
"('O95487', 'Q99567')"
"('Q15006', 'Q96Q45')"
"('Q12905', 'Q8WXA9')"
"('Q5JVS0', 'P63244')"
"('P41091', 'P53999')"
"('P28222', 'P62879')"
"('Q01968', 'P20340')"
"('O15173', 'Q9BUN8')"
"('Q96RU7', 'O14733')"
"('O15335', 'P26012')"
"('Q9NSC5', 'P62195')"
"('P68431', 'Q8WUP2')"
"('O00257', 'Q99607')"
"('O43150', 'Q13191')"
"('Q13885', 'P04637')"
"('P50226', 'P0DMM9')"
"('Q7L5N1', 'P11021')"
"('Q6NXE6', 'O15269')"
"('Q5SW79', 'P31946')"
"('P0DPB5', 'O15160')"
"('P08473', 'P0DMV8')"
"('O43323', 'Q9Y6C5')"
"('Q99459', 'Q9Y265')"
"('P30101', 'O00468')"
"('Q9H444', 'Q70EL1')"
"('Q5HYI8', 'Q9P0N5')"
"('P56556', 'Q16082')"
"('Q08379', 'Q5T0J7')"
"('Q9H2S1', 'P0DP24')"
"('P09429', 'P01584')"
"('P49903', 'Q13618')"
"('Q9C002', 'Q5JRX3')"
"('O75533', 'O15260')"
"('P30556', 'P01019')"
"('Q5JTV8', 'Q96Q45')"
"('Q9NZC7', 'Q13547')"
"('P55789', 'Q92905')"
"('P01911', 'P11142')"
"('P09661', 'P49720')"
"('Q92620', 'Q9BUJ2')"
"('P63104', 'P57059')"
"('P31152', 'Q7L8L6')"
"('P62081', 'P62266')"
"('P61160', 'P13716')"
"('Q9Y6E7', 'Q99797')"
"('Q96N11', 'Q9UL03')"
"('Q5PSV4', 'Q96EZ8')"
"('Q15386', 'Q9UKI8')"
"('P23769', 'Q13077')"
"('P46778', 'P84098')"
"('P23469', 'P62993')"
"('P35226', 'Q92879')"
"('Q96QH2', 'P01023')"
"('Q15554', 'Q9HCC0')"
"('Q16659', 'P49815')"
"('Q9NRV9', 'Q9H8T0')"
"('P50222', 'Q8N7C3')"
"('P02545', 'P61221')"
"('Q5H9I0', 'P52732')"
"('P34741', 'P52799')"
"('P15880', 'Q13619')"
"('Q7Z434', 'Q13546')"
"('Q9NNX6', 'P06731')"
"('P01876', 'P01619')"
"('O75899', 'P35638')"
"('Q6PEY2', 'P11441')"
"('P22392', 'O60684')"
