negatives
"('Q1KMD3', 'Q14240')"
"('Q9UKB1', 'Q15628')"
"('Q9Y3C6', 'Q9BTD8')"
"('Q9UBL3', 'Q99877')"
"('Q9Y6Q6', 'P31995')"
"('P09429', 'Q9UKR5')"
"('O15444', 'P41597')"
"('P15498', 'Q12866')"
"('Q9Y4K3', 'O75347')"
"('Q16539', 'P17612')"
"('Q12955', 'Q15796')"
"('Q96DB2', 'P16104')"
"('P49207', 'P62829')"
"('O75385', 'Q16625')"
"('Q9Y6Q9', 'O75376')"
"('P62316', 'P58107')"
"('P30679', 'P25024')"
"('P62277', 'P62979')"
"('P46108', 'P49916')"
"('Q96SB4', 'Q9NX58')"
"('P12270', 'O15504')"
"('P63279', 'P09936')"
"('P50613', 'P10275')"
"('Q9NSE2', 'P52333')"
"('Q96J02', 'O15105')"
"('P18146', 'Q9Y5A9')"
"('O00463', 'Q8WYR1')"
"('P62136', 'Q562F6')"
"('Q9NPF5', 'O96019')"
"('O43491', 'O14936')"
"('Q6P2Q9', 'O94906')"
"('P19878', 'P10914')"
"('Q14155', 'O60880')"
"('Q86US8', 'Q15172')"
"('P04156', 'O94985')"
"('P68133', 'P07737')"
"('P04899', 'Q00722')"
"('Q9UQ03', 'P18206')"
"('Q9UM11', 'Q9UKT4')"
"('P38405', 'P20941')"
"('Q13131', 'P49815')"
"('P62633', 'Q9BUJ2')"
"('P30291', 'Q9HCE7')"
"('Q92913', 'P07333')"
"('P59998', 'P62993')"
"('P36897', 'P36873')"
"('O00505', 'P01889')"
"('Q86SQ4', 'P16035')"
"('O15145', 'P63261')"
"('Q14738', 'Q02641')"
"('Q7Z333', 'P63279')"
"('P29320', 'P46108')"
"('P63146', 'Q13432')"
"('Q70EL3', 'P49716')"
"('Q16890', 'O43399')"
"('P09326', 'P29692')"
"('P04181', 'Q9Y4K3')"
"('P27540', 'Q07654')"
"('O14640', 'Q04721')"
"('P48551', 'P01571')"
"('P10275', 'P09874')"
"('Q9NPJ6', 'O60244')"
"('P02768', 'P82279')"
"('Q8N7P3', 'Q8N6F1')"
"('Q8NHZ8', 'P30260')"
"('Q9Y5Y6', 'Q16270')"
"('Q9UKV8', 'Q9H9G7')"
"('P01566', 'Q13261')"
"('P62837', 'Q9BV68')"
"('Q15365', 'P04222')"
"('Q99942', 'Q9Y385')"
"('P47872', 'P84996')"
"('P02794', 'P0CG48')"
"('P84996', 'Q9HAV0')"
"('O60684', 'Q96B97')"
"('Q00722', 'P52564')"
"('Q9NRF2', 'P62993')"
"('O14576', 'O95793')"
"('P40818', 'O43633')"
"('P56134', 'P56385')"
"('Q13309', 'P01106')"
"('O75475', 'P02511')"
"('Q8NCM8', 'A6NHL2')"
"('Q9H0T7', 'O95989')"
"('Q15544', 'P20226')"
"('P62258', 'Q0VF96')"
"('Q9NRR5', 'P19793')"
"('Q9Y4K3', 'P51665')"
"('P25685', 'P54652')"
"('Q8WW36', 'P54253')"
"('Q92985', 'P29459')"
"('Q9H1K0', 'P61020')"
"('Q92574', 'P46527')"
"('O75334', 'Q9Y2X7')"
"('Q96QB1', 'P60763')"
"('Q9BQQ3', 'P06493')"
"('Q9NYW8', 'P10275')"
"('P25963', 'Q9H9T3')"
"('Q5JZY3', 'P16220')"
"('P55327', 'Q969L2')"
"('P33240', 'Q05048')"
"('Q9ULG1', 'Q8NBZ0')"
"('P04637', 'Q9UNL4')"
"('Q7L576', 'Q96L34')"
"('Q13557', 'O60840')"
"('Q9BPY3', 'P62879')"
"('P05109', 'Q00005')"
"('Q15714', 'P62879')"
"('Q9P2S2', 'Q9GZR7')"
"('P54274', 'Q13315')"
"('P78527', 'Q12906')"
"('O95870', 'Q9NQ84')"
"('P62424', 'Q13573')"
"('Q13573', 'P51843')"
"('Q9Y6K9', 'P01871')"
"('Q14031', 'P26012')"
"('P18124', 'P46778')"
"('O60907', 'O95996')"
"('Q15388', 'Q9BXM7')"
"('A6NDB9', 'Q6IA17')"
"('Q15418', 'P25963')"
"('Q9BST9', 'P08134')"
"('Q9UHI6', 'Q8WXD5')"
"('P01116', 'P42338')"
"('P10145', 'P18146')"
"('P68104', 'P20073')"
"('P54727', 'Q9NZI7')"
"('P27361', 'P78536')"
"('P15018', 'Q14626')"
"('Q70Z53', 'P55081')"
"('P16871', 'P42224')"
"('P35268', 'P62424')"
"('Q96HF1', 'Q9H461')"
"('Q6WCQ1', 'P07900')"
"('O95139', 'O00217')"
"('Q13114', 'Q9HAV5')"
"('Q9Y3C7', 'O95402')"
"('Q96BA8', 'O43889')"
"('Q96RG2', 'Q16595')"
"('Q09028', 'Q12873')"
"('Q14919', 'Q15642')"
"('P45973', 'O43463')"
"('P62701', 'P60866')"
"('P02647', 'Q68CZ2')"
"('P05771', 'O94806')"
"('Q16637', 'Q8IXL6')"
"('Q9UHD2', 'Q7Z3C6')"
"('O43665', 'Q9NPH0')"
"('Q9NPD8', 'Q8N2Z9')"
"('A6NMZ7', 'Q13683')"
"('O00339', 'O95460')"
"('Q13418', 'Q7RTX8')"
"('P51991', 'P61978')"
"('P01133', 'P35916')"
"('Q9UBN7', 'Q8TAM1')"
"('Q13573', 'Q9Y613')"
"('Q00653', 'P27708')"
"('Q02878', 'P62899')"
"('Q9BRG1', 'Q96H20')"
"('P35609', 'Q15788')"
"('Q96EY1', 'Q99759')"
"('P51787', 'P62993')"
"('P12318', 'Q8NHL6')"
"('Q8NG95', 'P38405')"
"('Q9BXW9', 'P38398')"
"('P31946', 'P25705')"
"('Q9Y4K3', 'Q8WY22')"
"('P32121', 'Q8NGS3')"
"('Q6R327', 'Q9BPZ7')"
"('P46108', 'Q92918')"
"('Q06830', 'Q13162')"
"('P51805', 'O00212')"
"('Q8NBE8', 'P04083')"
"('Q04206', 'O14763')"
"('P21281', 'P21796')"
"('Q9BQA1', 'Q5VVJ2')"
"('P49642', 'P19838')"
"('P60709', 'O15111')"
"('P60709', 'Q12933')"
"('Q9GZX6', 'Q8N6P7')"
"('Q16186', 'P50749')"
"('Q9BWU1', 'Q9NWA0')"
"('Q99558', 'P83731')"
"('Q9BRT8', 'P51571')"
"('P10415', 'P62140')"
"('P46781', 'P40337')"
"('P46937', 'P27348')"
"('P04626', 'P08575')"
"('Q96CD2', 'P07108')"
"('Q6P2C8', 'O60244')"
"('Q9Y6M9', 'P03886')"
"('P67870', 'P68400')"
"('Q99459', 'P04792')"
"('P17612', 'Q9UKL4')"
"('P04843', 'Q5VYV7')"
"('P11047', 'P53708')"
"('O95163', 'P28074')"
"('P17612', 'P62834')"
"('Q9NPD3', 'Q8TF46')"
"('P80162', 'P46094')"
"('P98175', 'P62979')"
"('Q15047', 'Q9HC52')"
"('P46459', 'Q9BWH2')"
"('P60709', 'P46781')"
"('P12107', 'O75578')"
"('O94776', 'Q09028')"
"('406953', 'Q8WY64')"
"('P07900', 'Q13573')"
"('P56945', 'P60953')"
"('Q13131', 'O43524')"
"('Q96QD5', 'Q8IY92')"
"('P08138', 'O00459')"
"('P02751', 'P26012')"
"('P17483', 'O75030')"
"('Q99459', 'Q9H0H5')"
"('Q9UH99', 'P53618')"
"('P18074', 'P10275')"
"('Q13535', 'P33993')"
"('O75936', 'Q12988')"
"('O75940', 'Q15427')"
"('P23246', 'P62979')"
"('Q9H7R5', 'P16220')"
"('Q9UKV8', 'P68104')"
"('Q96CS7', 'Q9NSB4')"
"('P10721', 'P01112')"
"('O75582', 'O43541')"
"('Q92973', 'P62993')"
"('Q13573', 'O60841')"
"('P16949', 'P46527')"
"('Q8N5U6', 'Q5T3J3')"
"('Q14204', 'Q96AH8')"
"('P11137', 'P62993')"
"('Q16254', 'P33992')"
"('O95166', 'Q8NI08')"
"('P53778', 'Q13469')"
"('Q15714', 'P61619')"
"('Q9BYG5', 'Q9BYG4')"
"('P22301', 'Q13261')"
"('Q99490', 'P27986')"
"('P13236', 'P51681')"
"('O75586', 'P49336')"
"('P39023', 'Q9Y478')"
"('P08246', 'Q08117')"
"('O94874', 'O75365')"
"('P62304', 'Q8WXD5')"
"('P04626', 'P41240')"
"('Q96P44', 'P05556')"
"('Q08380', 'Q9NYJ8')"
"('Q01105', 'Q15172')"
"('Q13233', 'P62906')"
"('Q01094', 'Q15910')"
"('P48039', 'Q9P2W3')"
"('P62241', 'P62753')"
"('Q9Y5L4', 'Q13617')"
"('Q13387', 'Q12824')"
"('P61604', 'Q14164')"
"('Q9H0F5', 'P62837')"
"('P18146', 'Q99661')"
"('O95944', 'O43914')"
"('O15264', 'P62263')"
"('O15297', 'P13051')"
"('Q13557', 'Q8IZS8')"
"('O95168', 'Q16795')"
"('P16333', 'P11678')"
"('Q01844', 'P54652')"
"('P11831', 'P15172')"
"('Q9NP84', 'P63000')"
"('Q8IZC6', 'Q13797')"
"('P49459', 'Q6ZT12')"
"('Q15022', 'Q09028')"
"('O75154', 'P62491')"
"('Q9NPJ6', 'Q6P2C8')"
"('Q99558', 'P31689')"
"('Q86XK2', 'Q15843')"
"('Q5VTD9', 'P12814')"
"('Q00403', 'P09012')"
"('Q9BTT4', 'Q9NPJ6')"
"('P61254', 'P83731')"
"('Q96HP0', 'P61586')"
"('Q16543', 'O60739')"
"('O43678', 'O95168')"
"('P22694', 'Q14432')"
"('Q9P2G9', 'P62987')"
"('P24385', 'P17275')"
"('P0C0S5', 'Q9Y265')"
"('Q96RT1', 'Q13485')"
"('P08238', 'Q13233')"
"('Q15907', 'Q6WKZ4')"
"('P14618', 'Q9NQT4')"
"('Q96EZ8', 'O94972')"
"('P16333', 'Q05193')"
"('P55769', 'Q9BUQ8')"
"('P84077', 'Q9Y2W2')"
"('Q8IUD2', 'P25963')"
"('Q05655', 'O95622')"
"('P62269', 'P62857')"
"('P0CG48', 'P60953')"
"('P21452', 'P50148')"
"('P85298', 'P60953')"
"('P62277', 'P61247')"
"('Q9HAV4', 'O75365')"
"('Q7Z2Y5', 'Q96EY1')"
"('Q13309', 'P19474')"
"('P32121', 'O76099')"
"('P18847', 'P05412')"
"('P32302', 'P52333')"
"('Q96HE7', 'Q8NBS9')"
"('O75448', 'Q93074')"
"('Q9UQK1', 'Q16816')"
"('Q12933', 'Q8N2X6')"
"('P03950', 'Q15904')"
"('P06748', 'Q9Y4K3')"
"('Q96RT1', 'O95405')"
"('406991', 'O75695')"
"('Q96DU9', 'P78543')"
"('Q92932', 'Q9NRR5')"
"('P28290', 'P61981')"
"('Q9ULV8', 'Q8IU57')"
"('P08107', 'Q12933')"
"('Q15008', 'Q13200')"
"('Q13464', 'P16157')"
"('Q5T0N5', 'O43147')"
"('P63218', 'P51828')"
"('P02775', 'P32246')"
"('P08123', 'P08648')"
"('P12956', 'Q92597')"
"('Q92800', 'O75530')"
"('P01106', 'Q6ZNE5')"
"('Q86UW1', 'Q86UW2')"
"('Q92993', 'O43781')"
"('114614', 'Q13546')"
"('Q15834', 'O15372')"
"('P51970', 'O75489')"
"('Q9H832', 'Q86TM6')"
"('P49407', 'P11142')"
"('O14544', 'P42229')"
"('P51571', 'O14908')"
"('O95865', 'Q9NYL2')"
"('Q9Y228', 'P41182')"
"('P15153', 'Q13177')"
"('Q10586', 'P54132')"
"('Q15631', 'Q14164')"
"('O75116', 'Q99755')"
"('Q13451', 'Q9Y572')"
"('Q5TBA9', 'P61981')"
"('Q8WXH5', 'P51692')"
"('Q15185', 'Q9UET6')"
"('P06493', 'Q4G163')"
"('P22626', 'P50616')"
"('Q13535', 'P46379')"
"('O43166', 'P62834')"
"('P07947', 'Q13444')"
"('P12883', 'P60709')"
"('Q03518', 'P27797')"
"('P47813', 'O94829')"
"('Q6PIZ9', 'O00459')"
"('Q02156', 'Q15139')"
"('Q8TEW0', 'P55157')"
"('O95178', 'P51970')"
"('P62826', 'P55060')"
"('Q9NWZ3', 'Q9NYJ8')"
"('Q07157', 'P07437')"
"('P22694', 'P04899')"
"('P31152', 'P50549')"
"('P01106', 'Q9NR50')"
"('P84098', 'P61313')"
"('Q04206', 'Q14498')"
"('P61106', 'O43747')"
"('P62805', 'O14744')"
"('Q16630', 'O15162')"
"('P63279', 'P56537')"
"('O95633', 'P78325')"
"('Q9Y4K3', 'Q6IA17')"
"('Q9BTT4', 'O95402')"
"('Q9Y620', 'P49674')"
"('P18206', 'P06730')"
"('Q12834', 'Q99459')"
"('P99999', 'Q9UHB4')"
"('Q9H706', 'Q13480')"
"('P38398', 'P18846')"
"('Q93062', 'Q8WWR8')"
"('P62837', 'Q13064')"
"('343477', 'Q9Y4K3')"
"('P20226', 'Q93009')"
"('Q15102', 'Q96ID5')"
"('P04156', 'Q9BRP8')"
"('P63096', 'Q13698')"
"('Q13573', 'P11940')"
"('Q8NA92', 'P63167')"
"('Q9UKV0', 'P62807')"
"('P42677', 'P62249')"
"('P27986', 'O00459')"
"('P63162', 'P49703')"
"('P07437', 'P45973')"
"('P62879', 'P36897')"
"('P07948', 'P40189')"
"('P48556', 'Q15796')"
"('P84098', 'P42766')"
"('Q9NPC8', 'Q08117')"
"('Q9BWF3', 'Q8WWY3')"
"('P27352', 'O60494')"
"('P62807', 'P01241')"
"('Q92747', 'Q9BY76')"
"('P18206', 'P99999')"
"('P46695', 'P46379')"
"('P61978', 'P52272')"
"('Q02763', 'P08575')"
"('P55157', 'Q13023')"
"('P49642', 'P11021')"
"('P35372', 'P61952')"
"('P06401', 'P53778')"
"('P17947', 'P17676')"
"('O14965', 'Q13573')"
"('P17301', 'P26012')"
"('P06730', 'Q8IWZ3')"
"('P04083', 'P47712')"
"('Q96HN2', 'Q8IY92')"
"('Q9H4A3', 'P19634')"
"('Q9Y5Q3', 'P49716')"
"('Q99623', 'P30305')"
"('Q92561', 'O43149')"
"('P60033', 'P21926')"
"('P32927', 'P26951')"
"('Q99961', 'P10721')"
"('Q9NZI8', 'Q9UL18')"
"('Q6P2Q9', 'O95400')"
"('P07355', 'P60903')"
"('O14610', 'P40145')"
"('Q13485', 'Q8N6K7')"
"('P31947', 'P13861')"
"('P01106', 'O75529')"
"('P06493', 'P38398')"
"('Q9Y4L1', 'P62330')"
"('Q14240', 'P78344')"
"('O60885', 'O60563')"
"('O43493', 'Q9NZ52')"
"('Q9NP97', 'P11171')"
"('P07766', 'Q99759')"
"('P20248', 'P21675')"
"('P52294', 'P39687')"
"('Q9UPN3', 'P11474')"
"('P01308', 'O00459')"
"('P06213', 'Q6S5L8')"
"('P01889', 'Q9NR28')"
"('P51817', 'P18848')"
"('P53985', 'P61966')"
"('P40937', 'Q5UIP0')"
"('P52198', 'Q9P286')"
"('Q16637', 'P62308')"
"('Q14653', 'Q7Z434')"
"('P10644', 'O75400')"
"('P61224', 'Q12967')"
"('Q15714', 'Q08116')"
"('P30050', 'P62750')"
"('Q8WUI4', 'Q9BTM1')"
"('P49790', 'Q9BW27')"
"('Q15012', 'P04350')"
"('Q99459', 'O00471')"
"('P04792', 'P55081')"
"('P02671', 'P05106')"
"('407007', 'P03372')"
"('Q9UKX5', 'P53708')"
"('Q05639', 'O15111')"
"('Q03701', 'P02741')"
"('P27348', 'Q86W92')"
"('Q13151', 'P22626')"
"('P15153', 'Q96F07')"
"('Q05639', 'Q12933')"
"('Q15714', 'O75529')"
"('P78556', 'P25024')"
"('Q8N3X1', 'O75400')"
"('P16471', 'Q99490')"
"('Q96N67', 'O00212')"
"('O95229', 'O60566')"
"('Q86YW0', 'Q05513')"
"('P60709', 'Q9H9G7')"
"('Q9HC36', 'Q9UHX1')"
"('Q99418', 'P62993')"
"('P55347', 'P22466')"
"('P46379', 'P04156')"
"('P55157', 'P20774')"
"('Q9H4M3', 'Q13616')"
"('P09132', 'Q13573')"
"('P02741', 'Q00653')"
"('Q13087', 'O95433')"
"('Q9H6Z4', 'P18754')"
"('Q13683', 'P26010')"
"('Q9H8T0', 'Q96H22')"
"('Q04206', 'P35580')"
"('Q86X55', 'Q04206')"
"('Q01094', 'Q9UIK4')"
"('Q92905', 'P31151')"
"('P35637', 'P31943')"
"('Q9GZV9', 'P00533')"
"('Q9Y4E8', 'P60604')"
"('Q9NTK1', 'Q15834')"
"('P51681', 'P29074')"
"('Q969L4', 'P62306')"
"('Q5T7N2', 'Q96KM6')"
"('Q14571', 'Q8NDB2')"
"('P34130', 'Q16288')"
"('P25054', 'Q12923')"
"('P20823', 'P62258')"
"('P04406', 'Q9UJX6')"
"('P21860', 'P22681')"
"('P20333', 'Q15628')"
"('O15111', 'O75688')"
"('P61077', 'P98170')"
"('Q92993', 'P16104')"
"('P43405', 'Q05397')"
"('P29400', 'P56199')"
"('P38432', 'Q14978')"
"('Q8IZL8', 'Q14137')"
"('P22314', 'Q9Y5U2')"
"('Q9Y2X9', 'A0JLT2')"
"('P56385', 'P00846')"
"('P41220', 'Q9UL03')"
"('Q12789', 'Q8WUA4')"
"('Q96DB2', 'Q9UBN7')"
"('Q8WY54', 'P54646')"
"('P68400', 'Q07021')"
"('P01242', 'P24394')"
"('Q99880', 'Q9BTM1')"
"('P30466', 'O43908')"
"('Q14CS0', 'P63279')"
"('P42574', 'Q9UBF6')"
"('P67809', 'O43390')"
"('P13725', 'P05231')"
"('Q9Y6I3', 'P21860')"
"('P01566', 'P32927')"
"('P23526', 'Q8TDR0')"
"('Q9NQT5', 'Q99547')"
"('P20701', 'P13598')"
"('Q53G59', 'Q9NRT5')"
"('Q9H9G7', 'P49368')"
"('Q16531', 'P41208')"
"('P01732', 'P06239')"
"('P53355', 'P10415')"
"('Q9H7L9', 'O00422')"
"('O15264', 'Q86XL3')"
"('Q14534', 'Q15306')"
"('P36873', 'P63208')"
"('Q12789', 'Q9Y5Q9')"
"('O00148', 'Q8IY92')"
"('P53992', 'O94979')"
"('Q99459', 'Q09666')"
"('P04406', 'O60814')"
"('P07998', 'P27824')"
"('P41743', 'O75689')"
"('Q15554', 'P29590')"
"('P04626', 'P20936')"
"('P56385', 'P03928')"
"('Q8IY92', 'P35749')"
"('P03897', 'Q16795')"
"('P98171', 'P60763')"
"('P09496', 'Q9NZN4')"
"('Q13873', 'O15198')"
"('P67775', 'Q13362')"
"('P35443', 'Q9UKX5')"
"('O75940', 'Q2NL82')"
"('Q08211', 'P84103')"
"('Q8IZQ8', 'P98177')"
"('P11912', 'P29353')"
"('P56559', 'Q9NRR5')"
"('P15170', 'P11940')"
"('Q04206', 'P01579')"
"('P19012', 'P02538')"
"('P55196', 'P12931')"
"('Q14164', 'P54819')"
"('O75674', 'O60784')"
"('P06213', 'P46109')"
"('Q9H444', 'Q9UN37')"
"('P68431', 'Q9UJW3')"
"('Q86YV0', 'P10301')"
"('P19784', 'Q9HCE7')"
"('P51991', 'Q14683')"
"('O75618', 'P42574')"
"('Q13153', 'O95863')"
"('Q5SRE5', 'P49792')"
"('Q9NPC7', 'Q13153')"
"('O43447', 'Q9UKE5')"
"('O60832', 'Q03519')"
"('Q92915', 'P08069')"
"('P02778', 'O75925')"
"('Q16829', 'P53779')"
"('Q14005', 'P01730')"
"('O00267', 'Q9P2H0')"
"('Q99879', 'Q9UKV0')"
"('P21781', 'P11362')"
"('P01584', 'Q01201')"
"('P51668', 'Q96PM9')"
"('O15162', 'Q96RN5')"
"('O95398', 'P62070')"
"('P04637', 'O75909')"
"('Q13444', 'Q8WV41')"
"('P07766', 'P48736')"
"('P01889', 'Q15436')"
"('P49411', 'P30504')"
"('Q13555', 'P42224')"
"('P01106', 'Q92698')"
"('P84022', 'Q15797')"
"('P40337', 'Q99814')"
"('Q9Y4W2', 'Q15714')"
"('P61956', 'Q15102')"
"('P27708', 'Q12933')"
"('P01282', 'P27487')"
"('Q99759', 'Q9Y265')"
"('O75478', 'O75528')"
"('P50570', 'Q96B97')"
"('Q7Z3T8', 'Q9Y3C5')"
"('P62633', 'O43390')"
"('Q9BYB0', 'O14490')"
"('P35222', 'O43623')"
"('P41182', 'Q15361')"
"('Q8NHW4', 'P32246')"
"('O00567', 'Q9UL18')"
"('Q05086', 'Q56P03')"
"('P30153', 'Q9UBN1')"
"('Q9UHD2', 'P17987')"
"('P60484', 'P10275')"
"('Q13315', 'Q9UIU6')"
"('Q9H0E2', 'Q6ZVM7')"
"('P61981', 'Q8NDZ2')"
"('P14859', 'P08047')"
"('Q8NG27', 'Q01082')"
"('O95484', 'O75508')"
"('P05060', 'P12236')"
"('Q92901', 'P46778')"
"('P12236', 'Q9UPY3')"
"('Q15459', 'P62330')"
"('Q9Y2H0', 'Q04941')"
"('P01574', 'Q09472')"
"('Q03014', 'P15692')"
"('P78317', 'Q9HBE1')"
"('Q13315', 'P43246')"
"('P56524', 'P33778')"
"('Q15306', 'Q13469')"
"('P04632', 'P11802')"
"('Q8NHH9', 'P63104')"
"('O95793', 'P11940')"
"('Q8TC92', 'Q13352')"
"('Q01196', 'Q12824')"
"('P01588', 'Q99665')"
"('P62993', 'Q06187')"
"('Q14164', 'P08107')"
"('P61457', 'Q6ZVK8')"
"('P49910', 'P13994')"
"('Q9Y4K3', 'Q13114')"
"('P61981', 'P49840')"
"('O60262', 'P27361')"
"('P22301', 'P32927')"
"('Q14571', 'Q86YM7')"
"('P05111', 'P09529')"
"('O95251', 'P49736')"
"('Q6ZVK8', 'P61457')"
"('Q9HAU4', 'Q9UBK9')"
"('Q13077', 'Q13748')"
"('407009', 'O43240')"
"('Q92636', 'Q9H492')"
"('O95400', 'Q9UHX1')"
"('P13236', 'Q04206')"
"('Q9UKR5', 'P63167')"
"('P06239', 'Q9H400')"
"('P05412', 'O60869')"
"('Q02539', 'Q96EB6')"
"('P30154', 'Q9UPR3')"
"('Q9H4A3', 'Q00610')"
"('P09874', 'Q99459')"
"('Q96BH1', 'Q5VVX9')"
"('Q92835', 'P29353')"
"('Q9HCU9', 'P24385')"
"('O00232', 'O75832')"
"('O75791', 'Q13094')"
"('P63172', 'Q9UBX3')"
"('Q04206', 'P46695')"
"('P01920', 'P01730')"
"('P36956', 'P30613')"
"('P12109', 'P56199')"
"('Q15653', 'P61626')"
"('P62945', 'P49207')"
"('Q9H1D9', 'O15318')"
"('P02810', 'Q8TAX7')"
"('Q15628', 'P23396')"
"('Q13683', 'P26006')"
"('P15880', 'P04183')"
"('Q5T3J3', 'Q9NPI1')"
"('Q96CS3', 'P55072')"
"('P21918', 'Q03113')"
"('P61769', 'P15813')"
"('P05129', 'O60266')"
"('P51681', 'P50453')"
"('Q9UHA4', 'Q9Y2Q5')"
"('P01106', 'Q96BU1')"
"('Q9Y697', 'P00519')"
"('Q9Y5L4', 'P35244')"
"('P63104', 'Q14764')"
"('Q8IUQ4', 'O75800')"
"('P21554', 'P16520')"
"('Q16620', 'Q96S59')"
"('O43292', 'Q16478')"
"('Q04206', 'P0CG48')"
"('Q13555', 'Q8IWT1')"
"('P23416', 'A5PKW4')"
"('Q9NX70', 'O95831')"
"('O95168', 'O43677')"
"('P05067', 'O95837')"
"('Q15041', 'P51116')"
"('Q13555', 'Q01118')"
"('Q86YT6', 'Q9H6S1')"
"('P60033', 'P01889')"
"('P52565', 'P42574')"
"('Q96FN4', 'P38936')"
"('Q07889', 'Q15628')"
"('P49841', 'Q9BZV1')"
"('P60709', 'Q9Y696')"
"('Q9NYL2', 'Q13432')"
"('Q9HCE7', 'Q08170')"
"('P30154', 'P19429')"
"('P20333', 'Q9NQH7')"
"('P06127', 'P06239')"
"('Q13976', 'Q8TEY5')"
"('Q8WYR1', 'P55211')"
"('Q9UBN6', 'Q13310')"
"('P01730', 'P07339')"
"('P07900', 'P16104')"
"('P36406', 'Q99816')"
"('Q14689', 'P19883')"
"('Q8IY92', 'Q9UKA4')"
"('O94762', 'O43312')"
"('O15162', 'P49639')"
"('Q6VMQ6', 'Q9BV20')"
"('Q8N257', 'P16401')"
"('Q7Z4H7', 'Q99871')"
"('Q96BK5', 'P61254')"
"('Q9UM00', 'Q9HC24')"
"('Q9Y3C5', 'Q5VVX9')"
"('Q9BYV9', 'P17544')"
"('P51817', 'P52565')"
"('Q04724', 'P28328')"
"('Q9BUV8', 'P40616')"
"('P11142', 'P31689')"
"('Q13751', 'O75578')"
"('Q96IV0', 'P55072')"
"('O75143', 'Q9BSB4')"
"('Q9UHD0', 'Q08334')"
"('Q13011', 'Q14197')"
"('Q13432', 'P07737')"
"('O00444', 'Q9HC77')"
"('P55273', 'P24385')"
"('P29350', 'P52333')"
"('Q9H490', 'Q92643')"
"('P04629', 'Q13191')"
"('P25025', 'P25024')"
"('Q10586', 'Q16520')"
"('P16152', 'Q9UKE5')"
"('Q9UKF6', 'Q12996')"
"('P35236', 'P53778')"
"('Q8NGL9', 'P38405')"
"('Q9Y4K3', 'O00459')"
"('P31943', 'P61981')"
"('P12270', 'P35658')"
"('Q14164', 'P55010')"
"('Q9Y5H6', 'P46108')"
"('Q92900', 'Q6IA69')"
"('O00161', 'O15126')"
"('Q13185', 'P68431')"
"('O95644', 'Q02556')"
"('O60262', 'P25116')"
"('Q15834', 'Q9HAF1')"
"('P51587', 'P06241')"
"('Q02818', 'P04899')"
"('Q01201', 'P07437')"
"('O60383', 'Q9Y3C0')"
"('Q00610', 'P53680')"
"('Q92832', 'Q6IN85')"
"('Q14116', 'O95998')"
"('O95630', 'O75886')"
"('P04626', 'P62979')"
"('P05230', 'P11362')"
"('Q9HBG4', 'O95704')"
"('Q8WXH5', 'Q14626')"
"('P07237', 'P04156')"
"('Q32MK0', 'Q02045')"
"('P61586', 'P12882')"
"('P43628', 'P30486')"
"('P28360', 'Q92793')"
"('Q13315', 'Q5VUA4')"
"('Q9Y333', 'P62304')"
"('Q9Y6D9', 'P38432')"
"('P06400', 'Q13547')"
"('Q96KA5', 'Q8NEB9')"
"('Q08945', 'Q16778')"
"('Q9UKV0', 'Q96A08')"
"('P63104', 'P19105')"
"('Q9UET6', 'P31150')"
"('P37231', 'Q9BX66')"
"('P01732', 'P30450')"
"('P42126', 'Q14197')"
"('P27361', 'P39877')"
"('Q96EY1', 'P08107')"
"('P51532', 'P13164')"
"('P61077', 'Q8N9I9')"
"('P63104', 'O00303')"
"('Q13733', 'O00168')"
"('P17252', 'Q14957')"
"('Q12772', 'P08047')"
"('O15162', 'O95336')"
"('Q16531', 'Q9UKV8')"
"('Q92793', 'Q99966')"
"('Q9NX58', 'P62280')"
"('Q99459', 'Q86WB0')"
"('Q16543', 'Q99759')"
"('Q7L523', 'P42345')"
"('Q13200', 'P62195')"
"('Q9Y2X8', 'Q6UWE0')"
"('O00144', 'O14640')"
"('Q14197', 'Q9HAV7')"
"('Q03135', 'Q9Y4K3')"
"('Q13619', 'Q9Y2Q3')"
"('Q9NPH0', 'P48059')"
"('P49407', 'P53779')"
"('P20809', 'P05412')"
"('Q99459', 'Q9BXW9')"
"('Q02763', 'Q15147')"
"('P23508', 'P15170')"
"('P53420', 'O75578')"
"('O15145', 'Q86YJ6')"
"('O14965', 'Q9BZB8')"
"('P30304', 'Q00534')"
"('Q10570', 'Q13573')"
"('O00459', 'P42345')"
"('P80303', 'Q14790')"
"('P09038', 'P67870')"
"('P30480', 'Q9UKK9')"
"('Q9NYG2', 'Q9NRR5')"
"('P13569', 'A8K7I4')"
"('Q9P0W0', 'P01589')"
"('Q9NRJ4', 'Q9H2G2')"
"('P23497', 'Q13472')"
"('343477', 'Q9BRP4')"
"('P19447', 'P43351')"
"('P17931', 'P16144')"
"('Q02410', 'Q9HBG4')"
"('Q8NH48', 'P38405')"
"('P07910', 'Q9Y4K3')"
"('Q99959', 'P00533')"
"('P52803', 'P08581')"
"('P55075', 'Q02763')"
"('Q14194', 'Q9Y2M5')"
"('P01583', 'P35228')"
"('O94817', 'Q9NSB4')"
"('Q15306', 'Q04864')"
"('P27361', 'Q53H76')"
"('Q9BPX7', 'P42345')"
"('Q14696', 'P40938')"
"('O43684', 'P30260')"
"('P23396', 'P62269')"
"('Q9P2Y5', 'Q14457')"
"('P21675', 'P35269')"
