negatives
"('Q3B7T1', 'Q9H840')"
"('P61201', 'Q9UK53')"
"('P24043', 'P26006')"
"('O95154', 'O60684')"
"('P63220', 'P11171')"
"('Q8TB24', 'P19174')"
"('Q16543', 'Q99873')"
"('Q14831', 'P59768')"
"('Q16537', 'Q9Y698')"
"('P01584', 'Q01201')"
"('Q99871', 'Q9H6D7')"
"('P40337', 'P47985')"
"('P38570', 'P46108')"
"('P11142', 'P10275')"
"('Q9HCE1', 'P19525')"
"('Q86YW9', 'Q71F56')"
"('P01375', 'Q07889')"
"('P29474', 'Q9NZT1')"
"('Q92547', 'P38398')"
"('343477', 'Q05516')"
"('P60900', 'Q9Y244')"
"('Q9BUF5', 'P19438')"
"('P07202', 'P16871')"
"('P51610', 'Q8N257')"
"('Q9P2H0', 'Q9BTT6')"
"('Q00653', 'P62249')"
"('O75461', 'O95067')"
"('Q99417', 'Q9P2K9')"
"('Q00653', 'P19338')"
"('P60953', 'Q9NSV4')"
"('Q9UM07', 'P62805')"
"('Q9ULJ8', 'P41220')"
"('Q969Q6', 'Q08289')"
"('P43490', 'O14933')"
"('Q13418', 'Q9UBB4')"
"('O75899', 'Q9UBS5')"
"('P20138', 'Q02817')"
"('P28482', 'Q9Y603')"
"('Q9H4E5', 'Q13485')"
"('P09467', 'O60684')"
"('Q01130', 'P49759')"
"('Q13683', 'P05106')"
"('P62993', 'Q9NRR4')"
"('Q14194', 'P61604')"
"('Q9BXS5', 'P63010')"
"('O75956', 'Q9ULV5')"
"('P06493', 'O95067')"
"('Q9P0W2', 'P08670')"
"('P27635', 'Q02878')"
"('Q14653', 'P48637')"
"('P61326', 'Q9BRP8')"
"('Q07812', 'P07384')"
"('P62714', 'Q7Z3S7')"
"('P17676', 'P45452')"
"('P48357', 'Q06124')"
"('P01588', 'P40238')"
"('P30260', 'Q9BS18')"
"('P01100', 'Q96EB6')"
"('P42285', 'P30153')"
"('P09429', 'P61978')"
"('Q04864', 'P04406')"
"('P33241', 'Q9H2X3')"
"('O60739', 'P30085')"
"('Q86Y39', 'O95168')"
"('Q9Y2Q3', 'P41252')"
"('Q9UNX3', 'P62899')"
"('Q07020', 'P18077')"
"('Q9Y468', 'P68431')"
"('Q92786', 'Q92858')"
"('Q15628', 'P55209')"
"('P58012', 'O95835')"
"('P16520', 'Q01970')"
"('P63104', 'O00571')"
"('P22612', 'Q9UN42')"
"('O95751', 'Q9C0A6')"
"('P24522', 'P08670')"
"('O95819', 'Q9Y4K3')"
"('Q9P2S5', 'P51571')"
"('Q9Y6K9', 'P36873')"
"('P30559', 'O00305')"
"('P16220', 'Q86V59')"
"('Q13887', 'P19838')"
"('Q9NQC3', 'Q14088')"
"('P30153', 'Q9Y698')"
"('P56645', 'P63279')"
"('Q15714', 'Q12852')"
"('Q14865', 'P63165')"
"('Q13253', 'P22004')"
"('Q13315', 'Q5H9R7')"
"('Q92997', 'Q5SW24')"
"('P63104', 'Q13094')"
"('Q6IF63', 'P38405')"
"('O14737', 'Q5UIP0')"
"('Q99719', 'O43236')"
"('P11137', 'P06241')"
"('Q10586', 'Q8TAQ2')"
"('P29965', 'P25942')"
"('Q92934', 'O60238')"
"('Q15121', 'Q5TCS8')"
"('P61978', 'Q96IZ5')"
"('Q5VU43', 'Q9UKE5')"
"('P01106', 'P20585')"
"('Q05639', 'P20333')"
"('Q15418', 'P25963')"
"('P38484', 'Q96EY1')"
"('Q06323', 'P08670')"
"('P20702', 'Q14773')"
"('Q13887', 'Q13105')"
"('P60709', 'P04183')"
"('Q9Y6K9', 'Q9GZR1')"
"('Q9NQC3', 'P22695')"
"('Q9Y478', 'P42345')"
"('P01127', 'P16234')"
"('Q9Y6Q5', 'Q9BXS5')"
"('P29317', 'P00519')"
"('P00519', 'O43390')"
"('Q96QK1', 'Q15306')"
"('Q05469', 'Q9UNZ2')"
"('P10599', 'P00533')"
"('Q92915', 'P16234')"
"('Q6ZNA4', 'Q9HAU4')"
"('P31327', 'P16104')"
"('P09651', 'O43390')"
"('P0CG48', 'P55036')"
"('Q8N6F1', 'O95049')"
"('Q8NBT2', 'Q9HBM1')"
"('Q14152', 'Q9Y262')"
"('P43628', 'Q31610')"
"('Q9NW38', 'Q8NB91')"
"('Q12933', 'P36941')"
"('Q6WCQ1', 'Q16643')"
"('Q71U36', 'Q15653')"
"('P07942', 'Q5T6C5')"
"('P01225', 'P23945')"
"('P05787', 'P11532')"
"('Q16566', 'P28482')"
"('P42331', 'Q9H4E5')"
"('Q00535', 'Q01105')"
"('P06400', 'P51532')"
"('P07711', 'P68431')"
"('P58107', 'P62330')"
"('Q9H8K7', 'Q00610')"
"('Q13424', 'P33993')"
"('Q9NSK0', 'P27348')"
"('Q92504', 'O76081')"
"('P23508', 'P54727')"
"('P19622', 'Q9Y261')"
"('P02741', 'P05231')"
"('O60711', 'Q16659')"
"('P37840', 'P49841')"
"('Q96CD2', 'P07108')"
"('P18146', 'P17483')"
"('P36954', 'P52435')"
"('P52298', 'Q15428')"
"('Q9UBU7', 'P33992')"
"('P07766', 'P42338')"
"('Q13315', 'P49792')"
"('P12931', 'Q9UKL4')"
"('Q14511', 'O14965')"
"('Q9H4M9', 'P08069')"
"('P41182', 'Q06187')"
"('Q92785', 'Q13573')"
"('P61313', 'P62910')"
"('O15533', 'P10914')"
"('Q9BXM7', 'Q14457')"
"('Q9BPZ3', 'O95071')"
"('P17980', 'Q9UL46')"
"('O43312', 'P42858')"
"('Q9UKE5', 'Q99460')"
"('P25024', 'P04899')"
"('Q9HCU4', 'P46108')"
"('P49715', 'P17480')"
"('Q9Y6K1', 'Q15910')"
"('P10415', 'Q07820')"
"('Q86UW9', 'P37235')"
"('Q9UKT5', 'P12980')"
"('Q13748', 'Q13409')"
"('P53680', 'P63010')"
"('Q12933', 'Q8N9N5')"
"('Q08945', 'Q9BTM1')"
"('Q9P0W0', 'P15260')"
"('Q14005', 'O14974')"
"('Q9UBL3', 'P08047')"
"('Q13573', 'P05388')"
"('P49023', 'Q9NVD7')"
"('P43119', 'Q5JWF2')"
"('Q9Y281', 'Q99759')"
"('Q05513', 'Q5JVS0')"
"('Q9UJW3', 'P84243')"
"('O15524', 'Q14626')"
"('P24530', 'P09471')"
"('Q00987', 'P16234')"
"('Q14191', 'P43351')"
"('P13945', 'P04899')"
"('P16144', 'Q13797')"
"('Q9HAV0', 'Q13936')"
"('P26368', 'O14893')"
"('P03891', 'O00483')"
"('O95782', 'P00533')"
"('O95251', 'P08670')"
"('O43182', 'P60763')"
"('Q8N392', 'P63000')"
"('Q07020', 'P62829')"
"('P46976', 'P13807')"
"('Q00987', 'Q9H3D4')"
"('Q04323', 'P11802')"
"('P04406', 'P68032')"
"('P12980', 'Q969V6')"
"('P04637', 'Q9UM73')"
"('Q07912', 'Q13177')"
"('Q16619', 'P15509')"
"('Q9HCE7', 'O14980')"
"('O95983', 'Q96T58')"
"('Q15038', 'Q14847')"
"('Q9UD71', 'Q96SB3')"
"('P15927', 'P35244')"
"('O60674', 'Q9Y4H2')"
"('P62837', 'Q86XR8')"
"('P31943', 'Q07955')"
"('Q8NC51', 'O15264')"
"('P62834', 'Q8WYR1')"
"('P67809', 'Q08170')"
"('P60709', 'Q9UHV8')"
"('Q9UBN6', 'P58546')"
"('Q4LE39', 'Q16576')"
"('Q13547', 'P23527')"
"('Q9BQA1', 'P63104')"
"('Q9C086', 'Q9Y230')"
"('Q99750', 'Q96ES6')"
"('P60866', 'P62263')"
"('Q13888', 'Q13216')"
"('P31749', 'Q04864')"
"('Q13145', 'Q9ULV1')"
"('Q15599', 'Q9BXI6')"
"('Q9UHI6', 'Q9H840')"
"('Q9NTI5', 'Q9UQE7')"
"('P14316', 'O95352')"
"('P01137', 'Q14392')"
"('P67775', 'Q15645')"
"('P80162', 'P51679')"
"('Q14247', 'Q8IY92')"
"('P06241', 'O75326')"
"('P49703', 'Q13432')"
"('P30153', 'Q9BXT2')"
"('Q9UJX2', 'Q969G3')"
"('Q9HAW0', 'Q9UIA9')"
"('P05771', 'Q16659')"
"('P67775', 'Q9BRV8')"
"('P14923', 'Q9NSA3')"
"('P20333', 'P34931')"
"('Q06830', 'Q00005')"
"('Q13418', 'Q7Z4I7')"
"('P19784', 'O14640')"
"('O60258', 'P00533')"
"('P61981', 'P54274')"
"('Q9NR46', 'P43355')"
"('Q9HBW0', 'O14775')"
"('O00429', 'P10809')"
"('P18887', 'P49916')"
"('P29074', 'Q92993')"
"('Q14160', 'Q6P1M3')"
"('Q8IVH8', 'P62993')"
"('Q13177', 'P35240')"
"('Q6VY07', 'Q9NZ52')"
"('Q15637', 'O95400')"
"('P25054', 'O95997')"
"('O95433', 'P48023')"
"('Q92831', 'Q8IZL2')"
"('Q9UGJ0', 'Q9NQR9')"
"('Q68CZ2', 'P17844')"
"('P55084', 'P38936')"
"('P27348', 'O15151')"
"('Q8IZE3', 'P15311')"
"('P22888', 'P05093')"
"('Q9Y478', 'P04181')"
"('P78545', 'Q15008')"
"('Q9Y535', 'O14802')"
"('O95819', 'P62906')"
"('O60602', 'O00206')"
"('P13164', 'Q00978')"
"('O76096', 'P11802')"
"('P02787', 'P02766')"
"('Q969G5', 'P56539')"
"('Q969X2', 'P54253')"
"('O60603', 'P01112')"
"('Q9H173', 'P35222')"
"('O95897', 'Q9NPI8')"
"('O14508', 'Q05397')"
"('P18031', 'P62070')"
"('Q99814', 'P40337')"
"('Q9UHD0', 'Q13261')"
"('P61927', 'P62750')"
"('Q11203', 'P02766')"
"('P40227', 'P67775')"
"('P00519', 'Q9UK85')"
"('Q9P2H0', 'Q92956')"
"('P22607', 'Q6S5L8')"
"('P31943', 'Q00005')"
"('O43541', 'Q13950')"
"('Q08050', 'P42771')"
"('P62750', 'Q9Y3U8')"
"('Q9H5Z1', 'Q99798')"
"('P67775', 'P49368')"
"('P21246', 'P60709')"
"('P62158', 'Q13554')"
"('P21246', 'Q13087')"
"('P0C0S5', 'O15379')"
"('O43570', 'O43147')"
"('Q14151', 'Q9GZQ8')"
"('P01106', 'Q9NRG4')"
"('Q9Y2Z4', 'Q14197')"
"('406991', 'Q13126')"
"('P12236', 'Q9UPY3')"
"('P01106', 'Q9NUB1')"
"('O75578', 'P63261')"
"('Q9NQW1', 'Q13573')"
"('P30530', 'Q07912')"
"('Q96CD0', 'P63208')"
"('O43353', 'Q13077')"
"('Q13263', 'Q9UBN6')"
"('Q9HBE4', 'P31785')"
"('O43791', 'P28702')"
"('P20700', 'Q9UM73')"
"('P27986', 'P26373')"
"('P20226', 'P19793')"
"('P53803', 'Q9Y2S0')"
"('P01106', 'Q92609')"
"('Q04206', 'O95644')"
"('Q8TEQ6', 'P57678')"
"('Q13435', 'Q15428')"
"('Q8TEY7', 'Q15369')"
"('P25116', 'Q03113')"
"('Q15828', 'P11171')"
"('P52735', 'Q8NB14')"
"('Q9UBU9', 'P61326')"
"('P01243', 'Q9HB71')"
"('P04637', 'O14503')"
"('Q16514', 'O75478')"
"('P56945', 'Q9H270')"
"('O00488', 'P25788')"
"('P01106', 'Q9NPB8')"
"('P23284', 'P04114')"
"('Q14103', 'O60508')"
"('Q9Y297', 'Q00839')"
"('Q9Y4R7', 'Q9BPX5')"
"('P83881', 'P46776')"
"('P46939', 'Q14118')"
"('Q14242', 'P16581')"
"('P42167', 'P00519')"
"('Q9Y5V3', 'Q9Y4R8')"
"('P51617', 'Q9BUZ4')"
"('P06493', 'Q13112')"
"('P35226', 'O75461')"
"('P07339', 'P13236')"
"('P38646', 'P49642')"
"('Q07869', 'P05413')"
"('O60936', 'P78324')"
"('P42229', 'P27986')"
"('O15514', 'Q8N7H5')"
"('Q8IZI9', 'P08887')"
"('Q12772', 'Q9Y6R1')"
"('Q8IY92', 'Q14166')"
"('O60477', 'Q9NYJ8')"
"('Q9UEU0', 'P46459')"
"('P78543', 'Q4VXU2')"
"('Q8IY92', 'O15355')"
"('Q04917', 'P48730')"
"('P13612', 'Q05397')"
"('P07951', 'P45379')"
"('P16220', 'P01903')"
"('P27986', 'P61981')"
"('Q96KR7', 'Q16659')"
"('O95967', 'Q9H5Z6')"
"('P13224', 'P07948')"
"('P40337', 'P60900')"
"('Q9UHX1', 'P08670')"
"('P12931', 'P14136')"
"('Q9H0H5', 'P52198')"
"('Q9BQ67', 'Q9Y478')"
"('P17252', 'P09471')"
"('P55036', 'P62191')"
"('Q9H9G7', 'P35579')"
"('Q15543', 'P20226')"
"('O60318', 'P84022')"
"('P62195', 'Q06323')"
"('P06730', 'P29590')"
"('Q13535', 'P17066')"
"('Q96A83', 'P20226')"
"('Q9Y5Y5', 'P56589')"
"('Q15072', 'P18146')"
"('Q9NYF0', 'Q9NRD5')"
"('P98160', 'P54259')"
"('P11047', 'P56199')"
"('P16520', 'P51828')"
"('O75116', 'P53671')"
"('Q09028', 'P01106')"
"('Q99759', 'P07948')"
"('O95471', 'Q9BQY4')"
"('P12755', 'Q13485')"
"('P19438', 'P07437')"
"('Q15714', 'P40937')"
"('Q9Y297', 'Q9UKT4')"
"('Q9H816', 'Q92878')"
"('Q12981', 'O75909')"
"('O60285', 'P01877')"
"('P01106', 'Q12770')"
"('Q99966', '26765')"
"('Q8NAF0', 'P20936')"
"('Q13253', 'P22003')"
"('P07204', 'Q15717')"
"('P84243', 'Q86WJ1')"
"('P28221', 'P08908')"
"('P18146', 'Q969F8')"
"('Q9Y5K6', 'P06729')"
"('P07437', 'Q96KQ4')"
"('P30480', 'O75390')"
"('P52736', 'O15530')"
"('Q9Y5V3', 'Q9NZT1')"
"('Q8TDY2', 'P38159')"
"('Q13363', 'P15884')"
"('Q9ULV8', 'P01106')"
"('Q9BUJ2', 'Q14683')"
"('P16333', 'O15085')"
"('Q9H3P2', 'Q8IXH7')"
"('P63104', 'P52735')"
"('O60880', 'P31994')"
"('Q13526', 'P04049')"
"('P01584', 'Q15306')"
"('Q9Y239', 'P01583')"
"('Q8N163', 'Q15653')"
"('Q9UBW8', 'Q9BT78')"
"('P55211', 'P99999')"
"('Q9UER7', 'Q9NWQ8')"
"('Q9UK32', 'Q86WZ6')"
"('Q92796', 'P98164')"
"('Q9Y3U8', 'Q07020')"
"('P49321', 'O15264')"
"('Q9NQ87', 'O15198')"
"('P42574', 'P23588')"
"('Q969G9', 'P35222')"
"('P61964', '9757')"
"('P01243', 'Q15796')"
"('Q8TES7', 'Q96QU6')"
"('P0CL85', 'P12980')"
"('Q8N431', 'P01111')"
"('P01106', 'Q9UPT9')"
"('P38398', 'O14867')"
"('Q96GD0', 'Q9GZT6')"
"('P13569', 'Q7Z2H8')"
"('P49459', 'P62987')"
"('Q08043', 'Q6P1J9')"
"('Q13797', 'P26010')"
"('P41279', 'P15924')"
"('P23229', 'P46109')"
"('Q08043', 'P26012')"
"('O75530', 'P26010')"
"('P52594', 'P16949')"
"('P54727', 'P23508')"
"('P05129', 'Q15139')"
"('P18206', 'P63267')"
"('P03897', 'Q86Y39')"
"('Q8NGI0', 'P38405')"
"('P56545', 'P49915')"
"('Q9BRT9', 'P21675')"
"('Q9NRR5', 'Q9UHQ9')"
"('P08069', 'Q9ULV8')"
"('P32246', 'P52333')"
"('P55072', 'Q15418')"
"('Q05519', 'P35637')"
"('O14933', 'Q5VTB9')"
"('Q96DB2', 'P04908')"
"('O75643', 'P23508')"
"('Q3ZCM7', 'Q9BQE3')"
"('O75925', 'P10276')"
"('Q9UI14', 'Q96HA8')"
"('P67775', 'Q5THK1')"
"('P21860', 'Q9Y6I3')"
"('Q8NH74', 'P38405')"
"('P21917', 'P63215')"
"('Q99459', 'O96019')"
"('P61981', 'O14757')"
"('Q9HAW0', 'Q9Y5L0')"
"('O75438', 'Q9Y6M9')"
"('P24394', 'P42226')"
"('Q9Y478', 'Q15084')"
"('P17252', 'O14807')"
"('Q9NY59', 'P19438')"
"('Q15797', 'Q9Y2H8')"
"('O43353', 'P35579')"
"('P03901', 'P03915')"
"('Q9BV38', 'Q9NXF1')"
"('P11387', 'Q9NR30')"
"('P85298', 'Q07960')"
"('Q7RTN6', 'Q9Y376')"
"('Q99459', 'P46940')"
"('O14965', 'O75410')"
"('Q9H814', 'P15498')"
"('P01833', 'P13501')"
"('P25963', 'Q8N668')"
"('P54920', 'P46459')"
"('P08172', 'P29992')"
"('P60568', 'Q01113')"
"('P35609', 'Q9UBN4')"
"('P62714', 'P49407')"
"('P30086', 'P20823')"
"('P63244', 'P23396')"
"('Q9H981', 'Q9ULG1')"
"('P08670', 'Q13469')"
"('Q9Y466', 'Q15797')"
"('P04637', 'O15547')"
"('P25786', 'Q8N5Z5')"
"('P12757', 'Q9UJ78')"
"('O60884', 'Q9UL18')"
"('P27348', 'Q7Z401')"
"('Q12986', 'Q01130')"
"('Q12824', 'O95257')"
"('Q9Y5K5', 'P25490')"
"('O76093', 'P07333')"
"('P49746', 'P05106')"
"('P12931', 'P47712')"
"('Q9UMN6', 'Q13526')"
"('Q07157', 'Q9BQE3')"
"('Q7L014', 'Q13573')"
"('O00743', 'O43318')"
"('O15350', 'P54278')"
"('Q13489', 'Q01201')"
"('Q02078', 'Q15796')"
"('Q6XZF7', 'Q9NQY0')"
"('P49959', 'Q9NX02')"
"('P25025', 'O60674')"
"('P43360', 'O60477')"
"('O00487', 'Q9Y478')"
"('Q15797', 'Q9BRB3')"
"('P52747', 'P09012')"
"('Q07889', 'P68032')"
"('P49674', 'Q9ULU4')"
"('P17947', 'P43235')"
"('Q9HCS4', 'P14923')"
"('O60583', 'O60563')"
"('Q14197', 'Q13405')"
"('O15479', 'P67870')"
"('Q14683', 'O60508')"
"('P41235', 'O75478')"
"('O43677', 'P51970')"
"('Q7Z6G3', 'Q8TBB1')"
"('P12318', 'Q8NHL6')"
"('P22735', 'P21741')"
"('Q5SW24', 'P49674')"
"('P54259', 'Q9BQ66')"
"('P29074', 'O43149')"
"('Q9UQK1', 'O95685')"
"('P55212', 'Q8WUI4')"
"('Q96B97', 'P09619')"
"('Q14164', 'Q13451')"
"('P49716', 'P06400')"
"('P31749', 'Q9UKG1')"
"('P30085', 'P23508')"
"('Q8TEQ6', 'P35222')"
"('P18146', 'Q92945')"
"('P60953', 'P31150')"
"('Q969V3', 'Q92956')"
"('P60709', 'B0I1T2')"
"('P62837', 'P78545')"
"('Q96L91', 'Q92993')"
"('O00203', 'P32121')"
"('Q9UI08', 'P12931')"
"('P56750', 'P57739')"
"('O15397', 'P54253')"
"('P16220', 'P43354')"
"('Q09472', 'P01562')"
"('Q06330', 'P02741')"
"('Q96GF1', 'P61077')"
"('Q6Y7W6', 'Q9Y2W2')"
"('O43390', 'P78527')"
"('P14598', 'O15264')"
"('Q9BZL6', 'Q04917')"
"('Q9Y2S0', '100008589')"
"('P31751', 'Q53GL0')"
"('P55001', 'P21810')"
"('P51955', 'P30260')"
"('Q8NA82', 'P62256')"
"('P55795', 'Q15366')"
"('Q99519', 'O60603')"
"('O95359', 'Q9Y6A5')"
"('Q13616', 'Q9H469')"
"('Q03181', 'O95257')"
"('P99999', 'Q9C000')"
"('P04843', 'Q14695')"
"('P12034', 'P16234')"
"('O94993', 'Q13145')"
"('Q6PGQ7', 'P22607')"
"('P26373', 'P62424')"
"('P19438', 'P11142')"
"('O60684', 'P04040')"
"('P27824', 'Q9Y244')"
"('Q14653', 'P01567')"
"('Q99459', 'Q92797')"
"('Q08495', 'Q9UNN8')"
"('P01111', 'Q15052')"
"('P62854', 'P42677')"
"('P04637', 'Q13794')"
"('O14561', 'P03923')"
"('P06241', 'P04234')"
"('Q8TD86', 'O95622')"
"('P24043', 'P07942')"
"('P26927', 'P01889')"
"('Q9UBN7', 'Q16778')"
"('Q96GD4', 'P08670')"
"('Q8TES7', 'Q9BQY4')"
"('P04637', 'Q13362')"
"('O95777', 'P62310')"
"('P61626', 'P62633')"
"('O15198', 'Q9H871')"
"('P10721', 'P22681')"
"('P30049', 'P25705')"
"('P61088', 'Q9C035')"
"('P35609', 'P63261')"
"('P51571', 'Q9UKV8')"
"('Q8IY31', 'Q9NSU2')"
"('P27361', 'O75030')"
"('P52272', 'Q13243')"
"('P46695', 'Q13362')"
"('Q7Z401', 'P31946')"
"('P53582', 'O15198')"
"('O60739', 'P67870')"
"('Q07955', 'Q05519')"
"('P30281', 'P46527')"
"('O43318', 'P52564')"
"('Q13242', 'O95400')"
"('P51817', 'Q13698')"
"('Q16739', 'Q16799')"
"('P15104', 'P10809')"
"('Q7L7X3', 'P49674')"
"('P15018', 'Q99665')"
"('P47736', 'P63104')"
"('P35555', 'P28799')"
"('P02679', 'Q8WVC0')"
"('Q16543', 'O60739')"
"('P49916', 'Q7Z2E3')"
"('P17612', 'P50993')"
"('Q15788', 'Q9BTK6')"
"('P62273', 'O75815')"
"('O43837', 'Q15286')"
"('P00533', 'O60884')"
"('P63104', 'O95373')"
"('Q13554', 'Q02641')"
"('P42166', 'Q99459')"
"('Q13315', 'P15336')"
"('Q6IF00', 'P38405')"
"('P27635', 'P36578')"
"('P24863', 'A0JLT2')"
"('Q16363', 'P26006')"
"('Q9ULK5', 'P41743')"
"('P56537', 'P30153')"
"('Q8IY92', 'P01871')"
"('P04637', 'Q99608')"
"('Q9BYB0', 'P27986')"
"('Q9C0A0', 'O14936')"
"('P01100', 'Q16663')"
"('Q16613', 'P63104')"
"('P49674', 'Q9NYF0')"
"('Q9H5F2', 'Q15047')"
"('Q13233', 'P52272')"
"('Q5XPI4', 'Q15796')"
"('O95707', 'O95059')"
"('Q8IZC6', 'P05556')"
"('P06401', 'Q9NR55')"
"('Q06190', 'P19429')"
"('Q9Y5S8', 'O15264')"
"('Q9H5J8', 'Q8NHQ1')"
"('O15254', 'Q9HAU4')"
"('Q05707', 'P07585')"
"('Q8NHQ1', 'Q7Z3B3')"
"('P27694', 'O00255')"
"('P01242', 'P10912')"
"('Q5T4F7', 'O96014')"
"('Q99873', 'Q9HC24')"
"('Q9NX76', 'P61956')"
"('P23508', 'Q9UHV9')"
"('Q14161', 'Q8TER5')"
"('P62993', 'P60866')"
"('Q3ZCM7', 'O43237')"
"('Q5VTD9', 'P38398')"
"('P10321', 'P43632')"
"('P47914', 'P39023')"
"('Q9P0J0', 'Q9NX14')"
"('O43318', 'Q16539')"
"('Q8IWZ8', 'Q08211')"
"('Q00653', 'P05015')"
"('P33991', 'Q13415')"
"('O95810', 'Q03135')"
"('P51398', 'Q13158')"
"('P46781', 'P62269')"
"('Q8TDR0', 'P68133')"
"('Q8NCB2', 'Q15560')"
"('P46063', 'Q8IW19')"
"('P05109', 'P24941')"
"('Q9BZR8', 'P18146')"
"('P06400', 'P12830')"
"('P09661', 'P08579')"
"('Q8NE01', 'O75365')"
"('Q9HC73', 'P16871')"
"('Q96EK5', 'O60496')"
"('P22681', 'P23467')"
"('O43927', 'P06241')"
"('P30305', 'P01112')"
"('P10275', 'O75376')"
"('P31995', 'Q6PI73')"
"('Q16665', 'Q07820')"
"('O43353', 'Q13114')"
"('P57739', 'O95484')"
"('O95167', 'O75251')"
"('P13224', 'O00459')"
"('Q15751', 'O00273')"
"('P01106', 'P08631')"
"('Q00839', 'Q13573')"
"('407024', 'P25490')"
"('Q9NZT1', 'P29475')"
"('Q9NRI5', 'Q3V6T2')"
"('P31995', 'B5ME96')"
"('P05129', 'Q96B18')"
"('P26373', 'P43146')"
"('Q96CN9', 'P38432')"
"('P27361', 'Q8WWQ8')"
"('P42704', 'P19532')"
"('Q12874', 'Q99836')"
"('Q9UQM7', 'P12814')"
"('P56134', 'P61106')"
"('Q7Z7G1', 'P00533')"
"('P12931', 'P61586')"
"('P42226', 'P52630')"
"('Q14247', 'O00401')"
"('P24522', 'Q04724')"
"('Q99459', 'Q96A65')"
"('P18146', 'Q09472')"
"('Q15714', 'Q9Y2Q3')"
"('Q15019', 'P01243')"
"('Q9H201', 'P17948')"
"('O14686', 'P68431')"
"('P21246', 'Q9UBS4')"
"('Q01780', 'Q15024')"
"('P62945', 'P05388')"
"('Q9NYF0', 'Q16513')"
"('P39023', 'Q14164')"
"('Q6P1W5', 'Q9NRR5')"
"('Q13464', 'P20929')"
"('P11473', 'Q14686')"
"('Q14839', 'Q86YP4')"
"('P19532', 'P62714')"
"('P20273', 'Q92835')"
"('O95832', 'Q96B33')"
"('Q99879', 'P51610')"
"('P19838', 'P63151')"
"('P62273', 'P25398')"
"('Q9NY93', 'P61254')"
"('P68036', 'Q13064')"
"('P27348', 'Q9NRI5')"
"('P12755', 'P10070')"
"('P15822', 'Q13568')"
"('Q92831', 'P14316')"
"('P68104', 'Q15078')"
"('Q16659', 'P63261')"
"('Q15287', 'Q9BZI7')"
"('P27635', 'P49207')"
"('P34810', 'Q01543')"
"('P06730', 'Q14240')"
"('Q99966', 'P15336')"
"('P14373', 'Q9GZU1')"
"('Q9Y2Q3', 'Q8NBQ5')"
"('Q15797', 'P18146')"
"('P35626', 'Q8NGF9')"
"('Q9GZK3', 'P38405')"
"('Q14240', 'P06730')"
"('P50750', 'P61978')"
"('Q9UHY7', 'P61956')"
"('P15248', 'Q5VWK5')"
"('O94817', 'O75122')"
"('P62249', 'Q96BK5')"
"('O75909', 'Q53H96')"
"('Q9Y2T1', 'P48729')"
"('Q15648', 'P10071')"
"('Q01201', 'P34931')"
"('P07332', 'P15311')"
"('O14788', 'Q8TBF2')"
"('P46776', 'P18077')"
"('P62993', 'P04156')"
"('P00403', 'Q14197')"
"('P25940', 'P26010')"
"('Q92766', 'P07942')"
"('P06213', 'P27361')"
"('P48546', 'Q5JWF2')"
"('P16949', 'P30480')"
"('Q13616', 'P04217')"
"('P62987', 'P49281')"
"('P61586', 'Q13393')"
"('A6NM45', 'Q8N6F1')"
"('Q9UPR3', 'Q9Y2T4')"
"('Q99547', 'Q8N392')"
"('P21554', 'P50150')"
"('Q9H2G2', 'Q96RT1')"
"('P63244', 'P24394')"
"('O75578', 'P12814')"
"('P18858', 'P18146')"
"('Q15834', 'Q9BUY5')"
"('Q01082', 'Q13573')"
"('Q9Y5X1', 'P42768')"
"('Q9Y4K3', 'P56134')"
"('Q16891', 'Q14807')"
"('P16104', 'P62875')"
"('P11802', 'Q9UJX2')"
"('Q13315', 'Q92922')"
"('Q12824', 'P06400')"
"('P78344', 'Q13573')"
"('P10398', 'P62258')"
"('P29597', 'Q8WYR1')"
"('Q07890', 'P46109')"
"('Q96CF2', 'Q8WUM4')"
"('O15534', 'O15516')"
"('P30480', 'Q9BXJ9')"
"('P25054', 'Q03001')"
"('406905', 'P23560')"
"('Q86Y39', 'P03923')"
"('O43379', 'P45983')"
"('P01579', 'Q969J5')"
"('Q92918', 'Q9UJU6')"
"('P53618', 'P20333')"
"('P27448', 'P62979')"
"('P26583', 'P04637')"
"('P24385', 'P19447')"
"('Q8WXD5', 'P62306')"
"('Q14674', 'Q13315')"
"('P84098', 'P61353')"
"('P62070', 'O00329')"
"('P30101', 'Q02809')"
"('Q05513', 'P53004')"
"('P25054', 'Q96RT1')"
"('Q13418', 'P81605')"
"('O75928', 'P15104')"
"('P62917', 'P62899')"
"('Q8N531', 'P63208')"
"('Q9Y5K5', 'O00232')"
"('O43172', 'P56134')"
"('P13693', 'P01889')"
"('Q8IV63', 'P53350')"
"('Q92878', 'Q12905')"
"('P35998', 'Q99426')"
"('P60520', 'O14818')"
"('Q9Y297', 'Q4G163')"
"('Q9UL03', 'Q9Y5V3')"
"('Q13177', 'Q13087')"
"('Q16236', 'P02794')"
"('P67775', 'P54289')"
"('O60237', 'P62140')"
"('P62993', 'P49815')"
"('Q99848', 'Q13573')"
"('P26022', 'P16109')"
"('P01570', 'Q5VWK5')"
"('O43597', 'P35555')"
"('Q5T5X7', 'P55854')"
"('P60953', 'Q99683')"
"('P54253', 'Q9Y2K5')"
"('O95168', 'Q9Y6M9')"
"('P36897', 'O15105')"
