negatives
"('Q9HCK5', 'Q04837')"
"('P49760', 'P61981')"
"('Q38SD2', 'O96013')"
"('O75448', 'O60244')"
"('P04637', 'Q9UI32')"
"('O15379', 'Q05516')"
"('Q9NR12', 'P17252')"
"('Q7Z434', 'Q9Y4K3')"
"('Q15366', 'Q15365')"
"('P35609', 'Q92831')"
"('Q96EB6', 'O43463')"
"('P52798', 'P07333')"
"('P0CG47', 'P23246')"
"('P42345', 'Q8N122')"
"('O15551', 'P56750')"
"('P25098', 'P08588')"
"('Q9Y2L1', 'Q9NQT4')"
"('Q96A54', 'Q13131')"
"('Q9NZT1', 'Q13557')"
"('P63104', 'Q9H307')"
"('P52294', 'P42224')"
"('P05556', 'P27824')"
"('Q07020', 'P62891')"
"('Q96NX9', 'P23760')"
"('Q9UQ72', 'Q5T3J3')"
"('Q5SW79', 'P52735')"
"('Q04759', 'O43516')"
"('P27540', 'P19367')"
"('Q99459', 'O60841')"
"('Q13573', 'Q9Y678')"
"('O14978', 'Q9H8W4')"
"('Q06187', 'Q9NR96')"
"('Q92830', 'Q8IXJ6')"
"('O60869', 'Q13285')"
"('Q9H9G7', 'P19474')"
"('P54253', 'Q8NEM7')"
"('P78347', 'P09382')"
"('Q9NWT6', 'Q09472')"
"('P63279', 'O00482')"
"('Q07020', 'Q9UQ80')"
"('P38936', 'P06493')"
"('Q9Y697', 'P62993')"
"('Q9HBH0', 'Q13153')"
"('Q9HBM1', 'O75626')"
"('O00241', 'Q5TFQ8')"
"('P43146', 'P61586')"
"('Q99613', 'P51812')"
"('Q9H2G4', 'O14936')"
"('Q9UHV8', 'P63261')"
"('Q16082', 'Q9HAW0')"
"('B2RTY4', 'P0CAP1')"
"('Q99942', 'Q5VVX9')"
"('Q13573', 'O43660')"
"('P98164', 'P05121')"
"('P30480', 'Q96QK1')"
"('Q13616', 'O60260')"
"('O95721', 'Q9H4M9')"
"('O60739', 'P61289')"
"('P23508', 'P07951')"
"('P52333', 'Q92835')"
"('Q92835', 'P29353')"
"('O14662', 'O60499')"
"('P63173', 'P35268')"
"('Q9Y2S0', 'P52434')"
"('Q15906', 'Q15014')"
"('P62805', 'P33992')"
"('P29350', 'Q5VWK5')"
"('P01891', 'O95347')"
"('P61088', 'O95628')"
"('Q9NZ09', 'P0CG48')"
"('P26368', 'Q08170')"
"('Q9Y265', 'Q6WCQ1')"
"('P34931', 'O14727')"
"('Q8IY92', 'P20930')"
"('P35626', 'Q6IF42')"
"('Q13535', 'Q86TP1')"
"('Q9NR50', 'Q14232')"
"('Q9NZJ0', 'Q16531')"
"('Q8WWI5', 'O43809')"
"('P63261', 'Q9Y572')"
"('P60520', 'Q13137')"
"('P55157', 'Q9Y619')"
"('P62316', 'Q9H840')"
"('O00483', 'P03886')"
"('O14543', 'Q99665')"
"('Q07666', 'P06241')"
"('O15392', 'P98170')"
"('Q9HAV0', 'O15264')"
"('Q16891', 'Q9NX18')"
"('Q9NPP4', 'Q14116')"
"('Q9UKM7', 'P50570')"
"('P67775', 'Q969F8')"
"('P28906', 'P14151')"
"('Q92890', 'Q8NEY8')"
"('P16520', 'P36897')"
"('P62244', 'P62280')"
"('Q13535', 'P11021')"
"('P35251', 'P38398')"
"('P62841', 'P62249')"
"('O00198', 'Q07021')"
"('Q9UNZ2', 'P0CG48')"
"('P50914', 'Q9Y3U8')"
"('P51398', 'Q13158')"
"('Q15796', 'O15350')"
"('O43524', 'P08603')"
"('Q8N1I0', 'Q7L0Q8')"
"('Q92569', 'P16885')"
"('P61077', 'Q5VW36')"
"('Q16666', 'P40763')"
"('Q99624', 'Q96S38')"
"('P01106', 'Q8IVH2')"
"('P22694', 'P27361')"
"('Q5T9A4', 'Q15796')"
"('Q12789', 'Q86U06')"
"('Q8WVM8', 'P46459')"
"('P52735', 'P60763')"
"('Q13464', 'Q96A32')"
"('Q99877', 'P16104')"
"('Q15370', 'Q9H8Y8')"
"('P03372', 'Q13233')"
"('Q01094', 'P55210')"
"('O14561', 'P03905')"
"('O76061', 'Q9NR50')"
"('P10275', 'P14921')"
"('P09651', 'Q8IZH2')"
"('P56537', 'P30085')"
"('Q9NRF2', 'O60674')"
"('P62714', 'P30480')"
"('Q9HCE7', 'P61289')"
"('O60313', 'Q12983')"
"('P62993', 'Q9UIF9')"
"('P62081', 'P67870')"
"('442918', 'Q9NRM7')"
"('P27348', 'P49815')"
"('Q99613', 'P60228')"
"('P51948', 'P24385')"
"('O43776', 'Q14164')"
"('P62851', 'P62701')"
"('P62136', 'Q7Z3S7')"
"('Q13153', 'Q99558')"
"('Q13535', 'Q99459')"
"('P05112', 'P26951')"
"('P56199', 'P56945')"
"('P13569', 'P14859')"
"('P48039', 'P61952')"
"('P22612', 'P04899')"
"('Q13438', 'Q9GZT9')"
"('P56279', 'P31749')"
"('P18859', 'O95819')"
"('Q969G3', 'Q10586')"
"('A8K7I4', 'P16144')"
"('Q03001', 'Q9UHX1')"
"('O00255', 'Q00653')"
"('O94868', 'P35790')"
"('Q9HAU4', 'P08581')"
"('Q96MW5', 'Q9H9E3')"
"('O43306', 'P17612')"
"('Q08211', 'Q07955')"
"('Q04771', 'Q9H082')"
"('Q13315', 'O75533')"
"('Q13438', 'P62993')"
"('O95319', 'P62993')"
"('Q07325', 'O75925')"
"('406882', 'P01112')"
"('P01106', 'Q12983')"
"('P83881', 'P61313')"
"('O75956', 'Q16643')"
"('O76071', 'P51784')"
"('Q00613', 'P09104')"
"('Q9ULV8', 'P16234')"
"('P01889', 'Q9BXJ9')"
"('Q9NUW8', 'P09874')"
"('Q00653', 'P62333')"
"('Q09472', 'P35398')"
"('O95816', 'Q8N163')"
"('P25445', 'P17931')"
"('P28074', 'P49720')"
"('Q13315', 'Q9UBU7')"
"('O14874', 'Q52LJ0')"
"('P20073', 'P17405')"
"('Q13485', 'Q8IZD4')"
"('Q8TEY7', 'Q13352')"
"('Q9NXR8', 'Q96Q83')"
"('Q13163', 'Q9Y5S2')"
"('O15198', 'P02751')"
"('P24723', 'Q9HBA0')"
"('O94972', 'Q12933')"
"('Q99683', 'Q9Y2U5')"
"('Q9NYN1', 'Q15797')"
"('O75746', 'Q9BUV8')"
"('O14640', 'Q7KZI7')"
"('Q9UGJ0', 'Q86TI0')"
"('Q5UIP0', 'P54132')"
"('Q13387', 'O14733')"
"('P06730', 'P62753')"
"('O95256', 'Q04206')"
"('P07948', 'Q9NRA0')"
"('P52788', 'Q15910')"
"('O95373', 'Q9Y6K9')"
"('P62847', 'P62280')"
"('Q15139', 'P19174')"
"('P49765', 'P21802')"
"('P08708', 'P35544')"
"('Q9NRD1', 'P62877')"
"('Q14152', 'O75821')"
"('Q15628', 'Q14974')"
"('O14526', 'Q05516')"
"('P20073', 'P07858')"
"('Q7L014', 'P78362')"
"('Q13368', 'P54257')"
"('P54253', 'O75909')"
"('P29375', 'P20226')"
"('P00519', 'P13671')"
"('Q8N146', 'P38405')"
"('P28074', 'P11171')"
"('Q9P0U4', 'Q6DRA6')"
"('P50570', 'P01106')"
"('P40763', 'P01100')"
"('Q15155', 'P04278')"
"('P31431', 'Q9BRJ7')"
"('O43683', 'Q9GZM8')"
"('Q9NPF7', 'P08887')"
"('P36888', 'P27986')"
"('Q9UKE5', 'Q03001')"
"('Q00005', 'O00763')"
"('P40337', 'Q8N163')"
"('P07437', 'Q13077')"
"('P61769', 'P10914')"
"('P25963', 'Q71UM5')"
"('P10451', 'Q9NRR5')"
"('O15067', 'P11171')"
"('Q9UKJ5', 'Q99750')"
"('P55268', 'P11047')"
"('Q14197', 'Q9HCE1')"
"('Q15759', 'P31751')"
"('O15350', 'Q09472')"
"('P21731', 'P30679')"
"('P21246', 'Q9P287')"
"('P07814', 'O14920')"
"('P49321', 'Q71DI3')"
"('Q13131', 'P16118')"
"('Q13426', 'P49917')"
"('P52735', 'O15524')"
"('P62993', 'P16152')"
"('P55854', 'P27105')"
"('Q13352', 'P63261')"
"('Q92793', 'P01130')"
"('P54253', 'P13637')"
"('Q04864', 'P01589')"
"('O14544', 'P19235')"
"('P15882', 'Q8IXI1')"
"('P10114', 'P36897')"
"('Q92844', 'Q15046')"
"('A9UHW6', 'Q9NRR5')"
"('Q13751', 'Q7L0J3')"
"('O75925', 'P46937')"
"('P02778', 'P27487')"
"('P45983', 'P04637')"
"('P78545', 'P05161')"
"('O60814', 'Q9UBL3')"
"('P62899', 'P46778')"
"('Q9H9J2', 'P29353')"
"('Q6IAA8', 'Q5VZM2')"
"('Q07890', 'P15153')"
"('406933', 'Q96RT1')"
"('P82912', 'Q8IY92')"
"('P53803', 'Q9NVU0')"
"('Q13618', 'Q16236')"
"('Q8WXH5', 'Q14626')"
"('Q9H5V7', 'Q9UKT9')"
"('Q9NU22', 'O75365')"
"('Q15287', 'P31943')"
"('O95163', 'P45983')"
"('Q13535', 'Q96B97')"
"('P29466', 'P58753')"
"('P25391', 'P18564')"
"('P53621', 'P49286')"
"('Q9Y265', 'A0JLT2')"
"('Q96CG3', 'Q9H190')"
"('P16619', 'P51679')"
"('P51116', 'P41227')"
"('P12814', 'Q9BUZ4')"
"('P25705', 'Q8N5M1')"
"('Q9UNL4', 'P04637')"
"('Q15843', 'P61353')"
"('P62837', 'O60291')"
"('O00716', 'P24864')"
"('Q9UJM3', 'P01133')"
"('P01563', 'Q01113')"
"('P62877', 'Q13616')"
"('P13645', 'P84022')"
"('Q9NYF8', 'Q99459')"
"('O00221', 'P28066')"
"('Q05513', 'Q9BYG5')"
"('P16104', 'Q99536')"
"('Q7Z3E2', 'P84022')"
"('Q9Y237', 'Q9H1I8')"
"('P18146', 'P49069')"
"('Q9NRC1', 'Q9UBF9')"
"('P62993', 'Q13153')"
"('P46108', 'O00401')"
"('P03971', 'O00238')"
"('P62987', 'Q15303')"
"('Q14524', 'Q13424')"
"('Q9UMR2', 'Q99459')"
"('P19438', 'P04350')"
"('Q9NX58', 'Q96EY4')"
"('P08133', 'P16104')"
"('Q10570', 'Q9BZE0')"
"('P05787', 'P04049')"
"('P35052', 'O75093')"
"('P08908', 'P63218')"
"('Q93079', 'Q9UPS6')"
"('Q9BPY3', 'P29353')"
"('Q15047', 'Q14181')"
"('O95988', 'O14787')"
"('P62745', 'O75914')"
"('Q13555', 'Q7Z3S7')"
"('Q9BW27', 'Q9NRG9')"
"('P25786', 'Q15834')"
"('406987', 'Q96GD4')"
"('Q13838', 'A0JLT2')"
"('Q9H173', 'O43353')"
"('P13569', 'Q14669')"
"('P02768', 'P55899')"
"('Q9BTT4', 'Q9H944')"
"('Q16658', 'P40337')"
"('Q13315', 'Q6DD87')"
"('Q92597', 'P05023')"
"('O95848', 'P04049')"
"('Q9Y3Q8', 'Q13526')"
"('P42331', 'Q07889')"
"('P60709', 'P13612')"
"('O60447', 'Q9UKT4')"
"('Q14289', 'P15153')"
"('P42830', 'P51681')"
"('Q9BVW5', 'Q9Y248')"
"('Q9Y4K3', 'P09543')"
"('P49841', 'P10070')"
"('P10914', 'O60583')"
"('Q9UKW4', 'P08729')"
"('Q9Y3C7', 'O95402')"
"('P09012', 'P18206')"
"('P33151', 'P18146')"
"('P07359', 'P00734')"
"('Q9BYC9', 'P51398')"
"('Q7RTN6', 'Q13131')"
"('P24043', 'P53708')"
"('P48023', 'O00213')"
"('Q13123', 'Q8TAD8')"
"('P63162', 'O75533')"
"('Q13535', 'Q96RL1')"
"('Q15365', 'Q16851')"
"('O60506', 'P16104')"
"('Q8TBF2', 'O14788')"
"('O75581', 'P98082')"
"('Q9UBX3', 'Q15714')"
"('P35626', 'Q8NH90')"
"('P05109', 'P05060')"
"('Q9UHD2', 'Q96CV9')"
"('Q9P2K6', 'Q9UMX0')"
"('Q92734', 'P01116')"
"('Q99706', 'Q06124')"
"('Q9Y478', 'Q13085')"
"('Q9P2G9', 'P26368')"
"('O75688', 'P09327')"
"('Q9GZS3', 'P61218')"
"('Q9Y3F4', 'O60739')"
"('Q6ZV89', 'P04626')"
"('Q9UK08', 'Q16539')"
"('P61457', 'Q6ZVK8')"
"('P05141', 'Q14197')"
"('Q8NBZ0', 'P0C1Z6')"
"('O75771', 'Q06609')"
"('Q9Y5J1', 'Q03164')"
"('Q08050', 'P02686')"
"('P24530', 'P08754')"
"('P08575', 'Q92854')"
"('P63261', 'P08758')"
"('P60520', 'Q6UWE0')"
"('P54253', 'Q96RN5')"
"('P56134', 'P05386')"
"('P17612', 'P16520')"
"('P06400', 'P55345')"
"('Q9HAV0', 'Q99677')"
"('Q8NEM0', 'Q8TAQ2')"
"('P53778', 'Q14934')"
"('Q9HBY8', 'O43524')"
"('O95750', 'P35916')"
"('P22612', 'Q14721')"
"('Q13111', 'P61981')"
"('P50150', 'P28482')"
"('Q01094', 'Q9UIK4')"
"('P78527', 'P49959')"
"('Q92769', 'Q9UBB5')"
"('P29597', 'P42229')"
"('P27540', 'P35228')"
"('P12830', 'P08107')"
"('O14543', 'P40238')"
"('Q8N806', 'P28288')"
"('P14649', 'Q6WCQ1')"
"('P35638', 'P15407')"
"('O43681', 'P02766')"
"('Q8IZP0', 'Q13191')"
"('Q5THR3', 'P10275')"
"('P46108', 'O15085')"
"('Q8NG27', 'P14866')"
"('Q15287', 'Q9UQ35')"
"('P10275', 'P35222')"
"('P31749', 'P45985')"
"('Q99717', 'Q05209')"
"('P62993', 'Q13796')"
"('P04626', 'Q9UQC2')"
"('O75569', 'P19525')"
"('P45983', 'P15408')"
"('O43172', 'P55769')"
"('O60925', 'P59665')"
"('P01563', 'P24394')"
"('Q9Y4E8', 'O15379')"
"('Q9BWW4', 'Q9UPN9')"
"('Q9H2V7', 'P20132')"
"('Q7LFL8', 'O15198')"
"('P49327', 'Q99759')"
"('Q13485', 'P41134')"
"('P99999', 'Q9BZ95')"
"('O00206', 'Q06187')"
"('P19174', 'Q86YH6')"
"('P16870', 'Q5UIP0')"
"('P49407', 'P07550')"
"('Q14197', 'Q9GZT3')"
"('P20936', 'P62993')"
"('Q92831', 'P51610')"
"('Q13765', 'Q9GZT6')"
"('Q9H7L9', 'Q09028')"
"('P28907', 'P10914')"
"('Q99459', 'Q13416')"
"('P00519', 'Q15139')"
"('Q92830', 'Q15788')"
"('P24539', 'Q99816')"
"('P28328', 'Q92541')"
"('P01106', 'P33076')"
"('O60573', 'P35900')"
"('Q13042', 'Q9UKT4')"
"('P62841', 'P08708')"
"('P54819', 'P11171')"
"('O60333', 'Q12959')"
"('Q13573', 'P68104')"
"('Q9Y6Q9', 'P03372')"
"('P41091', 'O15372')"
"('Q96SB3', 'Q12972')"
"('P05412', 'P60568')"
"('O15379', 'P29374')"
"('Q96GM5', 'Q92925')"
"('P53355', 'P18146')"
"('O75529', 'Q16531')"
"('Q13315', 'P40879')"
"('O75461', 'P06493')"
"('Q6ZNA4', 'P63279')"
"('Q8WVV5', 'Q9H7U1')"
"('P78527', 'P33991')"
"('Q9UKG9', 'P58107')"
"('P23511', 'Q9H4I2')"
"('Q13315', 'O75943')"
"('Q9H1J5', 'Q9UP38')"
"('P14550', 'P23759')"
"('O15144', 'P42768')"
"('P28062', 'P28065')"
"('Q9BPZ3', 'O95071')"
"('P63104', 'Q9NX09')"
"('Q96BI3', 'Q99466')"
"('Q9Y230', 'P19838')"
"('Q9NZV5', 'P12931')"
"('O94864', 'Q96BN2')"
"('Q14160', 'P23508')"
"('Q9NX45', 'Q8IYF1')"
"('Q9H4K1', 'Q8IYF3')"
"('O15541', 'Q9NRM2')"
"('P56880', 'P56748')"
"('Q16254', 'P10323')"
"('O14508', 'Q01344')"
"('P48357', 'Q8N5S9')"
"('Q9HCU9', 'P07900')"
"('P83731', 'P62829')"
"('P01571', 'Q99665')"
"('Q14164', 'P35580')"
"('P61513', 'P39023')"
"('P30480', 'Q13200')"
"('Q9Y3C5', 'O00308')"
"('P15622', 'Q9BUH8')"
"('Q6SJ96', 'P15036')"
"('P33316', 'O60684')"
"('Q8TEY7', 'P40337')"
"('Q147X3', 'Q9Y4K3')"
"('P11387', 'Q00839')"
"('Q15418', 'P01116')"
"('P22392', 'P28222')"
"('Q9UQL6', 'Q96A08')"
"('P19419', 'Q16143')"
"('Q96MG7', 'Q8WV22')"
"('Q13191', 'P27986')"
"('Q86SE5', 'Q9H9D4')"
"('P21815', 'P23229')"
"('P45452', 'P10145')"
"('Q96S44', 'Q13137')"
"('P17844', 'P31943')"
"('Q8WV28', 'Q13191')"
"('Q99961', 'P07949')"
"('Q9GZM8', 'P49023')"
"('Q13404', 'O15344')"
"('O14775', 'O95897')"
"('P63167', 'P01889')"
"('Q9Y6K9', 'Q9Y6Q9')"
"('Q9Y3U8', 'O60739')"
"('P36578', 'Q92597')"
"('Q92608', 'P61586')"
"('Q3V6T2', 'P31749')"
"('Q9H840', 'Q9P2H0')"
"('Q7Z401', 'Q9NPI1')"
"('Q96C90', 'O75116')"
"('Q96GX9', 'Q6ZVK8')"
"('Q6XZF7', 'P48023')"
"('Q9UBA6', 'P13569')"
"('O75486', 'P06899')"
"('Q9NRJ3', 'P32302')"
"('Q9UKV8', 'P61353')"
"('Q9Y5M8', 'Q96JB5')"
"('Q00534', 'P49736')"
"('Q96EQ0', 'P23284')"
"('Q75N90', 'P55957')"
"('O75494', 'Q08170')"
"('Q15154', 'P49841')"
"('Q14164', 'Q15185')"
"('O43175', 'Q13573')"
"('P07910', 'Q12906')"
"('O00471', 'Q13148')"
"('Q04206', 'P16581')"
"('O00590', 'Q99616')"
"('P00488', 'P04792')"
"('P62701', 'P08865')"
"('P29083', 'P32780')"
"('P35626', 'P49682')"
"('Q13315', 'Q9P206')"
"('Q9BQA1', 'P85299')"
"('P61978', 'P20226')"
"('Q13464', 'P19634')"
"('P19525', 'Q16539')"
"('Q9H1C4', 'Q8IWZ3')"
"('Q96AW1', 'P52943')"
"('P53350', 'O96017')"
"('Q05519', 'Q8IX12')"
"('O75791', 'Q9UQC2')"
"('Q8WUM4', 'P01889')"
"('Q9HC98', 'Q15758')"
"('P50876', 'Q13404')"
"('P59768', 'P28482')"
"('P16144', 'P05771')"
"('Q9NSE4', 'P08238')"
"('Q9NYF8', 'P50402')"
"('P63104', 'P62316')"
"('Q02833', 'Q9NRI5')"
"('P08238', 'Q12933')"
"('P27986', 'P14672')"
"('P12956', 'P15927')"
"('P62829', 'P46777')"
"('Q12874', 'O75554')"
"('P61077', 'Q969Q1')"
"('P01106', 'P24394')"
"('O43390', 'Q15365')"
"('P10721', 'P29353')"
"('Q86UL8', 'Q9Y4G8')"
"('Q96LD1', 'O43556')"
"('P61224', 'P14618')"
"('Q6ZN04', 'P47736')"
"('Q12841', 'P19883')"
"('Q15389', 'Q02763')"
"('Q86W47', 'Q13698')"
"('P51610', 'Q9NS73')"
"('Q9Y6K9', 'Q8N2W9')"
"('Q9H492', 'Q9NT62')"
"('Q8WYR1', 'Q8TCU6')"
"('O75044', 'P17081')"
"('Q04912', 'Q9ULL4')"
"('P53992', 'Q5JRA6')"
"('P15884', 'Q13363')"
"('Q13191', 'P36542')"
"('P19793', 'Q96HR3')"
"('Q8N6Y0', 'Q9NTK1')"
"('P04626', 'Q05209')"
"('P20338', 'O95704')"
"('Q8IUR6', 'O95400')"
"('Q15111', 'O00591')"
"('Q9UHR5', 'O00267')"
"('Q9BPY3', 'Q7LDG7')"
"('P03905', 'Q9UI09')"
"('P14784', 'P01589')"
"('P10912', 'P16333')"
"('Q13501', 'Q13546')"
"('Q71DI3', 'Q14781')"
"('P62158', 'Q9HD67')"
"('P60763', 'P45983')"
"('O75746', 'P84022')"
"('Q8WV28', 'Q9UKW4')"
"('P62310', 'Q9Y4Z0')"
"('Q7Z4W1', 'Q9Y2Q3')"
"('Q8IXJ6', 'Q9H173')"
"('O43390', 'P14866')"
"('O75529', 'O75486')"
"('P35225', 'P78552')"
"('Q14164', 'P08107')"
"('P78537', 'Q9H8E8')"
"('P09693', 'O00329')"
"('P02787', 'P01350')"
"('Q13952', 'P84022')"
"('P61073', 'Q13724')"
"('Q7Z406', 'P60709')"
"('Q00653', 'P60709')"
"('Q99797', 'Q13418')"
"('Q01105', 'P49863')"
"('O95400', 'Q9BUJ2')"
"('P62280', 'P42677')"
"('P12814', 'P26006')"
"('Q9UKV3', 'Q9BZZ5')"
"('P25774', 'P23511')"
"('P30480', 'Q14566')"
"('P62258', 'Q14974')"
"('P48552', 'Q13133')"
"('P30504', 'P01889')"
"('Q9NPF4', 'P29353')"
"('P30443', 'P10966')"
"('P19838', 'P03372')"
"('Q01082', 'Q96KM6')"
"('Q9BWF2', 'P62256')"
"('P11171', 'Q9Y237')"
"('O43255', 'Q9GZU2')"
"('P16220', 'Q9UQ03')"
"('P42771', 'P33992')"
"('Q8IUE6', 'Q7Z2G1')"
"('P26368', 'O14974')"
"('Q9Y230', 'Q96Q83')"
"('P14210', 'P11362')"
"('O95049', 'P78369')"
"('Q9Y6D9', 'Q99459')"
"('P05129', 'Q9P2W3')"
"('Q01081', 'Q15366')"
"('P08572', 'P08514')"
"('P04350', 'P18858')"
"('P08729', 'Q2TAY7')"
"('Q9HBI1', 'Q13683')"
"('P30480', 'P15170')"
"('Q92851', 'P42574')"
"('P12956', 'P25963')"
"('Q96PU4', 'Q96B02')"
"('P62140', 'Q7Z3S7')"
"('Q9ULV8', 'P07333')"
"('Q9NV56', 'Q9UK53')"
"('P18827', 'O75056')"
"('P27987', 'P27482')"
"('Q71F56', 'O75448')"
"('P26373', 'Q13418')"
"('O95467', 'Q9P2W3')"
"('Q16520', 'P15336')"
"('P26992', 'P06241')"
"('P23396', 'P08865')"
"('Q16621', 'P62987')"
"('Q10586', 'P13010')"
"('Q9Y4A5', 'O95619')"
"('P11171', 'Q15631')"
"('Q9BXT4', 'P06241')"
"('P52798', 'P54756')"
"('P43146', 'P62829')"
"('P42226', 'P17676')"
"('Q9NSE2', 'P25963')"
"('Q15648', 'P10276')"
"('Q15311', 'P17252')"
"('Q01196', 'Q92793')"
"('Q96GC9', 'Q14457')"
"('Q08211', 'Q14683')"
"('Q9Y2V3', 'Q9H171')"
"('O60260', 'P08107')"
"('P25963', 'Q00653')"
"('Q99731', 'O00421')"
"('Q15047', 'O14717')"
"('Q06787', 'P63279')"
"('Q9NVW2', 'Q9H0E2')"
"('P04406', 'Q99459')"
"('Q16891', 'P68104')"
"('Q12905', 'P08107')"
"('O43889', 'O60675')"
"('O14775', 'O43306')"
"('O14745', 'P51790')"
"('Q9H3Q1', 'P36897')"
"('Q13191', 'Q8IU57')"
"('O60885', 'P62993')"
"('Q8TB52', 'P25054')"
"('P24539', 'Q8N806')"
"('O43491', 'P27348')"
"('P0CG48', 'Q13137')"
"('Q13568', 'P15822')"
"('O95400', 'Q15365')"
"('Q9Y691', 'O60840')"
"('P25788', 'Q00653')"
"('Q15796', 'O43684')"
"('Q13554', 'Q9Y698')"
"('O95630', 'Q9NZZ3')"
"('O15551', 'P78369')"
"('P21964', 'Q15645')"
"('P78396', 'O00303')"
"('P62847', 'P62841')"
"('P46459', 'Q12913')"
"('O14543', 'P20936')"
"('P58012', 'P16619')"
"('Q16594', 'P38398')"
"('O00214', 'P14780')"
"('Q16363', 'Q496J9')"
"('O43318', 'O14920')"
"('Q13112', 'P24941')"
"('P50749', 'Q16186')"
"('P42768', 'O15143')"
"('Q9P0U4', 'Q9UBB9')"
"('Q8TF72', 'Q07157')"
"('P21333', 'P18084')"
"('P23229', 'Q07890')"
"('O14640', 'P55196')"
"('Q92974', 'P61981')"
"('Q7Z3K3', 'P16220')"
"('P15880', 'Q9UKV8')"
"('P33240', 'O14530')"
"('Q9NWB7', 'Q92851')"
"('Q9NXS2', 'P62258')"
"('P04626', 'Q99650')"
"('P41159', 'P10912')"
"('P22314', 'Q92685')"
"('P63279', 'Q9UKT9')"
"('O95400', 'P14866')"
"('P05187', 'O43292')"
"('P14672', 'Q9UER7')"
"('Q14676', 'Q13315')"
"('P01185', 'P30518')"
"('Q14653', 'Q15796')"
"('P42345', 'Q15019')"
"('Q9P0U3', 'P61956')"
"('Q9UHD2', 'Q08380')"
"('O43242', 'P62195')"
"('O43390', 'P16104')"
"('P19012', 'Q7L590')"
"('Q13368', 'P49736')"
"('Q00403', 'P13984')"
"('P83876', 'Q8TAI7')"
"('Q9BY41', 'Q5QNW6')"
"('Q99873', 'Q08211')"
"('P09661', 'P09012')"
"('Q9NV70', 'Q9C0D2')"
"('O76027', 'O60437')"
"('Q9BPZ7', 'P31947')"
"('P04626', 'Q13153')"
"('P99999', 'P55210')"
"('Q13573', 'Q9UBF2')"
"('Q16621', 'Q96BA8')"
"('Q9UKE5', 'P62191')"
"('Q9H0U4', 'P23508')"
"('Q5M9N0', 'Q9UJ70')"
"('Q96A84', 'Q9H8T0')"
"('Q6ZW49', 'Q14686')"
"('P30260', 'Q9UM11')"
"('Q13472', 'Q2NKX8')"
"('Q9UI95', 'Q9NYG5')"
"('P63104', 'Q13310')"
"('O75436', 'Q13418')"
"('Q13315', 'O43542')"
"('P50402', 'Q13227')"
"('P48643', 'Q00005')"
"('Q00653', 'P05014')"
"('Q9NX58', 'Q9UL18')"
"('Q9NYG5', 'Q9NZH5')"
"('Q9BXL7', 'P43403')"
"('P11021', 'Q9Y4K3')"
"('Q9NRD5', 'P46527')"
"('A6ZKI3', 'Q9UMX0')"
"('P58876', 'Q9Y5B9')"
"('P04278', 'P57057')"
"('Q8IYT8', 'Q9BSB4')"
"('P17568', 'Q9Y6M9')"
"('P05388', 'P62910')"
"('P08107', 'Q15628')"
"('Q99459', 'Q9Y265')"
"('Q16625', 'P08034')"
"('P25942', 'O15294')"
"('P53041', 'P56945')"
"('Q9H3D4', 'Q9Y297')"
"('P52597', 'Q15427')"
"('P56750', 'O95832')"
"('Q9H0C2', 'P30405')"
"('P05067', 'P09936')"
"('Q15323', 'Q12834')"
"('Q06330', 'O75376')"
"('O75170', 'P54253')"
"('P13236', 'P51677')"
"('Q14164', 'O15111')"
"('P04183', 'Q6P4I2')"
"('P47712', 'P04083')"
"('Q9UBS3', 'P53350')"
"('Q9BXJ9', 'P23508')"
"('P42345', 'Q9Y243')"
"('Q00613', 'P52657')"
"('Q07666', 'Q99873')"
"('P02545', 'Q99469')"
"('O75956', 'O14519')"
"('P24941', 'P62136')"
"('Q13418', 'Q8N1F7')"
"('P10301', 'P46108')"
"('Q9BRG1', 'Q96H20')"
"('P21580', 'Q8IUC6')"
"('P50990', 'Q66LE6')"
"('Q9BQ66', 'Q9NQX5')"
"('P34947', 'P51684')"
"('P10721', 'P07947')"
"('P55157', 'Q9UHL9')"
"('Q9UHX1', 'O60506')"
"('P78396', 'Q9BWF3')"
"('Q16543', 'Q16891')"
"('P62318', 'Q13573')"
"('O75400', 'Q8N8D1')"
"('P31751', 'P25963')"
"('Q9Y3C5', 'Q03468')"
"('Q96BK5', 'P46783')"
"('P13804', 'P23508')"
"('P49746', 'P10600')"
"('Q9BZL3', 'Q96G97')"
"('Q8TDI0', 'Q96QB1')"
"('Q92831', 'Q9UBG7')"
"('Q14118', 'P12931')"
"('P30153', 'Q9Y4K3')"
"('P98177', 'P0CG48')"
"('P01106', 'O75528')"
"('P01106', 'Q9Y6Y9')"
"('P30450', 'Q13241')"
"('P09234', 'P52597')"
"('Q9H0D6', 'P19525')"
"('P38570', 'Q96EP1')"
"('P22460', 'Q13424')"
"('P61289', 'P30480')"
"('Q12933', 'Q96CG3')"
"('O60684', 'P36551')"
"('O00193', 'P30480')"
"('P08670', 'P20073')"
"('Q9Y2Q3', 'Q5VWQ8')"
"('Q15652', 'P40337')"
"('Q08209', 'Q14318')"
"('O95400', 'Q05519')"
"('Q9NP95', 'P11362')"
"('Q9H3D4', 'Q9H2X6')"
"('P06241', 'P42566')"
"('Q9NZ81', 'Q9NQC3')"
"('Q92620', 'Q01081')"
"('O14735', 'Q6SZW1')"
