negatives
"('Q9HD36', 'Q07812')"
"('P22681', 'Q07889')"
"('O75530', 'P25490')"
"('O43390', 'P16104')"
"('P00505', 'O75815')"
"('Q68CZ2', 'P17844')"
"('P23229', 'P07942')"
"('Q9GZX6', 'P48357')"
"('Q12830', 'Q14145')"
"('P01137', 'Q14103')"
"('O60934', 'Q99708')"
"('Q9NX70', 'P49336')"
"('Q9C026', 'A8MVU1')"
"('Q8TDN4', 'Q00535')"
"('Q96CW1', 'O94973')"
"('P05019', 'P27361')"
"('P08754', 'Q00975')"
"('P42338', 'P00533')"
"('O95243', 'P40692')"
"('P51149', 'P30480')"
"('O14654', 'P49286')"
"('P54725', 'P07108')"
"('P28066', 'O00221')"
"('406947', 'P43243')"
"('P51965', 'O60291')"
"('P61981', 'Q8N3V7')"
"('Q92630', 'P10070')"
"('P50990', 'P17980')"
"('Q9BTT4', 'Q9Y3C7')"
"('Q99750', 'P32242')"
"('Q16254', 'O43683')"
"('Q9UK08', 'P42336')"
"('Q04206', 'Q969Q1')"
"('Q9Y575', 'Q12933')"
"('P04637', 'P19525')"
"('Q9P0J0', 'P03905')"
"('O75400', 'Q8N2W9')"
"('Q5T4F7', 'O14904')"
"('Q04206', 'P50991')"
"('P15822', 'P84022')"
"('Q9UI09', 'O15239')"
"('Q9NZJ5', 'P53778')"
"('Q05516', 'O43597')"
"('P17542', 'P46108')"
"('Q93098', 'O00144')"
"('Q9UJX2', 'Q99459')"
"('P10909', 'P62993')"
"('O60504', 'O14641')"
"('Q99459', 'P35268')"
"('P09871', 'P02747')"
"('Q5T013', 'Q8IYF3')"
"('Q15027', 'Q0D2I5')"
"('Q9UBC3', 'Q9Y3D7')"
"('Q6WCQ1', 'Q16695')"
"('Q13233', 'Q14257')"
"('Q9Y2Q3', 'Q9BQ75')"
"('P08709', 'P02768')"
"('P61077', 'Q9Y4K3')"
"('P29353', 'P46109')"
"('Q9Y664', 'Q9Y2B9')"
"('P29350', 'P62993')"
"('P61978', 'Q14683')"
"('P06493', 'P06454')"
"('O15117', 'Q9H2G2')"
"('P60228', 'O75822')"
"('P12830', 'P08581')"
"('Q96D09', 'Q15052')"
"('Q99728', 'O95163')"
"('Q13404', 'O15344')"
"('P00533', 'Q96EY1')"
"('P60568', 'P10912')"
"('O75838', 'P11802')"
"('Q9Y4K3', 'O15355')"
"('Q13241', 'P26715')"
"('O60568', 'Q15834')"
"('Q9H832', 'Q99942')"
"('Q9P2S5', 'Q9UBB4')"
"('O60674', 'P16333')"
"('P22087', 'Q9NX58')"
"('P49841', 'Q9NR80')"
"('O75410', 'Q9UK45')"
"('Q13123', 'Q13573')"
"('P82933', 'Q9BQ04')"
"('P27348', 'P49674')"
"('Q05397', 'P06239')"
"('Q8TCW9', 'P61081')"
"('P38398', 'Q09028')"
"('P25208', 'P14635')"
"('P08069', 'Q99961')"
"('O15400', 'Q9BV40')"
"('Q9UNY5', 'P02768')"
"('Q14494', 'O60675')"
"('P63208', 'Q8IUQ4')"
"('P12980', 'Q96T60')"
"('Q9HAP6', 'Q9UQB8')"
"('P62854', 'P08865')"
"('P35916', 'O00329')"
"('P09871', 'P06681')"
"('P15374', 'P62987')"
"('Q86UL8', 'P08588')"
"('O95477', 'Q9NZN5')"
"('P32302', 'P63096')"
"('P62263', 'Q9Y2V7')"
"('O95685', 'P06400')"
"('Q99828', 'P24385')"
"('Q9NYJ8', 'P04155')"
"('Q9H814', 'P15498')"
"('P40337', 'P07237')"
"('P54259', 'Q96R06')"
"('Q9NX58', 'P49137')"
"('P20929', 'O43707')"
"('Q12809', 'P07900')"
"('P13942', 'P26006')"
"('Q99650', 'P04626')"
"('O00206', 'Q8IUC6')"
"('P12830', 'Q08050')"
"('Q15291', '9757')"
"('Q9BPX3', 'Q8NEM0')"
"('P49916', 'P19174')"
"('P36897', 'P27986')"
"('Q9BTC0', 'Q13573')"
"('Q13227', 'Q08379')"
"('P22362', 'P46094')"
"('Q16254', 'Q96AV8')"
"('P17676', 'P28562')"
"('Q16254', 'P16118')"
"('Q15744', 'P49715')"
"('P06493', 'Q04724')"
"('P62913', 'Q07020')"
"('Q9NPJ6', 'Q6P2C8')"
"('Q8N6Y0', 'Q9H204')"
"('P22087', 'Q9UKV8')"
"('P84022', 'P46937')"
"('P13639', 'O15264')"
"('P62993', 'O14522')"
"('P13747', 'Q8N109')"
"('P54253', 'Q92794')"
"('O75886', 'Q13867')"
"('P35637', 'P52272')"
"('P01308', 'P11362')"
"('Q9UQK1', 'O96017')"
"('P01106', 'P15291')"
"('O15055', 'O00327')"
"('P14625', 'P08107')"
"('P42224', 'P27540')"
"('Q9NR96', 'P78386')"
"('P36894', 'P27037')"
"('P46940', 'Q99459')"
"('P38646', 'Q99759')"
"('P35900', 'O43663')"
"('Q8N1I0', 'P84095')"
"('Q9Y264', 'P29317')"
"('Q15173', 'Q01668')"
"('Q9ULV8', 'Q9Y371')"
"('P13686', 'Q05516')"
"('Q15796', 'Q13671')"
"('Q08945', 'Q9NVU0')"
"('Q08999', 'Q02363')"
"('Q6FHJ7', 'O00744')"
"('O75369', 'P49810')"
"('P25788', 'P55036')"
"('Q86YW9', 'P28702')"
"('P62424', 'P46778')"
"('Q13315', '286828')"
"('Q01844', 'P56277')"
"('P67870', 'Q96RK0')"
"('Q9P209', 'Q8TBB1')"
"('Q7Z6G8', 'P05107')"
"('P49959', 'P24864')"
"('Q99798', 'Q9H1Y0')"
"('P61224', 'O00459')"
"('Q8WV28', 'Q96MX0')"
"('P50150', 'O60503')"
"('P63208', 'P84022')"
"('O75379', 'P61266')"
"('Q9NRJ3', 'P25024')"
"('Q14197', 'Q9BYN8')"
"('Q9GZY0', 'O15504')"
"('Q9NVU0', 'P53803')"
"('Q9H2G4', 'Q16650')"
"('Q9UI09', 'O95182')"
"('Q14691', 'Q9UNS1')"
"('P59768', 'P84996')"
"('Q8NDC0', 'P63279')"
"('Q15365', 'O60508')"
"('P30084', 'P63104')"
"('Q9NQC7', 'O75762')"
"('P32302', 'P10276')"
"('P22234', 'Q9Y4K3')"
"('P36897', 'Q86XS8')"
"('P20774', 'P55157')"
"('Q15435', 'Q9UQK1')"
"('P46782', 'P22090')"
"('Q03519', 'O15533')"
"('Q99828', 'P24864')"
"('P41279', 'P08238')"
"('Q13162', 'P21731')"
"('P02671', 'P02647')"
"('P98082', 'P62993')"
"('P54646', 'Q49AN0')"
"('P42684', 'P00533')"
"('P61586', 'P63261')"
"('Q04206', 'Q96C36')"
"('O60814', 'O15047')"
"('P10276', 'P48681')"
"('P17544', 'P05412')"
"('P20339', 'P51149')"
"('P51532', 'P05164')"
"('P45983', 'P23219')"
"('Q9ULM3', 'P61964')"
"('Q9BTT4', 'P62487')"
"('P01106', 'O14617')"
"('P60510', 'Q6IN85')"
"('Q99466', 'Q8N9I9')"
"('P01730', 'P01911')"
"('Q8N715', 'Q9BQ66')"
"('Q99877', 'O15265')"
"('P09619', 'Q12913')"
"('P63104', 'Q3ZCQ8')"
"('Q96KP1', 'Q13573')"
"('Q9Y6C5', 'Q99835')"
"('Q13523', 'Q12988')"
"('Q9H2U1', 'P49841')"
"('P10415', 'Q13323')"
"('P02771', 'P01889')"
"('Q12778', 'Q92585')"
"('Q9H422', 'Q8IUQ4')"
"('P26599', 'Q13573')"
"('Q01449', 'Q7Z406')"
"('Q12931', 'P19438')"
"('Q16288', 'P12980')"
"('P01242', 'P31785')"
"('Q9H0R8', 'Q16512')"
"('O75533', 'Q9NZC7')"
"('O43676', 'P36542')"
"('Q15041', 'P51116')"
"('Q96KB5', 'P06493')"
"('Q12933', 'P57078')"
"('P52333', 'P31785')"
"('P63104', 'P27986')"
"('Q16620', 'Q6S5L8')"
"('P0CAP2', 'Q9NVV9')"
"('P10071', 'Q05516')"
"('Q9UBD9', 'P78552')"
"('Q02548', 'P10275')"
"('Q92574', 'Q9P0N9')"
"('P62330', 'O00299')"
"('P78423', 'P61073')"
"('P35637', 'P67809')"
"('P61326', 'P22392')"
"('P63218', 'Q00722')"
"('P20248', 'P23511')"
"('P30550', 'P29992')"
"('Q96HC4', 'Q02156')"
"('Q5VVX9', 'Q9BWF2')"
"('P62070', 'P18146')"
"('Q13114', 'P12931')"
"('Q13885', 'Q8TDR0')"
"('P17612', 'P10071')"
"('O43677', 'P51970')"
"('O75052', 'Q9Y272')"
"('Q96RG2', 'Q16595')"
"('P15018', 'Q6UXL0')"
"('P15407', 'P05412')"
"('Q9UMX0', 'Q9H0L4')"
"('P67870', 'P62081')"
"('Q16570', 'P10145')"
"('Q92769', 'O60566')"
"('Q9HCK5', 'Q9UJS0')"
"('P01116', 'Q92565')"
"('Q86W92', 'Q13136')"
"('A8MX76', 'Q9H1Y0')"
"('P21554', 'Q9UK08')"
"('Q99759', 'P0CG48')"
"('Q86YS7', 'O43427')"
"('O75528', 'Q8NEM7')"
"('Q96JQ0', 'O00159')"
"('Q9Y6X2', 'P12757')"
"('Q8ND30', 'O60941')"
"('Q86TM6', 'P55072')"
"('O60925', 'P55854')"
"('P01857', 'P08779')"
"('P06241', 'P29353')"
"('P09619', 'P00533')"
"('P24864', 'Q13526')"
"('P07711', 'P01040')"
"('P04183', 'Q9GZT6')"
"('P17181', 'Q12933')"
"('Q15545', 'P22415')"
"('O75925', 'P03372')"
"('P35225', 'Q99665')"
"('Q16401', 'P35998')"
"('Q6NUQ1', 'Q08999')"
"('P62834', 'P61586')"
"('O00232', 'Q9Y4K3')"
"('P00167', 'P41235')"
"('P05107', 'P08571')"
"('O14543', 'P16871')"
"('P04406', 'P49459')"
"('Q9H7E9', 'Q9UMY1')"
"('P28749', 'Q15022')"
"('P03372', 'Q14151')"
"('P08700', 'Q07812')"
"('P11215', 'P12931')"
"('P27797', 'P78504')"
"('Q99417', 'Q9HCK5')"
"('P46531', 'Q92858')"
"('P10398', 'Q53G59')"
"('P17482', 'P21673')"
"('Q14790', 'Q9Y6K9')"
"('Q9UQM7', 'Q13554')"
"('Q86YF9', 'P67775')"
"('P01112', 'Q99614')"
"('Q14164', 'Q8WU90')"
"('Q9HCE7', 'P41212')"
"('P24385', 'Q5XUX0')"
"('Q86U42', 'P84103')"
"('Q9Y2S0', 'Q9GZS1')"
"('Q99558', 'Q16543')"
"('P51116', 'Q9UBR4')"
"('O95750', 'P06213')"
"('P29350', 'Q9UKJ1')"
"('O15372', 'O15371')"
"('P19525', 'O15264')"
"('O14641', 'P17252')"
"('P61812', 'Q9BZS1')"
"('Q8NEB9', 'Q9Y371')"
"('P22415', 'Q15466')"
"('P15735', 'P27482')"
"('P01106', 'Q92947')"
"('Q92835', 'P10721')"
"('P04637', 'P11387')"
"('P36776', 'Q99759')"
"('O60568', 'Q9BQY4')"
"('P13987', 'P46940')"
"('Q9UQM7', 'Q68CJ9')"
"('Q9NQ25', 'P18146')"
"('Q12809', 'Q6P1J9')"
"('O95433', 'O15399')"
"('P18564', 'P46108')"
"('Q96KQ4', 'O15350')"
"('Q14197', 'O15091')"
"('Q8IVT5', 'P04049')"
"('P55055', 'Q92828')"
"('407016', 'Q15910')"
"('P36894', 'Q15797')"
"('O95990', 'P08727')"
"('Q9HC98', 'P46459')"
"('Q9BWF3', 'Q92841')"
"('Q9NZI8', 'P78330')"
"('P62136', 'P40763')"
"('Q96EV8', 'Q92994')"
"('Q8IXH7', 'Q13330')"
"('Q9P2H0', 'P56537')"
"('P25054', 'O94979')"
"('Q86VP1', 'Q9HA65')"
"('Q01844', 'Q9NQ32')"
"('P18084', 'P21333')"
"('Q15287', 'Q9BUQ8')"
"('Q13748', 'Q15653')"
"('P31749', 'Q09472')"
"('Q7L590', 'Q96ED9')"
"('O75015', 'P05771')"
"('P55196', 'Q9NSI5')"
"('Q9Y265', 'P36402')"
"('O15131', 'P09467')"
"('Q16514', 'O75529')"
"('Q9UQ90', 'Q99750')"
"('Q9Y6K9', 'Q01201')"
"('P15924', 'P15121')"
"('P04049', 'P31947')"
"('O94907', 'P62993')"
"('P78386', 'P18146')"
"('P62277', 'P62273')"
"('O60675', 'Q14494')"
"('O60941', 'P35609')"
"('Q9H0B6', 'P05109')"
"('Q93008', 'P49642')"
"('P51149', 'P29372')"
"('Q5TA45', 'O15162')"
"('Q8IV61', 'P62070')"
"('P48436', 'O75444')"
"('P35626', 'P49407')"
"('Q9Y4K3', 'Q13748')"
"('P01571', 'P23458')"
"('P07948', 'P32519')"
"('P62244', 'P46782')"
"('Q02156', 'P10398')"
"('P08069', 'Q9ULV8')"
"('Q12774', 'P61586')"
"('Q9Y4P8', 'Q9Y266')"
"('Q15653', 'Q8NHW5')"
"('Q9BVA1', 'Q71F23')"
"('P51654', 'P04628')"
"('P26599', 'Q15366')"
"('P25685', 'Q00613')"
"('Q96BK5', 'P62263')"
"('P50151', 'Q8TCU6')"
"('Q92900', 'P62753')"
"('Q15464', 'O43561')"
"('P01579', 'Q9HC73')"
"('O43815', 'P67775')"
"('Q13424', 'P11801')"
"('Q9NR30', 'Q9Y478')"
"('O00238', 'O95747')"
"('Q92633', 'Q5JWF2')"
"('Q9C005', 'Q03164')"
"('O75420', 'Q13322')"
"('P49593', 'Q9UK73')"
"('Q96KK5', 'Q7Z2G1')"
"('P62879', 'P08172')"
"('P49842', 'Q07864')"
"('Q08043', 'P16144')"
"('O14581', 'P38405')"
"('O14641', 'P18146')"
"('O43427', 'P49841')"
"('O95813', 'O14905')"
"('P46108', 'Q15036')"
"('P09341', 'P51679')"
"('P07333', 'P51532')"
"('Q01484', 'P62993')"
"('Q9Y6J9', 'O75529')"
"('P49023', 'Q13797')"
"('O00217', 'O95182')"
"('Q14204', 'P49642')"
"('Q9UBD5', 'O75419')"
"('Q96A37', 'Q9Y2X8')"
"('O15263', 'P09237')"
"('P09693', 'P27986')"
"('Q9Y3E5', 'Q08117')"
"('Q13309', 'Q14005')"
"('Q02790', 'P63104')"
"('P35221', 'P49715')"
"('Q9Y3M8', 'Q9H4E5')"
"('Q8TEW0', 'Q9NPB6')"
"('P12107', 'P26012')"
"('P26368', 'P01243')"
"('Q13315', 'Q6ZN18')"
"('Q9Y4G6', 'P16144')"
"('Q92905', 'Q12933')"
"('Q99836', 'Q14653')"
"('P35348', 'O43741')"
"('O14602', 'O15372')"
"('P19793', 'Q16637')"
"('Q9NRX1', 'Q99612')"
"('Q9P2F6', 'Q9HBH0')"
"('Q05086', 'P55854')"
"('P61006', 'Q96CV9')"
"('Q15759', 'P07196')"
"('P20827', 'P29322')"
"('Q9BX70', 'Q9GZT6')"
"('P49023', 'P04406')"
"('Q9Y4Z0', 'Q9Y4Y9')"
"('Q92597', 'P26639')"
"('Q13526', 'Q9GZR7')"
"('Q05519', 'O60508')"
"('Q16643', 'Q15750')"
"('P31939', 'Q9Y4K3')"
"('Q14194', 'Q9NY59')"
"('Q92597', 'Q00610')"
"('P47914', 'P46776')"
"('O75400', 'Q9UMX0')"
"('Q8WYL5', 'P31946')"
"('Q16539', 'Q16512')"
"('P60510', 'Q5MIZ7')"
"('Q9BQY4', 'P54259')"
"('O14497', 'P38936')"
"('Q9H1D9', 'P61218')"
"('Q9NP77', 'Q10570')"
"('P39687', 'P54253')"
"('O00238', 'Q9UF11')"
"('Q9NS73', 'Q96MT8')"
"('P98177', 'Q13526')"
"('Q92569', 'Q05397')"
"('Q15257', 'P78371')"
"('P28070', 'P04222')"
"('Q8NHZ8', 'Q8WWL7')"
"('Q86YC2', 'P02768')"
"('P68036', 'Q96EQ8')"
"('P60763', 'P45985')"
"('P61981', 'O76014')"
"('P16333', 'P10301')"
"('O15372', 'P55010')"
"('Q8N7P3', 'P56748')"
"('P46934', 'P22607')"
"('Q13573', 'Q9Y6D9')"
"('Q13573', 'P57678')"
"('Q86UW1', 'P54253')"
"('P60763', 'Q92558')"
"('P01375', 'Q13490')"
"('Q9H074', 'Q9H361')"
"('P29317', 'P35568')"
"('Q9BQD3', 'Q6ZVK8')"
"('P09769', 'Q03405')"
"('Q99459', 'Q01813')"
"('Q04206', 'P01210')"
"('407050', 'P40763')"
"('P62140', 'O00305')"
"('Q96B33', 'O15551')"
"('Q9P2H0', 'O95376')"
"('P14598', 'P19878')"
"('O95347', 'Q99459')"
"('P03372', 'P20290')"
"('Q13131', 'P01303')"
"('Q9UM54', 'P35637')"
"('Q9UM11', 'Q9UM13')"
"('Q9NZJ5', 'P52564')"
"('Q9BTT4', 'O15514')"
"('P35219', 'Q8TEE9')"
"('Q96KB5', 'P04049')"
"('P62191', 'O75832')"
"('P31152', 'P18847')"
"('Q13464', 'P26038')"
"('Q9P2Y4', 'Q07817')"
"('Q10570', 'Q6UXN9')"
"('P10412', 'Q9UGN5')"
"('P08833', 'O43524')"
"('Q9BTT4', 'Q9P086')"
"('O43677', 'O96000')"
"('P11229', 'Q5JY77')"
"('O75558', 'P63027')"
"('Q6PD62', 'P01871')"
"('P16144', 'A8K7I4')"
"('Q8NHQ1', 'Q05516')"
"('O75832', 'O00232')"
"('P61960', 'Q96JB5')"
"('O94805', 'Q13315')"
"('P61289', 'O00231')"
"('Q15717', 'O00206')"
"('Q14738', 'O95072')"
"('P49716', 'Q8IWT1')"
"('Q9Y243', 'O43889')"
"('P46527', 'Q92905')"
"('Q96PE2', 'P31947')"
"('O43809', 'O75533')"
"('O95257', 'P03372')"
"('Q92793', 'P46100')"
"('Q15788', 'Q09472')"
"('Q9Y297', 'Q00839')"
"('Q99459', 'Q9UBF2')"
"('P01566', 'P19235')"
"('Q96PM5', 'P39023')"
"('Q9BQY4', 'Q9Y4Z0')"
"('406942', 'P10242')"
"('P63279', 'O75569')"
"('Q15019', 'Q14141')"
"('P18146', 'Q9UIV8')"
"('Q8IUH5', 'Q13952')"
"('Q14498', 'Q8NAV1')"
"('P41182', 'O00628')"
"('Q6PD62', 'P52435')"
"('P13804', 'Q14197')"
"('P25398', 'P62249')"
"('Q8WVC0', 'P52435')"
"('P30480', 'Q9H9A6')"
"('P01833', 'P10145')"
"('Q00325', 'Q9Y572')"
"('P48059', 'P36897')"
"('P57075', 'P0CG48')"
"('P25705', 'P62258')"
"('Q9NZ42', 'Q9Y219')"
"('Q15475', 'P11487')"
"('Q16663', 'P08246')"
"('Q8N5S9', 'P54619')"
"('Q16543', 'Q99873')"
"('P42336', 'P16144')"
"('Q9HD42', 'Q9C0E8')"
"('P26368', 'Q07021')"
"('Q16558', 'Q13936')"
"('Q9UQC2', 'P04626')"
"('Q13535', 'Q9NPJ6')"
"('Q15554', 'P16104')"
"('P07951', 'Q9NR12')"
"('P52943', 'Q13118')"
"('Q96BR1', 'Q15118')"
"('Q8WUM4', 'P23508')"
"('P00519', 'Q07817')"
"('O75448', 'Q9BWU1')"
"('P20366', 'Q12884')"
"('Q2M1K9', 'P13631')"
"('P61224', 'P60953')"
"('P14866', 'Q8IWZ8')"
"('Q9BRK4', 'Q5VTD9')"
"('Q9NX70', 'Q71SY5')"
"('P42336', 'P54709')"
"('P00519', 'Q06830')"
"('Q9Y272', 'P22694')"
"('Q92769', 'O60264')"
"('O60684', 'Q9NYR8')"
"('Q6ZVL6', 'P54259')"
"('Q9NR96', 'Q9NX58')"
"('P58107', 'Q15714')"
"('406954', 'Q13315')"
"('O14746', 'Q9BUR4')"
"('P16144', 'O75369')"
"('P46527', 'P52565')"
"('Q96GF1', 'P51965')"
"('P26368', 'Q00839')"
"('Q9NRG9', 'Q96EE3')"
"('Q8N0Z8', 'Q14197')"
"('P39656', 'Q9H1C4')"
"('P51617', 'Q92985')"
"('O00505', 'P30480')"
"('P51817', 'Q7Z3S7')"
"('Q13131', 'Q8IZP0')"
"('Q9UGN5', 'P19256')"
"('Q16557', 'Q96IP4')"
"('O75925', 'P40763')"
"('P26006', 'P05556')"
"('P16403', 'Q86U86')"
"('O60603', 'O00206')"
"('Q06187', 'Q13094')"
"('P15880', 'P08865')"
"('Q9H204', 'Q9Y5X1')"
"('P20936', 'P09619')"
"('P18509', 'Q12884')"
"('Q04759', 'P61586')"
"('Q9BXC0', 'P08754')"
"('O15198', 'A4FU01')"
"('P31689', 'O75365')"
"('Q8IZQ1', 'O94817')"
"('P31749', 'P98170')"
"('P60880', 'Q86SS6')"
"('P01375', 'P62136')"
"('Q14181', 'Q9GZR7')"
"('Q14240', 'P09923')"
"('O95467', 'P63218')"
"('P11802', 'P23508')"
"('Q9UPW5', 'Q9P2P1')"
"('Q8IXK0', 'P16885')"
"('O14531', 'Q99962')"
"('Q99816', 'Q7L5N1')"
"('Q8NH21', 'P38405')"
"('O60383', 'P13385')"
"('Q07092', 'P18146')"
"('Q13616', 'P04217')"
"('O00330', 'Q15119')"
"('P09913', 'P42224')"
"('Q9Y4K3', 'P19105')"
"('P30101', 'P01891')"
"('Q9H9Q2', 'Q92905')"
"('P48380', 'Q8HWS3')"
"('Q9Y4R8', 'Q15714')"
"('Q00887', 'Q5UIP0')"
"('P30504', 'O60613')"
"('Q13315', 'Q8TCS8')"
"('P29350', 'P06239')"
"('Q9Y4K3', 'Q9NWZ3')"
"('Q13427', 'O75400')"
"('P63165', 'P09874')"
"('P52292', 'P38398')"
"('Q13432', 'Q15486')"
"('P04628', 'P46531')"
"('P05386', 'P27635')"
"('P04637', 'P25054')"
"('P15880', 'P38936')"
"('Q06455', 'Q05516')"
"('P42677', 'Q9NYJ8')"
"('O43567', 'P62837')"
"('Q07864', 'Q9NR33')"
"('Q13972', 'P61586')"
"('Q92616', 'Q9Y4P8')"
"('P23508', 'P61019')"
"('Q4KMG0', 'Q15465')"
"('Q92769', 'Q8N5A5')"
"('P61978', 'P52597')"
"('P62633', 'P83731')"
"('Q92997', 'Q92530')"
"('P06241', 'Q13285')"
"('P53041', 'P03372')"
"('P29033', 'Q9UK22')"
"('P61927', 'P35268')"
"('Q96B70', 'Q99459')"
"('Q13111', 'P62805')"
"('P23508', 'P29401')"
"('Q12778', 'O75469')"
"('P22694', 'P48051')"
"('Q9NYF0', 'O94806')"
"('P05067', 'O95467')"
"('Q9BT78', 'O95199')"
"('P51003', 'Q92620')"
"('Q4LDE5', 'Q6VMQ6')"
"('P05386', 'P46459')"
"('P61927', 'P62945')"
"('Q9UQM7', 'O43707')"
"('Q9NNW5', 'Q9H3Q1')"
"('Q9NVD7', 'P05556')"
"('P19438', 'P11021')"
"('Q92597', 'P62753')"
"('Q15596', 'Q09472')"
"('Q9UN72', 'P00519')"
"('P33993', 'Q13415')"
"('Q9BV38', 'Q13573')"
"('P58753', 'P23458')"
"('P16333', 'P23759')"
"('P82914', 'Q14197')"
"('Q9UNM6', 'O14818')"
"('O75340', 'Q96B97')"
"('Q96HA1', 'Q96EE3')"
"('P62837', 'Q9NVW2')"
"('Q09161', 'P62633')"
"('P46781', 'Q9NY93')"
"('P45984', 'P98177')"
"('P57740', 'Q96EE3')"
"('O43187', 'P46977')"
"('Q9Y572', 'O43795')"
"('Q9Y4K3', 'Q92616')"
"('P63165', 'P46100')"
"('P05783', 'Q8IYI6')"
"('P05129', 'O60503')"
"('Q14CS0', 'P62195')"
"('Q86SQ4', 'P05787')"
"('O95990', 'O95967')"
"('P04150', 'P42229')"
"('P11586', 'Q9Y4K3')"
"('P06730', 'P09651')"
"('P11233', 'Q13485')"
"('Q9NYB9', 'P35900')"
"('P23458', 'O14543')"
"('P49407', 'P12931')"
"('Q13501', 'P63104')"
"('O14920', 'P62158')"
"('P28070', 'Q9Y4K3')"
"('P27986', 'Q15019')"
"('P12270', 'P49792')"
"('Q99759', 'Q13576')"
"('P22087', 'Q9NY93')"
"('P61604', 'P21673')"
"('Q9BXA5', 'P63096')"
"('P05112', 'O95644')"
"('Q9ULA0', 'Q9UM07')"
"('Q9UDY8', 'O14920')"
"('P06576', 'Q15717')"
"('P49116', 'Q9NYJ8')"
"('O43318', 'O43809')"
"('Q13387', 'P98164')"
"('P12004', 'Q13111')"
"('P14625', 'Q9Y2Z0')"
"('Q9UNP9', 'Q9HCS7')"
"('O15444', 'P41597')"
"('Q14790', 'Q8WXF8')"
"('Q96KK5', 'Q92769')"
"('Q9Y3U8', 'P62829')"
"('Q14315', 'P05556')"
"('P08631', 'Q96B97')"
"('P61244', 'Q05195')"
"('Q00978', 'P51692')"
"('Q9BUJ2', 'P78406')"
"('Q15691', 'Q14164')"
"('Q13315', 'Q7Z6J9')"
"('O75581', 'Q9BXY4')"
"('Q9P0J1', 'P08559')"
"('O60739', 'P59998')"
"('P04183', 'Q00013')"
"('P08582', 'Q9UMX0')"
"('Q9Y5U9', 'P04183')"
"('P10242', 'Q92793')"
"('Q96RU7', 'P35638')"
"('P51812', 'Q92934')"
"('P02511', 'O75390')"
"('Q16637', 'Q9HB58')"
"('P35638', 'Q07889')"
"('P08581', 'P48736')"
"('Q96EE3', 'Q96HA1')"
"('O95714', 'P23025')"
"('Q16254', 'O14757')"
"('P0CG48', 'Q01201')"
"('Q92752', 'P56199')"
"('P23508', 'P11177')"
"('Q8NG27', 'Q5VVX9')"
"('O14654', 'Q13233')"
"('P33076', 'Q14324')"
"('Q96PQ7', 'P60520')"
"('P04637', 'Q15573')"
"('Q8TD23', 'P61968')"
"('Q05519', 'Q15365')"
"('Q7L523', 'O95639')"
"('P46059', 'P18146')"
"('O00217', 'P03905')"
"('O15226', 'Q04864')"
"('Q9Y572', 'O00571')"
"('Q96F86', 'P61981')"
"('P41594', 'Q12879')"
"('O14974', 'P60660')"
"('Q52LW3', 'Q9H4E5')"
"('O15198', 'Q96AD5')"
"('Q9H4P4', 'P17948')"
"('O95484', 'O15551')"
"('Q6P3W7', 'Q99459')"
"('Q9H4M9', 'Q9H1K0')"
"('Q16890', 'P55327')"
"('P36897', 'Q99614')"
"('P61289', 'Q9H832')"
"('O00161', 'O75558')"
"('Q8N766', 'Q9H3R5')"
"('Q7Z6G3', 'A4D1E9')"
"('P20248', 'Q09472')"
"('Q92625', 'P00533')"
"('Q08881', 'P19174')"
"('Q13153', 'P78545')"
"('Q14061', 'Q5UIP0')"
"('Q6WKZ4', 'Q96RG2')"
"('P21246', 'Q9H8G2')"
"('O60674', 'P42226')"
"('P83731', 'P61313')"
"('P51946', 'O95295')"
"('Q13546', 'Q86VP1')"
"('P28799', 'P35555')"
"('Q13569', 'Q8TAD8')"
"('P10636', 'P0CG48')"
"('P55084', 'Q13233')"
"('Q9UL18', 'Q02543')"
"('P12757', 'Q7L2E3')"
"('Q6ZVK8', 'Q9UI14')"
"('Q9UKK6', 'Q9GZY0')"
"('O43353', 'Q13469')"
"('P49792', 'Q9UKX7')"
"('Q07955', 'P61978')"
"('Q86YB8', 'Q8NBS9')"
"('Q05655', 'Q68DD2')"
"('P0CG47', 'P62979')"
"('Q99459', 'O60885')"
"('Q9P126', 'P43405')"
"('Q13573', 'P40227')"
"('Q96P50', 'Q13352')"
"('Q04206', 'P27348')"
"('O00463', 'Q12933')"
"('P04198', '407046')"
"('Q96G04', 'Q9NRG1')"
"('Q12857', 'P11182')"
"('P10074', 'Q9NPJ4')"
"('Q92947', 'P01106')"
"('P60520', 'P78334')"
"('Q8WUI4', 'P0C1H6')"
"('P15927', 'Q99638')"
"('O00459', 'P42680')"
"('P30679', 'Q00722')"
"('Q99986', 'Q9H4B4')"
"('Q9UBD3', 'P25025')"
"('P15923', 'P19338')"
"('P45378', 'Q99816')"
"('O94979', 'P13805')"
"('P27708', 'Q9Y6K9')"
"('P31689', 'O95819')"
"('O75688', 'P50750')"
"('Q969X0', 'Q13153')"
"('Q13557', 'O00305')"
"('Q8TDM6', 'P60033')"
"('Q8N0Y3', 'P38405')"
"('Q15714', 'Q9Y2Q3')"
"('Q8N9B8', 'P01112')"
"('Q70Z53', 'Q96FV9')"
"('Q9H171', 'Q6UX71')"
"('Q13557', 'P62955')"
"('P55055', 'O60543')"
"('P38570', 'Q05397')"
"('P48023', 'O00213')"
"('P05067', 'P00748')"
