negatives
"('Q8IZE3', 'Q86X19')"
"('P35637', 'P06733')"
"('Q14134', 'P09874')"
"('Q14103', 'Q13395')"
"('P62269', 'Q9Y262')"
"('P10914', 'Q6P179')"
"('Q12929', 'Q86WR7')"
"('Q9BSU1', 'P05106')"
"('O60504', 'Q9HAT0')"
"('Q96SQ5', 'P60328')"
"('P08581', 'Q14247')"
"('Q9H6D8', 'Q14151')"
"('P04637', 'Q9Y4E8')"
"('P26232', 'Q9NQZ2')"
"('Q9BYR5', 'Q5T751')"
"('P07948', 'O75820')"
"('O60684', 'Q9C0B0')"
"('Q9BYG3', 'Q16666')"
"('Q969Y2', 'Q9NR21')"
"('P60410', 'Q9H9D4')"
"('Q9P2W9', 'O75379')"
"('Q9NYZ3', 'Q96QS3')"
"('P62330', 'P55735')"
"('P52799', 'Q6P5Z2')"
"('Q06587', 'P51668')"
"('Q13813', 'Q9H9G7')"
"('Q9C0F1', 'P31146')"
"('O00560', 'Q9BWC9')"
"('P15018', 'P32927')"
"('P98164', 'Q12959')"
"('Q8TEA8', 'Q92547')"
"('Q96GX1', 'Q86YN1')"
"('Q8N5U6', 'P29400')"
"('P32121', 'Q14137')"
"('Q460N5', 'P06744')"
"('Q9UHD2', 'Q9BRV8')"
"('Q16890', 'P27348')"
"('P48443', 'P10828')"
"('Q13748', 'Q13287')"
"('O75364', 'Q99497')"
"('P11413', 'P15586')"
"('Q9NUG6', 'O95602')"
"('O60939', 'Q53R41')"
"('P20936', 'P42858')"
"('P22612', 'Q96R69')"
"('Q96F63', 'Q15696')"
"('P51572', 'P27694')"
"('O95292', 'Q9UNH7')"
"('Q13185', 'Q8TBE0')"
"('P62699', 'Q96S59')"
"('P51858', 'P05198')"
"('Q96NZ8', 'P01137')"
"('P38919', 'Q9UKV8')"
"('Q9H6Z9', 'Q562F6')"
"('P62807', 'P51858')"
"('Q96MU7', 'Q08379')"
"('O15371', 'P04049')"
"('O14879', 'Q99729')"
"('Q8NFW5', 'Q86W67')"
"('Q96KB5', 'Q9HCK0')"
"('O15105', 'Q13309')"
"('P56556', 'P03915')"
"('P09622', 'Q9Y297')"
"('P62249', 'Q969G5')"
"('Q15717', 'Q12815')"
"('P07195', 'Q13620')"
"('Q9NRC8', 'O95071')"
"('Q969P0', 'Q14444')"
"('Q14676', 'Q96DE5')"
"('Q15050', 'Q9Y2X3')"
"('Q9NVX0', 'Q13557')"
"('Q99732', 'Q03989')"
"('O43847', 'Q9H6K4')"
"('P06454', 'O60547')"
"('Q04724', 'O75360')"
"('Q9Y692', 'Q15797')"
"('P01106', 'P29375')"
"('P12830', 'P61927')"
"('P00533', 'Q16875')"
"('P78318', 'Q9UHV9')"
"('P08238', 'Q9NZQ9')"
"('P16871', 'Q9H4B7')"
"('Q9NYJ8', 'Q9UQL6')"
"('O95718', 'P08047')"
"('P37288', 'O95837')"
"('Q14457', 'Q96ES7')"
"('Q2KHM9', 'O95684')"
"('P51531', 'Q12824')"
"('Q13363', 'P42694')"
"('Q9Y5M8', 'Q96FW1')"
"('Q86X19', 'Q15643')"
"('Q8IU54', 'P42701')"
"('Q6K0P9', 'P53621')"
"('Q96HB5', 'Q2TAC2')"
"('P04792', 'P13010')"
"('Q9GZP0', 'P07333')"
"('Q9H6L5', 'P61254')"
"('Q5VYK3', 'O14980')"
"('Q9UBN7', 'P52294')"
"('P84077', 'O43747')"
"('P62330', 'Q9Y312')"
"('Q00839', 'P62269')"
"('Q86VK4', 'Q8IZU0')"
"('Q6IPM2', 'Q9H257')"
"('P26641', 'Q14315')"
"('P78423', 'P25024')"
"('P41212', 'Q92993')"
"('Q3SYC2', 'Q15034')"
"('O75791', 'Q93062')"
"('Q7Z6M2', 'P38646')"
"('P08708', 'P62244')"
"('P12814', 'P63261')"
"('P00325', 'P29590')"
"('P42858', 'Q96ST3')"
"('P49023', 'P26599')"
"('Q9UBU9', 'O75771')"
"('Q9BVA1', 'Q15072')"
"('Q9UER7', 'O15151')"
"('Q9UBF6', 'Q7Z7E8')"
"('Q9NX00', 'Q9NZQ7')"
"('P24863', 'O75586')"
"('P43403', 'P29353')"
"('P53539', 'Q96K80')"
"('O00505', 'Q9BUI4')"
"('O15438', 'P13639')"
"('Q86SQ0', 'Q6Y7W6')"
"('P78527', 'P45983')"
"('Q86Y01', 'Q09472')"
"('Q12788', 'Q8WTT2')"
"('Q9NR45', 'Q969H0')"
"('P33552', 'P78396')"
"('P50222', 'Q92688')"
"('P03372', 'P51398')"
"('O60858', 'P0DP23')"
"('P62241', 'P46781')"
"('Q96G21', 'P05067')"
"('A6NKD9', 'Q96NL6')"
"('Q9H8S9', 'Q9H2S9')"
"('P31269', 'Q8N7H5')"
"('Q9Y6I4', 'Q14344')"
"('Q9UPQ3', 'Q8NEY1')"
"('P61586', 'Q86T65')"
"('Q86UP8', 'Q6EKJ0')"
"('P46379', 'P0DMV8')"
"('P27348', 'P04083')"
"('Q9BYC5', 'Q14314')"
"('Q96QT6', 'O60762')"
"('Q15369', 'Q9Y4K3')"
"('Q9H9B4', 'O14949')"
"('Q00987', 'P51959')"
"('P27695', 'P05787')"
"('O76021', 'Q9Y2X3')"
"('Q00613', 'P52657')"
"('Q13573', 'Q9Y266')"
"('P29083', 'P35269')"
"('P25398', 'P40429')"
"('Q8IWF2', 'Q14697')"
"('P62857', 'P60033')"
"('P23458', 'Q14289')"
"('Q9BXB1', 'Q03164')"
"('P01042', 'P03951')"
"('P07199', 'Q8IZT6')"
"('Q8NFZ4', 'Q9Y4C0')"
"('P28066', 'P25789')"
"('Q9BX46', 'P51178')"
"('Q9NP77', 'P24928')"
"('Q16543', 'Q7L273')"
"('P61604', 'P35520')"
"('Q15323', 'P41219')"
"('Q96J02', 'Q96LR5')"
"('Q04721', 'Q99972')"
"('Q9UBV2', 'A0AVI4')"
"('Q16533', 'Q9BQY4')"
"('P20290', 'Q9UPV0')"
"('P42684', 'Q15637')"
"('Q99832', 'Q92731')"
"('Q9Y478', 'O43741')"
"('P61289', 'P62256')"
"('O14503', 'Q15717')"
"('Q8IZD2', 'P25490')"
"('Q9Y2K2', 'Q9NYJ8')"
"('Q9NRD1', 'P15311')"
"('Q9BQ95', 'Q04206')"
"('Q8N4Q1', 'Q9HAC7')"
"('P62081', 'P51668')"
"('Q70SY1', 'Q93096')"
"('Q86WT6', 'O95980')"
"('Q6P597', 'P16144')"
"('Q8WWQ0', 'P42166')"
"('P10809', 'P05556')"
"('Q9UL26', 'Q9UI14')"
"('Q7Z4H7', 'Q14161')"
"('Q9H5K3', 'O15258')"
"('Q63ZY3', 'Q8TBB1')"
"('P68431', 'Q9UKV3')"
"('O95872', 'O95678')"
"('Q8TES7', 'Q68CZ6')"
"('P26651', 'P10147')"
"('P41279', 'P0DP23')"
"('Q8IYR0', 'Q9Y2Y4')"
"('Q96KQ7', 'Q96T88')"
"('Q6Y7W6', 'Q9BXB1')"
"('Q9NW08', 'P61218')"
"('Q96JB5', 'P34932')"
"('P62304', 'Q9H0R8')"
"('Q9Y6M9', 'O75251')"
"('P26038', 'P33316')"
"('P35226', 'Q9H0D6')"
"('Q86X27', 'P61981')"
"('P78545', 'P51668')"
"('P48594', 'Q14943')"
"('Q9UQC2', 'P16333')"
"('Q9BZJ8', 'P05067')"
"('P21333', 'Q9H0R8')"
"('P13987', 'P58107')"
"('Q9GZT8', 'P49588')"
"('Q9UJX0', 'P34897')"
"('P05814', 'P53350')"
"('Q04941', 'Q9Y478')"
"('Q5JRA6', 'Q9Y6Z7')"
"('O60729', 'P04637')"
"('P54687', 'Q96LA8')"
"('P06748', 'Q49A26')"
"('P20073', 'P08572')"
"('P04629', 'Q9UKX7')"
"('Q6ZNC8', 'P16615')"
"('Q96HB5', 'O15496')"
"('Q04724', 'Q15714')"
"('Q99576', 'P04150')"
"('P13637', 'P10321')"
"('O75460', 'Q9Y4K3')"
"('O95433', 'Q9HC98')"
"('P78423', 'P08648')"
"('Q08752', 'P48506')"
"('Q86WU2', 'Q7Z2W4')"
"('Q99873', 'P33993')"
"('P12694', 'P60484')"
"('P61604', 'Q01844')"
"('Q7KZF4', 'O75131')"
"('Q9BZE9', 'Q9Y6A5')"
"('Q8N423', 'P16104')"
"('Q14103', 'Q92831')"
"('O43318', 'Q13114')"
"('Q13418', 'P53985')"
"('Q00653', 'P33681')"
"('Q7Z4L5', 'Q9HBV2')"
"('Q04864', 'Q63HR2')"
"('P63104', 'P63261')"
"('P62847', 'Q9HCE1')"
"('P62079', 'Q96B77')"
"('P30038', 'P10768')"
"('P41240', 'P98082')"
"('Q15022', 'Q6FI13')"
"('P62993', 'P51787')"
"('P62256', 'Q6VVB1')"
"('O00567', 'P46776')"
"('P61019', 'P61421')"
"('P04406', 'P35228')"
"('O15047', 'Q9UKX7')"
"('Q16740', 'O00422')"
"('P68400', 'Q9C0C2')"
"('P57052', 'P42285')"
"('Q99963', 'Q9Y343')"
"('Q7L590', 'P33992')"
"('Q5U5Q3', 'P78527')"
"('P01100', 'P51693')"
"('O75936', 'Q14573')"
"('Q01860', 'Q96P16')"
"('P32121', 'Q12906')"
"('O14526', 'P05067')"
"('O75928', 'Q969E8')"
"('P11161', 'O00308')"
"('P08246', 'P05121')"
"('Q9NS69', 'Q8IVT5')"
"('O14777', 'O75909')"
"('Q93034', 'P46778')"
"('O43747', 'P05412')"
"('Q0VD86', 'Q99447')"
"('Q96IK5', 'O00204')"
"('P09874', 'P09429')"
"('Q00987', 'P09936')"
"('P10070', 'Q9UK80')"
"('Q8IWZ3', 'P0C7T5')"
"('O95292', 'Q9P2D3')"
"('P63092', 'P62879')"
"('Q5JST6', 'Q12774')"
"('Q9NX00', 'Q8N8W4')"
"('O95718', 'Q9NTG1')"
"('P25490', 'Q99496')"
"('Q9NQS1', 'Q9HCE1')"
"('O95295', 'P54257')"
"('Q15034', 'Q9UBU9')"
"('Q92797', 'Q6P1J9')"
"('Q9BS40', 'Q4G0Z9')"
"('Q8N448', 'P45984')"
"('Q9H222', 'P16333')"
"('P40222', 'Q969G3')"
"('Q32P28', 'O95402')"
"('Q9H0D6', 'P40222')"
"('Q6UWE0', 'Q9Y577')"
"('Q13748', 'P19838')"
"('P63104', 'O00303')"
"('P04439', 'Q9BUN8')"
"('Q13616', 'Q9BTE7')"
"('Q8NEY8', 'P38398')"
"('P01106', 'Q9UBF2')"
"('Q8NCM8', 'Q9H4B7')"
"('P51784', 'P49959')"
"('P17612', 'Q9UQL6')"
"('O14980', 'O14867')"
"('Q9H492', 'Q9HAU5')"
"('P29972', 'P36406')"
"('Q13601', 'Q96HE9')"
"('Q8IX19', 'Q8TAC2')"
"('P47992', 'P49238')"
"('O75170', 'Q7L9L4')"
"('Q8TEK3', 'Q03164')"
"('P00519', 'Q05513')"
"('P78545', 'P23458')"
"('Q13148', 'Q9H2U1')"
"('Q13748', 'P30622')"
"('Q96F07', 'P15884')"
"('P21730', 'P08754')"
"('Q15750', 'P46734')"
"('Q01196', 'P52739')"
"('O75494', 'O75530')"
"('Q06710', 'P31273')"
"('Q15019', 'Q6P2Q9')"
"('Q96BK5', 'P10599')"
"('Q15038', 'Q9HAU4')"
"('Q504Q3', 'P62851')"
"('P46531', 'Q86Y01')"
"('Q7Z3S9', 'Q8N5Q1')"
"('Q9C005', 'Q9Y6D6')"
"('Q9UPE1', 'Q8TDN6')"
"('Q4V328', 'Q96P16')"
"('P49639', 'Q92802')"
"('Q9Y3C5', 'Q14164')"
"('Q9NWM8', 'P49841')"
"('Q15029', 'O95433')"
"('P49321', 'P21283')"
"('Q9H0W5', 'P05023')"
"('P98175', 'Q8N4V1')"
"('P35998', 'Q8WW22')"
"('Q02539', 'P24864')"
"('Q9Y297', 'Q8IYD8')"
"('Q8IUQ4', 'P35372')"
"('O75317', 'Q8TAF3')"
"('P03372', 'P20042')"
"('Q92499', 'Q9NXG2')"
"('P24385', 'Q09472')"
"('P26641', 'P02751')"
"('Q9BYQ2', 'Q9GZM5')"
"('Q7Z4V5', 'Q17RP2')"
"('O00622', 'Q8N137')"
"('P41240', 'P31751')"
"('Q9UBI6', 'P62873')"
"('Q8TAP6', 'Q9Y467')"
"('Q9NRD5', 'Q9UPY8')"
"('P35754', 'Q13126')"
"('Q9ULX6', 'Q9Y5V3')"
"('Q13526', 'Q14999')"
"('Q8IU81', 'P15408')"
"('P0DP23', 'Q13459')"
"('Q15233', 'P11234')"
"('Q8NI38', 'Q01546')"
"('Q9NSI8', 'P62258')"
"('Q86XA0', 'O60613')"
"('Q12905', 'Q99459')"
"('Q9BVP2', 'Q02543')"
"('Q9NPJ6', 'Q15287')"
"('Q15120', 'P29803')"
"('O75909', 'Q14004')"
"('Q9C0B0', 'Q9NZZ3')"
"('P04629', 'P49756')"
"('P11441', 'Q96AG4')"
"('Q9Y6D9', 'Q96HA8')"
"('Q9NWB7', 'Q96LJ8')"
"('Q8WYQ5', 'Q9H0A0')"
"('P35579', 'P08473')"
"('Q9C0B0', 'P67775')"
"('P56537', 'Q9BZE4')"
"('Q14524', 'P0DP24')"
"('P55084', 'Q14974')"
"('Q14978', 'O00567')"
"('P04745', 'Q8TAX7')"
"('Q6ZT07', 'Q9H492')"
"('P62753', 'P43146')"
"('Q96CN9', 'Q08379')"
"('O14788', 'Q15910')"
"('Q0D2J5', 'P57086')"
"('O75165', 'P58340')"
"('Q9Y3U8', 'P62841')"
"('Q9NRD1', 'O60762')"
"('Q16659', 'Q9Y4G2')"
"('Q96FV0', 'Q9NX36')"
"('P41236', 'Q9BSI4')"
"('Q0D2H9', 'Q1A5X7')"
"('P40692', 'Q14315')"
"('P48643', 'Q9Y297')"
"('Q96S59', 'P05556')"
"('Q13303', 'Q8N5N7')"
"('Q9P2R7', 'Q9NQR4')"
"('Q92608', 'Q9BYQ2')"
"('P28907', 'P08637')"
"('Q9UBN7', 'Q13315')"
"('P34932', 'P02511')"
"('P35240', 'O00560')"
"('Q8IX07', 'P15976')"
"('Q9BWF2', 'P36406')"
"('Q6NUN9', 'P11498')"
"('Q15365', 'P78362')"
"('P45379', 'P19237')"
"('Q9NQI0', 'P84022')"
"('Q9Y6Y0', 'P06733')"
"('Q9UBS0', 'O43709')"
"('P02489', 'O00560')"
"('Q9UN72', 'O95433')"
"('Q6ZU80', 'Q8WV44')"
"('P01730', 'Q9Y297')"
"('Q9UHF7', 'Q12888')"
"('P13984', 'Q9UKW4')"
"('P12931', 'Q15417')"
"('O15061', 'Q99962')"
"('A6NHL2', 'O14530')"
"('Q8IZP0', 'Q96EV8')"
"('P24864', 'Q13490')"
"('Q86YH6', 'Q15717')"
"('Q99708', 'Q8NI27')"
"('P0C7P0', 'P22695')"
"('Q8WUD4', 'Q9H1Y0')"
"('P68400', 'P05362')"
"('P54277', 'Q14157')"
"('Q9Y2K1', 'Q9Y5P0')"
"('P60328', 'P48023')"
"('Q3SY00', 'Q08379')"
"('Q5JR59', 'Q7Z3I7')"
"('P06239', 'Q07666')"
"('Q9BXB1', 'O60469')"
"('Q8NBN7', 'P04843')"
"('P17612', 'P14316')"
"('Q9Y286', 'O75815')"
"('P10827', 'O60244')"
"('P20936', 'Q07960')"
"('P27361', 'P07949')"
"('P49368', 'Q969P0')"
"('P62318', 'Q14994')"
"('P04818', 'P61081')"
"('Q9H8T0', 'P58546')"
"('Q01844', 'P62917')"
"('Q04727', 'Q02548')"
"('Q8TD10', 'Q96KQ4')"
"('Q8NEC7', 'Q9UN19')"
"('Q86V81', 'Q15477')"
"('Q9Y4K3', 'Q8IX04')"
"('O94925', 'Q8TB22')"
"('Q9UBH0', 'P81877')"
"('P62857', 'Q14103')"
"('Q07955', 'Q13617')"
"('Q13616', 'Q9NQV6')"
"('Q9NSE2', 'P14784')"
"('P11940', 'Q13620')"
"('P60900', 'P17861')"
"('P20810', 'P49720')"
"('Q9P0W2', 'Q06330')"
"('Q5T9S5', 'Q96JB2')"
"('Q01543', 'O95466')"
"('Q14974', 'O95373')"
"('P13725', 'Q99062')"
"('P61960', 'P51668')"
"('Q504Q3', 'P10809')"
"('Q9NWB1', 'Q5SZQ8')"
"('P29558', 'O60493')"
"('P53667', 'Q02539')"
"('Q8WV28', 'Q9GZY6')"
"('Q8IWL3', 'Q9UMS0')"
"('P47985', 'Q9H9B4')"
"('Q9GZV8', 'Q9BZW7')"
"('Q14697', 'P05161')"
"('Q96Q15', 'Q9Y4R8')"
"('Q15418', 'P00390')"
"('Q9UPP1', 'Q5QJE6')"
"('Q96MT8', 'O43166')"
"('P08631', 'Q92793')"
"('O00232', 'P26583')"
"('O43395', 'Q13435')"
"('Q6P2Q9', 'Q92917')"
"('Q15645', 'O95231')"
"('P07741', 'Q9Y6K9')"
"('P62888', 'P27635')"
"('P49841', 'Q9NWM8')"
"('Q9NY33', 'Q92597')"
"('Q14161', 'Q12802')"
"('P62249', 'P61247')"
"('Q9P107', 'Q92619')"
"('P49286', 'Q14204')"
"('Q8NEC5', 'Q9UKJ5')"
"('Q15717', 'Q13203')"
"('Q13561', 'P05412')"
"('Q9H2G2', 'Q9Y2H0')"
"('Q14790', 'O95786')"
"('P01106', 'Q99583')"
"('A5D8V6', 'O15496')"
"('P19320', 'Q15056')"
"('Q8IY92', 'Q9NXF1')"
"('O43680', 'Q9UIH9')"
"('Q99418', 'P62993')"
"('P06748', 'P08865')"
"('P08574', 'P04843')"
"('O95749', 'A6NKD9')"
"('Q96QU8', 'Q96IQ7')"
"('Q13233', 'Q8N0X7')"
"('Q96JC9', 'Q03111')"
"('P51798', 'O75787')"
"('O60524', 'Q9NVX0')"
"('P30876', 'Q14203')"
"('Q9UBU9', 'P61086')"
"('O95166', 'P49327')"
"('Q8IX15', 'Q14498')"
"('Q0D2J5', 'Q8N8B7')"
"('O75908', 'P55061')"
"('Q9BXB5', 'Q14145')"
"('Q9H063', 'Q8IXT1')"
"('Q5T751', 'Q5TA82')"
"('Q9HAW0', 'Q9Y333')"
"('Q5TA79', 'Q5T751')"
"('P62837', 'Q8WWF5')"
"('Q9H6Z9', 'Q6PF05')"
"('Q6SZW1', 'Q12933')"
"('P23142', 'Q8N2S1')"
"('P37231', 'Q93009')"
"('Q8N5Z5', 'P48730')"
"('O14757', 'Q99459')"
"('Q13137', 'P54646')"
"('O75489', 'Q9HCE1')"
"('Q9UKN8', 'Q8WUA4')"
"('P01024', 'P40337')"
"('P47929', 'O75461')"
"('Q9Y2G2', 'O43318')"
"('Q99999', 'P05067')"
"('O94762', 'P36954')"
"('P25788', 'P28070')"
"('Q9UBB9', 'Q9UK58')"
"('Q8WVK2', 'Q9Y383')"
"('P46777', 'P35609')"
"('P27694', 'P17844')"
"('Q9BW83', 'Q9BUF5')"
"('Q9Y244', 'P11217')"
"('Q14257', 'P35228')"
"('P01127', 'P08138')"
"('Q9NQ55', 'Q8IXZ2')"
"('Q5VSL9', 'P67775')"
"('Q9BXH1', 'P18146')"
"('P62993', 'Q12913')"
"('P49286', 'Q96MW5')"
"('Q12947', 'P00519')"
"('P27105', 'P19320')"
"('Q8IWL3', 'Q9NR09')"
"('P48431', 'Q08170')"
"('P16220', 'Q9UBW7')"
"('P41182', 'Q9NZC9')"
"('Q08170', 'Q99590')"
"('A6NIH7', 'Q9BSL1')"
"('Q9BYV6', 'P15374')"
"('Q14103', 'Q16659')"
"('Q07954', 'P78352')"
"('Q9GZN1', 'P29401')"
"('P01106', 'O00116')"
"('Q96B36', 'P42345')"
"('Q9Y3E2', 'Q7Z353')"
"('Q8WXG6', 'Q9HB75')"
"('Q969T4', 'Q5VTB9')"
"('Q9BVC4', 'Q8TB45')"
"('Q6VMQ6', 'Q13219')"
"('Q13368', 'P05067')"
"('Q16543', 'Q03252')"
"('Q9Y5V3', 'Q96MN9')"
"('Q9BWG6', 'Q96I34')"
"('P05412', 'P32119')"
"('Q6PJG6', 'A6NI15')"
"('P53621', 'O14980')"
"('P51114', 'Q9NQ29')"
"('O15121', 'P18146')"
"('O95988', 'Q9Y243')"
"('Q14164', 'Q16576')"
"('Q9UGJ1', 'Q9NY65')"
"('O15265', 'O60229')"
"('Q9Y6F9', 'Q9ULV1')"
"('P35579', 'P07948')"
"('O15514', 'P02792')"
"('Q9UK32', 'Q16543')"
"('P36578', 'P05386')"
"('P49321', 'Q9Y4K3')"
"('Q3V6T2', 'P46459')"
"('P58107', 'P29353')"
"('Q6H3X3', 'O43908')"
"('Q13489', 'P68036')"
"('Q96GQ7', 'O00567')"
"('Q9NV70', 'Q03001')"
"('P50222', 'Q2M3C6')"
"('Q14568', 'Q9HCN4')"
"('Q8NH67', 'P62873')"
"('Q16633', 'P31274')"
"('Q66LE6', 'Q13936')"
"('Q15554', 'P51608')"
"('Q96GM5', 'Q99689')"
"('Q71UM5', 'P61313')"
"('Q9Y3R0', 'Q86Y13')"
"('P05386', 'P62979')"
"('P21333', 'P27694')"
"('P43307', 'Q9HAW0')"
"('O95997', 'O60506')"
"('O75530', 'Q9GZQ8')"
"('Q9NTZ6', 'Q9NX18')"
"('O75530', 'P62263')"
"('P11021', 'Q99459')"
"('P07947', 'Q96S94')"
"('P43487', 'P13569')"
"('P0C7H8', 'Q96SQ5')"
"('Q8N8Y2', 'O95169')"
"('P62888', 'Q9H0R8')"
"('O75208', 'Q8IXI1')"
"('Q14568', 'O94953')"
"('P62316', 'Q9UMS4')"
"('Q9ULG1', 'P68363')"
"('P62136', 'P34932')"
"('Q9P035', 'P53041')"
"('O43463', 'Q8N680')"
"('Q96I27', 'P45973')"
"('Q06323', 'Q16401')"
"('P18084', 'Q07627')"
"('Q9NTW7', 'Q14192')"
"('O75319', 'P13727')"
"('O14744', 'P09017')"
"('P20963', 'P29353')"
"('Q8NBT0', 'Q8N3V7')"
"('Q13263', 'P05412')"
"('Q15642', 'O14579')"
"('P24522', 'Q8IWV7')"
"('P11215', 'Q9Y679')"
"('Q96CW1', 'P50542')"
"('Q9NRC1', 'Q15884')"
"('Q8IYS0', 'P21854')"
"('Q92837', 'P49840')"
"('Q9UBU9', 'Q96N67')"
"('Q9UHL9', 'O75925')"
"('Q9Y2D8', 'Q9H9D4')"
"('Q9H2X0', 'Q8IUH5')"
"('P61978', 'Q14683')"
"('Q9HB90', 'Q9NXC5')"
"('Q9C0E2', 'P04629')"
"('Q8TBB1', 'Q969R2')"
"('Q7RTS9', 'Q9H244')"
"('Q86VD7', 'Q96DB2')"
"('Q14974', 'Q99698')"
"('O75886', 'Q92783')"
"('P62714', 'P32121')"
"('P38936', 'Q6P2Q9')"
"('Q12873', 'P49841')"
"('Q86Y07', 'P02545')"
"('Q9NVC6', 'P04637')"
"('P27105', 'P13612')"
"('O43805', 'Q16543')"
"('O43390', 'Q9UQL6')"
"('P49023', 'P35222')"
"('P13489', 'P05412')"
"('Q9BXF6', 'P60520')"
"('Q9NYF8', 'Q9UH17')"
"('P22314', 'Q9P2J5')"
"('O75496', 'P42574')"
"('Q9NP66', 'Q9BWG6')"
"('P16520', 'O00329')"
"('P54687', 'Q9UHR6')"
"('P98082', 'O60563')"
"('Q8IZL2', 'Q99466')"
"('Q9UL63', 'O75306')"
"('O14965', 'Q9NR45')"
"('P01023', 'P02766')"
"('P03897', 'P03915')"
"('Q16531', 'O15379')"
"('Q07020', 'Q58FG0')"
"('O75943', 'O60671')"
"('Q8TES7', 'A6NKD9')"
"('O00541', 'Q16666')"
"('P56182', 'P68371')"
"('Q8TDX7', 'O95644')"
"('P06748', 'P52292')"
"('P06733', 'Q12965')"
"('Q03468', 'Q07812')"
"('Q96SZ6', 'Q8N5Z5')"
"('Q8TBN0', 'Q86TV6')"
"('P29353', 'Q9ULV4')"
"('Q8N370', 'A8MQ03')"
"('Q16649', 'Q8WWB5')"
"('P41279', 'Q04637')"
"('Q96EZ8', 'Q8NHQ1')"
"('Q99633', 'Q01850')"
"('P60033', 'P07550')"
"('Q8IVD9', 'P15918')"
"('Q93009', 'Q00987')"
"('Q9NV96', 'B0FP48')"
"('O00522', 'Q99570')"
"('P34897', 'Q5T4S7')"
"('Q9ULZ3', 'Q8NB25')"
"('P61970', 'Q9UI15')"
"('Q86X19', 'Q9Y219')"
"('Q9HCU9', 'P11142')"
"('Q3V6T2', 'Q14432')"
"('Q9UKV5', 'P10809')"
"('Q13547', 'P40227')"
"('P63172', 'P38117')"
"('P27708', 'Q9UBN7')"
"('P35240', 'P35251')"
"('Q09472', 'P10826')"
"('Q86VP6', 'O95793')"
"('P01579', 'P15260')"
"('Q96CN7', 'P63104')"
"('Q64LD2', 'Q7Z3S9')"
"('Q9UBV8', 'Q8IUB9')"
"('Q15287', 'Q13243')"
"('P78527', 'Q9Y5B0')"
"('Q96N21', 'Q96L93')"
"('Q8IZY5', 'Q07817')"
"('O95707', 'P26447')"
"('P51681', 'Q15013')"
"('Q9BRS2', 'P00533')"
"('Q4VC31', 'Q14164')"
"('P60891', 'Q06203')"
"('A7KAX9', 'P27986')"
"('Q02363', 'Q8TB24')"
"('P62993', 'P23760')"
"('Q9Y4F4', 'P78362')"
"('P78362', 'P51116')"
"('Q15691', 'Q9UBN7')"
"('Q15631', 'P21283')"
"('P11215', 'P31997')"
"('P25445', 'Q96QH2')"
"('P62906', 'P03372')"
"('P67936', 'Q9BYN0')"
"('O43765', 'P01135')"
"('P62993', 'Q8IXK0')"
"('Q8IWI9', 'P61244')"
"('Q8N0X7', 'P19338')"
"('Q9NS18', 'O95817')"
"('Q96CX2', 'Q96LK0')"
"('P51398', 'P0CW24')"
"('Q92569', 'Q15118')"
"('P62993', 'Q5SW79')"
"('Q9NRX4', 'P20962')"
"('O14980', 'Q5D1E8')"
"('Q9NQU5', 'Q9HC98')"
"('O43854', 'Q9UHK0')"
"('Q9H967', 'P13010')"
"('Q13162', 'P00395')"
"('O60721', 'P62993')"
"('Q8IUD2', 'Q9NXC2')"
"('Q9UKB1', 'Q2NKX8')"
"('P06753', 'O95447')"
"('O75604', 'Q00987')"
"('Q96R06', 'Q9H816')"
"('Q9H668', 'Q6P2C8')"
"('P38646', 'Q15399')"
"('O00488', 'P78362')"
"('P63151', 'Q13541')"
"('Q93034', 'O14526')"
"('P63208', 'Q8TB52')"
"('P12814', 'O15265')"
"('Q14934', 'Q99680')"
"('P12268', 'P60520')"
"('Q96H79', 'Q99496')"
"('Q8N344', 'P53350')"
"('Q9P015', 'Q9BYD6')"
"('Q9BVP2', 'Q96LK0')"
"('P30622', 'Q9H4B7')"
"('P15153', 'Q9NYB9')"
"('Q06124', 'P35568')"
"('O43815', 'Q9P2B4')"
"('Q9BV68', 'Q9Y2X8')"
"('Q7L5N1', 'P62244')"
"('O94972', 'Q9Y4K3')"
"('P61201', 'Q9H160')"
"('Q9H204', 'O15259')"
"('P62899', 'P61513')"
"('Q9Y2U8', 'P57078')"
"('Q8NC96', 'Q04864')"
"('P16220', 'P32971')"
"('Q86XL3', 'P67775')"
"('O75530', 'P09661')"
"('P11802', 'P49715')"
"('Q16643', 'Q9NQW6')"
"('Q08211', 'Q9UBN6')"
"('P10275', 'Q6IWH7')"
"('P55017', 'Q9UNE7')"
"('P24468', 'P10588')"
"('Q9NRC8', 'P46060')"
"('O43615', 'P30405')"
"('Q12933', 'O14836')"
"('Q7Z7M9', 'Q93063')"
"('Q96RI1', 'P68431')"
"('P54274', 'P19784')"
"('Q00613', 'P35227')"
"('Q9NRG9', 'O95274')"
"('P28289', 'P12830')"
"('P36873', 'Q6ZMY3')"
"('P07942', 'Q15046')"
"('Q9H2A7', 'P51679')"
"('P35250', 'P12004')"
"('Q8N6Y0', 'Q9NV31')"
"('Q9NVU0', 'Q9H1D9')"
"('P78527', 'Q6NXR4')"
"('P24928', 'Q05048')"
"('P40429', 'P83731')"
"('P06241', 'Q9NQC3')"
"('Q04724', 'P55317')"
"('O15264', 'P07814')"
"('P35579', 'O94875')"
