negatives
"('P42345', 'Q07817')"
"('P01106', 'P51531')"
"('Q9NQC3', 'Q8IXJ6')"
"('P62263', 'P62753')"
"('Q96IZ6', 'Q16659')"
"('Q5T3J3', 'P61513')"
"('P05771', 'Q06710')"
"('Q02750', 'Q16539')"
"('P21802', 'P63104')"
"('Q99558', 'P25398')"
"('Q06190', 'Q06432')"
"('Q8IW35', 'P53350')"
"('P08865', 'P18206')"
"('Q15435', 'Q96SB3')"
"('P62826', 'Q08945')"
"('Q9BTP7', 'O15287')"
"('P22362', 'P32248')"
"('P28702', 'Q86YW9')"
"('Q9UKT5', 'P24385')"
"('P04899', 'P40145')"
"('Q9BQY4', 'O14641')"
"('O75509', 'Q9HBG4')"
"('Q9BZG8', 'Q9Y5S9')"
"('Q9NPD8', 'O15287')"
"('P06493', 'Q9UIV1')"
"('P01889', 'P28072')"
"('Q9Y572', 'P62258')"
"('Q9Y4K3', 'Q9UBT2')"
"('P13521', 'P27986')"
"('Q9Y2H0', 'P00519')"
"('P52735', 'P78362')"
"('Q08211', 'Q15287')"
"('P46379', 'Q14257')"
"('Q9P2S2', 'Q8N0W4')"
"('P13942', 'P56199')"
"('P17612', 'O14775')"
"('P30305', 'P67870')"
"('Q8N3U4', 'Q29RF7')"
"('Q96QV6', 'Q99879')"
"('P48995', 'Q13586')"
"('P60709', 'Q9Y5K5')"
"('Q01196', '406952')"
"('Q16778', 'Q969S8')"
"('Q03468', 'P00519')"
"('P54274', 'P15056')"
"('P78527', 'P11387')"
"('P49715', 'P10826')"
"('Q9Y6H6', 'Q8WWI5')"
"('Q86Y39', 'O14561')"
"('P40337', 'O95260')"
"('Q9NP97', 'Q99547')"
"('Q14164', 'P48643')"
"('O43674', 'P03901')"
"('A8K6C2', 'Q8N6P7')"
"('Q86WV6', 'Q969M3')"
"('P09104', 'Q9BTE0')"
"('P0CG47', 'P62837')"
"('P05771', 'Q9H492')"
"('Q14683', 'Q14457')"
"('O43927', 'O00574')"
"('P01236', 'Q9HC73')"
"('P19876', 'P32302')"
"('Q8WTT0', 'P15884')"
"('P11217', 'Q9UKS6')"
"('P27986', 'Q13111')"
"('Q96Q83', 'P04637')"
"('Q9Y385', 'Q92560')"
"('Q9Y5X1', 'P49910')"
"('P08246', 'P37287')"
"('Q96ES7', 'Q92831')"
"('Q86Y39', 'O00483')"
"('P19086', 'Q9UP65')"
"('Q02447', 'P41440')"
"('Q12986', 'Q8IYB3')"
"('Q9UHD9', 'Q9Y297')"
"('P31689', 'Q9H9G7')"
"('P32881', 'P14784')"
"('O75530', 'Q02539')"
"('P33992', 'P49736')"
"('Q9Y333', 'P62304')"
"('Q9H832', 'Q00987')"
"('Q9BXL5', 'P25205')"
"('P19174', 'O43909')"
"('P03905', 'O00483')"
"('145781', 'Q96GD3')"
"('Q9Y2S0', 'P17480')"
"('P51532', 'Q96GM5')"
"('P13942', 'P26010')"
"('O00567', 'P01106')"
"('Q93009', 'Q6PID8')"
"('Q96B97', 'Q9Y371')"
"('Q9NXU5', 'P68371')"
"('P51817', 'Q8TEY5')"
"('P55795', 'Q13247')"
"('Q99466', 'Q86UW9')"
"('Q96RP7', 'P12956')"
"('Q13202', 'P30304')"
"('P50616', 'P17844')"
"('Q9Y4K3', 'P12004')"
"('P63104', 'Q8TE04')"
"('O00471', 'Q8IYI6')"
"('Q7LBR1', 'P40818')"
"('P43115', 'P50148')"
"('P26651', 'P61981')"
"('Q99700', 'O43837')"
"('P16520', 'Q99677')"
"('O95402', 'Q9P086')"
"('Q9NY61', 'O96017')"
"('Q9NRI5', 'O60239')"
"('P43405', 'Q15418')"
"('P42574', 'Q04206')"
"('Q9H9Q2', 'P61201')"
"('P09429', 'P10599')"
"('P62891', 'P62913')"
"('O43261', 'P68104')"
"('Q99759', 'P05109')"
"('Q9Y230', 'Q9UHD2')"
"('P12980', 'P0CL85')"
"('P01568', 'P15509')"
"('P50053', 'Q13418')"
"('O60934', 'P45973')"
"('Q96KG9', 'P52948')"
"('Q13275', 'O14786')"
"('Q99570', 'Q9C0C7')"
"('Q6UX06', 'Q9P0J0')"
"('O75506', 'Q8TDY2')"
"('P17036', 'Q9UDV6')"
"('Q6IE81', 'P33992')"
"('P38159', 'P09651')"
"('P23443', 'P62753')"
"('Q9H9F9', 'P62805')"
"('O43524', 'P24522')"
"('Q68CP9', 'Q96GM5')"
"('Q8IZC6', 'Q13797')"
"('B1A4H9', 'P14784')"
"('P49720', 'P60900')"
"('Q99942', 'Q13404')"
"('Q12972', 'P36873')"
"('Q92484', 'O60477')"
"('O15085', 'P08134')"
"('O75815', 'Q92945')"
"('P17931', 'P08621')"
"('Q9UKB1', 'P08151')"
"('Q16637', 'Q13573')"
"('P25205', 'P33992')"
"('P05112', 'Q13651')"
"('P08047', 'Q9H015')"
"('P08700', 'P42702')"
"('O15145', 'O00401')"
"('Q9UQ90', 'Q16659')"
"('P29474', 'Q8TD86')"
"('P01344', 'P04004')"
"('P58418', 'Q13402')"
"('Q13191', 'P62316')"
"('Q6UN15', 'Q9NZC7')"
"('P35609', 'P17301')"
"('Q13748', 'Q9Y4K3')"
"('P67775', 'Q66LE6')"
"('Q8IYB3', 'P22626')"
"('P62241', 'P60709')"
"('P25786', 'Q14232')"
"('P08670', 'Q9BZW7')"
"('Q9H0R8', 'O00410')"
"('P17302', 'Q9BQE3')"
"('Q9NYL9', 'Q9BVJ7')"
"('Q2NL82', 'Q99558')"
"('P05412', 'P32519')"
"('P09919', 'Q9HC73')"
"('Q13639', 'O95467')"
"('P16885', 'Q68DD2')"
"('P30480', 'Q14166')"
"('Q9H7D7', 'Q15287')"
"('P00533', 'Q15811')"
"('Q86U06', 'Q8IWX8')"
"('Q01105', 'P52565')"
"('P31947', 'Q9UBF8')"
"('P05013', 'Q8N6P7')"
"('Q15910', 'Q9Y2I6')"
"('P56945', 'P31947')"
"('Q7Z444', 'P16220')"
"('P14778', 'P46734')"
"('Q9NRD5', 'Q99684')"
"('P63261', 'P08238')"
"('P10451', 'P26012')"
"('P36896', 'P27037')"
"('O95388', 'P22309')"
"('Q9BWU1', 'O75448')"
"('P35527', 'P01857')"
"('P51693', 'P04183')"
"('P25100', 'P50148')"
"('P20930', 'Q8IY92')"
"('Q8TDY2', 'Q15714')"
"('Q9NWS9', 'Q9UNY5')"
"('Q9GZY0', 'Q86V81')"
"('P27824', 'Q9Y6K9')"
"('P61201', 'Q15843')"
"('Q9NS73', 'Q9H8W4')"
"('Q01196', 'P07333')"
"('P41222', 'P43088')"
"('P10809', 'P05091')"
"('P01589', 'P51692')"
"('Q13164', 'Q05513')"
"('Q8TDP1', 'O96006')"
"('Q9Y263', 'P04054')"
"('P58107', 'Q13191')"
"('Q13625', 'Q13564')"
"('Q92890', 'P08138')"
"('Q5JXC2', 'P18146')"
"('P49190', 'O14832')"
"('P17812', 'P01889')"
"('P16070', 'Q04206')"
"('P41091', 'Q14152')"
"('P13498', 'Q13153')"
"('Q9UD71', 'Q15435')"
"('P13807', 'P18146')"
"('P24928', 'Q08945')"
"('406887', 'P05231')"
"('Q9Y535', 'O14802')"
"('P54253', 'Q9BZ29')"
"('Q6WKZ4', 'Q9H4M9')"
"('Q9Y624', 'O14936')"
"('Q00005', 'P52815')"
"('Q13131', 'Q9UGI9')"
"('P18848', 'Q6UUV7')"
"('Q9HD26', 'P15529')"
"('Q13765', 'Q5T3J3')"
"('P55209', 'Q09472')"
"('Q8IU60', 'Q96F86')"
"('Q15102', 'Q5UIP0')"
"('P16333', 'P49770')"
"('Q9Y5P3', 'P56545')"
"('Q9Y572', 'Q16543')"
"('406906', 'Q9BYV9')"
"('P13727', 'P15976')"
"('P18754', 'Q99832')"
"('Q9UNH7', 'Q9NRI5')"
"('Q99759', 'P07437')"
"('P42766', 'P27635')"
"('P26368', 'P01243')"
"('Q08170', 'Q8IWZ8')"
"('P14416', 'P61952')"
"('Q14204', 'P01106')"
"('P00519', 'Q9Y3L3')"
"('Q14185', 'P52198')"
"('P13987', 'Q06124')"
"('P43360', 'P04844')"
"('Q9P1U0', 'Q99700')"
"('Q99459', 'P49792')"
"('P48023', 'O75751')"
"('P61421', 'Q6P1Q9')"
"('Q13310', 'P62714')"
"('Q8WXE9', 'Q96D71')"
"('O75554', 'P08621')"
"('O14775', 'P49736')"
"('O60262', 'Q08462')"
"('O95402', 'O95071')"
"('Q9UH99', 'Q14974')"
"('Q9GZT6', 'Q6IAA8')"
"('P25963', 'O15379')"
"('343477', 'Q9BRP4')"
"('Q9UJA2', 'P37235')"
"('P04141', 'P26992')"
"('P63010', 'Q9NVZ3')"
"('P48736', 'Q8WYR1')"
"('Q16288', 'P35568')"
"('P42679', 'P04629')"
"('Q9Y4K3', 'P62191')"
"('O95352', 'Q9H492')"
"('O94829', 'P62826')"
"('P04040', 'P25786')"
"('O14641', 'P17252')"
"('O43678', 'O14561')"
"('Q14209', 'Q9H211')"
"('Q9UBU8', 'P06400')"
"('O15047', 'P51610')"
"('Q14197', 'Q9NPE2')"
"('Q01658', 'P78537')"
"('Q9Y624', 'P05107')"
"('P60709', 'Q9UKX5')"
"('Q13573', 'Q9NPJ6')"
"('O43741', 'Q16526')"
"('Q07889', 'Q9BPX5')"
"('Q9NRR5', 'O43497')"
"('P18074', 'Q13216')"
"('Q9UKV3', 'Q9BZZ5')"
"('P62993', 'P46776')"
"('Q9UII2', 'P49841')"
"('O96019', 'P01106')"
"('Q16619', 'P17181')"
"('Q9NZW5', 'Q01780')"
"('P56645', 'P48730')"
"('Q13242', 'P31943')"
"('P27635', 'P62993')"
"('Q9NZT1', 'P01111')"
"('Q8WUW1', 'O15511')"
"('P08709', 'P13726')"
"('Q9UJX2', 'Q8NFD5')"
"('P11362', 'P46108')"
"('P21246', 'Q96SN8')"
"('Q9Y5X4', 'P10276')"
"('O75132', 'Q04206')"
"('Q9UKR5', 'Q96DV4')"
"('P31994', 'Q9UKR5')"
"('P62891', 'P62899')"
"('Q9H4P4', 'P04629')"
"('Q96KM6', 'Q9NS37')"
"('Q9H0M0', 'Q9HCE7')"
"('Q12851', 'O15069')"
"('Q6Y7W6', 'P06729')"
"('P07948', 'P19174')"
"('P01889', 'P29692')"
"('P62277', 'P62273')"
"('Q8IZL8', 'O95819')"
"('O75528', 'Q8N2W9')"
"('Q13535', 'Q99459')"
"('Q05048', 'Q9H0L4')"
"('P06239', 'P43403')"
"('Q99828', 'P11802')"
"('Q5T4S7', 'P63146')"
"('P35626', 'Q8NGJ7')"
"('P78509', 'Q13501')"
"('P38432', 'Q9ULV0')"
"('P13612', 'P60709')"
"('Q15427', 'Q13247')"
"('P05412', 'Q16663')"
"('O14986', 'O43791')"
"('P40926', 'P07954')"
"('Q14164', 'P28072')"
"('Q96HR3', 'Q9BWU1')"
"('P14598', 'P04899')"
"('P04637', 'P51813')"
"('P43246', 'Q13573')"
"('P51888', 'P02452')"
"('P28749', 'Q08999')"
"('Q9Y2X8', 'Q9BYM8')"
"('P04183', 'Q9NYF0')"
"('Q8IUQ4', 'Q14807')"
"('Q8NFD5', 'Q9UJX2')"
"('O43586', 'Q05209')"
"('Q9BT43', 'Q9H1D9')"
"('Q99816', 'Q9UJY5')"
"('Q9BX70', 'O60383')"
"('P51668', 'Q8N9I9')"
"('Q9H2C8', 'P38405')"
"('P10398', 'Q53G59')"
"('Q9HBL0', 'Q13118')"
"('Q13608', 'Q6VMQ6')"
"('Q9UET6', 'P37802')"
"('P17544', 'P49715')"
"('O15530', 'Q9Y2R2')"
"('P67809', 'Q13243')"
"('P35998', 'P54725')"
"('P05014', 'P01589')"
"('P16520', 'Q13698')"
"('P24394', 'P42226')"
"('P41594', 'P30679')"
"('P00533', 'P07948')"
"('Q9Y3A3', 'Q13332')"
"('Q6GTX8', 'P41240')"
"('P07741', 'P01243')"
"('P30305', 'P62258')"
"('P05014', 'P40189')"
"('Q13555', 'Q13554')"
"('P06239', 'P15941')"
"('P08246', 'P01009')"
"('P19793', 'Q9NPJ6')"
"('P49792', 'Q9UKX7')"
"('P55795', 'P35609')"
"('Q04724', 'P61224')"
"('O75306', 'P19404')"
"('P08238', 'P40925')"
"('Q15475', 'Q04724')"
"('P52294', 'P40763')"
"('P10145', 'P02776')"
"('Q86TI0', 'P61019')"
"('Q14839', 'Q13330')"
"('P28065', 'Q08380')"
"('Q9NRR5', 'Q9UBS4')"
"('Q96A08', 'P0C0S8')"
"('P51668', 'Q9C040')"
"('Q14653', 'P06400')"
"('Q14966', 'Q9H0M0')"
"('Q13573', 'O95747')"
"('Q15744', 'Q16520')"
"('Q15796', 'Q9NQ69')"
"('Q13547', 'Q9P0M6')"
"('P21917', 'P62873')"
"('P04234', 'P42338')"
"('Q9UGN5', 'P50148')"
"('O95295', 'Q9UL45')"
"('Q9GZM8', 'P62258')"
"('Q6PL18', 'P18146')"
"('Q9Y239', 'Q676U5')"
"('O95777', 'Q9UK45')"
"('Q14525', 'P61981')"
"('A0JLT2', 'Q9BQ39')"
"('P52756', 'Q16629')"
"('Q9GZS1', 'Q9Y2S0')"
"('Q9BXW6', 'P41182')"
"('P32121', 'Q8NH10')"
"('O75582', 'Q7Z5J4')"
"('Q93079', 'P62993')"
"('P18847', 'P22607')"
"('P18124', 'P62424')"
"('P10147', 'P51686')"
"('Q08043', 'O43707')"
"('P63261', 'Q9H4G0')"
"('P36578', 'P62258')"
"('P35626', 'Q8NG80')"
"('Q9H7E9', 'Q8NHQ1')"
"('P19876', 'P61073')"
"('P43246', 'Q9UQ84')"
"('Q16576', 'Q9HCU9')"
"('Q9Y3C5', 'Q9H1I8')"
"('O96019', 'Q6P4R8')"
"('O43920', 'Q16718')"
"('P22061', 'P23508')"
"('Q9NSU2', 'Q8IY31')"
"('P09919', 'P16871')"
"('Q12873', 'Q53FE4')"
"('Q08043', 'P05556')"
"('P06454', 'Q15717')"
"('Q08170', 'P38159')"
"('P29350', 'O00459')"
"('Q13569', 'P04150')"
"('Q01105', 'Q53T94')"
"('P12110', 'P23229')"
"('P61981', 'P49759')"
"('Q15019', 'Q9NVA2')"
"('O14576', 'Q9BQ89')"
"('O43315', 'Q6IBS0')"
"('Q9NSE2', 'P19235')"
"('P25101', 'P05305')"
"('Q9UNS1', 'Q9BVW5')"
"('Q13751', 'P05556')"
"('Q9BX66', 'Q13177')"
"('O75461', 'Q9BYE7')"
"('P30154', 'Q562F6')"
"('Q9Y3R0', 'Q63ZY3')"
"('P63010', 'O60566')"
"('Q9NX65', 'Q9P0L1')"
"('Q9HCM9', 'Q96HC4')"
"('O60934', 'O96017')"
"('Q09472', 'P41182')"
"('P23297', 'P26678')"
"('Q9UM47', 'Q13573')"
"('Q13188', 'O95835')"
"('P06899', 'Q96RL1')"
"('O75116', 'Q99755')"
"('Q13148', 'P30480')"
"('Q9H4P4', 'P21860')"
"('P19838', 'P05231')"
"('P53350', 'Q00987')"
"('Q9NS23', 'Q9UER7')"
"('Q71U36', 'P17302')"
"('O15264', 'Q13541')"
"('P17568', 'O95169')"
"('Q06124', 'Q8WYR1')"
"('P21580', 'Q14790')"
"('P55795', 'Q07955')"
"('Q13227', 'Q9Y618')"
"('P06756', 'P63261')"
"('Q00005', 'Q92552')"
"('O94972', 'P51116')"
"('P35251', 'P35249')"
"('P23470', 'P41240')"
"('P62993', 'Q9ULV8')"
"('O60739', 'Q15008')"
"('Q14683', 'Q01130')"
"('P26006', 'P05556')"
"('Q16555', 'Q9NRI5')"
"('P12236', 'P30405')"
"('Q9NWW0', 'Q9Y328')"
"('Q9H2A7', 'P51685')"
"('Q15047', 'Q8N5U6')"
"('Q9H1A4', 'Q9UM13')"
"('Q9BQY4', 'P54253')"
"('P53618', 'Q9H013')"
"('Q15788', 'Q05397')"
"('Q01196', 'P17947')"
"('P00519', 'Q14008')"
"('P62249', 'P62979')"
"('P48145', 'P18146')"
"('P46783', 'P62979')"
"('Q96D71', 'P62993')"
"('P56199', 'P56945')"
"('Q07020', 'P46776')"
"('P28749', 'Q14653')"
"('Q86UT5', 'P25092')"
"('Q9UKA9', 'P43243')"
"('Q02641', 'P54259')"
"('O75643', 'Q6P2Q9')"
"('Q9UBL3', 'P37231')"
"('Q9GZT5', 'Q9H461')"
"('O43318', 'Q8IYH5')"
"('P02766', 'P01023')"
"('Q16620', 'Q96FE5')"
"('P62380', 'P27635')"
"('P01889', 'O15371')"
"('P62807', 'O15315')"
"('P35443', 'P18564')"
"('Q9H816', 'Q96NY9')"
"('P09619', 'Q14451')"
"('P02786', 'P01889')"
"('Q06187', 'O60239')"
"('Q8N6Y0', 'O43663')"
"('O76081', 'Q93045')"
"('Q9H171', 'Q9UET6')"
"('Q9Y279', 'P01024')"
"('P01112', 'O00212')"
"('P20226', 'P35869')"
"('P31995', 'P12931')"
"('Q13362', 'Q9NY47')"
"('Q9C0C2', 'Q99459')"
"('P60709', 'P10275')"
"('Q9H788', 'Q9UJU6')"
"('Q16539', 'P26651')"
"('Q6VAB6', 'P41279')"
"('O95298', 'P56556')"
"('P09603', 'P09619')"
"('Q15750', 'O14733')"
"('Q8WW43', 'Q9UM47')"
"('O14641', 'P36575')"
"('P60709', 'P63244')"
"('Q9Y5S8', 'Q86UR1')"
"('P67809', 'O95819')"
"('P15172', 'Q08999')"
"('O43251', 'Q15717')"
"('P78369', 'Q07157')"
"('P19174', 'Q9UN19')"
"('Q15233', 'P43243')"
"('Q13573', 'Q8N1G4')"
"('O43293', 'P19105')"
"('P04083', 'Q9UNN5')"
"('Q13137', 'Q8N5R6')"
"('P22612', 'Q9NP71')"
"('P49407', 'P51681')"
"('P62877', 'Q5XUX0')"
"('P49918', 'P53779')"
"('O60341', 'O94776')"
"('Q9UMY4', 'P16333')"
"('O15230', 'O75578')"
"('Q13043', 'Q12778')"
"('P11171', 'P00492')"
"('Q96AE4', 'Q16891')"
"('Q9UK08', 'O43306')"
"('Q99459', 'P49750')"
"('Q9Y6K9', 'Q92985')"
"('O75400', 'Q8N5F7')"
"('O60333', 'Q9Y3M8')"
"('Q15311', 'Q14192')"
"('O15320', 'P02768')"
"('Q07157', 'P35609')"
"('P08572', 'P26010')"
"('P56545', 'Q03014')"
"('Q9BSJ2', 'A6NHL2')"
"('P63104', 'P26640')"
"('O60907', 'P62805')"
"('P80303', 'P55210')"
"('Q9Y314', 'O75815')"
"('Q15323', 'Q9ULA0')"
"('Q96QZ7', 'Q9H251')"
"('Q09472', 'Q8WUF5')"
"('O14978', 'Q9Y5B8')"
"('P49715', 'P17676')"
"('P57721', 'P51513')"
"('P27694', 'Q8TDY2')"
"('P49763', 'O60462')"
"('P68104', 'P26640')"
"('O00483', 'Q9UGN5')"
"('P82650', 'Q9UBC1')"
"('P33897', 'P40855')"
"('Q9NXU5', 'P21246')"
"('Q9Y272', 'P22612')"
"('O75928', 'P46937')"
"('P61204', 'Q02241')"
"('Q7Z5J4', 'P38936')"
"('Q02078', 'Q15672')"
"('P23258', 'Q9H853')"
"('O00571', 'P63167')"
"('Q93009', 'P54253')"
"('O43390', 'Q01130')"
"('P13569', 'Q9H3R2')"
"('Q5VVX9', 'Q9NZS9')"
"('P22694', 'Q9P2W3')"
"('P17612', 'Q7Z3S7')"
"('Q14008', 'Q9H2G2')"
"('P17980', 'P43686')"
"('P26599', 'Q14683')"
"('Q9UK85', 'P00519')"
"('Q96RK0', 'Q99442')"
"('O15350', 'P54278')"
"('Q13424', 'O00341')"
"('Q9NTJ3', 'Q8NEM0')"
"('O95382', 'P46734')"
"('P51668', 'Q9BPX7')"
"('Q9Y3E7', 'P52735')"
"('P13232', 'Q9HC73')"
"('P12318', 'Q8NHL6')"
"('P55957', 'Q9BVA1')"
"('O60739', 'O43809')"
"('P62829', 'Q9BRP8')"
"('Q15831', 'Q9Y3A3')"
"('P10721', 'P40763')"
"('O43791', 'Q13077')"
"('P63104', 'P04792')"
"('Q14738', 'Q06432')"
"('Q16513', 'Q8TAA9')"
"('Q96RA2', 'P38405')"
"('Q14164', 'P29692')"
"('P62979', 'P19438')"
"('P63151', 'Q92736')"
"('Q9HCG7', 'P08246')"
"('P63208', 'Q8IUQ4')"
"('P31946', 'Q13164')"
"('P49674', 'Q92997')"
"('Q6I9Y2', 'Q13769')"
"('Q9P209', 'Q7L590')"
"('P18031', 'P68133')"
"('Q8WV41', 'Q9Y5X1')"
"('Q8NHR9', 'Q562R1')"
"('P30480', 'P42771')"
"('Q96N67', 'P61587')"
"('P0C0S5', 'O95619')"
"('Q86YF9', 'Q15173')"
"('Q14164', 'Q9Y5Q3')"
"('P62324', 'Q13310')"
"('O43159', 'O43463')"
"('Q8N2W9', 'Q99607')"
"('P56524', 'P37231')"
"('Q9NWZ3', 'Q9Y4K3')"
"('P16520', 'Q08462')"
"('Q9P1Z2', 'P53672')"
"('P23508', 'P61019')"
"('O95257', 'P52943')"
"('O00459', 'P50570')"
"('P15529', 'P05556')"
"('Q99759', 'Q9H4A3')"
"('P07996', 'P24593')"
"('Q9P0W0', 'P78552')"
"('P27816', 'P27986')"
"('P04049', 'P06400')"
"('P15311', 'P60520')"
"('P08700', 'P40238')"
"('Q9H1Y0', 'P09936')"
"('P04183', 'P62328')"
"('Q8IUQ4', 'Q9GZU2')"
"('Q9HAU4', 'P62070')"
"('Q9NSB8', 'Q13255')"
"('P25787', 'P28062')"
"('P62805', 'P84243')"
"('O75351', 'Q7LBR1')"
"('P07550', 'Q8TEY7')"
"('Q9UBU8', 'Q9NXR8')"
"('Q9Y4K3', 'P61158')"
"('Q9P0J0', 'P03886')"
"('P06756', 'Q9HBI0')"
"('P84243', 'P18146')"
"('P62993', 'O15145')"
"('Q13363', 'P25054')"
"('P84098', 'P62910')"
"('Q16659', 'Q71U36')"
"('Q96FJ0', 'O15105')"
"('Q15884', 'P31947')"
"('P35225', 'P17181')"
"('P25021', 'O95467')"
"('Q16740', 'P01241')"
"('P02741', 'Q92496')"
"('P12544', 'P19338')"
"('P50570', 'Q99962')"
"('P84098', 'P39023')"
"('P04637', 'Q96FW1')"
"('P08912', 'Q9UBI6')"
"('Q13685', 'P60520')"
"('Q02833', 'Q9NS23')"
"('P02730', 'Q14191')"
"('P07910', 'P67809')"
"('P62841', 'P35544')"
"('P49841', 'P05386')"
"('P52597', 'Q09161')"
"('O14796', 'Q9UIB8')"
"('407025', 'Q01453')"
"('P51681', 'O43504')"
"('Q96SN8', 'O75312')"
"('Q9Y243', 'Q15653')"
"('Q9UBN7', 'A0JLT2')"
"('P19784', 'Q13526')"
"('Q13620', 'Q9BQ67')"
"('574457', 'Q92908')"
"('Q86YW9', 'P19793')"
"('P09237', 'P16070')"
"('P42684', 'P06241')"
"('P43320', 'P07315')"
"('P18669', 'P12004')"
"('Q9H9G7', 'Q9Y262')"
"('P30511', 'Q8N109')"
"('P19525', 'Q8IY81')"
"('O75554', 'O43516')"
"('Q93062', 'Q14296')"
"('P21333', 'Q13233')"
"('P07202', 'Q13651')"
"('Q9Y230', 'Q92597')"
"('Q93077', 'Q16778')"
"('O15392', 'Q53HL2')"
"('P18031', 'P31749')"
"('Q8TAD8', 'P23497')"
"('P31749', 'Q53EL6')"
"('Q9HB58', 'O75626')"
"('P48443', 'Q9NVC6')"
"('Q9NW38', 'Q96B02')"
"('Q16539', 'O60271')"
"('Q9UNK0', 'P36897')"
"('O60673', 'Q9UI95')"
"('P49023', 'Q9HBI1')"
"('Q92556', 'Q14185')"
"('P41235', 'P42357')"
"('P01243', 'P24534')"
"('Q8WVZ9', 'Q9BVJ7')"
"('Q93009', 'Q86TM6')"
"('Q16659', 'O60287')"
"('P49407', 'P25105')"
"('O75478', 'Q9Y4A5')"
"('Q96JH8', 'P22607')"
"('P18146', 'Q9UIV8')"
"('P00519', 'P07437')"
"('Q5VTR2', 'Q13200')"
"('P04626', 'P62993')"
"('Q14181', 'P09884')"
"('P18206', 'P35080')"
"('Q13315', 'P47929')"
"('P40337', 'Q9H773')"
"('Q9NQ86', 'P62256')"
"('Q02790', 'P04150')"
"('Q14676', 'Q14683')"
"('P06241', 'Q06124')"
"('O00763', 'Q00005')"
"('P32927', 'P63244')"
"('P43034', 'Q9NRI5')"
"('Q9UPN9', 'Q13485')"
"('Q9GZM8', 'P18206')"
"('Q9UKV0', 'Q6FI13')"
"('P03897', 'P03923')"
"('Q02241', 'P27348')"
"('Q9Y4K3', 'P04181')"
"('Q96AV8', 'A0AVK6')"
"('Q5T3J3', 'Q8IX03')"
"('Q96MT3', 'Q92997')"
"('Q9NV56', 'P34931')"
"('Q96RK0', 'Q8IYM9')"
"('P19429', 'P63316')"
"('P32942', 'P26038')"
"('P61978', 'Q14011')"
"('O14512', 'Q01344')"
"('Q15637', 'P35637')"
"('P16220', 'P43354')"
"('P56537', 'P39656')"
"('P29972', 'Q15834')"
"('P05129', 'P51817')"
"('Q9NVJ2', 'P21281')"
"('Q15149', 'Q9HAU0')"
"('Q9H9Y6', 'O95602')"
"('Q9P2F6', 'Q96L33')"
"('Q04771', 'Q02790')"
"('Q92905', 'Q12772')"
"('P15927', 'Q5RL73')"
"('Q08945', 'Q96QV6')"
"('P28066', 'P25788')"
"('Q9NRR5', 'Q12824')"
"('Q9Y2Q3', 'P28340')"
"('P60880', 'Q8NFX7')"
"('Q8IWV1', 'O00459')"
"('Q02750', 'Q13164')"
"('Q05397', 'O14508')"
"('P61313', 'P40429')"
"('P07942', 'Q7L1I2')"
"('Q6FI13', 'P06899')"
"('P16220', 'O60880')"
"('P11021', 'Q76MJ5')"
"('Q8TE02', 'P54253')"
"('Q9H0R8', 'P14867')"
"('P24666', 'Q5T0N5')"
"('P11142', 'Q8N163')"
"('P51116', 'O43513')"
"('Q13315', 'Q16539')"
"('P61006', 'O60828')"
"('Q9UBW7', 'Q8TAD8')"
"('Q15102', 'P04406')"
"('Q12986', 'Q13242')"
"('P00533', 'P25098')"
"('Q96JB5', 'Q9Y3C8')"
"('Q9UL25', 'Q9UKG1')"
"('O95139', 'O75251')"
"('P49841', 'Q13541')"
"('P09104', 'Q9UHF5')"
"('Q9Y6N9', 'Q495M9')"
"('145781', 'O14949')"
"('Q13332', 'Q9Y3A3')"
"('Q13951', 'Q13761')"
"('Q9Y6X8', 'Q02833')"
"('P41182', 'Q9UKI9')"
"('P49841', 'P21246')"
"('P50613', 'Q13889')"
"('Q8TB96', 'Q9H5J8')"
"('P17081', 'Q9P286')"
"('P49407', 'P11142')"
"('P14316', 'Q8IU81')"
"('Q92614', 'Q13177')"
"('P43403', 'P56279')"
"('P24941', 'Q8WWL7')"
"('O14964', 'Q01082')"
"('O43292', 'P60228')"
"('P31946', 'P40818')"
"('Q969G3', 'Q9UKL0')"
"('Q93074', 'P10827')"
"('Q12913', 'P19235')"
"('P08575', 'P04629')"
"('Q96J92', 'O95747')"
"('P57738', 'Q13485')"
"('Q9UBP9', 'Q13573')"
"('O15264', 'P09874')"
"('Q13291', 'Q99704')"
"('Q14653', 'Q8NEV9')"
"('Q13416', 'Q9UBD5')"
"('Q99527', 'P63092')"
"('Q14573', 'Q13555')"
"('P16871', 'P17066')"
"('P62993', 'Q05682')"
"('Q15554', 'Q96QC0')"
"('Q9Y3E7', 'O43633')"
"('Q5T3J3', 'P02774')"
"('Q92794', 'Q5VVX9')"
"('P30480', 'Q9NSE4')"
"('P10276', 'Q05086')"
"('P07384', 'Q9H1Y0')"
"('P12814', 'Q9UI47')"
"('Q9Y2X0', 'P28702')"
"('P15692', 'P29317')"
"('P84022', 'P28749')"
"('Q5T3J3', 'Q02363')"
"('Q9NS56', 'P11831')"
"('Q9Y608', 'O14640')"
"('Q05519', 'O95400')"
"('O75964', 'P01889')"
"('P14923', 'Q9NSA3')"
"('P14416', 'P04899')"
"('Q9HAU4', 'Q9UBK9')"
"('P48552', 'P10826')"
"('P06730', 'Q14103')"
