negatives
"frozenset({'Q9ULK4', 'Q8IYB3', 'IL2'})"
"frozenset({'Q13618', 'Q92621', 'IL2'})"
"frozenset({'Q86WH2', 'Q00987', 'IL2'})"
"frozenset({'P12544', 'P63261', 'IL2'})"
"frozenset({'P06733', 'P12004', 'IL2'})"
"frozenset({'P27694', 'P63010', 'IL2'})"
"frozenset({'P46108', 'Q14296', 'IL2'})"
"frozenset({'P60510', 'O00743', 'IL2'})"
"frozenset({'Q9UJM3', 'P29376', 'IL2'})"
"frozenset({'P62955', 'Q13362', 'IL2'})"
"frozenset({'P40425', 'IL2', 'P34897'})"
"frozenset({'P23297', 'Q15796', 'IL2'})"
"frozenset({'Q9Y2J2', 'P63104', 'IL2'})"
"frozenset({'O94762', 'P0CAP1', 'IL2'})"
"frozenset({'Q8NGY2', 'O60262', 'IL2'})"
"frozenset({'O60256', 'P04629', 'IL2'})"
"frozenset({'O14818', 'P04629', 'IL2'})"
"frozenset({'Q86SE9', 'Q2M3V2', 'IL2'})"
"frozenset({'P06733', 'Q16082', 'IL2'})"
"frozenset({'P08670', 'P49721', 'IL2'})"
"frozenset({'P15336', 'Q5T230', 'IL2'})"
"frozenset({'Q9NQX5', 'A8MQ03', 'IL2'})"
"frozenset({'Q9BQ66', 'IL2', 'Q9UGL9'})"
"frozenset({'Q8NGX5', 'P49407', 'IL2'})"
"frozenset({'Q9NRD1', 'IL2', 'P27708'})"
"frozenset({'P40238', 'P01571', 'IL2'})"
"frozenset({'O43707', 'IL2', 'Q92738'})"
"frozenset({'Q99567', 'Q14974', 'IL2'})"
"frozenset({'Q96MT8', 'Q03001', 'IL2'})"
"frozenset({'Q86TS9', 'P62269', 'IL2'})"
"frozenset({'O60641', 'P20823', 'IL2'})"
"frozenset({'Q15043', 'Q86WV6', 'IL2'})"
"frozenset({'Q99708', 'Q13422', 'IL2'})"
"frozenset({'Q53ET0', 'Q8TEY5', 'IL2'})"
"frozenset({'O14980', 'Q08AD1', 'IL2'})"
"frozenset({'P52735', 'P16471', 'IL2'})"
"frozenset({'P08670', 'O43809', 'IL2'})"
"frozenset({'Q04724', 'P04183', 'IL2'})"
"frozenset({'P05412', 'P19784', 'IL2'})"
"frozenset({'P11021', 'O94905', 'IL2'})"
"frozenset({'Q99697', 'IL2', 'P35222'})"
"frozenset({'Q9UDY4', 'Q6SJ96', 'IL2'})"
"frozenset({'Q13064', 'Q5T4B2', 'IL2'})"
"frozenset({'Q04864', 'Q8WXA2', 'IL2'})"
"frozenset({'O14948', 'IL2', 'Q9H115'})"
"frozenset({'Q08AD1', 'IL2', 'P30305'})"
"frozenset({'O95817', 'Q9Y5J7', 'IL2'})"
"frozenset({'P40763', 'P29590', 'IL2'})"
"frozenset({'Q96Q07', 'Q9UH03', 'IL2'})"
"frozenset({'P56880', 'A6NM45', 'IL2'})"
"frozenset({'P68036', 'IL2', 'Q8NG27'})"
"frozenset({'P35226', 'Q9BRJ7', 'IL2'})"
"frozenset({'P01106', 'P35813', 'IL2'})"
"frozenset({'IL2', 'P54252', 'Q92995'})"
"frozenset({'Q9UGY1', 'Q99848', 'IL2'})"
"frozenset({'Q03001', 'Q15327', 'IL2'})"
"frozenset({'Q9UJV3', 'Q8IYI8', 'IL2'})"
"frozenset({'Q99962', 'P0DP23', 'IL2'})"
"frozenset({'Q9UGJ1', 'Q01860', 'IL2'})"
"frozenset({'P61604', 'P61960', 'IL2'})"
"frozenset({'Q96GD4', 'Q99459', 'IL2'})"
"frozenset({'Q07869', 'P07148', 'IL2'})"
"frozenset({'P16220', 'Q9H0H0', 'IL2'})"
"frozenset({'Q9UH77', 'IL2', 'Q15717'})"
"frozenset({'P37173', 'Q3SY56', 'IL2'})"
"frozenset({'Q15435', 'O14965', 'IL2'})"
"frozenset({'Q13480', 'Q13882', 'IL2'})"
"frozenset({'O60336', 'P60331', 'IL2'})"
"frozenset({'P46821', 'IL2', 'Q9GZQ8'})"
"frozenset({'O95433', 'O14744', 'IL2'})"
"frozenset({'P10243', 'IL2', 'Q5TKA1'})"
"frozenset({'P25791', 'IL2', 'Q15654'})"
"frozenset({'P16220', 'P01100', 'IL2'})"
"frozenset({'Q9Y5K6', 'IL2', 'Q14247'})"
"frozenset({'O75367', 'Q96RL1', 'IL2'})"
"frozenset({'P17861', 'Q15650', 'IL2'})"
"frozenset({'P61604', 'P34932', 'IL2'})"
"frozenset({'O15160', 'Q07021', 'IL2'})"
"frozenset({'P53611', 'Q8IW50', 'IL2'})"
"frozenset({'Q06330', 'Q86UQ0', 'IL2'})"
"frozenset({'P35226', 'Q6NXG1', 'IL2'})"
"frozenset({'Q8IXZ2', 'Q9HCE1', 'IL2'})"
"frozenset({'P07237', 'O43396', 'IL2'})"
"frozenset({'Q58FG0', 'P08238', 'IL2'})"
"frozenset({'Q12774', 'Q9H204', 'IL2'})"
"frozenset({'P42679', 'IL2', 'P08581'})"
"frozenset({'O14980', 'Q07352', 'IL2'})"
"frozenset({'O15165', 'Q9HAU4', 'IL2'})"
"frozenset({'P45880', 'Q96H55', 'IL2'})"
"frozenset({'Q8WTP8', 'IL2', 'P60370'})"
"frozenset({'Q92793', 'Q13351', 'IL2'})"
"frozenset({'O94875', 'P18206', 'IL2'})"
"frozenset({'Q9HBH1', 'IL2', 'Q96EQ0'})"
"frozenset({'P16144', 'Q96B67', 'IL2'})"
"frozenset({'Q15404', 'P51991', 'IL2'})"
"frozenset({'Q9UJU6', 'P12830', 'IL2'})"
"frozenset({'Q969H0', 'Q99466', 'IL2'})"
"frozenset({'P13501', 'P19838', 'IL2'})"
"frozenset({'O95644', 'Q02556', 'IL2'})"
"frozenset({'Q9UPN3', 'P24941', 'IL2'})"
"frozenset({'P10145', 'P20749', 'IL2'})"
"frozenset({'P32121', 'P62913', 'IL2'})"
"frozenset({'IL2', 'Q14BN4', 'Q5VSL9'})"
"frozenset({'P21802', 'IL2', 'P49767'})"
"frozenset({'Q9NRD1', 'IL2', 'Q4VCS5'})"
"frozenset({'Q92851', 'Q12933', 'IL2'})"
"frozenset({'Q9Y266', 'Q13112', 'IL2'})"
"frozenset({'O60663', 'IL2', 'P61421'})"
"frozenset({'Q93098', 'O75581', 'IL2'})"
"frozenset({'P29375', 'Q8WUU5', 'IL2'})"
"frozenset({'Q99728', 'P62807', 'IL2'})"
"frozenset({'P48444', 'Q504Q3', 'IL2'})"
"frozenset({'P05067', 'P46783', 'IL2'})"
"frozenset({'Q13561', 'P43686', 'IL2'})"
"frozenset({'O95429', 'IL2', 'Q15717'})"
"frozenset({'P78371', 'A6NHL2', 'IL2'})"
"frozenset({'Q9P0L0', 'IL2', 'Q9BZ72'})"
"frozenset({'P22694', 'Q8NGK5', 'IL2'})"
"frozenset({'P82673', 'P51398', 'IL2'})"
"frozenset({'P15336', 'P04406', 'IL2'})"
"frozenset({'O43175', 'O94903', 'IL2'})"
"frozenset({'P15311', 'P35241', 'IL2'})"
"frozenset({'Q9BZ95', 'Q9UER7', 'IL2'})"
"frozenset({'P51687', 'Q6NUQ1', 'IL2'})"
"frozenset({'Q6NUS6', 'Q9H1C4', 'IL2'})"
"frozenset({'Q58EX7', 'Q96PN8', 'IL2'})"
"frozenset({'Q9Y4R8', 'P55072', 'IL2'})"
"frozenset({'P52272', 'P27635', 'IL2'})"
"frozenset({'P38398', 'O60674', 'IL2'})"
"frozenset({'Q7Z4Q2', 'Q9UIQ6', 'IL2'})"
"frozenset({'O75665', 'Q07866', 'IL2'})"
"frozenset({'P63167', 'P49841', 'IL2'})"
"frozenset({'P31749', 'O95622', 'IL2'})"
"frozenset({'Q08209', 'P14316', 'IL2'})"
"frozenset({'P07384', 'Q9NXK8', 'IL2'})"
"frozenset({'O00483', 'O95182', 'IL2'})"
"frozenset({'Q53EL6', 'Q92890', 'IL2'})"
"frozenset({'O60266', 'P17612', 'IL2'})"
"frozenset({'Q96JN0', 'IL2', 'P68431'})"
"frozenset({'P42858', 'IL2', 'Q14814'})"
"frozenset({'O15056', 'IL2', 'P62993'})"
"frozenset({'Q13547', 'Q8TBJ5', 'IL2'})"
"frozenset({'IL2', 'P62258', 'Q9UKI8'})"
"frozenset({'Q9UHA4', 'IL2', 'Q9NWU5'})"
"frozenset({'Q13490', 'Q99558', 'IL2'})"
"frozenset({'IL2', 'P09110', 'P13995'})"
"frozenset({'P40763', 'Q8TAE8', 'IL2'})"
"frozenset({'P22736', 'Q9UNN5', 'IL2'})"
"frozenset({'P99999', 'IL2', 'P30480'})"
"frozenset({'Q99972', 'P06732', 'IL2'})"
"frozenset({'IL2', 'Q13492', 'Q01968'})"
"frozenset({'P62888', 'P00973', 'IL2'})"
"frozenset({'O95721', 'Q96A65', 'IL2'})"
"frozenset({'Q12824', 'Q13387', 'IL2'})"
"frozenset({'P21980', 'Q15796', 'IL2'})"
"frozenset({'Q9C0B0', 'O43747', 'IL2'})"
"frozenset({'Q9UKB1', 'Q7Z6Z7', 'IL2'})"
"frozenset({'Q93034', 'P41250', 'IL2'})"
"frozenset({'Q9UGL1', 'IL2', 'P68431'})"
"frozenset({'P10155', 'Q9UHX1', 'IL2'})"
"frozenset({'P25106', 'IL2', 'P62993'})"
"frozenset({'Q9Y250', 'P52434', 'IL2'})"
"frozenset({'O43683', 'Q9Y6B7', 'IL2'})"
"frozenset({'P05412', 'P46783', 'IL2'})"
"frozenset({'P19957', 'P23490', 'IL2'})"
"frozenset({'Q9C0B0', 'Q15059', 'IL2'})"
"frozenset({'Q9HCE7', 'IL2', 'P11142'})"
"frozenset({'P63167', 'Q13627', 'IL2'})"
"frozenset({'P30457', 'P16188', 'IL2'})"
"frozenset({'Q8IU54', 'IL2', 'P38484'})"
"frozenset({'P05067', 'Q6P4A8', 'IL2'})"
"frozenset({'Q10586', 'Q96GM5', 'IL2'})"
"frozenset({'P22694', 'Q9NX14', 'IL2'})"
"frozenset({'O95793', 'Q9HCE1', 'IL2'})"
"frozenset({'P48643', 'Q9Y572', 'IL2'})"
"frozenset({'P30042', 'O94925', 'IL2'})"
"frozenset({'Q8N1B4', 'Q96NC0', 'IL2'})"
"frozenset({'Q9UQ88', 'Q9Y6Y0', 'IL2'})"
"frozenset({'Q96QH2', 'P25445', 'IL2'})"
"frozenset({'O14980', 'Q86WG5', 'IL2'})"
"frozenset({'Q8TAU3', 'Q9Y2T1', 'IL2'})"
"frozenset({'P14625', 'O95166', 'IL2'})"
"frozenset({'P63167', 'P51681', 'IL2'})"
"frozenset({'P17844', 'Q5U5Q3', 'IL2'})"
"frozenset({'P12956', 'P07288', 'IL2'})"
"frozenset({'P23769', 'P15923', 'IL2'})"
"frozenset({'Q9NQT8', 'Q13009', 'IL2'})"
"frozenset({'P42226', 'Q9H4M9', 'IL2'})"
"frozenset({'O95391', 'IL2', 'P01375'})"
"frozenset({'Q9H2F9', 'P54760', 'IL2'})"
"frozenset({'P00533', 'Q92913', 'IL2'})"
"frozenset({'Q8N556', 'P46940', 'IL2'})"
"frozenset({'Q13617', 'Q16778', 'IL2'})"
"frozenset({'P62750', 'P62266', 'IL2'})"
"frozenset({'P62805', 'P35659', 'IL2'})"
"frozenset({'Q92997', 'Q6DD88', 'IL2'})"
"frozenset({'Q9H1R3', 'IL2', 'P14649'})"
"frozenset({'P18754', 'Q16777', 'IL2'})"
"frozenset({'Q92844', 'P35527', 'IL2'})"
"frozenset({'P62837', 'Q9H0F5', 'IL2'})"
"frozenset({'Q9NRR4', 'Q99814', 'IL2'})"
"frozenset({'IL2', 'Q9NQW6', 'P07947'})"
"frozenset({'Q7Z769', 'Q9NZD8', 'IL2'})"
"frozenset({'Q96A72', 'Q15554', 'IL2'})"
"frozenset({'Q92567', 'P86478', 'IL2'})"
"frozenset({'Q8N1B4', 'Q9UID3', 'IL2'})"
"frozenset({'IL2', 'Q701N4', 'Q9UGL9'})"
"frozenset({'P68036', 'IL2', 'Q8IWL3'})"
"frozenset({'P17980', 'O15503', 'IL2'})"
"frozenset({'P27816', 'IL2', 'P61221'})"
"frozenset({'P27482', 'Q9HD67', 'IL2'})"
"frozenset({'Q96CS2', 'Q9H211', 'IL2'})"
"frozenset({'P19784', 'Q9P2B7', 'IL2'})"
"frozenset({'O43324', 'IL2', 'P41252'})"
"frozenset({'P22061', 'IL2', 'Q9H9S0'})"
"frozenset({'P60520', 'P55084', 'IL2'})"
"frozenset({'P38936', 'Q9H324', 'IL2'})"
"frozenset({'Q9H8Y8', 'Q8TAP6', 'IL2'})"
"frozenset({'Q96NT1', 'Q9H6R4', 'IL2'})"
"frozenset({'Q9H0R8', 'IL2', 'P16403'})"
"frozenset({'P33778', 'P19438', 'IL2'})"
"frozenset({'Q86T90', 'Q96JC9', 'IL2'})"
"frozenset({'Q9BZC7', 'Q15165', 'IL2'})"
"frozenset({'P16220', 'Q9BYV9', 'IL2'})"
"frozenset({'P05067', 'P54750', 'IL2'})"
"frozenset({'P05067', 'Q86VK4', 'IL2'})"
"frozenset({'P42858', 'P00403', 'IL2'})"
"frozenset({'Q8N983', 'IL2', 'Q9H9J2'})"
"frozenset({'Q9UNS1', 'P33992', 'IL2'})"
"frozenset({'Q96AH0', 'IL2', 'Q15717'})"
"frozenset({'Q9H2X6', 'Q9H444', 'IL2'})"
"frozenset({'P42704', 'Q9Y4Z0', 'IL2'})"
"frozenset({'P16118', 'O75376', 'IL2'})"
"frozenset({'Q9BRK4', 'Q13671', 'IL2'})"
"frozenset({'P13725', 'Q9HC73', 'IL2'})"
"frozenset({'Q92499', 'P61353', 'IL2'})"
"frozenset({'IL2', 'P23458', 'Q99570'})"
"frozenset({'P63220', 'O60506', 'IL2'})"
"frozenset({'Q15428', 'O43660', 'IL2'})"
"frozenset({'Q6L8Q7', 'Q13616', 'IL2'})"
"frozenset({'Q14203', 'Q99551', 'IL2'})"
"frozenset({'P09622', 'Q7Z6Z7', 'IL2'})"
"frozenset({'P33241', 'Q9H4B4', 'IL2'})"
"frozenset({'Q9NRF9', 'Q9HCE1', 'IL2'})"
"frozenset({'Q9NY65', 'Q9H2C0', 'IL2'})"
"frozenset({'Q8IZ07', 'Q9NW97', 'IL2'})"
"frozenset({'Q14CZ7', 'IL2', 'P82650'})"
"frozenset({'Q86UN2', 'P60409', 'IL2'})"
"frozenset({'Q9Y294', 'P53618', 'IL2'})"
"frozenset({'A2RTX5', 'IL2', 'Q8IWL3'})"
"frozenset({'P31785', 'IL2', 'P20809'})"
"frozenset({'P33993', 'O15231', 'IL2'})"
"frozenset({'Q9UQF2', 'Q92918', 'IL2'})"
"frozenset({'P08727', 'P48668', 'IL2'})"
"frozenset({'P38398', 'O60264', 'IL2'})"
"frozenset({'IL2', 'Q14953', 'Q7L5N1'})"
"frozenset({'Q9H8Y8', 'Q96GX9', 'IL2'})"
"frozenset({'P21333', 'Q13683', 'IL2'})"
"frozenset({'P48729', 'P19320', 'IL2'})"
"frozenset({'Q13439', 'Q99608', 'IL2'})"
"frozenset({'P49841', 'IL2', 'P30281'})"
"frozenset({'Q9H0R8', 'Q8IXH6', 'IL2'})"
"frozenset({'Q9UGP5', 'IL2', 'Q9UIF7'})"
"frozenset({'P48039', 'IL2', 'P04406'})"
"frozenset({'Q86W42', 'O95166', 'IL2'})"
"frozenset({'Q7L2H7', 'Q9Y4K3', 'IL2'})"
"frozenset({'P24941', 'O75533', 'IL2'})"
"frozenset({'Q9H0D6', 'IL2', 'P21964'})"
"frozenset({'P21283', 'Q9HCE1', 'IL2'})"
"frozenset({'O76070', 'Q12906', 'IL2'})"
"frozenset({'Q86VP6', 'O75494', 'IL2'})"
"frozenset({'P01106', 'Q15911', 'IL2'})"
"frozenset({'P51991', 'IL2', 'Q13151'})"
"frozenset({'Q8N9N5', 'P22557', 'IL2'})"
"frozenset({'Q9HCK4', 'O00139', 'IL2'})"
"frozenset({'Q96JP5', 'O14958', 'IL2'})"
"frozenset({'O14980', 'A5YKK6', 'IL2'})"
"frozenset({'P0DMV8', 'Q14324', 'IL2'})"
"frozenset({'P52757', 'Q96GM5', 'IL2'})"
"frozenset({'Q5SRE5', 'Q8N1F7', 'IL2'})"
"frozenset({'Q8N1G4', 'Q6XQN6', 'IL2'})"
"frozenset({'P61968', 'Q16531', 'IL2'})"
"frozenset({'P05026', 'P01903', 'IL2'})"
"frozenset({'Q13796', 'P16333', 'IL2'})"
"frozenset({'Q13315', 'P13637', 'IL2'})"
"frozenset({'Q9C0B0', 'Q9UNS2', 'IL2'})"
"frozenset({'Q8NGQ3', 'P22612', 'IL2'})"
"frozenset({'P32189', 'O14841', 'IL2'})"
"frozenset({'IL2', 'Q13976', 'Q05469'})"
"frozenset({'Q5SZK8', 'Q8NBA8', 'IL2'})"
"frozenset({'Q2KHM9', 'Q9BT92', 'IL2'})"
"frozenset({'Q00005', 'P49756', 'IL2'})"
"frozenset({'Q9HB07', 'Q96MV1', 'IL2'})"
"frozenset({'P0C7T5', 'IL2', 'Q9UKJ3'})"
"frozenset({'P62805', 'Q8N5Y2', 'IL2'})"
"frozenset({'Q93062', 'Q6NUJ2', 'IL2'})"
"frozenset({'P48039', 'O00264', 'IL2'})"
"frozenset({'P10275', 'Q8IXJ9', 'IL2'})"
"frozenset({'Q9Y4P3', 'P03372', 'IL2'})"
"frozenset({'Q8WUI4', 'O15379', 'IL2'})"
"frozenset({'Q8IZJ0', 'P78552', 'IL2'})"
"frozenset({'O14757', 'Q7Z2Z1', 'IL2'})"
"frozenset({'Q99459', 'Q9Y4E5', 'IL2'})"
"frozenset({'Q86VP6', 'IL2', 'O14979'})"
"frozenset({'Q14CB8', 'Q96L33', 'IL2'})"
"frozenset({'IL2', 'P11233', 'O00471'})"
"frozenset({'Q99757', 'Q96D09', 'IL2'})"
"frozenset({'P78559', 'O43747', 'IL2'})"
"frozenset({'P53708', 'Q14050', 'IL2'})"
"frozenset({'Q9UER7', 'IL2', 'O15360'})"
"frozenset({'IL2', 'Q9UBL3', 'Q9UJW3'})"
"frozenset({'P02452', 'Q5T124', 'IL2'})"
"frozenset({'O75689', 'P42336', 'IL2'})"
"frozenset({'Q15185', 'Q70CQ1', 'IL2'})"
"frozenset({'P37231', 'IL2', 'Q9Y5X4'})"
"frozenset({'P50914', 'Q9NYV4', 'IL2'})"
"frozenset({'P26885', 'P61970', 'IL2'})"
"frozenset({'Q9NVU0', 'Q14145', 'IL2'})"
"frozenset({'Q6PIL6', 'Q16378', 'IL2'})"
"frozenset({'Q8NBS9', 'Q99426', 'IL2'})"
"frozenset({'P51149', 'IL2', 'P24386'})"
"frozenset({'Q16543', 'Q96GD4', 'IL2'})"
"frozenset({'Q9Y6H1', 'Q8WW59', 'IL2'})"
"frozenset({'P60900', 'P28066', 'IL2'})"
"frozenset({'P61244', 'P43246', 'IL2'})"
"frozenset({'Q9BSW2', 'Q15323', 'IL2'})"
"frozenset({'Q96EB6', 'P03372', 'IL2'})"
"frozenset({'IL2', 'O94955', 'Q9BYZ6'})"
"frozenset({'Q5VIR6', 'IL2', 'Q96EV8'})"
"frozenset({'Q9Y6E2', 'Q9P035', 'IL2'})"
"frozenset({'P55040', 'Q13049', 'IL2'})"
"frozenset({'Q08999', 'Q9HC98', 'IL2'})"
"frozenset({'P32121', 'Q8NGR5', 'IL2'})"
"frozenset({'P46379', 'O14545', 'IL2'})"
"frozenset({'P05412', 'O94905', 'IL2'})"
"frozenset({'Q8IYD8', 'Q9H8V3', 'IL2'})"
"frozenset({'P45984', 'IL2', 'Q12968'})"
"frozenset({'Q12778', 'Q9Y5W3', 'IL2'})"
"frozenset({'Q15796', 'IL2', 'Q16633'})"
"frozenset({'Q13509', 'Q9HBV2', 'IL2'})"
"frozenset({'Q9UKV5', 'Q96Q80', 'IL2'})"
"frozenset({'Q9BYC8', 'Q9BYN8', 'IL2'})"
"frozenset({'O14810', 'Q9Y6A5', 'IL2'})"
"frozenset({'P40818', 'P62258', 'IL2'})"
"frozenset({'O75530', 'Q96JN0', 'IL2'})"
"frozenset({'IL2', 'Q12882', 'Q96Q11'})"
"frozenset({'Q03989', 'Q9BQY4', 'IL2'})"
"frozenset({'O95295', 'Q9NV70', 'IL2'})"
"frozenset({'Q58WW2', 'Q16531', 'IL2'})"
"frozenset({'P07195', 'P37837', 'IL2'})"
"frozenset({'P02545', 'O95714', 'IL2'})"
"frozenset({'P22102', 'P23381', 'IL2'})"
"frozenset({'P35268', 'IL2', 'P23396'})"
"frozenset({'Q9H410', 'Q5VTR2', 'IL2'})"
"frozenset({'Q9Y5S9', 'Q9UK80', 'IL2'})"
"frozenset({'Q6A162', 'Q15560', 'IL2'})"
"frozenset({'Q14847', 'Q16531', 'IL2'})"
"frozenset({'Q86VP6', 'P06733', 'IL2'})"
"frozenset({'P52798', 'P17948', 'IL2'})"
"frozenset({'IL2', 'Q14011', 'O00567'})"
"frozenset({'Q14681', 'Q7Z6Z7', 'IL2'})"
"frozenset({'IL2', 'Q9Y3U8', 'P61313'})"
"frozenset({'Q9HBI0', 'IL2', 'P06756'})"
"frozenset({'Q14596', 'IL2', 'Q66GS9'})"
"frozenset({'Q99459', 'Q12905', 'IL2'})"
"frozenset({'Q92989', 'O43809', 'IL2'})"
"frozenset({'Q9H5H4', 'Q9Y328', 'IL2'})"
"frozenset({'Q8NHV4', 'Q9NVF7', 'IL2'})"
"frozenset({'Q06520', 'Q9H3N1', 'IL2'})"
"frozenset({'Q06455', 'Q9HBM6', 'IL2'})"
"frozenset({'Q7Z3S9', 'Q92608', 'IL2'})"
"frozenset({'P12004', 'IL2', 'Q01844'})"
"frozenset({'P55769', 'Q9BV38', 'IL2'})"
"frozenset({'Q6WCQ1', 'Q9BQI0', 'IL2'})"
"frozenset({'Q9NQC3', 'IL2', 'P55199'})"
"frozenset({'P67870', 'P11766', 'IL2'})"
"frozenset({'Q8WUK0', 'IL2', 'Q8IUQ4'})"
"frozenset({'Q86VP6', 'O95678', 'IL2'})"
"frozenset({'Q13418', 'IL2', 'Q06203'})"
"frozenset({'Q5T200', 'O75448', 'IL2'})"
"frozenset({'Q96EY7', 'IL2', 'Q9H9S0'})"
"frozenset({'Q9UGP4', 'O95561', 'IL2'})"
"frozenset({'Q16539', 'O60381', 'IL2'})"
"frozenset({'Q2TAK8', 'O95817', 'IL2'})"
"frozenset({'Q15528', 'O75448', 'IL2'})"
"frozenset({'Q92988', 'IL2', 'Q9UJW3'})"
"frozenset({'O00308', 'O43541', 'IL2'})"
"frozenset({'P33176', 'Q5W0Q7', 'IL2'})"
"frozenset({'Q9H1Y0', 'IL2', 'O14818'})"
"frozenset({'P60484', 'P12830', 'IL2'})"
"frozenset({'IL2', 'O75592', 'Q16611'})"
"frozenset({'P01106', 'Q16739', 'IL2'})"
"frozenset({'Q6P2Q9', 'O43660', 'IL2'})"
"frozenset({'Q5D1E8', 'Q92844', 'IL2'})"
"frozenset({'Q96F44', 'Q96RN5', 'IL2'})"
"frozenset({'Q9UQE7', 'Q13617', 'IL2'})"
"frozenset({'Q9HD26', 'IL2', 'P51790'})"
"frozenset({'Q13683', 'P23229', 'IL2'})"
"frozenset({'P62306', 'Q13243', 'IL2'})"
"frozenset({'P25788', 'P18615', 'IL2'})"
"frozenset({'IL2', 'O15123', 'Q16620'})"
"frozenset({'Q9UL42', 'P63104', 'IL2'})"
"frozenset({'IL2', 'Q8NHQ1', 'Q8WW32'})"
"frozenset({'O75486', 'IL2', 'Q96ES7'})"
"frozenset({'Q9BZW7', 'Q15742', 'IL2'})"
"frozenset({'Q969R5', 'P83916', 'IL2'})"
"frozenset({'Q96CW1', 'P27816', 'IL2'})"
"frozenset({'P21709', 'O15357', 'IL2'})"
"frozenset({'Q9Y5B9', 'Q9UGP5', 'IL2'})"
"frozenset({'Q13425', 'P46939', 'IL2'})"
"frozenset({'P54764', 'P08238', 'IL2'})"
"frozenset({'Q9C0B0', 'P62834', 'IL2'})"
"frozenset({'P29401', 'P60174', 'IL2'})"
"frozenset({'Q9H040', 'IL2', 'Q9UNZ2'})"
"frozenset({'Q3ZCM7', 'Q14653', 'IL2'})"
"frozenset({'P04792', 'P02751', 'IL2'})"
"frozenset({'Q7L0Q8', 'Q96PD4', 'IL2'})"
"frozenset({'Q8NH72', 'P62873', 'IL2'})"
"frozenset({'IL2', 'O96024', 'Q9Y4D1'})"
"frozenset({'P28472', 'P50222', 'IL2'})"
"frozenset({'O14818', 'Q9P2G9', 'IL2'})"
"frozenset({'Q9HAT0', 'Q15506', 'IL2'})"
"frozenset({'P29992', 'IL2', 'P16473'})"
"frozenset({'IL2', 'Q15287', 'Q96MU7'})"
"frozenset({'Q6K0P9', 'P34741', 'IL2'})"
"frozenset({'O95983', 'P26358', 'IL2'})"
"frozenset({'P23508', 'IL2', 'Q04323'})"
"frozenset({'P49006', 'O60603', 'IL2'})"
"frozenset({'O43318', 'P56524', 'IL2'})"
"frozenset({'Q02641', 'Q96PU5', 'IL2'})"
"frozenset({'Q16658', 'P54277', 'IL2'})"
"frozenset({'Q14626', 'Q8IZI9', 'IL2'})"
"frozenset({'Q92988', 'Q9Y5V3', 'IL2'})"
"frozenset({'P17655', 'P49411', 'IL2'})"
"frozenset({'P11310', 'IL2', 'P84085'})"
"frozenset({'Q68EM7', 'IL2', 'Q8NI35'})"
"frozenset({'P05412', 'O00159', 'IL2'})"
"frozenset({'P14854', 'IL2', 'Q9UJS0'})"
"frozenset({'Q9HC77', 'O00444', 'IL2'})"
"frozenset({'Q9BTL3', 'O43148', 'IL2'})"
"frozenset({'P01568', 'IL2', 'P19235'})"
"frozenset({'Q96D46', 'P31150', 'IL2'})"
"frozenset({'P02768', 'P11532', 'IL2'})"
"frozenset({'Q9UL18', 'Q9H0R8', 'IL2'})"
"frozenset({'O75901', 'O14641', 'IL2'})"
"frozenset({'Q9BY77', 'IL2', 'Q9UBU9'})"
"frozenset({'P04629', 'Q03701', 'IL2'})"
"frozenset({'Q86VP6', 'Q13428', 'IL2'})"
"frozenset({'Q16777', 'IL2', 'O76064'})"
"frozenset({'P11308', 'O15393', 'IL2'})"
"frozenset({'Q13404', 'P63104', 'IL2'})"
"frozenset({'Q8IWZ8', 'Q14683', 'IL2'})"
"frozenset({'Q96I24', 'IL2', 'P62993'})"
"frozenset({'O76003', 'Q6FI81', 'IL2'})"
"frozenset({'O14717', 'P62318', 'IL2'})"
"frozenset({'O75436', 'IL2', 'Q9BV44'})"
"frozenset({'Q16891', 'P00533', 'IL2'})"
"frozenset({'P05067', 'Q9H2M3', 'IL2'})"
"frozenset({'P60410', 'Q15742', 'IL2'})"
"frozenset({'P15172', 'IL2', 'P14373'})"
"frozenset({'A5D8T8', 'P11021', 'IL2'})"
"frozenset({'P11940', 'Q14694', 'IL2'})"
"frozenset({'Q14802', 'P10275', 'IL2'})"
"frozenset({'P23771', 'IL2', 'O15520'})"
"frozenset({'P43405', 'Q9NP31', 'IL2'})"
"frozenset({'Q9P0T4', 'Q3LI66', 'IL2'})"
"frozenset({'O14576', 'O43264', 'IL2'})"
"frozenset({'P08047', 'P48960', 'IL2'})"
"frozenset({'Q96IF1', 'O60566', 'IL2'})"
"frozenset({'P21912', 'P82664', 'IL2'})"
"frozenset({'P02768', 'O60239', 'IL2'})"
"frozenset({'IL2', 'Q06187', 'Q8TBX8'})"
"frozenset({'Q9BSI4', 'O00154', 'IL2'})"
"frozenset({'Q15517', 'P19838', 'IL2'})"
"frozenset({'O75844', 'Q9NQ50', 'IL2'})"
"frozenset({'Q8N9F0', 'IL2', 'P62079'})"
"frozenset({'Q70SY1', 'O15492', 'IL2'})"
"frozenset({'Q96A08', 'Q9NPF5', 'IL2'})"
"frozenset({'P09001', 'Q9Y5L4', 'IL2'})"
"frozenset({'P01106', 'Q8WWI1', 'IL2'})"
"frozenset({'P61353', 'P61247', 'IL2'})"
"frozenset({'O60506', 'IL2', 'Q8NC56'})"
