negatives
"frozenset({'O43747', 'BCR', 'Q96S82'})"
"frozenset({'Q8NBT0', 'Q9BRX2', 'BCR'})"
"frozenset({'Q9NYJ8', 'BCR', 'P27708'})"
"frozenset({'Q8IX01', 'BCR', 'P35226'})"
"frozenset({'Q9UBU9', 'Q9Y5X2', 'BCR'})"
"frozenset({'P25208', 'P17483', 'BCR'})"
"frozenset({'P62834', 'BCR', 'P51148'})"
"frozenset({'Q86WG5', 'BCR', 'P01100'})"
"frozenset({'Q15008', 'BCR', 'P28062'})"
"frozenset({'P06239', 'P01730', 'BCR'})"
"frozenset({'Q13257', 'O15350', 'BCR'})"
"frozenset({'O75342', 'Q7L190', 'BCR'})"
"frozenset({'BCR', 'P00338', 'P51148'})"
"frozenset({'P35626', 'BCR', 'Q8NGD3'})"
"frozenset({'Q12797', 'Q13618', 'BCR'})"
"frozenset({'Q6ZTW0', 'BCR', 'O95922'})"
"frozenset({'Q13875', 'P05067', 'BCR'})"
"frozenset({'Q6UXN9', 'O15550', 'BCR'})"
"frozenset({'Q9Y3A5', 'BCR', 'Q15637'})"
"frozenset({'Q5J8X5', 'BCR', 'Q68CJ9'})"
"frozenset({'Q86UR1', 'BCR', 'Q12778'})"
"frozenset({'P07900', 'BCR', 'Q8N4N3'})"
"frozenset({'Q5GLZ8', 'BCR', 'P12004'})"
"frozenset({'Q8IY92', 'BCR', 'Q14166'})"
"frozenset({'P09919', 'BCR', 'P14784'})"
"frozenset({'Q9UKB1', 'BCR', 'Q66K74'})"
"frozenset({'Q9UBN7', 'Q15691', 'BCR'})"
"frozenset({'Q9NXW2', 'BCR', 'Q16659'})"
"frozenset({'P51841', 'BCR', 'P60520'})"
"frozenset({'P61244', 'BCR', 'Q9Y6X9'})"
"frozenset({'P62745', 'BCR', 'Q13017'})"
"frozenset({'Q9NX00', 'BCR', 'Q9GZQ8'})"
"frozenset({'Q01860', 'Q9BXA9', 'BCR'})"
"frozenset({'P62899', 'BCR', 'P15923'})"
"frozenset({'Q9UHD9', 'BCR', 'Q93034'})"
"frozenset({'Q9UHF7', 'BCR', 'Q13363'})"
"frozenset({'Q02446', 'Q96Q77', 'BCR'})"
"frozenset({'P05067', 'BCR', 'O15143'})"
"frozenset({'Q14332', 'Q8N205', 'BCR'})"
"frozenset({'BCR', 'Q86WB0', 'Q9H8M7'})"
"frozenset({'Q9BVL2', 'BCR', 'Q92621'})"
"frozenset({'BCR', 'Q96G04', 'O15382'})"
"frozenset({'P30281', 'P06493', 'BCR'})"
"frozenset({'P79483', 'BCR', 'Q8IUH5'})"
"frozenset({'Q15904', 'BCR', 'Q16643'})"
"frozenset({'Q86WV5', 'BCR', 'Q9H668'})"
"frozenset({'BCR', 'P33241', 'Q92748'})"
"frozenset({'O15056', 'P31947', 'BCR'})"
"frozenset({'Q12840', 'BCR', 'Q9UPV9'})"
"frozenset({'P08709', 'BCR', 'Q96RL1'})"
"frozenset({'Q9H9G7', 'Q58FF6', 'BCR'})"
"frozenset({'Q9NXR5', 'Q9UBU9', 'BCR'})"
"frozenset({'P11940', 'P50914', 'BCR'})"
"frozenset({'Q14657', 'BCR', 'Q14240'})"
"frozenset({'Q15118', 'BCR', 'Q92831'})"
"frozenset({'Q96CW1', 'BCR', 'P49757'})"
"frozenset({'Q13415', 'BCR', 'P33992'})"
"frozenset({'BCR', 'O15062', 'P54829'})"
"frozenset({'Q15323', 'BCR', 'Q1A5X7'})"
"frozenset({'O00257', 'BCR', 'Q13363'})"
"frozenset({'Q8WZ92', 'BCR', 'P17612'})"
"frozenset({'P26599', 'BCR', 'P46940'})"
"frozenset({'Q8N142', 'Q9NX58', 'BCR'})"
"frozenset({'Q9NYA1', 'BCR', 'P05230'})"
"frozenset({'P25205', 'BCR', 'Q01094'})"
"frozenset({'Q9Y2J4', 'BCR', 'Q86YD7'})"
"frozenset({'P16152', 'O75828', 'BCR'})"
"frozenset({'BCR', 'Q15345', 'Q3LI66'})"
"frozenset({'Q9H5I1', 'BCR', 'P48643'})"
"frozenset({'Q13547', 'BCR', 'Q06546'})"
"frozenset({'Q13464', 'Q8TBX8', 'BCR'})"
"frozenset({'Q9BV68', 'BCR', 'Q7L5D6'})"
"frozenset({'Q8WXS3', 'BCR', 'O96017'})"
"frozenset({'Q5VVQ6', 'BCR', 'Q9Y4E8'})"
"frozenset({'BCR', 'Q00610', 'P53990'})"
"frozenset({'BCR', 'Q9NX58', 'Q13823'})"
"frozenset({'BCR', 'Q9BYR9', 'Q9BXY8'})"
"frozenset({'Q9HAU0', 'BCR', 'Q92817'})"
"frozenset({'BCR', 'Q2M1P5', 'P98160'})"
"frozenset({'BCR', 'Q13363', 'P41182'})"
"frozenset({'BCR', 'P22612', 'Q8NGJ4'})"
"frozenset({'P42680', 'BCR', 'Q99755'})"
"frozenset({'P61289', 'BCR', 'Q86YD7'})"
"frozenset({'Q9GZQ8', 'BCR', 'Q04837'})"
"frozenset({'P09661', 'BCR', 'P19320'})"
"frozenset({'O94929', 'BCR', 'Q8N0Z2'})"
"frozenset({'Q16186', 'O00231', 'BCR'})"
"frozenset({'Q9GZP9', 'Q9Y5J3', 'BCR'})"
"frozenset({'Q9BU02', 'Q9UH62', 'BCR'})"
"frozenset({'Q6UWE0', 'BCR', 'Q9Y385'})"
"frozenset({'O75787', 'BCR', 'P11233'})"
"frozenset({'P55036', 'Q99798', 'BCR'})"
"frozenset({'Q15121', 'Q9NVE7', 'BCR'})"
"frozenset({'Q9UKJ3', 'Q9Y6R0', 'BCR'})"
"frozenset({'Q9BYD2', 'P46459', 'BCR'})"
"frozenset({'O00712', 'Q9C0B0', 'BCR'})"
"frozenset({'BCR', 'P08631', 'Q9HBA0'})"
"frozenset({'A1L4H1', 'BCR', 'P37198'})"
"frozenset({'P31323', 'O60763', 'BCR'})"
"frozenset({'P61224', 'BCR', 'P23508'})"
"frozenset({'Q92979', 'BCR', 'P35225'})"
"frozenset({'Q13118', 'Q96BZ8', 'BCR'})"
"frozenset({'Q8IXW5', 'BCR', 'O75448'})"
"frozenset({'Q9HCH0', 'BCR', 'Q7Z4H7'})"
"frozenset({'BCR', 'Q9P0J7', 'Q9BRP8'})"
"frozenset({'BCR', 'Q13242', 'P61978'})"
"frozenset({'BCR', 'P17612', 'P05556'})"
"frozenset({'Q9H944', 'BCR', 'Q96HR3'})"
"frozenset({'O95758', 'Q12906', 'BCR'})"
"frozenset({'P13805', 'BCR', 'P26641'})"
"frozenset({'Q9BRJ7', 'BCR', 'P05067'})"
"frozenset({'A0JNW5', 'P63167', 'BCR'})"
"frozenset({'Q9BT92', 'BCR', 'Q13619'})"
"frozenset({'BCR', 'Q9P2W3', 'Q96R28'})"
"frozenset({'Q96AZ1', 'P46379', 'BCR'})"
"frozenset({'BCR', 'O75923', 'P26641'})"
"frozenset({'P46108', 'Q9UKX5', 'BCR'})"
"frozenset({'Q15046', 'BCR', 'Q12933'})"
"frozenset({'P35626', 'BCR', 'Q96R09'})"
"frozenset({'Q9NP77', 'BCR', 'Q15185'})"
"frozenset({'P06400', 'P35869', 'BCR'})"
"frozenset({'O75400', 'Q6P2Q9', 'BCR'})"
"frozenset({'Q9Y3U8', 'BCR', 'Q14999'})"
"frozenset({'BCR', 'Q9UQB8', 'Q9NZQ3'})"
"frozenset({'Q00765', 'Q9NZC3', 'BCR'})"
"frozenset({'P04899', 'BCR', 'Q99614'})"
"frozenset({'P0DMV9', 'P63104', 'BCR'})"
"frozenset({'O75365', 'BCR', 'P78347'})"
"frozenset({'Q8N3V7', 'BCR', 'Q9UEY8'})"
"frozenset({'O95999', 'BCR', 'P62807'})"
"frozenset({'Q9GZV5', 'P46937', 'BCR'})"
"frozenset({'Q86WT6', 'P61077', 'BCR'})"
"frozenset({'O00487', 'BCR', 'P17980'})"
"frozenset({'P17676', 'BCR', 'P10145'})"
"frozenset({'P05412', 'Q16695', 'BCR'})"
"frozenset({'Q13162', 'BCR', 'Q06520'})"
"frozenset({'Q2TBA0', 'Q8IYX7', 'BCR'})"
"frozenset({'P27986', 'P03372', 'BCR'})"
"frozenset({'BCR', 'Q00987', 'Q13064'})"
"frozenset({'BCR', 'P15927', 'P51149'})"
"frozenset({'O95166', 'P04908', 'BCR'})"
"frozenset({'BCR', 'Q5JU85', 'P63000'})"
"frozenset({'Q86WT6', 'Q9BQ89', 'BCR'})"
"frozenset({'P62249', 'P19838', 'BCR'})"
"frozenset({'Q01844', 'BCR', 'P10244'})"
"frozenset({'P23396', 'BCR', 'P46778'})"
"frozenset({'Q96P16', 'Q9NZC7', 'BCR'})"
"frozenset({'O00567', 'P35250', 'BCR'})"
"frozenset({'P11309', 'P30304', 'BCR'})"
"frozenset({'P55082', 'Q9H6L2', 'BCR'})"
"frozenset({'O14980', 'BCR', 'O15116'})"
"frozenset({'Q9H343', 'P38405', 'BCR'})"
"frozenset({'Q9Y466', 'BCR', 'P10070'})"
"frozenset({'O96008', 'Q16611', 'BCR'})"
"frozenset({'BCR', 'P48023', 'Q8N1I0'})"
"frozenset({'P06241', 'P42685', 'BCR'})"
"frozenset({'Q14129', 'BCR', 'Q8N5R6'})"
"frozenset({'Q16665', 'P51398', 'BCR'})"
"frozenset({'Q9UQ80', 'BCR', 'P20042'})"
"frozenset({'P49207', 'P46781', 'BCR'})"
"frozenset({'Q8IVJ1', 'Q96RI9', 'BCR'})"
"frozenset({'P08238', 'BCR', 'Q9UKT8'})"
"frozenset({'BCR', 'Q9ULT6', 'O75800'})"
"frozenset({'O60308', 'BCR', 'A2RUB6'})"
"frozenset({'P11021', 'BCR', 'Q03135'})"
"frozenset({'P18509', 'BCR', 'Q99627'})"
"frozenset({'P61224', 'BCR', 'P51149'})"
"frozenset({'P61247', 'P62906', 'BCR'})"
"frozenset({'BCR', 'Q6NUN9', 'Q92558'})"
"frozenset({'P13987', 'Q13191', 'BCR'})"
"frozenset({'P27635', 'Q13765', 'BCR'})"
"frozenset({'BCR', 'P62847', 'Q9BRP8'})"
"frozenset({'Q9UQ35', 'BCR', 'P04792'})"
"frozenset({'BCR', 'Q9UQ84', 'P54277'})"
"frozenset({'Q9P0U4', 'Q71DI3', 'BCR'})"
"frozenset({'P14406', 'P50222', 'BCR'})"
"frozenset({'O00257', 'BCR', 'P35227'})"
"frozenset({'P08697', 'P02751', 'BCR'})"
"frozenset({'O14965', 'P05388', 'BCR'})"
"frozenset({'Q13263', 'BCR', 'P13612'})"
"frozenset({'O95967', 'Q9NYW8', 'BCR'})"
"frozenset({'Q9HBE4', 'BCR', 'P16871'})"
"frozenset({'P25098', 'BCR', 'Q8NG78'})"
"frozenset({'Q9BQ89', 'BCR', 'Q9BST9'})"
"frozenset({'P05412', 'P17844', 'BCR'})"
"frozenset({'O00141', 'Q969H0', 'BCR'})"
"frozenset({'BCR', 'Q8NA54', 'P59991'})"
"frozenset({'BCR', 'P62140', 'P47755'})"
"frozenset({'O15355', 'BCR', 'Q15554'})"
"frozenset({'P57740', 'Q9P0U3', 'BCR'})"
"frozenset({'O43639', 'B2RXF5', 'BCR'})"
"frozenset({'A4D1P6', 'O00560', 'BCR'})"
"frozenset({'BCR', 'Q96FV9', 'A2RTX5'})"
"frozenset({'O43674', 'O43181', 'BCR'})"
"frozenset({'P51679', 'BCR', 'Q13112'})"
"frozenset({'P35900', 'Q9NYB9', 'BCR'})"
"frozenset({'P42166', 'Q9ULX6', 'BCR'})"
"frozenset({'O75400', 'BCR', 'O14863'})"
"frozenset({'P63172', 'BCR', 'Q9BQS6'})"
"frozenset({'BCR', 'Q53ET0', 'P68431'})"
"frozenset({'Q12905', 'BCR', 'P35225'})"
"frozenset({'Q07889', 'BCR', 'P84095'})"
"frozenset({'Q14155', 'BCR', 'Q14160'})"
"frozenset({'O15264', 'P09651', 'BCR'})"
"frozenset({'BCR', 'P17600', 'Q9UHK0'})"
"frozenset({'O43909', 'BCR', 'Q96G27'})"
"frozenset({'BCR', 'P62820', 'P58546'})"
"frozenset({'P27986', 'BCR', 'Q16627'})"
"frozenset({'O75529', 'P38936', 'BCR'})"
"frozenset({'Q8TAI7', 'P83876', 'BCR'})"
"frozenset({'Q7Z417', 'P60370', 'BCR'})"
"frozenset({'Q15910', 'BCR', 'P31749'})"
"frozenset({'Q9BSJ8', 'Q9BUN8', 'BCR'})"
"frozenset({'P98177', 'BCR', 'Q13526'})"
"frozenset({'P62873', 'BCR', 'P08173'})"
"frozenset({'Q96SU4', 'Q9H444', 'BCR'})"
"frozenset({'Q07869', 'P50613', 'BCR'})"
"frozenset({'Q3LI64', 'Q96IQ9', 'BCR'})"
"frozenset({'P27815', 'P22694', 'BCR'})"
"frozenset({'Q9HA47', 'Q96BW1', 'BCR'})"
"frozenset({'Q12905', 'BCR', 'Q6NUN9'})"
"frozenset({'P30480', 'BCR', 'P67812'})"
"frozenset({'Q9NPA5', 'BCR', 'Q9UC06'})"
"frozenset({'Q13233', 'Q13177', 'BCR'})"
"frozenset({'BCR', 'Q13191', 'Q8TF42'})"
"frozenset({'Q14247', 'O14757', 'BCR'})"
"frozenset({'Q6ZU80', 'Q9P1Y5', 'BCR'})"
"frozenset({'P57060', 'P38398', 'BCR'})"
"frozenset({'P68400', 'BCR', 'P04637'})"
"frozenset({'BCR', 'O15085', 'O95433'})"
"frozenset({'BCR', 'P61073', 'P27540'})"
"frozenset({'P36873', 'O15392', 'BCR'})"
"frozenset({'Q96C10', 'BCR', 'Q9NUL3'})"
"frozenset({'P05023', 'Q6NW34', 'BCR'})"
"frozenset({'Q92567', 'BCR', 'Q15637'})"
"frozenset({'P60953', 'P42336', 'BCR'})"
"frozenset({'O95347', 'Q9NTJ3', 'BCR'})"
"frozenset({'Q9UJV9', 'P26599', 'BCR'})"
"frozenset({'Q06033', 'BCR', 'O75364'})"
"frozenset({'Q9H3R5', 'BCR', 'Q9BU64'})"
"frozenset({'P25685', 'BCR', 'Q16555'})"
"frozenset({'Q9NZM5', 'Q70EL2', 'BCR'})"
"frozenset({'P38398', 'Q14676', 'BCR'})"
"frozenset({'Q96A33', 'Q9Y5J5', 'BCR'})"
"frozenset({'P62906', 'BCR', 'P62736'})"
"frozenset({'Q5T3J3', 'BCR', 'P04150'})"
"frozenset({'Q9Y2J2', 'BCR', 'P46108'})"
"frozenset({'P49916', 'BCR', 'P16402'})"
"frozenset({'O15264', 'P05067', 'BCR'})"
"frozenset({'Q3KPI0', 'Q9NP58', 'BCR'})"
"frozenset({'Q92565', 'P62834', 'BCR'})"
"frozenset({'BCR', 'Q96LJ7', 'P59991'})"
"frozenset({'Q5VIR6', 'Q96EK4', 'BCR'})"
"frozenset({'O14817', 'BCR', 'Q5TA78'})"
"frozenset({'Q7Z699', 'Q6DKK2', 'BCR'})"
"frozenset({'Q5VWK5', 'BCR', 'P01574'})"
"frozenset({'BCR', 'P62263', 'Q16526'})"
"frozenset({'BCR', 'P23919', 'Q7L2J0'})"
"frozenset({'Q6ZU80', 'Q8IUZ0', 'BCR'})"
"frozenset({'P50222', 'Q9NPA0', 'BCR'})"
"frozenset({'P28482', 'Q13202', 'BCR'})"
"frozenset({'Q7Z589', 'Q9H4Z2', 'BCR'})"
"frozenset({'Q8WZA9', 'BCR', 'P60520'})"
"frozenset({'BCR', 'Q9UMX5', 'Q9NP81'})"
"frozenset({'P06241', 'BCR', 'P06733'})"
"frozenset({'Q96AG4', 'BCR', 'Q8NDD1'})"
"frozenset({'BCR', 'Q5JVF3', 'P34897'})"
"frozenset({'Q15788', 'Q14008', 'BCR'})"
"frozenset({'O14787', 'Q9UBU9', 'BCR'})"
"frozenset({'Q8N163', 'Q13315', 'BCR'})"
"frozenset({'Q96IX5', 'BCR', 'P51451'})"
"frozenset({'BCR', 'P37840', 'Q92934'})"
"frozenset({'BCR', 'Q7Z3U7', 'Q96T76'})"
"frozenset({'P18146', 'BCR', 'P19367'})"
"frozenset({'Q9UKX5', 'P49747', 'BCR'})"
"frozenset({'P48507', 'Q92956', 'BCR'})"
"frozenset({'P51617', 'BCR', 'Q13148'})"
"frozenset({'Q9Y5K8', 'BCR', 'O94979'})"
"frozenset({'Q13153', 'BCR', 'Q9Y2U5'})"
"frozenset({'P08238', 'P35590', 'BCR'})"
"frozenset({'Q8N7E2', 'Q66LE6', 'BCR'})"
"frozenset({'Q6UX04', 'Q9UEU0', 'BCR'})"
"frozenset({'Q92466', 'BCR', 'Q15019'})"
"frozenset({'Q99460', 'Q9BRP4', 'BCR'})"
"frozenset({'P68400', 'Q9NZR4', 'BCR'})"
"frozenset({'BCR', 'Q8WUM4', 'Q13573'})"
"frozenset({'P53621', 'BCR', 'Q13573'})"
"frozenset({'P07864', 'BCR', 'P16220'})"
"frozenset({'Q8N5M1', 'P49247', 'BCR'})"
"frozenset({'Q15466', 'Q13547', 'BCR'})"
"frozenset({'BCR', 'Q13155', 'Q8TC71'})"
"frozenset({'BCR', 'Q13242', 'Q08170'})"
"frozenset({'P01106', 'BCR', 'Q16540'})"
"frozenset({'P20073', 'Q6P4I2', 'BCR'})"
"frozenset({'Q8NEA6', 'Q96J02', 'BCR'})"
"frozenset({'Q12931', 'P14854', 'BCR'})"
"frozenset({'P51684', 'BCR', 'Q07325'})"
"frozenset({'P49407', 'Q8NGK1', 'BCR'})"
"frozenset({'Q6EEV4', 'Q96K76', 'BCR'})"
"frozenset({'Q8N163', 'BCR', 'Q15084'})"
"frozenset({'O14980', 'BCR', 'Q6AWC2'})"
"frozenset({'P47888', 'BCR', 'P32121'})"
"frozenset({'P58876', 'P40337', 'BCR'})"
"frozenset({'P15822', 'BCR', 'P18206'})"
"frozenset({'BCR', 'P61964', 'Q15554'})"
"frozenset({'Q9UKG1', 'BCR', 'Q9C0C6'})"
"frozenset({'Q13616', 'Q9HC36', 'BCR'})"
"frozenset({'P01023', 'BCR', 'Q16659'})"
"frozenset({'BCR', 'P12931', 'Q9BXL5'})"
"frozenset({'BCR', 'Q8NHW5', 'P25398'})"
"frozenset({'Q8TC84', 'Q92905', 'BCR'})"
"frozenset({'P54252', 'BCR', 'P78348'})"
"frozenset({'P62877', 'BCR', 'Q8NEZ5'})"
"frozenset({'P00519', 'P53999', 'BCR'})"
"frozenset({'Q14241', 'BCR', 'Q15742'})"
"frozenset({'P48556', 'BCR', 'Q8NE71'})"
"frozenset({'P50222', 'BCR', 'Q8NHB8'})"
"frozenset({'Q7Z434', 'Q14653', 'BCR'})"
"frozenset({'P10145', 'P49238', 'BCR'})"
"frozenset({'Q14332', 'BCR', 'P78352'})"
"frozenset({'P68363', 'BCR', 'Q99459'})"
"frozenset({'O00590', 'P13236', 'BCR'})"
"frozenset({'Q99962', 'BCR', 'Q6ZW49'})"
"frozenset({'Q13347', 'Q5QP82', 'BCR'})"
"frozenset({'P36897', 'BCR', 'Q8TD19'})"
"frozenset({'P07686', 'Q96SB8', 'BCR'})"
"frozenset({'Q03405', 'BCR', 'P55058'})"
"frozenset({'P05412', 'BCR', 'Q9Y6V7'})"
"frozenset({'P03372', 'BCR', 'Q9BQ39'})"
"frozenset({'Q13255', 'BCR', 'P48995'})"
"frozenset({'Q9NRY5', 'BCR', 'Q9NW97'})"
"frozenset({'Q96EB6', 'BCR', 'Q07812'})"
"frozenset({'P05412', 'Q9NQ29', 'BCR'})"
"frozenset({'P56202', 'O15392', 'BCR'})"
"frozenset({'P58340', 'Q9NX55', 'BCR'})"
"frozenset({'Q8TBA6', 'Q6P5W5', 'BCR'})"
"frozenset({'Q01130', 'P60981', 'BCR'})"
"frozenset({'Q13123', 'Q8TCG1', 'BCR'})"
"frozenset({'P11274', 'BCR', 'Q9Y4E8'})"
"frozenset({'O14498', 'BCR', 'Q6UWY0'})"
"frozenset({'Q69YU3', 'BCR', 'Q9Y597'})"
"frozenset({'Q9UBU9', 'Q6ICB0', 'BCR'})"
"frozenset({'Q15059', 'P0C0S5', 'BCR'})"
"frozenset({'B5ME19', 'P62266', 'BCR'})"
"frozenset({'Q13323', 'BCR', 'Q9P0S9'})"
"frozenset({'Q9H0E2', 'Q15038', 'BCR'})"
"frozenset({'Q96AC1', 'BCR', 'P35222'})"
"frozenset({'O95402', 'BCR', 'O75478'})"
"frozenset({'Q8WWY8', 'BCR', 'P35916'})"
"frozenset({'Q8NH10', 'P35626', 'BCR'})"
"frozenset({'Q92831', 'BCR', 'P56545'})"
"frozenset({'BCR', 'Q13363', 'Q01433'})"
"frozenset({'BCR', 'Q9UHV7', 'O75448'})"
"frozenset({'Q30154', 'P01912', 'BCR'})"
"frozenset({'Q9H8W4', 'BCR', 'P22415'})"
"frozenset({'P17066', 'BCR', 'P16871'})"
"frozenset({'Q13144', 'P52799', 'BCR'})"
"frozenset({'Q8IWL3', 'Q8TAE8', 'BCR'})"
"frozenset({'P63096', 'P08631', 'BCR'})"
"frozenset({'P17612', 'BCR', 'Q8NG76'})"
"frozenset({'Q969H0', 'O75934', 'BCR'})"
"frozenset({'Q9BYV6', 'BCR', 'Q99459'})"
"frozenset({'Q9H8S9', 'BCR', 'Q9UPN7'})"
"frozenset({'P53420', 'P18827', 'BCR'})"
"frozenset({'P43694', 'BCR', 'Q13285'})"
"frozenset({'Q6UB98', 'O95470', 'BCR'})"
"frozenset({'BCR', 'P62993', 'P49736'})"
"frozenset({'P21246', 'P46379', 'BCR'})"
"frozenset({'P48643', 'BCR', 'P49802'})"
"frozenset({'P17174', 'BCR', 'P24666'})"
"frozenset({'Q9BZR8', 'Q8IUR0', 'BCR'})"
"frozenset({'Q6Q0C0', 'BCR', 'P57078'})"
"frozenset({'P61326', 'BCR', 'Q969T4'})"
"frozenset({'Q96MF7', 'BCR', 'Q29RF7'})"
"frozenset({'O60674', 'BCR', 'P42229'})"
"frozenset({'BCR', 'Q13505', 'Q9Y512'})"
"frozenset({'Q92905', 'BCR', 'P78396'})"
"frozenset({'Q96HF1', 'Q9ULV1', 'BCR'})"
"frozenset({'Q14165', 'Q2MV58', 'BCR'})"
"frozenset({'Q9HAV0', 'O43306', 'BCR'})"
"frozenset({'P51677', 'BCR', 'P80098'})"
"frozenset({'O43561', 'BCR', 'O75791'})"
"frozenset({'BCR', 'Q9BPZ7', 'P17252'})"
"frozenset({'Q6P2Q9', 'BCR', 'P62851'})"
"frozenset({'Q969H0', 'Q13451', 'BCR'})"
"frozenset({'Q9UI30', 'BCR', 'O75533'})"
"frozenset({'P61619', 'BCR', 'P62263'})"
"frozenset({'Q7L0Q8', 'Q9NS86', 'BCR'})"
"frozenset({'Q9BTY7', 'BCR', 'Q08117'})"
"frozenset({'Q8N5M9', 'BCR', 'Q8TAV4'})"
"frozenset({'Q9HCE7', 'BCR', 'Q3V6T2'})"
"frozenset({'Q13976', 'P05026', 'BCR'})"
"frozenset({'BCR', 'P62917', 'Q9HCK5'})"
"frozenset({'O00425', 'P22626', 'BCR'})"
"frozenset({'Q9BV38', 'BCR', 'P04183'})"
"frozenset({'P50222', 'Q8N4B4', 'BCR'})"
"frozenset({'P02452', 'BCR', 'Q15582'})"
"frozenset({'Q96EB6', 'BCR', 'Q13043'})"
"frozenset({'BCR', 'P84022', 'Q12830'})"
"frozenset({'Q9UKV8', 'Q16666', 'BCR'})"
"frozenset({'O95425', 'P53355', 'BCR'})"
"frozenset({'BCR', 'Q9BUV8', 'Q5T3F8'})"
"frozenset({'P40763', 'BCR', 'O60341'})"
"frozenset({'Q9NRC8', 'Q01813', 'BCR'})"
"frozenset({'P62913', 'BCR', 'P49736'})"
"frozenset({'O60260', 'Q16401', 'BCR'})"
"frozenset({'BCR', 'O00299', 'P35241'})"
"frozenset({'BCR', 'P16220', 'Q13884'})"
"frozenset({'Q9NZV5', 'BCR', 'O15466'})"
"frozenset({'BCR', 'Q07020', 'P62851'})"
"frozenset({'P31249', 'P31273', 'BCR'})"
"frozenset({'O43318', 'Q969V5', 'BCR'})"
"frozenset({'P09038', 'BCR', 'P23352'})"
"frozenset({'P25685', 'BCR', 'Q9H9H4'})"
"frozenset({'Q9BQG0', 'BCR', 'P05067'})"
"frozenset({'Q8NHW4', 'P51679', 'BCR'})"
"frozenset({'P0C0S8', 'Q5QNW6', 'BCR'})"
"frozenset({'BCR', 'Q969Q1', 'Q92560'})"
"frozenset({'Q9HCE1', 'BCR', 'P04637'})"
"frozenset({'Q9Y5K8', 'Q13488', 'BCR'})"
"frozenset({'O15318', 'BCR', 'P61218'})"
"frozenset({'Q01167', 'Q9NZJ5', 'BCR'})"
"frozenset({'P01570', 'BCR', 'Q14626'})"
"frozenset({'O43186', 'BCR', 'Q96T49'})"
"frozenset({'Q9UJV9', 'BCR', 'Q13435'})"
"frozenset({'P60369', 'BCR', 'Q9NXC2'})"
"frozenset({'Q15813', 'BCR', 'P23526'})"
"frozenset({'Q8HWS3', 'O75177', 'BCR'})"
"frozenset({'BCR', 'Q5SQH8', 'P53350'})"
"frozenset({'P06730', 'P29590', 'BCR'})"
"frozenset({'Q99496', 'P18754', 'BCR'})"
"frozenset({'P08238', 'P61764', 'BCR'})"
"frozenset({'P08047', 'BCR', 'Q13526'})"
"frozenset({'P21675', 'Q9UBU9', 'BCR'})"
"frozenset({'BCR', 'P20273', 'O95782'})"
"frozenset({'P27482', 'Q6ZSY5', 'BCR'})"
"frozenset({'Q9HBZ2', 'O15162', 'BCR'})"
"frozenset({'O60512', 'BCR', 'Q14139'})"
"frozenset({'P09874', 'Q9Y6K9', 'BCR'})"
"frozenset({'P20807', 'Q53EP0', 'BCR'})"
"frozenset({'P49639', 'O15353', 'BCR'})"
"frozenset({'Q96BD5', 'BCR', 'Q92769'})"
"frozenset({'Q9BVJ6', 'O00566', 'BCR'})"
"frozenset({'Q16186', 'BCR', 'P63220'})"
"frozenset({'BCR', 'P14550', 'P00441'})"
"frozenset({'Q14146', 'P50914', 'BCR'})"
"frozenset({'Q9Y2C5', 'BCR', 'P49736'})"
"frozenset({'P08172', 'BCR', 'P29992'})"
"frozenset({'P35080', 'BCR', 'P49771'})"
"frozenset({'P09471', 'Q01970', 'BCR'})"
"frozenset({'O43896', 'O75044', 'BCR'})"
"frozenset({'Q63HM2', 'BCR', 'Q96MT8'})"
"frozenset({'O14862', 'P62191', 'BCR'})"
"frozenset({'O14979', 'Q9H040', 'BCR'})"
"frozenset({'BCR', 'P49257', 'O14949'})"
"frozenset({'P15735', 'BCR', 'Q8WU90'})"
"frozenset({'BCR', 'Q9NSC2', 'P48431'})"
"frozenset({'P14649', 'BCR', 'P63267'})"
"frozenset({'P46108', 'BCR', 'O00571'})"
"frozenset({'O95999', 'Q96AX9', 'BCR'})"
"frozenset({'Q16629', 'BCR', 'Q99459'})"
"frozenset({'Q969V6', 'BCR', 'P49841'})"
"frozenset({'Q2T9K0', 'BCR', 'P49841'})"
"frozenset({'O43290', 'O94906', 'BCR'})"
"frozenset({'O75208', 'Q9Y3A0', 'BCR'})"
"frozenset({'Q14457', 'Q6ZNE5', 'BCR'})"
"frozenset({'P40225', 'Q9HBE5', 'BCR'})"
"frozenset({'Q9H7X7', 'Q9BW83', 'BCR'})"
"frozenset({'Q13164', 'Q9H6Z9', 'BCR'})"
"frozenset({'Q92564', 'BCR', 'Q13619'})"
"frozenset({'Q96PY6', 'Q9GZX5', 'BCR'})"
"frozenset({'BCR', 'P22612', 'Q6IEZ7'})"
"frozenset({'P41236', 'BCR', 'Q14554'})"
"frozenset({'P0DP23', 'P19021', 'BCR'})"
"frozenset({'Q96FW1', 'BCR', 'P34897'})"
"frozenset({'O14980', 'BCR', 'P36954'})"
"frozenset({'P17174', 'O75874', 'BCR'})"
"frozenset({'Q8TB96', 'Q9H9J2', 'BCR'})"
"frozenset({'Q03431', 'BCR', 'Q6NUM9'})"
"frozenset({'Q92945', 'BCR', 'Q7Z6Z7'})"
"frozenset({'Q15714', 'BCR', 'O95785'})"
