negatives
"frozenset({'Q9UBV4', 'Q6FHJ7', 'RANKL'})"
"frozenset({'RANKL', 'Q8N488', 'Q86SE9'})"
"frozenset({'P17612', 'RANKL', 'P35222'})"
"frozenset({'P49792', 'RANKL', 'Q53HL2'})"
"frozenset({'P50222', 'RANKL', 'P60331'})"
"frozenset({'RANKL', 'Q9NP95', 'P22455'})"
"frozenset({'RANKL', 'Q8NI60', 'Q96HR9'})"
"frozenset({'RANKL', 'Q9GZY6', 'P15498'})"
"frozenset({'RANKL', 'P35680', 'Q9BWD1'})"
"frozenset({'P11021', 'Q96P15', 'RANKL'})"
"frozenset({'Q504Q3', 'RANKL', 'Q9UJC5'})"
"frozenset({'RANKL', 'Q96GX1', 'Q2MV58'})"
"frozenset({'RANKL', 'Q99750', 'Q9H7H0'})"
"frozenset({'RANKL', 'P35579', 'O75364'})"
"frozenset({'P52272', 'Q15287', 'RANKL'})"
"frozenset({'Q96A65', 'RANKL', 'Q96KP1'})"
"frozenset({'RANKL', 'P56385', 'Q9H2H9'})"
"frozenset({'P17655', 'RANKL', 'O94903'})"
"frozenset({'P30101', 'P10809', 'RANKL'})"
"frozenset({'RANKL', 'Q6ZRR9', 'Q71U36'})"
"frozenset({'P31483', 'RANKL', 'O95466'})"
"frozenset({'RANKL', 'O15335', 'P05106'})"
"frozenset({'P63000', 'Q02779', 'RANKL'})"
"frozenset({'Q16851', 'RANKL', 'P61604'})"
"frozenset({'P04629', 'RANKL', 'P46459'})"
"frozenset({'Q96B97', 'RANKL', 'Q05397'})"
"frozenset({'P20963', 'RANKL', 'P42704'})"
"frozenset({'Q8IZ69', 'O75593', 'RANKL'})"
"frozenset({'RANKL', 'Q8WVZ9', 'Q9H7E9'})"
"frozenset({'RANKL', 'Q86UR5', 'P16333'})"
"frozenset({'O14980', 'RANKL', 'Q8TAM1'})"
"frozenset({'P52597', 'RANKL', 'Q9BUJ2'})"
"frozenset({'P41250', 'RANKL', 'P14324'})"
"frozenset({'P17252', 'RANKL', 'P35222'})"
"frozenset({'P14625', 'RANKL', 'Q2NL82'})"
"frozenset({'P61163', 'RANKL', 'Q99460'})"
"frozenset({'P04629', 'RANKL', 'P43246'})"
"frozenset({'Q9UHD2', 'P04406', 'RANKL'})"
"frozenset({'Q8N1B4', 'RANKL', 'Q5T7W7'})"
"frozenset({'RANKL', 'P03372', 'Q99832'})"
"frozenset({'RANKL', 'Q9UI47', 'P62736'})"
"frozenset({'O75031', 'RANKL', 'Q96RF0'})"
"frozenset({'RANKL', 'P61978', 'Q96PK6'})"
"frozenset({'Q13190', 'RANKL', 'Q9H115'})"
"frozenset({'Q8NBT0', 'RANKL', 'Q9H0A8'})"
"frozenset({'Q99729', 'RANKL', 'Q9Y2R9'})"
"frozenset({'RANKL', 'Q14994', 'Q3L8U1'})"
"frozenset({'RANKL', 'O00443', 'P54278'})"
"frozenset({'RANKL', 'O95872', 'Q9ULX6'})"
"frozenset({'Q14203', 'RANKL', 'P27695'})"
"frozenset({'RANKL', 'P53350', 'P82094'})"
"frozenset({'Q9BUB7', 'Q9NQC3', 'RANKL'})"
"frozenset({'Q9NRI5', 'RANKL', 'P13639'})"
"frozenset({'Q05513', 'RANKL', 'Q86YW0'})"
"frozenset({'RANKL', 'P19784', 'Q9BS34'})"
"frozenset({'P00533', 'O95747', 'RANKL'})"
"frozenset({'RANKL', 'Q16881', 'Q96I34'})"
"frozenset({'RANKL', 'O60232', 'P29401'})"
"frozenset({'O75344', 'RANKL', 'Q58FG0'})"
"frozenset({'P83916', 'RANKL', 'Q71DI3'})"
"frozenset({'Q8IYD9', 'RANKL', 'Q15717'})"
"frozenset({'RANKL', 'P51116', 'P61106'})"
"frozenset({'Q03519', 'RANKL', 'P28065'})"
"frozenset({'RANKL', 'P52292', 'P10914'})"
"frozenset({'RANKL', 'Q9UBT6', 'Q9C0J9'})"
"frozenset({'P62979', 'RANKL', 'P62913'})"
"frozenset({'P12081', 'RANKL', 'Q92616'})"
"frozenset({'P08151', 'RANKL', 'P10412'})"
"frozenset({'RANKL', 'P57721', 'Q13630'})"
"frozenset({'O60812', 'RANKL', 'B2RXH8'})"
"frozenset({'Q13618', 'RANKL', 'Q4VC05'})"
"frozenset({'RANKL', 'P35228', 'Q14257'})"
"frozenset({'Q9HD26', 'RANKL', 'Q9Y297'})"
"frozenset({'Q9Y240', 'RANKL', 'P54803'})"
"frozenset({'RANKL', 'O43765', 'Q8N6L0'})"
"frozenset({'P11245', 'RANKL', 'O60934'})"
"frozenset({'P00533', 'P23467', 'RANKL'})"
"frozenset({'P54253', 'Q9UEY8', 'RANKL'})"
"frozenset({'RANKL', 'P61978', 'P05412'})"
"frozenset({'RANKL', 'Q8N668', 'Q9NX08'})"
"frozenset({'Q9NQX0', 'RANKL', 'O43439'})"
"frozenset({'Q8WW24', 'RANKL', 'Q8IUC1'})"
"frozenset({'RANKL', 'Q6UX01', 'Q96GX1'})"
"frozenset({'Q93009', 'RANKL', 'O75083'})"
"frozenset({'P26358', 'RANKL', 'P35222'})"
"frozenset({'Q16635', 'RANKL', 'Q86SF2'})"
"frozenset({'Q9HB58', 'RANKL', 'O75626'})"
"frozenset({'RANKL', 'Q8NEM0', 'O95347'})"
"frozenset({'RANKL', 'Q07864', 'Q9Y3D0'})"
"frozenset({'RANKL', 'Q9P2S5', 'Q9NTZ6'})"
"frozenset({'RANKL', 'P56385', 'P30049'})"
"frozenset({'RANKL', 'P27824', 'O75503'})"
"frozenset({'P84098', 'RANKL', 'P62891'})"
"frozenset({'Q9BTA9', 'RANKL', 'Q5VTR2'})"
"frozenset({'RANKL', 'O95231', 'Q6P1W5'})"
"frozenset({'Q8N5C8', 'RANKL', 'Q13546'})"
"frozenset({'RANKL', 'Q9P0M4', 'Q8NFR9'})"
"frozenset({'P01106', 'RANKL', 'Q92623'})"
"frozenset({'P22694', 'RANKL', 'Q02641'})"
"frozenset({'O43776', 'RANKL', 'Q15046'})"
"frozenset({'RANKL', 'Q9GZV4', 'Q9GZT8'})"
"frozenset({'RANKL', 'P60369', 'Q99944'})"
"frozenset({'RANKL', 'P48163', 'Q9BTW9'})"
"frozenset({'P35354', 'RANKL', 'P56524'})"
"frozenset({'RANKL', 'Q9UHB7', 'Q9BTT4'})"
"frozenset({'P83916', 'Q12873', 'RANKL'})"
"frozenset({'RANKL', 'P03372', 'P53675'})"
"frozenset({'RANKL', 'P03372', 'P16455'})"
"frozenset({'P39023', 'RANKL', 'P62847'})"
"frozenset({'Q96BR1', 'RANKL', 'Q12778'})"
"frozenset({'Q12905', 'RANKL', 'P62829'})"
"frozenset({'Q9HBH9', 'RANKL', 'P23246'})"
"frozenset({'RANKL', 'P61981', 'Q99459'})"
"frozenset({'Q96RL7', 'RANKL', 'Q9H2G2'})"
"frozenset({'Q15029', 'Q9BZJ0', 'RANKL'})"
"frozenset({'Q8IYE1', 'RANKL', 'Q9Y6R9'})"
"frozenset({'RANKL', 'P78406', 'Q9BUJ2'})"
"frozenset({'Q9Y478', 'RANKL', 'P09874'})"
"frozenset({'Q9UBU9', 'Q9UGR2', 'RANKL'})"
"frozenset({'RANKL', 'Q8N6P7', 'P23458'})"
"frozenset({'O75015', 'RANKL', 'Q86UD1'})"
"frozenset({'Q9UPU7', 'RANKL', 'P60520'})"
"frozenset({'RANKL', 'O43741', 'Q8TAI7'})"
"frozenset({'Q9NXC5', 'Q7L523', 'RANKL'})"
"frozenset({'Q01804', 'RANKL', 'O43172'})"
"frozenset({'Q13555', 'RANKL', 'O43889'})"
"frozenset({'Q01955', 'P18084', 'RANKL'})"
"frozenset({'RANKL', 'Q9Y2J2', 'O94986'})"
"frozenset({'P11498', 'RANKL', 'Q00325'})"
"frozenset({'Q9UBX2', 'RANKL', 'P46778'})"
"frozenset({'RANKL', 'Q8IY81', 'Q96PK6'})"
"frozenset({'Q8N8U2', 'RANKL', 'Q9BQA5'})"
"frozenset({'P28482', 'Q16690', 'RANKL'})"
"frozenset({'RANKL', 'Q9BQ89', 'Q13643'})"
"frozenset({'Q13895', 'RANKL', 'Q15269'})"
"frozenset({'Q9UBN7', 'RANKL', 'Q8IWC1'})"
"frozenset({'RANKL', 'P16220', 'Q9C0F3'})"
"frozenset({'Q5SQI0', 'RANKL', 'P78362'})"
"frozenset({'RANKL', 'P19838', 'P29590'})"
"frozenset({'Q9H9V4', 'RANKL', 'P62837'})"
"frozenset({'Q96B18', 'RANKL', 'Q02156'})"
"frozenset({'O00141', 'RANKL', 'P24928'})"
"frozenset({'Q15014', 'RANKL', 'Q16777'})"
"frozenset({'Q8IW50', 'RANKL', 'Q9UKB1'})"
"frozenset({'Q01844', 'P78545', 'RANKL'})"
"frozenset({'Q8NGI0', 'P17612', 'RANKL'})"
"frozenset({'RANKL', 'P05023', 'P16473'})"
"frozenset({'P00533', 'RANKL', 'Q9Y3R5'})"
"frozenset({'RANKL', 'P13612', 'Q8WXE9'})"
"frozenset({'Q14011', 'P0DJD3', 'RANKL'})"
"frozenset({'RANKL', 'Q9UBU9', 'Q8WUI4'})"
"frozenset({'B2RXF5', 'RANKL', 'Q08379'})"
"frozenset({'Q9BS31', 'O43463', 'RANKL'})"
"frozenset({'RANKL', 'P11802', 'Q9UKT9'})"
"frozenset({'RANKL', 'Q16878', 'Q16659'})"
"frozenset({'P35998', 'RANKL', 'Q99459'})"
"frozenset({'Q06210', 'RANKL', 'P45983'})"
"frozenset({'Q9BPX3', 'RANKL', 'O60216'})"
"frozenset({'Q5SW24', 'Q92997', 'RANKL'})"
"frozenset({'P61073', 'RANKL', 'P16284'})"
"frozenset({'Q8WXA9', 'Q01130', 'RANKL'})"
"frozenset({'RANKL', 'Q99747', 'P23258'})"
"frozenset({'RANKL', 'Q14164', 'Q9C030'})"
"frozenset({'O95816', 'RANKL', 'P35244'})"
"frozenset({'P12109', 'RANKL', 'P05556'})"
"frozenset({'P00751', 'RANKL', 'O75364'})"
"frozenset({'P21741', 'RANKL', 'P23471'})"
"frozenset({'RANKL', 'O75147', 'Q15149'})"
"frozenset({'RANKL', 'Q9UKV5', 'O75477'})"
"frozenset({'RANKL', 'Q9BRR9', 'P60763'})"
"frozenset({'RANKL', 'Q9Y2W1', 'Q9Y3B4'})"
"frozenset({'O14981', 'RANKL', 'Q15562'})"
"frozenset({'Q5XKE5', 'P08727', 'RANKL'})"
"frozenset({'P04637', 'RANKL', 'Q9H3D4'})"
"frozenset({'Q8WVT3', 'A5PLN9', 'RANKL'})"
"frozenset({'Q9NYS7', 'RANKL', 'P04843'})"
"frozenset({'Q12834', 'RANKL', 'O95071'})"
"frozenset({'Q9BTA9', 'RANKL', 'Q96JH7'})"
"frozenset({'Q9NXV2', 'RANKL', 'Q14161'})"
"frozenset({'Q16520', 'P18847', 'RANKL'})"
"frozenset({'RANKL', 'O95278', 'O95210'})"
"frozenset({'RANKL', 'P38398', 'Q969X6'})"
"frozenset({'RANKL', 'Q96RU2', 'Q96MF7'})"
"frozenset({'RANKL', 'P60329', 'Q5T753'})"
"frozenset({'RANKL', 'P29590', 'P22736'})"
"frozenset({'RANKL', 'Q9UKD2', 'Q16666'})"
"frozenset({'RANKL', 'Q9UN37', 'Q8IZD2'})"
"frozenset({'O14639', 'RANKL', 'Q5BJF6'})"
"frozenset({'RANKL', 'P35626', 'Q9NQN1'})"
"frozenset({'RANKL', 'P20248', 'Q14209'})"
"frozenset({'P17252', 'Q9H1D0', 'RANKL'})"
"frozenset({'RANKL', 'P11441', 'Q13573'})"
"frozenset({'P62873', 'Q99677', 'RANKL'})"
"frozenset({'RANKL', 'Q9Y6K9', 'Q92793'})"
"frozenset({'Q9UN86', 'RANKL', 'Q6P2Q9'})"
"frozenset({'RANKL', 'P54257', 'Q08170'})"
"frozenset({'Q5S007', 'Q9UM07', 'RANKL'})"
"frozenset({'Q5BKY6', 'RANKL', 'Q13064'})"
"frozenset({'Q9NPE6', 'Q8TC36', 'RANKL'})"
"frozenset({'RANKL', 'P14416', 'P61952'})"
"frozenset({'RANKL', 'O14508', 'Q15369'})"
"frozenset({'RANKL', 'O95390', 'Q8TEU8'})"
"frozenset({'O15144', 'P35579', 'RANKL'})"
"frozenset({'Q13748', 'O15524', 'RANKL'})"
"frozenset({'Q96S52', 'RANKL', 'Q8IY33'})"
"frozenset({'Q9BZM4', 'RANKL', 'P26718'})"
"frozenset({'P19320', 'RANKL', 'Q9UBC2'})"
"frozenset({'RANKL', 'Q16666', 'P83881'})"
"frozenset({'RANKL', 'P30405', 'Q96DZ9'})"
"frozenset({'P58340', 'Q8N6T7', 'RANKL'})"
"frozenset({'Q9P1Z2', 'RANKL', 'Q9HCE7'})"
"frozenset({'P36956', 'RANKL', 'P08238'})"
"frozenset({'RANKL', 'Q14999', 'P16615'})"
"frozenset({'O96033', 'RANKL', 'P63172'})"
"frozenset({'P10909', 'RANKL', 'P37231'})"
"frozenset({'Q9Y262', 'RANKL', 'Q9UBQ5'})"
"frozenset({'RANKL', 'Q04721', 'Q8TDB6'})"
"frozenset({'Q15843', 'RANKL', 'P68366'})"
"frozenset({'Q9UKX5', 'RANKL', 'Q9Y4G6'})"
"frozenset({'Q96BR5', 'RANKL', 'O95104'})"
"frozenset({'RANKL', 'Q9UJ41', 'Q96BD5'})"
"frozenset({'Q93009', 'Q8WZ73', 'RANKL'})"
"frozenset({'Q9Y2X7', 'RANKL', 'Q9UQM7'})"
"frozenset({'RANKL', 'Q8IVD9', 'P43034'})"
"frozenset({'RANKL', 'P05423', 'P62875'})"
"frozenset({'P48736', 'RANKL', 'P29992'})"
"frozenset({'P25705', 'RANKL', 'P80723'})"
"frozenset({'RANKL', 'Q9BVA1', 'P55072'})"
"frozenset({'Q9UBU3', 'P43115', 'RANKL'})"
"frozenset({'RANKL', 'Q14683', 'Q8WTU0'})"
"frozenset({'Q6NUN9', 'RANKL', 'Q15233'})"
"frozenset({'RANKL', 'Q5H9U9', 'Q16666'})"
"frozenset({'P61247', 'RANKL', 'P63244'})"
"frozenset({'Q9Y5K6', 'RANKL', 'O43248'})"
"frozenset({'P22694', 'O95371', 'RANKL'})"
"frozenset({'RANKL', 'P11217', 'O75122'})"
"frozenset({'O95218', 'RANKL', 'Q15819'})"
"frozenset({'Q3MHD2', 'RANKL', 'P35240'})"
"frozenset({'Q9NRD5', 'RANKL', 'O75487'})"
"frozenset({'O43760', 'RANKL', 'Q969F0'})"
"frozenset({'Q8TBZ3', 'RANKL', 'O75317'})"
"frozenset({'P51948', 'RANKL', 'Q13889'})"
"frozenset({'P00533', 'RANKL', 'P13725'})"
"frozenset({'Q99650', 'RANKL', 'Q8TAD2'})"
"frozenset({'Q9H492', 'P61619', 'RANKL'})"
"frozenset({'Q9H6T0', 'RANKL', 'P15927'})"
"frozenset({'Q66GS9', 'RANKL', 'Q86T90'})"
"frozenset({'Q96EY1', 'RANKL', 'P40337'})"
"frozenset({'P40763', 'Q92993', 'RANKL'})"
"frozenset({'P61326', 'Q7L190', 'RANKL'})"
"frozenset({'O75467', 'RANKL', 'Q96C28'})"
"frozenset({'O00159', 'RANKL', 'Q16181'})"
"frozenset({'P04629', 'RANKL', 'Q8IYI6'})"
"frozenset({'P35611', 'Q7Z3B4', 'RANKL'})"
"frozenset({'RANKL', 'Q8TAK6', 'P47928'})"
"frozenset({'Q9H0I2', 'RANKL', 'P60370'})"
"frozenset({'B5ME19', 'RANKL', 'P49736'})"
"frozenset({'Q9HCE1', 'Q15526', 'RANKL'})"
"frozenset({'Q9H492', 'Q4KMP7', 'RANKL'})"
"frozenset({'RANKL', 'Q9BZQ8', 'Q14192'})"
"frozenset({'RANKL', 'P62244', 'Q9Y6K9'})"
"frozenset({'RANKL', 'P60369', 'P47992'})"
"frozenset({'P17542', 'P46108', 'RANKL'})"
"frozenset({'Q9Y478', 'RANKL', 'P51571'})"
"frozenset({'Q16611', 'RANKL', 'P22087'})"
"frozenset({'Q99750', 'RANKL', 'Q5TA78'})"
"frozenset({'Q9P2F6', 'RANKL', 'P62993'})"
"frozenset({'P08648', 'RANKL', 'P17301'})"
"frozenset({'RANKL', 'Q5SRD1', 'P23246'})"
"frozenset({'RANKL', 'P46108', 'P26006'})"
"frozenset({'RANKL', 'Q9Y5K5', 'O96019'})"
"frozenset({'RANKL', 'P10415', 'O43474'})"
"frozenset({'P28676', 'RANKL', 'Q13137'})"
"frozenset({'RANKL', 'P05067', 'Q9UBG7'})"
"frozenset({'RANKL', 'P32302', 'Q9H2A7'})"
"frozenset({'Q8NGY3', 'P38405', 'RANKL'})"
"frozenset({'RANKL', 'P25054', 'P04155'})"
"frozenset({'RANKL', 'O14802', 'Q9Y2T4'})"
"frozenset({'RANKL', 'O76031', 'P48023'})"
"frozenset({'P63104', 'RANKL', 'Q06830'})"
"frozenset({'Q8N2Y8', 'RANKL', 'Q14161'})"
"frozenset({'RANKL', 'Q6IN84', 'Q9UFW8'})"
"frozenset({'RANKL', 'O94864', 'P63279'})"
"frozenset({'RANKL', 'Q9Y4K3', 'Q9NPH3'})"
"frozenset({'Q9H6Z9', 'RANKL', 'Q9H410'})"
"frozenset({'P30480', 'RANKL', 'P09960'})"
"frozenset({'O60262', 'RANKL', 'Q8NG75'})"
"frozenset({'RANKL', 'Q15323', 'Q9NSB4'})"
"frozenset({'RANKL', 'O60216', 'P62750'})"
"frozenset({'RANKL', 'P16083', 'Q15349'})"
"frozenset({'RANKL', 'Q8IZL9', 'P51571'})"
"frozenset({'Q9HB90', 'RANKL', 'P0C7T5'})"
"frozenset({'Q8NE01', 'RANKL', 'P60604'})"
"frozenset({'RANKL', 'Q9UJV3', 'P68371'})"
"frozenset({'Q9P0V3', 'RANKL', 'Q5TC79'})"
"frozenset({'RANKL', 'Q96JH7', 'Q9UNZ2'})"
"frozenset({'P61964', 'RANKL', 'P29590'})"
"frozenset({'O43747', 'P08247', 'RANKL'})"
"frozenset({'Q8NGI3', 'P32121', 'RANKL'})"
"frozenset({'RANKL', 'Q8IUC1', 'P60329'})"
"frozenset({'RANKL', 'Q9ULK4', 'Q9UPQ9'})"
"frozenset({'Q14145', 'RANKL', 'P04040'})"
"frozenset({'Q86VP6', 'RANKL', 'P78362'})"
"frozenset({'O00499', 'RANKL', 'Q96J02'})"
"frozenset({'Q00978', 'RANKL', 'Q15717'})"
"frozenset({'RANKL', 'P58107', 'Q9Y5K5'})"
"frozenset({'Q9BV40', 'RANKL', 'P30304'})"
"frozenset({'RANKL', 'Q9Y664', 'P05067'})"
"frozenset({'Q04721', 'RANKL', 'Q92542'})"
"frozenset({'Q08999', 'P67775', 'RANKL'})"
"frozenset({'RANKL', 'Q9NVH1', 'P20073'})"
"frozenset({'O60739', 'RANKL', 'P60228'})"
"frozenset({'RANKL', 'Q03135', 'P41134'})"
"frozenset({'P62269', 'RANKL', 'P22090'})"
"frozenset({'P62191', 'RANKL', 'P01889'})"
"frozenset({'RANKL', 'Q7Z3S9', 'P29972'})"
"frozenset({'Q02878', 'RANKL', 'Q08211'})"
"frozenset({'O95376', 'RANKL', 'P52789'})"
"frozenset({'P0CG20', 'RANKL', 'P84074'})"
"frozenset({'RANKL', 'O75486', 'O75529'})"
"frozenset({'P48736', 'O14654', 'RANKL'})"
"frozenset({'O43776', 'RANKL', 'P12956'})"
"frozenset({'RANKL', 'O15111', 'O15530'})"
"frozenset({'Q14653', 'RANKL', 'O00410'})"
"frozenset({'RANKL', 'Q2TAL6', 'Q5T5B0'})"
"frozenset({'RANKL', 'Q04724', 'P09429'})"
"frozenset({'RANKL', 'P03372', 'P18124'})"
"frozenset({'Q86TB9', 'RANKL', 'O43290'})"
"frozenset({'Q9UKA8', 'Q13322', 'RANKL'})"
"frozenset({'Q9BZJ8', 'RANKL', 'P05067'})"
"frozenset({'RANKL', 'Q96T37', 'P35244'})"
"frozenset({'RANKL', 'Q71UI9', 'P12004'})"
"frozenset({'Q8TEC5', 'RANKL', 'Q92636'})"
"frozenset({'RANKL', 'P58012', 'P49841'})"
"frozenset({'RANKL', 'Q9UGY1', 'Q13601'})"
"frozenset({'P62333', 'Q9Y5U4', 'RANKL'})"
"frozenset({'RANKL', 'Q96NA2', 'Q96PM5'})"
"frozenset({'P68431', 'RANKL', 'Q5T3J3'})"
"frozenset({'RANKL', 'Q9BY27', 'Q8N5I3'})"
"frozenset({'O60262', 'RANKL', 'Q8NGZ9'})"
"frozenset({'Q9H293', 'RANKL', 'Q96F46'})"
"frozenset({'P01106', 'Q2M3G0', 'RANKL'})"
"frozenset({'RANKL', 'Q8WVE6', 'O43913'})"
"frozenset({'P56537', 'RANKL', 'P30085'})"
"frozenset({'P37840', 'RANKL', 'Q9UMS4'})"
"frozenset({'RANKL', 'P28799', 'O00459'})"
"frozenset({'RANKL', 'Q15633', 'Q9UPY3'})"
"frozenset({'Q13873', 'RANKL', 'Q2NL82'})"
"frozenset({'Q9GZX7', 'Q06265', 'RANKL'})"
"frozenset({'RANKL', 'P25098', 'Q96R47'})"
"frozenset({'P31947', 'RANKL', 'P30305'})"
"frozenset({'RANKL', 'Q8TCE6', 'Q9UBI1'})"
"frozenset({'Q16637', 'RANKL', 'Q9UL45'})"
"frozenset({'P54274', 'RANKL', 'Q6P1X5'})"
"frozenset({'RANKL', 'Q15910', 'P60709'})"
"frozenset({'P08100', 'RANKL', 'P34932'})"
"frozenset({'Q9Y600', 'RANKL', 'P49841'})"
"frozenset({'RANKL', 'P55209', 'P61513'})"
"frozenset({'Q9C002', 'RANKL', 'Q86SX6'})"
"frozenset({'P11021', 'RANKL', 'P23258'})"
"frozenset({'Q06609', 'P67870', 'RANKL'})"
"frozenset({'Q96IZ0', 'RANKL', 'Q9UBQ0'})"
"frozenset({'O60268', 'RANKL', 'P85037'})"
"frozenset({'Q9BYE3', 'RANKL', 'O43609'})"
"frozenset({'RANKL', 'O43164', 'Q9UNF1'})"
"frozenset({'Q6ZRS2', 'RANKL', 'Q92793'})"
"frozenset({'O96000', 'RANKL', 'O43181'})"
"frozenset({'RANKL', 'P60370', 'P54619'})"
"frozenset({'Q9NRD5', 'RANKL', 'Q9Y5B8'})"
"frozenset({'O43447', 'RANKL', 'P48431'})"
"frozenset({'RANKL', 'Q9Y4K3', 'Q16584'})"
"frozenset({'RANKL', 'P45973', 'O96019'})"
"frozenset({'RANKL', 'P04040', 'Q06124'})"
"frozenset({'P31483', 'RANKL', 'Q15366'})"
"frozenset({'RANKL', 'P01889', 'P38606'})"
"frozenset({'O75376', 'RANKL', 'P62805'})"
"frozenset({'RANKL', 'Q53S58', 'Q00325'})"
"frozenset({'RANKL', 'P24864', 'P51531'})"
"frozenset({'Q96F15', 'RANKL', 'Q92838'})"
"frozenset({'P63165', 'P52952', 'RANKL'})"
"frozenset({'RANKL', 'Q8IUH5', 'P42025'})"
"frozenset({'RANKL', 'P61218', 'Q8IZV5'})"
"frozenset({'Q13489', 'RANKL', 'Q14790'})"
"frozenset({'RANKL', 'Q9H5I1', 'P46108'})"
"frozenset({'RANKL', 'Q9UGI0', 'O43809'})"
"frozenset({'O75123', 'RANKL', 'P20591'})"
"frozenset({'Q15428', 'RANKL', 'P07910'})"
"frozenset({'Q86VP6', 'RANKL', 'P35250'})"
"frozenset({'RANKL', 'Q53EU6', 'Q6P5W5'})"
"frozenset({'O95714', 'RANKL', 'P35606'})"
"frozenset({'O76003', 'RANKL', 'Q96PX9'})"
"frozenset({'O75147', 'RANKL', 'O43172'})"
"frozenset({'P63173', 'RANKL', 'Q9UL18'})"
"frozenset({'RANKL', 'P05067', 'Q14814'})"
"frozenset({'P12830', 'P78344', 'RANKL'})"
"frozenset({'RANKL', 'P51665', 'Q99666'})"
"frozenset({'Q96C01', 'RANKL', 'P00387'})"
"frozenset({'Q9UBU9', 'RANKL', 'P07711'})"
"frozenset({'Q13191', 'RANKL', 'Q99665'})"
"frozenset({'Q9H582', 'RANKL', 'Q6UVK1'})"
"frozenset({'O00329', 'RANKL', 'P30273'})"
"frozenset({'P18827', 'RANKL', 'P35442'})"
"frozenset({'RANKL', 'P20618', 'Q15051'})"
"frozenset({'RANKL', 'Q92608', 'P60953'})"
"frozenset({'O95467', 'O60266', 'RANKL'})"
"frozenset({'Q9NZN4', 'RANKL', 'Q96CW1'})"
"frozenset({'RANKL', 'Q14247', 'Q96H55'})"
"frozenset({'P62979', 'RANKL', 'O95786'})"
"frozenset({'Q9H2X0', 'RANKL', 'P43026'})"
"frozenset({'Q8TEM1', 'RANKL', 'O75369'})"
"frozenset({'P27361', 'P23219', 'RANKL'})"
"frozenset({'RANKL', 'Q13263', 'P01579'})"
"frozenset({'RANKL', 'Q9H4B6', 'Q15717'})"
"frozenset({'P56181', 'RANKL', 'P49821'})"
"frozenset({'P31483', 'RANKL', 'Q7KZF4'})"
"frozenset({'RANKL', 'P31994', 'O75019'})"
"frozenset({'RANKL', 'O14965', 'P35556'})"
"frozenset({'Q8IXQ4', 'RANKL', 'Q8NI27'})"
"frozenset({'RANKL', 'P21810', 'Q15113'})"
"frozenset({'P52272', 'RANKL', 'P67809'})"
"frozenset({'RANKL', 'P62913', 'O95433'})"
"frozenset({'Q99856', 'RANKL', 'Q9H9S0'})"
"frozenset({'P45984', 'Q15648', 'RANKL'})"
"frozenset({'Q9NUX5', 'RANKL', 'Q9BY11'})"
"frozenset({'O14775', 'RANKL', 'O94810'})"
"frozenset({'RANKL', 'Q96PV0', 'Q96PN8'})"
"frozenset({'RANKL', 'P26038', 'P49736'})"
"frozenset({'RANKL', 'P98082', 'Q5VWQ8'})"
"frozenset({'RANKL', 'Q96EB6', 'Q86TJ2'})"
"frozenset({'RANKL', 'Q96AC1', 'Q96I15'})"
"frozenset({'RANKL', 'P53671', 'O60884'})"
"frozenset({'Q9NRI5', 'RANKL', 'Q96GS4'})"
"frozenset({'RANKL', 'Q9NZN1', 'Q9NZH6'})"
"frozenset({'RANKL', 'Q92556', 'Q8N1I0'})"
"frozenset({'RANKL', 'Q8TBB1', 'Q03393'})"
"frozenset({'P52742', 'RANKL', 'Q9BWG6'})"
"frozenset({'RANKL', 'Q5I0X4', 'P09110'})"
"frozenset({'RANKL', 'O00755', 'Q8N474'})"
"frozenset({'Q13200', 'RANKL', 'P25686'})"
"frozenset({'RANKL', 'Q96PS8', 'O15173'})"
"frozenset({'RANKL', 'P25942', 'Q92504'})"
"frozenset({'RANKL', 'P68104', 'P40937'})"
"frozenset({'RANKL', 'O95433', 'O00571'})"
"frozenset({'RANKL', 'P98171', 'P48023'})"
"frozenset({'Q63ZY3', 'Q53EZ4', 'RANKL'})"
"frozenset({'RANKL', 'Q9H490', 'P30556'})"
"frozenset({'Q9Y221', 'RANKL', 'Q96HE9'})"
"frozenset({'RANKL', 'P41182', 'O43257'})"
"frozenset({'RANKL', 'P35579', 'P27105'})"
"frozenset({'RANKL', 'P06748', 'P53350'})"
"frozenset({'Q16254', 'RANKL', 'P40937'})"
"frozenset({'RANKL', 'P06748', 'P12268'})"
"frozenset({'P42765', 'RANKL', 'P15311'})"
"frozenset({'P15884', 'RANKL', 'Q92558'})"
"frozenset({'RANKL', 'P05412', 'O14497'})"
"frozenset({'P21580', 'RANKL', 'P61981'})"
"frozenset({'RANKL', 'Q9P0S9', 'Q9BSE2'})"
"frozenset({'P58340', 'RANKL', 'Q9Y577'})"
"frozenset({'Q15842', 'RANKL', 'Q02156'})"
"frozenset({'RANKL', 'Q9HC52', 'Q96JM3'})"
"frozenset({'RANKL', 'Q13509', 'Q9BV73'})"
"frozenset({'RANKL', 'P12956', 'Q9H967'})"
"frozenset({'RANKL', 'Q9UHQ1', 'P62837'})"
"frozenset({'RANKL', 'Q13237', 'P62140'})"
"frozenset({'Q9BZE9', 'Q6UY14', 'RANKL'})"
"frozenset({'P51858', 'RANKL', 'Q9NR30'})"
