negatives
"frozenset({'Q14CS0', 'IL6', 'Q8NFH3'})"
"frozenset({'IL6', 'Q5RL73', 'P51159'})"
"frozenset({'IL6', 'P08754', 'O00222'})"
"frozenset({'IL6', 'Q14974', 'Q9UKX7'})"
"frozenset({'IL6', 'Q14739', 'Q9P0N5'})"
"frozenset({'IL6', 'Q13838', 'P38919'})"
"frozenset({'IL6', 'Q9NR46', 'O43852'})"
"frozenset({'IL6', 'O00244', 'P37802'})"
"frozenset({'IL6', 'Q09161', 'O14744'})"
"frozenset({'Q8NFH5', 'Q9BW27', 'IL6'})"
"frozenset({'Q16825', 'Q14142', 'IL6'})"
"frozenset({'Q8N1B3', 'Q86VP1', 'IL6'})"
"frozenset({'IL6', 'O14776', 'Q8TF74'})"
"frozenset({'IL6', 'P13637', 'P22612'})"
"frozenset({'IL6', 'P12882', 'Q9NRG4'})"
"frozenset({'IL6', 'Q9NWS8', 'Q8IZU0'})"
"frozenset({'IL6', 'P07900', 'Q15139'})"
"frozenset({'IL6', 'P02511', 'Q13485'})"
"frozenset({'IL6', 'A6NEM1', 'Q16595'})"
"frozenset({'IL6', 'Q7Z2W9', 'P49406'})"
"frozenset({'IL6', 'O60508', 'P09661'})"
"frozenset({'IL6', 'P22694', 'Q8NGH7'})"
"frozenset({'IL6', 'P18146', 'P41279'})"
"frozenset({'IL6', 'P09132', 'O95373'})"
"frozenset({'IL6', 'Q13435', 'P23193'})"
"frozenset({'IL6', 'P49639', 'Q96EG3'})"
"frozenset({'IL6', 'P19623', 'P02751'})"
"frozenset({'Q9NYF3', 'P31947', 'IL6'})"
"frozenset({'IL6', 'Q86W33', 'P20648'})"
"frozenset({'IL6', 'P21580', 'Q92985'})"
"frozenset({'IL6', 'Q92973', 'Q99608'})"
"frozenset({'IL6', 'P0DPB5', 'Q9H9Y6'})"
"frozenset({'IL6', 'Q9Y250', 'P05423'})"
"frozenset({'Q96KQ7', 'Q9NWT8', 'IL6'})"
"frozenset({'IL6', 'Q14749', 'Q6ZVK8'})"
"frozenset({'IL6', 'O14980', 'Q9Y5Q9'})"
"frozenset({'IL6', 'Q9NQC7', 'Q96J02'})"
"frozenset({'IL6', 'Q99459', 'P61978'})"
"frozenset({'Q9HCE5', 'Q96H20', 'IL6'})"
"frozenset({'IL6', 'Q9NXC5', 'O95714'})"
"frozenset({'IL6', 'P0C7N5', 'P32121'})"
"frozenset({'IL6', 'P05067', 'Q6ZMY6'})"
"frozenset({'P63165', 'Q9H165', 'IL6'})"
"frozenset({'IL6', 'P26367', 'Q99717'})"
"frozenset({'P04629', 'IL6', 'P12931'})"
"frozenset({'IL6', 'P30480', 'P17174'})"
"frozenset({'IL6', 'Q16665', 'P28482'})"
"frozenset({'IL6', 'P27482', 'Q9NQW6'})"
"frozenset({'Q93050', 'IL6', 'P61421'})"
"frozenset({'IL6', 'P35226', 'Q86UP2'})"
"frozenset({'IL6', 'P63146', 'P45973'})"
"frozenset({'IL6', 'Q15910', 'B9A064'})"
"frozenset({'O00625', 'IL6', 'Q7Z4W1'})"
"frozenset({'IL6', 'O75553', 'Q92567'})"
"frozenset({'IL6', 'P01589', 'P10914'})"
"frozenset({'IL6', 'P01889', 'Q9UGP8'})"
"frozenset({'IL6', 'Q9NRC8', 'Q96L73'})"
"frozenset({'IL6', 'Q12965', 'P50402'})"
"frozenset({'IL6', 'P78395', 'P10276'})"
"frozenset({'Q6P587', 'P04040', 'IL6'})"
"frozenset({'IL6', 'Q5TA82', 'P60410'})"
"frozenset({'P07602', 'IL6', 'O95817'})"
"frozenset({'IL6', 'O95619', 'Q9H2G4'})"
"frozenset({'IL6', 'P05412', 'P04406'})"
"frozenset({'IL6', 'Q969R5', 'P22528'})"
"frozenset({'IL6', 'P10114', 'P40227'})"
"frozenset({'P60369', 'Q9H2F3', 'IL6'})"
"frozenset({'IL6', 'P62753', 'P62917'})"
"frozenset({'P06493', 'Q8TF76', 'IL6'})"
"frozenset({'Q53QW1', 'O60830', 'IL6'})"
"frozenset({'IL6', 'Q8TAT5', 'O75400'})"
"frozenset({'P53672', 'IL6', 'A8MQ03'})"
"frozenset({'IL6', 'P06748', 'Q8NDF8'})"
"frozenset({'Q6EMK4', 'IL6', 'P49768'})"
"frozenset({'IL6', 'Q9BYU1', 'Q9NWQ9'})"
"frozenset({'Q76N32', 'P63208', 'IL6'})"
"frozenset({'IL6', 'Q99496', 'Q8IVT5'})"
"frozenset({'IL6', 'Q9HCE7', 'P05129'})"
"frozenset({'P25963', 'Q9NYS0', 'IL6'})"
"frozenset({'IL6', 'Q96MT8', 'Q96M89'})"
"frozenset({'IL6', 'P28799', 'Q96CP2'})"
"frozenset({'IL6', 'P84103', 'P61978'})"
"frozenset({'IL6', 'P12830', 'Q52LW3'})"
"frozenset({'IL6', 'P27797', 'P14222'})"
"frozenset({'Q5VU43', 'Q14324', 'IL6'})"
"frozenset({'IL6', 'P42677', 'Q9NYJ8'})"
"frozenset({'IL6', 'P32189', 'O43638'})"
"frozenset({'IL6', 'Q9NV70', 'P48039'})"
"frozenset({'IL6', 'Q9BPW8', 'Q5F1R6'})"
"frozenset({'IL6', 'P29508', 'P35240'})"
"frozenset({'IL6', 'P60520', 'Q99714'})"
"frozenset({'IL6', 'Q9Y4K3', 'P36543'})"
"frozenset({'IL6', 'P35221', 'Q9C0B0'})"
"frozenset({'IL6', 'P40933', 'Q01344'})"
"frozenset({'IL6', 'O15525', 'Q9Y3C7'})"
"frozenset({'IL6', 'P28331', 'P31150'})"
"frozenset({'IL6', 'Q96HR8', 'Q9Y5V3'})"
"frozenset({'Q9Y5R8', 'Q9BZR8', 'IL6'})"
"frozenset({'IL6', 'O15294', 'P07947'})"
"frozenset({'Q5VU43', 'IL6', 'Q6P597'})"
"frozenset({'IL6', 'Q99750', 'P82987'})"
"frozenset({'IL6', 'Q2YD98', 'Q16531'})"
"frozenset({'IL6', 'Q9P2W3', 'Q8NFM4'})"
"frozenset({'IL6', 'Q13469', 'P17987'})"
"frozenset({'IL6', 'P43487', 'P23508'})"
"frozenset({'IL6', 'Q07890', 'Q96BY6'})"
"frozenset({'IL6', 'Q12905', 'P67809'})"
"frozenset({'IL6', 'P59768', 'Q9H7D7'})"
"frozenset({'IL6', 'Q8WVJ2', 'O60308'})"
"frozenset({'IL6', 'P62917', 'P46783'})"
"frozenset({'IL6', 'Q15014', 'Q9UL42'})"
"frozenset({'Q9UMS4', 'Q8IZP6', 'IL6'})"
"frozenset({'Q8N8B7', 'Q9BYR5', 'IL6'})"
"frozenset({'IL6', 'P49792', 'Q13123'})"
"frozenset({'IL6', 'Q8WYP5', 'Q8NFH4'})"
"frozenset({'IL6', 'Q96N67', 'Q9HBH0'})"
"frozenset({'IL6', 'Q16236', 'O15164'})"
"frozenset({'IL6', 'P06241', 'O75955'})"
"frozenset({'Q16623', 'Q12846', 'IL6'})"
"frozenset({'IL6', 'O43829', 'O60671'})"
"frozenset({'IL6', 'O14593', 'Q9UKV0'})"
"frozenset({'IL6', 'Q8IWI9', 'O95400'})"
"frozenset({'IL6', 'P08174', 'Q27J81'})"
"frozenset({'IL6', 'Q969F0', 'Q01151'})"
"frozenset({'Q99689', 'Q99728', 'IL6'})"
"frozenset({'IL6', 'Q9BQA5', 'P17535'})"
"frozenset({'IL6', 'P61165', 'P04844'})"
"frozenset({'IL6', 'P05783', 'P23508'})"
"frozenset({'IL6', 'P27986', 'P34903'})"
"frozenset({'IL6', 'Q9BYR2', 'P49639'})"
"frozenset({'IL6', 'Q9HDB5', 'P55196'})"
"frozenset({'IL6', 'O60307', 'Q9UHB6'})"
"frozenset({'P0CG08', 'Q96J42', 'IL6'})"
"frozenset({'IL6', 'Q05086', 'P60709'})"
"frozenset({'IL6', 'Q9NR09', 'Q9BZP6'})"
"frozenset({'IL6', 'P22087', 'Q15061'})"
"frozenset({'IL6', 'P05067', 'O00231'})"
"frozenset({'IL6', 'Q13618', 'Q7Z2Y8'})"
"frozenset({'IL6', 'Q9NWA0', 'Q9BWU1'})"
"frozenset({'IL6', 'Q14974', 'Q15554'})"
"frozenset({'IL6', 'Q9UJS0', 'P00414'})"
"frozenset({'IL6', 'Q15717', 'P60709'})"
"frozenset({'IL6', 'Q96SQ5', 'Q5JR59'})"
"frozenset({'IL6', 'Q70EK9', 'Q8NG27'})"
"frozenset({'IL6', 'P08729', 'O95782'})"
"frozenset({'IL6', 'P05204', 'P63279'})"
"frozenset({'IL6', 'P00450', 'Q9Y297'})"
"frozenset({'IL6', 'Q8NC67', 'Q15165'})"
"frozenset({'IL6', 'P16383', 'Q8IX21'})"
"frozenset({'O14880', 'Q92520', 'IL6'})"
"frozenset({'Q00325', 'P50991', 'IL6'})"
"frozenset({'IL6', 'P35221', 'P05067'})"
"frozenset({'IL6', 'Q15910', 'P49918'})"
"frozenset({'IL6', 'P11021', 'Q99459'})"
"frozenset({'IL6', 'P34947', 'P57678'})"
"frozenset({'IL6', 'Q70SY1', 'P36873'})"
"frozenset({'P01579', 'P16220', 'IL6'})"
"frozenset({'IL6', 'P19338', 'Q7L576'})"
"frozenset({'O95169', 'Q86Y39', 'IL6'})"
"frozenset({'IL6', 'Q9UKJ5', 'P60331'})"
"frozenset({'IL6', 'Q16537', 'Q9P2X7'})"
"frozenset({'IL6', 'Q9NQR1', 'Q9Y468'})"
"frozenset({'IL6', 'Q00005', 'P63151'})"
"frozenset({'IL6', 'A5YKK6', 'Q9BXB1'})"
"frozenset({'IL6', 'Q8NFB2', 'Q8ND76'})"
"frozenset({'IL6', 'P08754', 'P45983'})"
"frozenset({'Q13573', 'P07910', 'IL6'})"
"frozenset({'IL6', 'P47888', 'P62873'})"
"frozenset({'IL6', 'Q07021', 'P13725'})"
"frozenset({'Q12824', 'Q8TDY2', 'IL6'})"
"frozenset({'IL6', 'O60729', 'P24385'})"
"frozenset({'IL6', 'O15119', 'Q9Y243'})"
"frozenset({'IL6', 'P02751', 'O00299'})"
"frozenset({'IL6', 'P22392', 'P09104'})"
"frozenset({'IL6', 'Q9HCN6', 'Q14289'})"
"frozenset({'Q96IZ5', 'IL6', 'Q8ND90'})"
"frozenset({'IL6', 'P19338', 'P18124'})"
"frozenset({'Q9NRD1', 'Q9NYU2', 'IL6'})"
"frozenset({'IL6', 'Q15418', 'Q86XI6'})"
"frozenset({'IL6', 'Q8NE71', 'Q8WX92'})"
"frozenset({'IL6', 'P52198', 'P42331'})"
"frozenset({'IL6', 'O14964', 'Q16633'})"
"frozenset({'IL6', 'P28482', 'P35658'})"
"frozenset({'IL6', 'O15294', 'Q7Z3B3'})"
"frozenset({'P35626', 'Q8NGE2', 'IL6'})"
"frozenset({'Q9UHF4', 'P13725', 'IL6'})"
"frozenset({'IL6', 'Q13616', 'P49207'})"
"frozenset({'P02766', 'P02787', 'IL6'})"
"frozenset({'P52657', 'Q9C029', 'IL6'})"
"frozenset({'IL6', 'P0DP23', 'Q96GD4'})"
"frozenset({'Q6P158', 'P60328', 'IL6'})"
"frozenset({'IL6', 'Q8IYB3', 'Q15029'})"
"frozenset({'IL6', 'P18146', 'Q14814'})"
"frozenset({'IL6', 'P30260', 'Q15013'})"
"frozenset({'Q01167', 'Q12873', 'IL6'})"
"frozenset({'IL6', 'P58317', 'Q9NYW8'})"
"frozenset({'Q02750', 'P11926', 'IL6'})"
"frozenset({'IL6', 'P16333', 'O75914'})"
"frozenset({'IL6', 'P41235', 'P25092'})"
"frozenset({'IL6', 'Q8WW12', 'P02545'})"
"frozenset({'IL6', 'P51149', 'P62491'})"
"frozenset({'IL6', 'Q9P286', 'P48047'})"
"frozenset({'IL6', 'Q969E8', 'P55268'})"
"frozenset({'IL6', 'P02792', 'P62993'})"
"frozenset({'Q07912', 'P10275', 'IL6'})"
"frozenset({'IL6', 'P32239', 'P01350'})"
"frozenset({'IL6', 'Q4V328', 'Q9H0I2'})"
"frozenset({'P35626', 'Q8N146', 'IL6'})"
"frozenset({'IL6', 'Q13155', 'P60709'})"
"frozenset({'IL6', 'O60563', 'Q9HB65'})"
"frozenset({'IL6', 'Q9NRR5', 'Q9HD15'})"
"frozenset({'IL6', 'P31689', 'P06401'})"
"frozenset({'IL6', 'O14529', 'P10275'})"
"frozenset({'IL6', 'P17612', 'Q8NH16'})"
"frozenset({'IL6', 'P20309', 'P62330'})"
"frozenset({'IL6', 'P22612', 'P15311'})"
"frozenset({'O43504', 'P42765', 'IL6'})"
"frozenset({'IL6', 'Q5BKT4', 'Q9BSE4'})"
"frozenset({'IL6', 'P42677', 'Q16539'})"
"frozenset({'IL6', 'Q5JU00', 'Q8IWB9'})"
"frozenset({'IL6', 'P00533', 'Q12929'})"
"frozenset({'IL6', 'Q13509', 'Q8N163'})"
"frozenset({'Q6W2J9', 'Q96KR1', 'IL6'})"
"frozenset({'Q9Y2X8', 'IL6', 'Q86X55'})"
"frozenset({'IL6', 'Q15717', 'Q9P2I0'})"
"frozenset({'IL6', 'Q13643', 'Q00872'})"
"frozenset({'IL6', 'Q9BPX7', 'P06241'})"
"frozenset({'IL6', 'Q12769', 'Q5T9C2'})"
"frozenset({'IL6', 'Q5T751', 'Q6L8G4'})"
"frozenset({'IL6', 'P48552', 'Q9UBC3'})"
"frozenset({'IL6', 'O00571', 'P40337'})"
"frozenset({'IL6', 'Q16637', 'Q5UIP0'})"
"frozenset({'IL6', 'Q07627', 'Q86WX3'})"
"frozenset({'IL6', 'O76064', 'Q99728'})"
"frozenset({'P35232', 'Q05655', 'IL6'})"
"frozenset({'IL6', 'P22392', 'Q9NQC3'})"
"frozenset({'IL6', 'Q8NEV8', 'Q15717'})"
"frozenset({'IL6', 'Q701N4', 'Q5T754'})"
"frozenset({'IL6', 'Q14568', 'Q13620'})"
"frozenset({'IL6', 'P26368', 'Q14697'})"
"frozenset({'Q9NPI5', 'Q9NRC1', 'IL6'})"
"frozenset({'IL6', 'P16499', 'P63211'})"
"frozenset({'O15143', 'O00159', 'IL6'})"
"frozenset({'Q16401', 'IL6', 'Q99933'})"
"frozenset({'IL6', 'Q99459', 'Q96A65'})"
"frozenset({'IL6', 'P60981', 'Q9NXW2'})"
"frozenset({'IL6', 'Q9NVF7', 'Q13561'})"
"frozenset({'Q6UWF3', 'P07948', 'IL6'})"
"frozenset({'IL6', 'Q9NPJ6', 'Q96AY4'})"
"frozenset({'IL6', 'P60900', 'P20810'})"
"frozenset({'P01591', 'P43631', 'IL6'})"
"frozenset({'IL6', 'O43390', 'Q9UKB1'})"
"frozenset({'IL6', 'Q15669', 'P31150'})"
"frozenset({'IL6', 'Q9UI95', 'Q7Z3K3'})"
"frozenset({'IL6', 'P53990', 'Q9Y5L4'})"
"frozenset({'P49736', 'Q13148', 'IL6'})"
"frozenset({'IL6', 'Q05586', 'P17252'})"
"frozenset({'IL6', 'P32969', 'P62701'})"
"frozenset({'P34931', 'IL6', 'Q8IWD4'})"
"frozenset({'IL6', 'P28370', 'Q9H9S0'})"
"frozenset({'IL6', 'Q7Z3C6', 'P60410'})"
"frozenset({'P51948', 'Q5T3J3', 'IL6'})"
"frozenset({'IL6', 'P31749', 'Q13451'})"
"frozenset({'IL6', 'Q15075', 'P35226'})"
"frozenset({'O76081', 'Q6L8G9', 'IL6'})"
"frozenset({'IL6', 'P62140', 'Q6UN15'})"
"frozenset({'IL6', 'Q9UFN0', 'Q16891'})"
"frozenset({'IL6', 'Q96GW7', 'P09237'})"
"frozenset({'Q76L83', 'Q5JUW0', 'IL6'})"
"frozenset({'IL6', 'Q9UL18', 'Q5U5Q3'})"
"frozenset({'IL6', 'Q9NVP2', 'Q13112'})"
"frozenset({'IL6', 'Q86W11', 'Q12959'})"
"frozenset({'IL6', 'Q9HCD5', 'O75525'})"
"frozenset({'P51532', 'P33076', 'IL6'})"
"frozenset({'IL6', 'Q9NQT4', 'P01106'})"
"frozenset({'IL6', 'P60953', 'Q8TEW0'})"
"frozenset({'Q13426', 'P67870', 'IL6'})"
"frozenset({'IL6', 'Q6NYC8', 'Q9UBB9'})"
"frozenset({'IL6', 'Q86U86', 'Q9H4L7'})"
"frozenset({'IL6', 'P32927', 'P22301'})"
"frozenset({'IL6', 'Q9NRD5', 'Q15041'})"
"frozenset({'IL6', 'Q16666', 'Q92979'})"
"frozenset({'IL6', 'Q9UGN5', 'P52701'})"
"frozenset({'IL6', 'P05412', 'P37173'})"
"frozenset({'IL6', 'O75787', 'P23919'})"
"frozenset({'IL6', 'P24071', 'P02741'})"
"frozenset({'IL6', 'P31751', 'P27986'})"
"frozenset({'IL6', 'Q9BZE4', 'Q9UNX4'})"
"frozenset({'IL6', 'Q07869', 'Q09472'})"
"frozenset({'IL6', 'P02768', 'Q9BXH1'})"
"frozenset({'IL6', 'Q8N5G2', 'P49639'})"
"frozenset({'IL6', 'P49720', 'P20810'})"
"frozenset({'P00441', 'O15540', 'IL6'})"
"frozenset({'P04629', 'Q99460', 'IL6'})"
"frozenset({'P05013', 'P26951', 'IL6'})"
"frozenset({'P36542', 'Q13618', 'IL6'})"
"frozenset({'IL6', 'Q01105', 'P52565'})"
"frozenset({'IL6', 'P08047', 'Q04864'})"
"frozenset({'IL6', 'O14828', 'Q8IWZ8'})"
"frozenset({'Q8IZD9', 'P62745', 'IL6'})"
"frozenset({'IL6', 'O75360', 'Q8N0V1'})"
"frozenset({'IL6', 'Q86T90', 'O95684'})"
"frozenset({'P04629', 'IL6', 'P61011'})"
"frozenset({'IL6', 'Q96L33', 'O75044'})"
"frozenset({'IL6', 'P07900', 'Q9UQ88'})"
"frozenset({'IL6', 'O95470', 'Q9Y277'})"
"frozenset({'IL6', 'Q03001', 'Q13188'})"
"frozenset({'Q5S007', 'P49411', 'IL6'})"
"frozenset({'IL6', 'O95260', 'Q9NVL8'})"
"frozenset({'Q9BRJ7', 'O95166', 'IL6'})"
"frozenset({'IL6', 'Q02556', 'Q9GZX7'})"
"frozenset({'P55773', 'P51685', 'IL6'})"
"frozenset({'IL6', 'Q9UKV8', 'Q96SW2'})"
"frozenset({'IL6', 'P43366', 'P78362'})"
"frozenset({'IL6', 'Q96FS4', 'O60885'})"
"frozenset({'IL6', 'P09038', 'Q16620'})"
"frozenset({'IL6', 'Q14203', 'Q9UHG0'})"
"frozenset({'IL6', 'P05000', 'P26951'})"
"frozenset({'IL6', 'O75643', 'Q5U5Q3'})"
"frozenset({'Q9NRD1', 'P23588', 'IL6'})"
"frozenset({'IL6', 'Q9BXS1', 'Q9Y508'})"
"frozenset({'IL6', 'Q6N022', 'Q96SQ5'})"
"frozenset({'Q16825', 'Q96EF6', 'IL6'})"
"frozenset({'Q14790', 'P27986', 'IL6'})"
"frozenset({'IL6', 'Q92905', 'P78371'})"
"frozenset({'IL6', 'P14868', 'Q01581'})"
"frozenset({'IL6', 'P11308', 'O15393'})"
"frozenset({'IL6', 'Q8N3L3', 'O95678'})"
"frozenset({'IL6', 'O75935', 'P51808'})"
"frozenset({'IL6', 'O94907', 'P04637'})"
"frozenset({'IL6', 'P36955', 'O75197'})"
"frozenset({'IL6', 'P09651', 'Q7L2J0'})"
"frozenset({'IL6', 'Q03701', 'P46379'})"
"frozenset({'P05412', 'P55010', 'IL6'})"
"frozenset({'IL6', 'Q4ZIN3', 'P01375'})"
"frozenset({'IL6', 'Q13630', 'P47224'})"
"frozenset({'IL6', 'Q9HA77', 'Q7L0Y3'})"
"frozenset({'IL6', 'P60228', 'Q6PKG0'})"
"frozenset({'IL6', 'P19338', 'P05455'})"
"frozenset({'IL6', 'O95793', 'Q92616'})"
"frozenset({'IL6', 'Q01844', 'Q01130'})"
"frozenset({'IL6', 'Q9UMX0', 'Q70CQ2'})"
"frozenset({'IL6', 'Q13501', 'Q9BVS5'})"
"frozenset({'IL6', 'P27797', 'P43243'})"
"frozenset({'IL6', 'Q9UIE0', 'Q96JN2'})"
"frozenset({'IL6', 'Q9BSJ2', 'Q96RT7'})"
"frozenset({'Q15051', 'P63167', 'IL6'})"
"frozenset({'IL6', 'P19320', 'O00560'})"
"frozenset({'IL6', 'P55327', 'P15311'})"
"frozenset({'IL6', 'P10242', 'Q99684'})"
"frozenset({'IL6', 'P07332', 'P10275'})"
"frozenset({'IL6', 'P60410', 'Q6EMK4'})"
"frozenset({'Q96GE6', 'IL6', 'P46020'})"
"frozenset({'IL6', 'P55072', 'P46379'})"
"frozenset({'O43463', 'P50749', 'IL6'})"
"frozenset({'IL6', 'Q96IZ0', 'P35579'})"
"frozenset({'Q9H0A6', 'O60502', 'IL6'})"
"frozenset({'IL6', 'P63244', 'Q96FW1'})"
"frozenset({'IL6', 'Q16617', 'Q5T7V8'})"
"frozenset({'IL6', 'Q4KMQ1', 'O00159'})"
"frozenset({'IL6', 'P06241', 'P04234'})"
"frozenset({'IL6', 'Q9BWE0', 'Q9NR12'})"
"frozenset({'IL6', 'Q8N137', 'Q15942'})"
"frozenset({'IL6', 'Q6IQ23', 'Q8NFW8'})"
"frozenset({'IL6', 'P07900', 'P31152'})"
"frozenset({'IL6', 'P09493', 'P36897'})"
"frozenset({'IL6', 'Q9NVI7', 'Q9HAW0'})"
"frozenset({'IL6', 'Q9H444', 'Q5VW32'})"
"frozenset({'Q13185', 'P17020', 'IL6'})"
"frozenset({'IL6', 'Q9NVP1', 'O43390'})"
"frozenset({'IL6', 'Q96R06', 'Q9Y5N6'})"
"frozenset({'P32249', 'Q9UGP8', 'IL6'})"
"frozenset({'IL6', 'P31947', 'P26651'})"
"frozenset({'IL6', 'P27824', 'P27694'})"
"frozenset({'IL6', 'O14958', 'Q8N3Y1'})"
"frozenset({'Q96QC0', 'Q15435', 'IL6'})"
"frozenset({'IL6', 'Q8IVH2', 'P01106'})"
"frozenset({'IL6', 'P78545', 'Q02878'})"
"frozenset({'IL6', 'P05015', 'P10912'})"
"frozenset({'IL6', 'Q13569', 'P10276'})"
"frozenset({'Q8WWW0', 'IL6', 'Q13485'})"
"frozenset({'IL6', 'Q99708', 'Q96HA8'})"
"frozenset({'IL6', 'Q00872', 'P04049'})"
"frozenset({'IL6', 'P11142', 'O14976'})"
"frozenset({'IL6', 'P68133', 'P18031'})"
"frozenset({'IL6', 'Q15717', 'Q6IQ21'})"
"frozenset({'IL6', 'Q99496', 'P16402'})"
"frozenset({'IL6', 'P59998', 'P13612'})"
"frozenset({'IL6', 'Q6A162', 'P50539'})"
"frozenset({'Q15393', 'Q13618', 'IL6'})"
"frozenset({'P40763', 'P08887', 'IL6'})"
"frozenset({'IL6', 'Q96RT8', 'P23258'})"
"frozenset({'Q5T4S7', 'P22415', 'IL6'})"
"frozenset({'IL6', 'P15976', 'Q92922'})"
"frozenset({'IL6', 'P30084', 'Q9GZZ9'})"
"frozenset({'IL6', 'P25686', 'Q04656'})"
"frozenset({'IL6', 'O60262', 'Q13131'})"
"frozenset({'IL6', 'P31948', 'Q99615'})"
"frozenset({'IL6', 'O43390', 'P27694'})"
"frozenset({'IL6', 'Q96MF2', 'P62851'})"
"frozenset({'IL6', 'Q9BWF3', 'P09234'})"
"frozenset({'IL6', 'P04637', 'Q08257'})"
"frozenset({'IL6', 'Q02790', 'Q14651'})"
"frozenset({'IL6', 'Q04721', 'Q9Y644'})"
"frozenset({'IL6', 'Q9Y316', 'O75410'})"
"frozenset({'Q9BR76', 'A6ND91', 'IL6'})"
"frozenset({'P19105', 'P08047', 'IL6'})"
"frozenset({'IL6', 'P35227', 'Q96LR5'})"
"frozenset({'IL6', 'P04637', 'Q8N726'})"
"frozenset({'IL6', 'Q12834', 'P11362'})"
"frozenset({'IL6', 'Q8IU54', 'P40189'})"
"frozenset({'IL6', 'P16104', 'P51812'})"
"frozenset({'IL6', 'P25445', 'Q8N335'})"
"frozenset({'IL6', 'O60925', 'Q15910'})"
"frozenset({'IL6', 'Q8WZ74', 'P49368'})"
"frozenset({'IL6', 'Q99570', 'Q8NEB9'})"
"frozenset({'IL6', 'P33241', 'O15083'})"
"frozenset({'IL6', 'Q12906', 'Q16540'})"
"frozenset({'IL6', 'Q13685', 'P60520'})"
"frozenset({'Q4VC31', 'O95630', 'IL6'})"
"frozenset({'Q68EM7', 'P27986', 'IL6'})"
"frozenset({'P55210', 'Q92851', 'IL6'})"
"frozenset({'IL6', 'Q9Y2J2', 'P61981'})"
"frozenset({'IL6', 'Q9Y210', 'Q14573'})"
"frozenset({'IL6', 'Q96SA4', 'Q9Y487'})"
"frozenset({'IL6', 'Q9NPA0', 'Q9P0N5'})"
"frozenset({'IL6', 'Q9ULU4', 'Q9P212'})"
"frozenset({'Q00987', 'Q9UQ80', 'IL6'})"
"frozenset({'IL6', 'Q8IWA6', 'Q5JR59'})"
"frozenset({'IL6', 'Q9NPJ6', 'P19447'})"
"frozenset({'IL6', 'Q8NGV5', 'P17612'})"
"frozenset({'Q14676', 'Q15645', 'IL6'})"
"frozenset({'IL6', 'Q5T753', 'P60014'})"
"frozenset({'IL6', 'Q9Y3B8', 'Q9BRA2'})"
"frozenset({'IL6', 'P31943', 'Q9BXF9'})"
"frozenset({'IL6', 'Q9NWT6', 'Q96DX5'})"
"frozenset({'IL6', 'P17980', 'P54253'})"
"frozenset({'IL6', 'P49257', 'P49411'})"
"frozenset({'IL6', 'O94972', 'Q6ZU52'})"
"frozenset({'IL6', 'O00567', 'P18124'})"
"frozenset({'IL6', 'Q14318', 'P35523'})"
"frozenset({'IL6', 'Q99638', 'P52701'})"
"frozenset({'IL6', 'O00273', 'P04406'})"
"frozenset({'IL6', 'Q96B02', 'Q96GF1'})"
"frozenset({'IL6', 'P06454', 'Q9NYB0'})"
"frozenset({'IL6', 'P42768', 'Q92624'})"
"frozenset({'IL6', 'P43243', 'Q14980'})"
"frozenset({'IL6', 'Q15648', 'P27348'})"
"frozenset({'IL6', 'P09960', 'P26885'})"
"frozenset({'IL6', 'Q15004', 'P12004'})"
"frozenset({'O15143', 'Q01658', 'IL6'})"
"frozenset({'IL6', 'Q9P2H0', 'Q9H840'})"
"frozenset({'IL6', 'Q9HCG7', 'P82650'})"
"frozenset({'IL6', 'Q86VS8', 'Q96ED9'})"
"frozenset({'IL6', 'O15145', 'Q07889'})"
"frozenset({'IL6', 'Q9BYX2', 'Q10567'})"
"frozenset({'Q9UHF4', 'Q9ULV8', 'IL6'})"
"frozenset({'IL6', 'Q14209', 'Q06609'})"
"frozenset({'IL6', 'P60896', 'P41226'})"
"frozenset({'IL6', 'P62987', 'P62899'})"
"frozenset({'IL6', 'Q92547', 'O60671'})"
"frozenset({'IL6', 'P04637', 'P12429'})"
"frozenset({'Q9NRD1', 'O75600', 'IL6'})"
"frozenset({'IL6', 'Q9NY27', 'Q15427'})"
"frozenset({'IL6', 'P42167', 'Q10589'})"
"frozenset({'IL6', 'Q49AN0', 'Q6A162'})"
"frozenset({'IL6', 'Q9HCL0', 'Q9H1Y0'})"
"frozenset({'IL6', 'Q96MT8', 'Q5VT06'})"
"frozenset({'IL6', 'P32246', 'P23771'})"
"frozenset({'IL6', 'Q9UL45', 'Q9HAU0'})"
"frozenset({'IL6', 'P21912', 'P30041'})"
"frozenset({'IL6', 'Q8NGR8', 'O60262'})"
"frozenset({'Q00987', 'P62851', 'IL6'})"
"frozenset({'Q53EQ6', 'IL6', 'P49746'})"
"frozenset({'IL6', 'Q6PI77', 'Q5VWN6'})"
"frozenset({'P84098', 'IL6', 'P46778'})"
"frozenset({'IL6', 'Q96IP4', 'Q9Y6N5'})"
"frozenset({'IL6', 'Q460N5', 'Q9H2C0'})"
"frozenset({'O95817', 'P33241', 'IL6'})"
"frozenset({'IL6', 'O00483', 'Q99497'})"
"frozenset({'P19105', 'Q00325', 'IL6'})"
"frozenset({'IL6', 'Q8N5F7', 'Q9UJV9'})"
"frozenset({'IL6', 'P55042', 'P68400'})"
"frozenset({'IL6', 'Q99523', 'P30533'})"
