negatives
"('P38646', 'Q9Y4K3')"
"('Q9Y4K3', 'P51665')"
"('Q01130', 'Q15287')"
"('P61981', 'Q99459')"
"('P05107', 'Q92569')"
"('P36873', 'P41236')"
"('O60287', 'P16333')"
"('Q99459', 'Q9C0C2')"
"('O43639', 'Q8IZP0')"
"('Q92583', 'P25024')"
"('Q9NX02', 'Q14676')"
"('P38398', 'P52701')"
"('P08758', 'P13569')"
"('Q13573', 'P31689')"
"('Q9UBT7', 'Q96PY6')"
"('Q9H257', 'O95999')"
"('P63167', 'Q00005')"
"('Q9NRA8', 'P06730')"
"('P35548', 'O75928')"
"('P15498', 'P07437')"
"('O15085', 'O00212')"
"('Q16625', 'C9JDP6')"
"('Q13503', 'O95402')"
"('407007', 'P63151')"
"('P01106', 'Q9UHI6')"
"('Q8NHL6', 'P04222')"
"('P62714', 'Q66LE6')"
"('Q8N878', 'Q13188')"
"('Q14197', 'Q9P0P8')"
"('P39023', 'Q9Y3U8')"
"('Q13042', 'Q96DE5')"
"('O60683', 'P63279')"
"('407050', 'Q8WY64')"
"('O60814', 'Q9UQL6')"
"('P04637', 'Q15486')"
"('P49716', 'Q71DI3')"
"('Q7L8L6', 'Q9H1C4')"
"('O95831', 'Q8NC60')"
"('P00533', 'Q05397')"
"('O75084', 'Q9NQ66')"
"('P00519', 'Q9UJV9')"
"('P11717', 'Q9NZ52')"
"('P02647', 'Q8N139')"
"('Q9P2K6', 'Q96D15')"
"('P23508', 'P55786')"
"('P04150', 'P42229')"
"('Q9NWZ3', 'P14598')"
"('P36542', 'P29353')"
"('P62979', 'Q9Y4K3')"
"('Q15365', 'P01243')"
"('P40692', 'Q9UQ84')"
"('Q13098', 'Q13616')"
"('Q14164', 'Q9UHV9')"
"('P28702', 'Q9Y2X0')"
"('P42771', 'P30281')"
"('O76024', 'P18850')"
"('O75365', 'O60763')"
"('P41236', 'Q13263')"
"('P13501', 'Q01201')"
"('P08238', 'Q08752')"
"('P36575', 'P04632')"
"('Q9HCE7', 'P21802')"
"('P01229', 'P22888')"
"('Q9NVC6', 'A0JLT2')"
"('Q13315', 'Q9BQS8')"
"('Q15843', 'Q13620')"
"('Q9BUZ4', 'Q9HAU4')"
"('Q16537', 'Q01668')"
"('P11226', 'Q07954')"
"('P05015', 'Q6UXL0')"
"('Q08881', 'P36897')"
"('P00519', 'Q5VZ18')"
"('574457', 'Q9UBE8')"
"('P35555', 'P28799')"
"('P04049', 'Q13188')"
"('Q6NUK4', 'P31947')"
"('Q8NFD5', 'P04637')"
"('Q9HCU9', 'Q9UBN7')"
"('O14730', 'P22087')"
"('O95049', 'P56880')"
"('Q12986', 'P26368')"
"('P52797', 'P22607')"
"('Q9UBL3', 'Q99877')"
"('P08621', 'Q9P2G9')"
"('P04637', 'P51531')"
"('Q96GM8', 'Q99963')"
"('Q9GZT5', 'O75581')"
"('O00422', 'P31153')"
"('O15442', 'P04183')"
"('P46778', 'P62945')"
"('P51149', 'Q9HBG4')"
"('P49959', 'Q99459')"
"('O00327', 'O15516')"
"('Q13315', 'P17509')"
"('P49959', 'Q13573')"
"('P01588', 'P48357')"
"('Q15853', 'P48594')"
"('Q6UXL0', 'P52333')"
"('Q96BK5', 'Q9Y3B4')"
"('P24385', 'P12931')"
"('P05113', 'P40238')"
"('P04637', 'Q15572')"
"('O00763', 'Q00005')"
"('P01106', 'Q8TAD2')"
"('Q9UBY5', 'Q9UBI6')"
"('P50542', 'O75381')"
"('P43626', 'P32121')"
"('Q15834', 'O95201')"
"('P56524', 'P20671')"
"('Q9HCU9', 'Q13547')"
"('Q01094', 'O96017')"
"('P08572', 'P98095')"
"('Q9Y2V2', 'P04183')"
"('P14373', 'Q9Y6B2')"
"('P30154', 'Q13522')"
"('O15360', 'Q9H2G2')"
"('P49815', 'Q8NI35')"
"('P11473', 'O43593')"
"('Q9ULV1', 'P32121')"
"('Q9Y2Q3', 'Q9Y5M8')"
"('Q8WWB3', 'Q8N6Y0')"
"('P17948', 'Q9NQ66')"
"('Q02763', 'Q05209')"
"('Q8NI35', 'P78369')"
"('P14635', 'Q99828')"
"('P62333', 'O00487')"
"('Q8WTS6', 'P06400')"
"('Q13573', 'Q13347')"
"('P32121', 'O95918')"
"('Q15652', 'O43809')"
"('Q5VVX9', 'Q9BYE7')"
"('Q7RTX1', 'A8MTJ3')"
"('Q96IJ6', 'O75909')"
"('Q15714', 'Q9GZT6')"
"('P38936', 'P33993')"
"('P36897', 'P62879')"
"('P0C0L5', 'P01031')"
"('Q92504', 'P25942')"
"('Q5TCZ1', 'Q13444')"
"('O15360', 'Q9BTP7')"
"('Q03252', 'O94817')"
"('Q9BUZ4', 'Q8IUC6')"
"('P62269', 'P63220')"
"('Q15393', 'P04792')"
"('Q13315', 'P30414')"
"('O60506', 'Q14CS0')"
"('Q16665', 'P09958')"
"('Q9NS56', 'P35398')"
"('P05113', 'P26992')"
"('Q99459', 'Q12792')"
"('P23458', 'Q8NEB9')"
"('Q16254', 'Q99741')"
"('Q8IZJ0', 'P26951')"
"('Q92979', 'Q96DW6')"
"('Q9NX02', 'Q9ULZ3')"
"('Q13243', 'P26599')"
"('P18146', 'P36507')"
"('O75508', 'Q9UDY2')"
"('O43318', 'P46734')"
"('P61981', 'Q99550')"
"('Q16659', 'Q13573')"
"('Q99836', 'Q15654')"
"('P30101', 'P13667')"
"('P01106', 'Q9NYY8')"
"('O14490', 'Q96FJ2')"
"('Q9Y283', 'P62158')"
"('P10721', 'P07947')"
"('P07585', 'P02452')"
"('Q9Y4K3', 'Q9Y5U9')"
"('P05013', 'P26951')"
"('Q99459', 'Q8TDR0')"
"('P01106', 'Q99735')"
"('P23508', 'P02786')"
"('Q96BZ8', 'Q13118')"
"('Q12873', 'Q6I9Y2')"
"('P67775', 'P68400')"
"('Q9NPC6', 'O75112')"
"('Q9H237', 'O96014')"
"('P98095', 'P29400')"
"('Q13191', 'P62993')"
"('Q9H9J2', 'P32121')"
"('Q15750', 'Q96P50')"
"('O95471', 'Q16625')"
"('Q9P286', 'P53667')"
"('Q9BY44', 'P41091')"
"('P03372', 'Q15910')"
"('P32119', 'O60684')"
"('Q9H1Y0', 'P24534')"
"('Q13233', 'P62306')"
"('P42224', 'P29459')"
"('P03886', 'Q86Y39')"
"('Q9UGP4', 'Q9H4B6')"
"('Q9Y675', 'Q5T3J3')"
"('P11532', 'P05787')"
"('P49841', 'Q9NRG4')"
"('Q13535', 'Q5VZL5')"
"('P14210', 'P08138')"
"('Q00325', 'Q15796')"
"('Q9UHD2', 'P46782')"
"('P38405', 'O60266')"
"('P08138', 'Q13501')"
"('Q9H0D6', 'P19525')"
"('O15455', 'P10914')"
"('P14317', 'P11912')"
"('O60658', 'Q00653')"
"('Q92769', 'O60814')"
"('Q9HBD1', 'P63279')"
"('P62140', 'O43889')"
"('P10415', 'Q99570')"
"('Q15257', 'O60674')"
"('Q9UPR3', 'P30153')"
"('P16333', 'Q05193')"
"('Q9UM11', 'Q9H1A4')"
"('P78362', 'Q01081')"
"('Q16659', 'O60869')"
"('O75084', 'O14641')"
"('Q04695', 'Q9UKW4')"
"('Q9BWT7', 'Q9Y6K9')"
"('Q7KZI7', 'P62258')"
"('Q15853', 'O15392')"
"('Q13177', 'Q99759')"
"('O00273', 'P20718')"
"('Q92878', 'P38398')"
"('Q05513', 'Q9BYG5')"
"('Q9NX70', 'P62314')"
"('P56545', 'O43623')"
"('O75496', 'Q96GD3')"
"('Q9Y6I3', 'P07949')"
"('P41220', 'Q9BVA1')"
"('O43678', 'O43676')"
"('P13725', 'P17181')"
"('Q9BY76', 'O15144')"
"('P04908', 'Q99879')"
"('P62987', 'Q8IVH8')"
"('Q9Y2T4', 'Q86US8')"
"('Q13765', 'Q5T3J3')"
"('P36873', 'Q14957')"
"('Q9UMN6', 'Q16637')"
"('P61978', 'Q15428')"
"('Q9BPW8', 'Q9H492')"
"('P43250', 'P32302')"
"('Q15038', 'Q13137')"
"('P12931', 'O60493')"
"('Q92918', 'P16333')"
"('Q13237', 'Q9UHL9')"
"('Q93009', 'P63208')"
"('Q8IUE6', 'Q9UKV0')"
"('Q86WB0', 'O14788')"
"('P05556', 'Q92536')"
"('O60353', 'O75197')"
"('O95376', 'Q96LR5')"
"('Q8IYT8', 'O75143')"
"('Q16254', 'Q13257')"
"('Q92824', 'P54259')"
"('P32121', 'O95006')"
"('P42226', 'P04216')"
"('Q6NUQ1', 'Q01082')"
"('P06241', 'Q9UK85')"
"('Q96HA1', 'P36406')"
"('Q96QB1', 'O76070')"
"('P61927', 'P62891')"
"('O60763', 'P49257')"
"('Q9UMX1', 'Q9NWS9')"
"('406987', 'P35556')"
"('P62263', 'Q13573')"
"('Q92624', 'P42568')"
"('Q9NYG2', 'Q9NRR5')"
"('P08908', 'O60262')"
"('Q00005', 'P62955')"
"('P14927', 'P43358')"
"('O14737', 'Q9UKE5')"
"('Q9HA65', 'Q96CV9')"
"('P51813', 'P46108')"
"('P20929', 'O95425')"
"('P00519', 'Q05655')"
"('O43927', 'P51679')"
"('Q6VMQ6', 'Q9BV20')"
"('Q9C0F1', 'P02768')"
"('Q03405', 'P09769')"
"('Q13813', 'Q01082')"
"('P62942', 'P63098')"
"('Q9UHL9', 'O75928')"
"('P82932', 'Q9P2H0')"
"('P43250', 'P41597')"
"('O15446', 'Q08945')"
"('P08107', 'Q9BXA6')"
"('O43295', 'O00212')"
"('P52630', 'Q7Z2W4')"
"('P35626', 'Q8NGC6')"
"('O75674', 'P00533')"
"('P13942', 'P16070')"
"('P15884', 'Q6P1J9')"
"('Q9UKY1', 'P63167')"
"('P63000', 'Q15628')"
"('Q8N431', 'Q07890')"
"('P22607', 'P43235')"
"('Q8IY81', 'P21673')"
"('O75381', 'O00628')"
"('Q07955', 'P78362')"
"('Q9H4L4', 'Q09472')"
"('Q04206', 'P40933')"
"('Q9UKF6', 'Q99459')"
"('O14920', 'Q3ZCQ8')"
"('P07384', 'Q9H1Y0')"
"('Q15648', 'Q9UHV7')"
"('Q07021', 'Q05513')"
"('P31269', 'P04839')"
"('P43026', 'O00238')"
"('Q15329', 'P18146')"
"('Q6PKG0', 'Q14141')"
"('P08581', 'Q12913')"
"('P01344', 'P22692')"
"('P12931', 'O00206')"
"('Q16630', 'O60925')"
"('Q02952', 'P13861')"
"('Q9HC16', 'P62987')"
"('P09603', 'P00533')"
"('Q14031', 'P17301')"
"('O14764', 'Q9H0R8')"
"('O00585', 'P32302')"
"('P49736', 'Q10586')"
"('Q15427', 'P52597')"
"('Q9Y618', 'P41182')"
"('P04745', 'P23528')"
"('Q15714', 'Q15047')"
"('P23467', 'P19022')"
"('Q9H3P2', 'Q8WX92')"
"('Q14653', 'Q8IZI9')"
"('Q99704', 'Q06124')"
"('P37108', 'P49458')"
"('P08581', 'P23467')"
"('P29322', 'P06241')"
"('P25440', 'Q9NV56')"
"('Q9GZM8', 'Q13398')"
"('P10912', 'P26045')"
"('P00492', 'P30480')"
"('P69891', 'P60520')"
"('O95433', 'P13569')"
"('P22694', 'P52945')"
"('B0I1T2', 'P02786')"
"('P19544', 'Q92793')"
"('Q08209', 'Q9UJX4')"
"('O00144', 'Q9NQ66')"
"('406948', 'P24385')"
"('28938', 'Q14974')"
"('P52803', 'P16234')"
"('P47914', 'P62945')"
"('P41743', 'P61224')"
"('P62140', 'Q9UF02')"
"('P13569', 'Q13952')"
"('P01574', 'P19235')"
"('P40424', 'P15172')"
"('P28845', 'P61421')"
"('P17181', 'Q9UKB1')"
"('Q9H8Y8', 'Q9UHY8')"
"('P0CG47', 'P36542')"
"('P55347', 'P26367')"
"('Q8TDY2', 'O75506')"
"('Q9Y508', 'Q9Y6K8')"
"('P51003', 'P09012')"
"('Q9HCK8', 'Q15291')"
"('O15479', 'P49207')"
"('P01562', 'Q08334')"
"('P49023', 'P16581')"
"('Q9Y2H0', 'Q04941')"
"('P68133', 'Q01995')"
"('Q9UBI6', 'Q8NFM4')"
"('P62854', 'P46781')"
"('O00585', 'P41597')"
"('O43889', 'P51681')"
"('Q5JVS0', 'P63173')"
"('Q9UNN8', 'P04070')"
"('P51965', 'Q6UVK1')"
"('P49458', 'Q9NX58')"
"('Q13315', 'Q8NDZ2')"
"('P00747', 'P05121')"
"('P04141', 'Q14626')"
"('P63096', 'O95622')"
"('Q8N9I9', 'Q8IWF7')"
"('Q13283', 'Q08881')"
"('Q9UNS1', 'P12004')"
"('P43360', 'Q16891')"
"('Q86SS6', 'P60880')"
"('P49755', 'Q9NZ42')"
"('Q12962', 'Q9UPT9')"
"('Q9NPI1', 'P50453')"
"('Q16288', 'Q6S5L8')"
"('P11142', 'O95197')"
"('P10914', 'Q13114')"
"('O95989', 'Q00765')"
"('Q8IZP0', 'Q13131')"
"('Q9NYJ8', 'Q07021')"
"('Q02763', 'Q8NFZ5')"
"('P28482', 'P18564')"
"('Q9Y4H2', 'P42338')"
"('P18146', 'P31641')"
"('Q9HCK4', 'O60238')"
"('Q15617', 'P38405')"
"('P58107', 'Q04695')"
"('P41271', 'P46379')"
"('P06241', 'O43561')"
"('P62070', 'P48736')"
"('P46379', 'Q9NRR5')"
"('Q15653', 'P08238')"
"('P51571', 'O14908')"
"('P63165', 'Q99607')"
"('P16333', 'P54762')"
"('Q9NPF7', 'P26992')"
"('Q07157', 'Q9Y5I7')"
"('O95433', 'P56537')"
"('Q07021', 'Q9HBU1')"
"('P07766', 'Q92569')"
"('P62891', 'P62945')"
"('Q92730', 'Q9P286')"
"('P51571', 'P19438')"
"('P12111', 'Q05397')"
"('P29466', 'Q16666')"
"('Q99961', 'O14531')"
"('O95166', 'Q8WXU2')"
"('Q13077', 'Q15628')"
"('P49840', 'Q9NP79')"
"('Q9UL18', 'P08238')"
"('Q8N392', 'P08134')"
"('Q9Y5J5', 'Q9NYY8')"
"('Q13315', 'Q96QR8')"
"('P63000', 'P46940')"
"('Q8NG31', 'P62136')"
"('Q99614', 'Q9P0V3')"
"('P78423', 'Q04206')"
"('Q8TAD8', 'Q8N3Z6')"
"('Q8WWF5', 'P51668')"
"('Q96CW1', 'P98082')"
"('P59768', 'P43657')"
"('P63215', 'P48549')"
"('P41159', 'P14784')"
"('P04222', 'P01889')"
"('Q9H5J8', 'Q99689')"
"('Q00839', 'Q13242')"
"('Q16623', 'Q9H7U1')"
"('Q8TF32', 'Q16637')"
"('P04183', 'Q6IE81')"
"('P62249', 'P62273')"
"('P24941', 'Q9NYG5')"
"('Q96EQ0', 'Q9Y5P3')"
"('P62158', 'Q15051')"
"('P07237', 'O95402')"
"('Q9NSE2', 'P16471')"
"('Q15796', 'O60313')"
"('Q92769', 'Q12873')"
"('P38646', 'P00533')"
"('P12956', 'P16435')"
"('P60763', 'P52566')"
"('P14373', 'Q05516')"
"('O00303', 'P30504')"
"('P16220', 'Q13627')"
"('406991', 'P43246')"
"('P05388', 'P36578')"
"('P46100', 'Q13185')"
"('O75069', 'P22314')"
"('Q9BUV8', 'Q9NVI7')"
"('Q96A65', 'O00471')"
"('Q6IE81', 'P33992')"
"('Q8TDR0', 'Q99459')"
"('Q8NFM4', 'P17612')"
"('Q99459', 'Q9NQW6')"
"('Q9NTX7', 'P62256')"
"('Q9UBQ5', 'Q9UET6')"
"('P01106', 'Q6P1M0')"
"('Q9NS91', 'Q99459')"
"('P33552', 'P14635')"
"('Q15008', 'Q16401')"
"('P62508', 'Q15466')"
"('P67775', 'P62955')"
"('Q92793', 'P48436')"
"('P16104', 'P07910')"
"('P52597', 'P26368')"
"('Q9Y3C7', 'Q9Y6I3')"
"('P08631', 'Q9ULH1')"
"('Q9Y2Z0', 'P14625')"
"('Q3ZCQ8', 'Q13233')"
"('P13725', 'P48357')"
"('O75914', 'Q32MK0')"
"('Q13557', 'P21333')"
"('Q13485', 'P84095')"
"('Q99856', '28442')"
"('P48147', 'Q9Y4K3')"
"('Q92665', 'P56537')"
"('O75494', 'Q13595')"
"('P08047', 'Q9GZV3')"
"('Q9BQE3', 'Q9H4B7')"
"('Q86X55', 'P37231')"
"('Q15366', 'P38159')"
"('Q99828', 'Q92905')"
"('Q8IYS5', 'P12314')"
"('Q9H9Q4', 'Q13426')"
"('O43513', 'P51116')"
"('P18054', 'P16144')"
"('Q9H469', 'Q13616')"
"('P61254', 'P61927')"
"('Q9UJ98', 'Q8NDV3')"
"('P17252', 'Q15349')"
"('P51681', 'P32121')"
"('Q13363', 'Q92831')"
"('P02686', 'Q9NSY1')"
"('P42566', 'Q9Y3C5')"
"('P18146', 'P26651')"
"('P31273', 'P00519')"
"('Q00005', 'Q9Y243')"
"('Q06187', 'P19174')"
"('P31689', 'P30408')"
"('A0MZ66', 'P61981')"
"('P55085', 'P22681')"
"('Q13315', 'O94888')"
"('Q401N2', 'P52292')"
"('P27348', 'Q92731')"
"('Q07011', 'Q12933')"
"('Q5VTR2', 'P63146')"
"('P85298', 'P17081')"
"('P09651', 'Q16539')"
"('Q7RTN6', 'P49716')"
"('P62424', 'Q99558')"
"('Q13796', 'P63261')"
"('P47992', 'P46092')"
"('Q13643', 'P28482')"
"('Q8TAM1', 'P41220')"
"('P18077', 'P18621')"
"('P22607', 'Q86XS8')"
"('Q9H0R8', 'Q9H2M9')"
"('Q9P2S5', 'P55072')"
"('P49716', 'Q8IXL7')"
"('P07900', 'O15530')"
"('P08107', 'Q9NZL4')"
"('P01106', 'Q16587')"
"('Q8N474', 'Q9ULV1')"
"('Q15475', 'P23771')"
"('Q8IZH2', 'Q9NRV9')"
"('Q70Z53', 'Q9BPX7')"
"('O43187', 'Q9HCE7')"
"('O00273', 'P27708')"
"('Q676U5', 'O00116')"
"('P0C1Z6', 'Q9Y5K5')"
"('O95139', 'P03897')"
"('Q16514', 'O94864')"
"('P08621', 'Q99717')"
"('P09471', 'P61421')"
"('P27708', 'Q8NEV4')"
"('Q16665', 'O15534')"
"('O00144', 'O14641')"
"('P40429', 'Q02543')"
"('P15336', 'Q96BA8')"
"('P28715', 'P57721')"
"('O75376', 'P48443')"
"('P29350', 'P61073')"
"('Q15287', 'Q6P1X5')"
"('Q04864', 'P07437')"
"('P18206', 'Q99578')"
"('Q96CS3', 'P55072')"
"('O75400', 'Q13129')"
"('Q5UIP0', 'P05386')"
"('Q9P2F6', 'Q9H4E5')"
"('Q14201', 'P11940')"
"('Q8IZI9', 'Q13261')"
"('Q15181', 'P31314')"
"('Q14164', 'P63261')"
"('P01243', 'O00232')"
"('Q9H0Y0', 'P78371')"
"('Q96K62', 'Q07021')"
"('Q96S59', 'Q15714')"
"('Q9GZY0', 'P38919')"
"('Q9UK53', 'O00422')"
"('P35638', 'P18847')"
"('P52948', 'P57740')"
"('Q9Y467', 'Q01844')"
"('Q9Y2X8', 'Q6PCD5')"
"('Q16537', 'P54289')"
"('P02768', 'O60239')"
"('O60551', 'P04637')"
"('Q9UGJ0', 'P13569')"
"('Q9UK08', 'Q9H1C0')"
"('Q99963', 'P07949')"
"('P19012', 'Q9UGJ1')"
"('O15379', 'Q99684')"
"('Q02878', 'P62891')"
"('P63027', 'Q9P0L0')"
"('P35226', 'P61077')"
"('O95433', 'Q14315')"
"('P05161', 'P46934')"
"('Q13683', 'Q9NVD7')"
"('Q96A32', 'P35580')"
"('P09471', 'Q13936')"
"('O00571', 'P78545')"
"('Q14790', 'O75618')"
"('P84022', 'P12956')"
"('Q9Y2X8', 'Q9UBS8')"
"('P63261', 'P18564')"
"('Q15831', 'Q14232')"
"('P17661', 'O00422')"
"('O15350', 'P25445')"
"('P01241', 'Q9HC73')"
"('P50591', 'P42224')"
"('P22612', 'Q9NPA1')"
"('Q9Y4K3', 'O00232')"
"('Q00005', 'P11498')"
"('P23297', 'P26678')"
"('P22607', 'Q99963')"
"('Q99759', 'Q6WCQ1')"
"('A6NMY6', 'P16104')"
"('P05121', 'Q13485')"
"('Q12860', 'Q04721')"
"('Q8N612', 'Q96HR9')"
"('P43146', 'P56270')"
"('P12268', 'Q9UET6')"
"('P61978', 'P27986')"
"('P23497', 'Q13472')"
"('P05771', 'O43889')"
"('Q9Y6K9', 'P63244')"
"('Q00613', 'P21675')"
"('P27986', 'O15056')"
"('P61964', 'O15047')"
"('Q12933', 'Q92851')"
"('P62807', 'P22392')"
"('Q01892', 'O75626')"
"('P35968', 'Q9ULV8')"
"('P05106', 'Q9UKX5')"
"('P62633', 'P62249')"
"('Q08209', 'Q13469')"
"('Q99683', 'O60674')"
"('P23284', 'P49069')"
"('P07355', 'P60709')"
"('Q02543', 'P84098')"
"('P08670', 'P07196')"
"('P00533', 'P55060')"
"('O60603', 'P14625')"
"('Q8NEB9', 'Q9C0C7')"
"('Q9H307', 'P63279')"
"('O95249', 'Q13835')"
"('P0CJ77', 'P25090')"
"('O15131', 'P13861')"
"('P07948', 'Q99704')"
"('Q15717', 'P78396')"
"('Q9Y265', 'Q6WCQ1')"
"('P01889', 'P20700')"
"('A6NIT4', 'P40238')"
"('P40425', 'P42285')"
"('P14616', 'P48736')"
"('P49023', 'P23467')"
"('P61952', 'Q13698')"
"('P21246', 'P07237')"
"('P84022', 'P62070')"
"('Q96B97', 'P21802')"
"('P04406', 'Q8N257')"
"('P18077', 'P30050')"
"('Q9P1Y5', 'Q6IQ23')"
"('P78556', 'P07858')"
"('Q8IUQ4', 'P61088')"
"('Q96EV8', 'Q6QNY0')"
"('P07948', 'P56945')"
"('Q15811', 'P61968')"
"('P56537', 'P53350')"
"('Q12933', 'O00329')"
"('P30273', 'P06241')"
"('P63208', 'Q13616')"
"('P60660', 'P62736')"
"('P61586', 'O75914')"
"('Q9P2Y5', 'O00161')"
"('O14497', 'O00471')"
"('P18146', 'Q8IYK4')"
"('Q9NZ81', 'Q9NQC3')"
"('P30480', 'P39023')"
"('Q99879', 'Q9BY41')"
"('Q15744', 'P20292')"
"('O43482', 'P15056')"
"('Q9NVR2', 'Q9Y6X8')"
"('P22301', 'Q99650')"
"('O95168', 'O14561')"
"('Q9UN72', 'P46108')"
"('Q9ULU4', 'O95405')"
"('Q14451', 'P62328')"
"('Q14191', 'P55072')"
"('P01106', 'Q9NV70')"
"('P19525', 'P58753')"
"('Q13885', 'Q13332')"
"('P46109', 'P43403')"
"('O95298', 'Q9UI09')"
"('Q13557', 'P31948')"
"('Q08722', 'Q5JXA9')"
"('P03897', 'P03923')"
"('P63092', 'Q86XP0')"
"('Q96A54', 'Q9UGJ0')"
"('Q96CF2', 'O95630')"
"('Q969T4', 'Q6PCD5')"
"('P12034', 'Q02763')"
"('Q9UHD2', 'Q13748')"
"('P35626', 'Q8NGY3')"
"('P19367', 'P09104')"
"('P04406', 'Q99759')"
"('P51532', 'P33076')"
"('Q9UHB7', 'Q03164')"
"('O15265', 'Q9Y4A5')"
"('Q71F23', 'Q9HCK4')"
"('P12956', 'P36543')"
"('Q03135', 'P35354')"
"('P03905', 'O95168')"
"('P00519', 'P07203')"
"('Q9ULV8', 'Q712K3')"
"('O75629', 'P07384')"
"('O43707', 'Q9NZJ4')"
"('O94992', 'Q4G0J3')"
"('Q13554', 'P30307')"
"('Q969T4', 'Q9UBS8')"
"('P17844', 'Q9BUV8')"
"('Q9NX53', 'Q15038')"
"('Q9Y275', 'O75888')"
"('Q96AP0', 'P78352')"
"('Q13905', 'P61224')"
"('P26640', 'Q8WYK2')"
"('P18146', 'Q9NZ08')"
"('P10275', 'O60244')"
"('P54253', 'Q15293')"
"('Q9HDC9', 'P58215')"
"('P42229', 'P09619')"
"('P49407', 'Q08499')"
"('P42766', 'P62987')"
"('P47813', 'Q96BK5')"
"('P56937', 'Q15800')"
"('Q9ULJ6', 'P10275')"
"('P10827', 'P61201')"
"('Q13884', 'P11532')"
"('P42224', 'Q14203')"
"('Q9UPR3', 'P63151')"
"('P45985', 'Q9P2G9')"
"('P30405', 'P12236')"
"('P34998', 'P43250')"
"('Q13535', 'Q86W50')"
"('Q00266', 'P03372')"
"('Q03431', 'P62158')"
"('Q9NX18', 'Q9GZT6')"
"('P18621', 'P18124')"
"('P46019', 'P27482')"
"('Q08117', 'Q9Y6H5')"
"('P30480', 'P00492')"
"('P25445', 'Q12933')"
"('P25205', 'P25963')"
"('Q12905', 'P33992')"
"('P51617', 'O43318')"
"('Q6NZ67', 'Q16543')"
"('Q13315', 'O60271')"
"('O75365', 'Q9H3U1')"
"('P68366', 'P35222')"
"('P14780', 'P01100')"
"('P29353', 'P18146')"
"('Q13185', 'O60934')"
"('P33991', 'Q13415')"
"('574484', 'P15692')"
"('Q13077', 'Q93009')"
"('O15379', 'P19793')"
"('P62942', 'P40337')"
"('Q99459', 'Q2NKX8')"
"('O43765', 'Q12805')"
"('Q13323', 'P10415')"
"('Q9Y244', 'P49720')"
"('O43707', 'P15313')"
"('P17612', 'Q13936')"
"('P02775', 'P20827')"
"('P98095', 'Q12830')"
"('Q13363', 'P56545')"
"('P23258', 'Q99996')"
"('Q6PD62', 'Q8N7H5')"
"('Q14653', 'P37198')"
"('Q09472', 'Q53ET0')"
"('P49790', 'O15504')"
"('P00519', 'P61764')"
"('Q13573', 'P08621')"
"('Q9H0E2', 'P47710')"
"('Q13467', 'Q9ULW2')"
"('Q92625', 'P61981')"
"('P31946', 'P11021')"
"('Q15843', 'P62701')"
"('Q16637', 'P14618')"
"('Q15303', 'Q9Y371')"
"('P46108', 'P42338')"
"('P62166', 'Q9UBF8')"
"('P05114', 'P16403')"
"('O75947', 'O75964')"
"('P11387', 'P46087')"
"('Q8NFF5', 'P36406')"
"('P51817', 'P54710')"
"('P22695', 'P31930')"
"('P98177', 'Q08999')"
"('Q6NUQ1', 'Q92878')"
"('P62191', 'Q16401')"
"('Q9BX66', 'Q14254')"
"('P11021', 'Q13177')"
"('O00231', 'O00487')"
"('P18669', 'P12956')"
"('P10275', 'P04150')"
"('P61981', 'O75122')"
"('P04040', 'P25786')"
"('Q7L5N1', 'Q15078')"
"('P67809', 'P12004')"
"('P02787', 'P01834')"
"('P61769', 'P30491')"
"('Q9NX08', 'Q9Y320')"
"('P01106', 'P51991')"
"('P81408', 'Q13424')"
"('P41182', 'Q9BXW6')"
"('Q9UBC5', 'Q9UIG0')"
"('P48556', 'O00232')"
"('P49757', 'P42566')"
"('P49207', 'P40429')"
"('O14490', 'Q9Y566')"
"('P01567', 'P17181')"
"('Q9H0Q3', 'Q04724')"
"('Q14686', 'Q9BT22')"
"('P29972', 'Q99750')"
"('P19174', 'Q9H9L3')"
"('Q9NPH9', 'P48551')"
"('Q13887', 'P19838')"
"('O95685', 'Q13522')"
"('Q8IWZ8', 'Q13242')"
"('Q9HB71', 'P04271')"
"('P01889', 'P24752')"
"('Q15369', 'Q15370')"
"('P31431', 'O14908')"
"('Q9NRA8', 'P54253')"
"('Q9Y6K5', 'Q7L2E3')"
"('P04049', 'P36507')"
"('P84098', 'P35268')"
"('P16104', 'Q9NUJ1')"
"('P17844', 'Q92841')"
"('Q8IY92', 'P46060')"
"('P12004', 'P68104')"
"('O14512', 'Q01113')"
"('O14936', 'Q12929')"
"('P08238', 'P35222')"
"('P62273', 'P62280')"
"('O43677', 'P03923')"
"('P00533', 'P36542')"
"('P35626', 'Q8NGK6')"
"('Q8TEV9', 'Q8TDY2')"
"('P62258', 'Q13671')"
"('Q9NPG2', 'O75955')"
"('O00221', 'P15104')"
"('Q86UW1', 'Q86UW2')"
"('O14640', 'Q9Y4D1')"
"('P60709', 'Q9UI47')"
"('P06241', 'O60840')"
"('O95453', 'Q9H0A9')"
"('O00144', 'Q99750')"
"('P22301', 'P16871')"
"('Q96EV8', 'P27986')"
"('Q9HCM9', 'Q96GG9')"
"('P01106', 'P49903')"
"('P27986', 'P16871')"
"('P11802', 'P30281')"
"('P04070', 'P12259')"
"('O43395', 'Q8TBK6')"
"('Q14203', 'P30622')"
"('Q9H816', 'O60934')"
