negatives
"('Q8NAT1', 'P05067')"
"('Q9NT22', 'Q9Y316')"
"('O00144', 'Q92997')"
"('P49770', 'Q9UI10')"
"('Q96L34', 'Q93008')"
"('Q504Q3', 'P23588')"
"('Q9UNA1', 'Q9ULB1')"
"('P17024', 'Q9BQ66')"
"('P49406', 'Q9BYD6')"
"('O95785', 'P61244')"
"('Q9BQ16', 'P08254')"
"('O14818', 'O15503')"
"('Q92769', 'P31260')"
"('P49336', 'P41182')"
"('O43915', 'P09619')"
"('Q15397', 'Q00839')"
"('Q05655', 'P55072')"
"('P25054', 'P29692')"
"('Q14012', 'P54253')"
"('Q8IWF7', 'Q8N9I9')"
"('P11388', 'Q14008')"
"('P63211', 'P35414')"
"('Q86VP1', 'P04629')"
"('P35226', 'Q9BQG0')"
"('Q96SF7', 'Q86UW9')"
"('P60371', 'Q5TZK3')"
"('O95391', 'O14980')"
"('Q9P2W3', 'Q9Y478')"
"('P00395', 'P13073')"
"('P49407', 'O60832')"
"('Q9NPQ8', 'Q9UMX0')"
"('P60866', 'P83731')"
"('P48643', 'Q9P2T0')"
"('P31948', 'P04150')"
"('Q9UM73', 'P23246')"
"('Q14055', 'P31431')"
"('Q9Y376', 'P34897')"
"('P01106', 'Q8IXQ3')"
"('Q6WCQ1', 'P38646')"
"('Q9UJY4', 'Q99523')"
"('Q86TI0', 'Q96IK5')"
"('Q99719', 'Q92599')"
"('O14503', 'P54253')"
"('Q9Y6E7', 'Q99714')"
"('Q92729', 'P35568')"
"('P16885', 'O60674')"
"('Q96J02', 'O14920')"
"('Q96DB2', 'P38936')"
"('P17252', 'P16070')"
"('Q8N9T8', 'P05412')"
"('Q9H267', 'Q15025')"
"('P63208', 'Q8TF61')"
"('Q13618', 'Q15542')"
"('P20671', 'P33778')"
"('Q96JC1', 'O14617')"
"('Q16695', 'Q92993')"
"('P63104', 'Q9H9Q2')"
"('Q8TCI5', 'Q9UJX4')"
"('Q9BQS8', 'P50402')"
"('Q14197', 'P0DMV8')"
"('P55072', 'Q5VVQ6')"
"('P27694', 'P05388')"
"('P83369', 'P54105')"
"('Q9UI08', 'P18146')"
"('Q9NVR5', 'Q14195')"
"('P30466', 'P54707')"
"('O75934', 'Q9UNP9')"
"('P16471', 'P51956')"
"('Q8IUH5', 'Q9H0V9')"
"('O95819', 'Q13033')"
"('Q9UIV1', 'Q5U5Q3')"
"('O43264', 'P29692')"
"('P09622', 'P05026')"
"('P45880', 'P50993')"
"('Q63HK5', 'Q86VP1')"
"('P61978', 'Q15393')"
"('Q99990', 'Q99471')"
"('Q8NHW5', 'P46782')"
"('P08754', 'P16473')"
"('P31947', 'P98177')"
"('Q9P127', 'Q9UKV3')"
"('Q1ED39', 'Q86VQ0')"
"('P16220', 'P08842')"
"('Q9Y6Q5', 'Q9ULT8')"
"('Q16659', 'P50402')"
"('Q13363', 'Q49AN0')"
"('Q14839', 'O15379')"
"('P57729', 'Q13637')"
"('O95872', 'Q9BRK4')"
"('P61088', 'O75937')"
"('P30622', 'Q7L5Y9')"
"('P43307', 'P50991')"
"('P21802', 'Q9HBH7')"
"('Q6YHU6', 'P00533')"
"('P18146', 'P40313')"
"('Q9C040', 'Q15717')"
"('Q8TAP6', 'Q53HC0')"
"('O60861', 'P55160')"
"('Q8WXH5', 'P31785')"
"('Q01167', 'Q76L83')"
"('Q15554', 'Q9Y5N6')"
"('Q9UJU2', 'P35222')"
"('P38936', 'Q12834')"
"('Q9BUP0', 'Q9P127')"
"('P50222', 'O43865')"
"('P10398', 'Q8NE63')"
"('Q15038', 'Q9H0M0')"
"('Q9Y265', 'Q15014')"
"('Q13469', 'Q12888')"
"('O95084', 'Q7L5Y1')"
"('O95817', 'Q92796')"
"('Q9GZT8', 'Q9NUQ9')"
"('O43318', 'Q92905')"
"('A6NMZ7', 'Q13683')"
"('Q14994', 'O75448')"
"('P30273', 'O00459')"
"('Q92830', 'Q15788')"
"('Q9P2S5', 'Q8N157')"
"('Q3KQZ1', 'Q15126')"
"('O15392', 'Q53HL2')"
"('Q9NZD8', 'Q9UHD4')"
"('Q9BSL1', 'A6NIH7')"
"('P30153', 'Q01105')"
"('Q05516', 'P49715')"
"('P21580', 'P62987')"
"('Q15269', 'Q9P275')"
"('Q9ULW5', 'Q5TD97')"
"('Q08170', 'O95400')"
"('Q9BTD8', 'O43251')"
"('P42858', 'P14136')"
"('Q13247', 'Q13148')"
"('Q6P2Q9', 'Q9Y333')"
"('O00206', 'Q8IUC6')"
"('O15239', 'P03915')"
"('Q9Y2V7', 'P25786')"
"('Q8IX18', 'Q96RS6')"
"('Q9Y371', 'O60232')"
"('Q8N5T2', 'Q66GS9')"
"('P05067', 'Q2M2E3')"
"('Q7Z2W4', 'O00541')"
"('P16520', 'Q03113')"
"('Q9Y240', 'P35658')"
"('Q9NRE2', 'Q8ND90')"
"('Q96JB5', 'O14907')"
"('Q5JSZ5', 'Q9Y2I6')"
"('Q8TC12', 'Q9H5K3')"
"('Q96GM5', 'P47813')"
"('P00519', 'P07203')"
"('Q86UW9', 'P84074')"
"('Q9UIV1', 'P13798')"
"('Q06547', 'Q8NHU6')"
"('P43243', 'P09913')"
"('Q96D21', 'Q9UI14')"
"('P62330', 'P36406')"
"('O00165', 'Q9ULP0')"
"('Q14653', 'Q8IU54')"
"('Q04206', 'Q92769')"
"('Q8N196', 'P19447')"
"('O75531', 'P50402')"
"('P49736', 'Q969Z0')"
"('Q14451', 'O14576')"
"('P68133', 'Q9Y5K3')"
"('O00299', 'P27449')"
"('P09651', 'Q96EH3')"
"('P60228', 'P54257')"
"('P41182', 'Q96ST3')"
"('P19012', 'Q9BTL3')"
"('P42574', 'P21980')"
"('P40617', 'Q14185')"
"('P32121', 'P45984')"
"('O75953', 'Q9UDY4')"
"('O43294', 'P37173')"
"('P52948', 'P35658')"
"('P04629', 'P12814')"
"('P31939', 'P22392')"
"('Q13191', 'Q16832')"
"('Q01664', 'Q9Y6J0')"
"('P42858', 'Q96RN5')"
"('P00338', 'Q15102')"
"('P04629', 'Q9C0D3')"
"('P46779', 'P03372')"
"('Q9P2D0', 'P40938')"
"('P37173', 'Q12931')"
"('P62258', 'Q9HCI7')"
"('Q9Y385', 'Q15717')"
"('Q9Y4E8', 'P78386')"
"('O00629', 'P20700')"
"('O43609', 'Q9BYQ3')"
"('P07437', 'Q13617')"
"('Q9UQE7', 'Q9NP77')"
"('P14866', 'Q8IWZ8')"
"('Q9BSM1', 'Q7L190')"
"('Q9H0B6', 'Q9H081')"
"('P01100', 'P63279')"
"('Q12972', 'P31749')"
"('O75356', 'P22304')"
"('O75127', 'Q6ZN17')"
"('Q02241', 'Q15831')"
"('P62829', 'P62249')"
"('Q9NXK8', 'Q9BQ95')"
"('Q15759', 'P12036')"
"('P19387', 'P35269')"
"('Q01860', 'P52701')"
"('P51504', 'P60411')"
"('Q13526', 'P46527')"
"('P62258', 'P11388')"
"('P61221', 'O43491')"
"('Q9BRZ2', 'Q4G0A6')"
"('Q92667', 'P17612')"
"('P0C0S8', 'Q92734')"
"('P78316', 'Q96EB6')"
"('P05067', 'P52943')"
"('P13639', 'Q9HCE7')"
"('P43364', 'P14373')"
"('P62072', 'O43290')"
"('Q9BXS6', 'P42167')"
"('O14757', 'Q13470')"
"('Q9NRD5', 'Q92917')"
"('Q96FZ7', 'Q70EL1')"
"('Q8IWL3', 'P19174')"
"('Q8N5R6', 'P01137')"
"('P55072', 'P54920')"
"('P17252', 'P55042')"
"('P12931', 'Q8IZL8')"
"('P21283', 'Q96QK1')"
"('Q96JM3', 'Q13526')"
"('Q15637', 'Q8TAP9')"
"('O75920', 'Q92569')"
"('P46777', 'P62857')"
"('Q96GG9', 'Q6PID8')"
"('Q15014', 'P63261')"
"('Q96T23', 'Q9UPN9')"
"('Q86W42', 'P35244')"
"('P62312', 'O43395')"
"('O75385', 'Q16625')"
"('Q9BXK5', 'Q9Y342')"
"('Q9Y6Y0', 'P35080')"
"('Q15047', 'Q9Y3A3')"
"('Q15468', 'Q6ZTW0')"
"('Q6P1J9', 'P22557')"
"('Q8N201', 'Q68E01')"
"('O95793', 'Q86U42')"
"('Q8N5L8', 'Q9P2D0')"
"('O75161', 'Q96QE5')"
"('P12980', 'P35237')"
"('P05062', 'O43683')"
"('Q71U36', 'O75449')"
"('P62195', 'Q6A162')"
"('P22612', 'Q8NGK2')"
"('P09001', 'Q14197')"
"('P53701', 'Q9NPA3')"
"('Q9Y478', 'Q15717')"
"('Q9UHB7', 'Q03164')"
"('Q15311', 'Q7L0Q8')"
"('Q92831', 'Q9BZS1')"
"('P25024', 'Q71U36')"
"('Q9Y5P8', 'O60840')"
"('Q16236', 'P10599')"
"('Q9BZS1', 'Q9UKT9')"
"('P51610', 'O00255')"
"('Q7L2J0', 'Q9Y265')"
"('P21333', 'O43237')"
"('Q6R327', 'P31483')"
"('P35914', 'Q9Y6E7')"
"('Q7RTV0', 'Q99496')"
"('Q14790', 'Q9UJM3')"
"('Q01201', 'Q15022')"
"('Q6UXB4', 'P00395')"
"('Q9NPP4', 'P62195')"
"('Q15904', 'Q86UK5')"
"('P27482', 'Q8NCR3')"
"('Q07817', 'Q9HBF4')"
"('Q8IXI1', 'P28331')"
"('P56556', 'P03886')"
"('P54829', 'Q9NW97')"
"('O95197', 'Q6DD88')"
"('Q15554', 'P12956')"
"('Q9UNE2', 'P61289')"
"('P62841', 'P62249')"
"('Q5TA79', 'Q5TA81')"
"('Q9H8E8', 'P78537')"
"('Q16539', 'O15379')"
"('Q8TCY5', 'P41968')"
"('O43900', 'Q9ULK5')"
"('P30041', 'O43708')"
"('Q9H8V3', 'Q8N302')"
"('P04792', 'Q86YS6')"
"('Q6NUK4', 'O75420')"
"('Q8IUB2', 'Q5T754')"
"('Q01860', 'O60934')"
"('Q9C002', 'Q9Y3D7')"
"('Q96JM2', 'Q9H582')"
"('P35626', 'Q8NGL7')"
"('P61978', 'Q14683')"
"('Q14995', 'Q00403')"
"('Q15910', 'Q01469')"
"('P84103', 'Q8IWZ8')"
"('P42858', 'Q9UJY4')"
"('Q01094', 'Q15022')"
"('P57081', 'Q15554')"
"('P18077', 'P05387')"
"('Q9Y6K0', 'Q7LFX5')"
"('Q9NYJ8', 'O14920')"
"('P58166', 'P61812')"
"('Q99684', 'Q8N2W9')"
"('O15260', 'O15121')"
"('Q8N726', 'P13639')"
"('P17980', 'P54725')"
"('Q96T88', 'Q71DI3')"
"('P53350', 'Q99708')"
"('Q93088', 'Q8ND25')"
"('Q96HE9', 'Q9UNX3')"
"('P46531', 'Q9NU22')"
"('P31749', 'Q96QB1')"
"('Q9NRR6', 'Q7Z401')"
"('Q13490', 'P29965')"
"('O95630', 'P62993')"
"('O15198', 'Q01082')"
"('Q14161', 'Q53HC9')"
"('P36873', 'P63261')"
"('P84022', 'P18146')"
"('Q6AZZ1', 'P61077')"
"('Q8TCI5', 'P50148')"
"('O43678', 'O75380')"
"('P35637', 'O15350')"
"('P58012', 'Q96I24')"
"('Q86TJ2', 'Q15554')"
"('Q3MHD2', 'P26196')"
"('P40227', 'Q8WW22')"
"('O15169', 'O95996')"
"('P16298', 'Q13255')"
"('Q13286', 'Q8WVX9')"
"('Q71SY5', 'Q96PU8')"
"('P27635', 'P05386')"
"('P00533', 'Q00597')"
"('P37173', 'Q96BD6')"
"('P54652', 'P19838')"
"('P54762', 'Q13322')"
"('Q9NR30', 'Q96BK5')"
"('Q7L590', 'Q9Y6K9')"
"('P31749', 'Q08828')"
"('P38398', 'Q9BX63')"
"('P04637', 'P61247')"
"('Q3LHN2', 'P09234')"
"('Q9HCK4', 'O95897')"
"('P61604', 'P00441')"
"('Q9BPW8', 'Q9P2B4')"
"('Q13573', 'Q09666')"
"('O43488', 'Q8IWL3')"
"('Q9HCE1', 'P42704')"
"('Q9HBI0', 'P08648')"
"('O75874', 'P51659')"
"('P01857', 'P02533')"
"('P42704', 'Q9Y6K9')"
"('O14777', 'O95678')"
"('P61927', 'P62913')"
"('Q02548', 'Q8TB03')"
"('Q96BZ8', 'Q5JR59')"
"('P55039', 'Q8IWL3')"
"('P10914', 'P35269')"
"('P10599', 'O60739')"
"('P35222', 'O14640')"
"('Q13505', 'Q9HC24')"
"('O75940', 'Q96JB5')"
"('Q0VD86', 'Q14192')"
"('Q16543', 'Q13043')"
"('Q07002', 'P31946')"
"('Q5T0L3', 'Q96GE4')"
"('Q00536', 'P02545')"
"('P06493', 'Q7Z5Q1')"
"('Q9UBB9', 'A5D8V6')"
"('Q14764', 'P00738')"
"('Q16543', 'P62244')"
"('P61586', 'P30480')"
"('O95182', 'Q96E11')"
"('P21796', 'P01730')"
"('P10809', 'O95166')"
"('P62277', 'P26373')"
"('Q5VYK3', 'Q5TCZ1')"
"('P27986', 'Q8IZP0')"
"('Q14197', 'P21796')"
"('Q9Y696', 'Q9NZA1')"
"('Q92499', 'Q92597')"
"('Q9NZ94', 'Q14934')"
"('Q12933', 'P21333')"
"('P43243', 'O00571')"
"('P09619', 'P46934')"
"('P27708', 'Q13233')"
"('Q9BWD1', 'O95467')"
"('P05067', 'P11802')"
"('P04629', 'Q14997')"
"('O75251', 'O95168')"
"('Q9Y243', 'Q00987')"
"('Q92583', 'P51684')"
"('O43172', 'Q5T8D3')"
"('Q9HAN9', 'P09874')"
"('Q7L4I2', 'Q9BYV2')"
"('O75916', 'O14775')"
"('P51617', 'Q96FA3')"
"('Q9UNX3', 'P50914')"
"('P15498', 'Q9H814')"
"('Q6IMI6', 'P41236')"
"('Q9UBW7', 'Q9Y466')"
"('Q7Z2W4', 'P03372')"
"('Q8N752', 'P35626')"
"('Q13409', 'Q9NY65')"
"('O14980', 'P26196')"
"('P41218', 'Q9BVP2')"
"('Q12824', 'P60520')"
"('P55040', 'P78385')"
"('P30419', 'Q9Y224')"
"('Q15058', 'Q96EK5')"
"('P60410', 'Q9UKJ5')"
"('P17987', 'Q15120')"
"('Q6NXT2', 'O14929')"
"('Q92560', 'Q96HN2')"
"('P35520', 'P57075')"
"('Q9Y3E0', 'P35610')"
"('P46821', 'Q01167')"
"('Q15006', 'Q9NS39')"
"('Q96MX6', 'Q15386')"
"('Q86Y82', 'Q8N6L0')"
"('Q00839', 'Q9Y2X3')"
"('Q15562', 'P46934')"
"('P62258', 'Q96B36')"
"('P63096', 'P63218')"
"('Q01995', 'O15540')"
"('P16220', 'P18075')"
"('O75344', 'O60907')"
"('Q8NDI1', 'Q5VWX1')"
"('Q15365', 'P08581')"
"('P56539', 'O75923')"
"('P19388', 'P05412')"
"('Q9NUJ1', 'P63146')"
"('Q6UN15', 'Q08379')"
"('P0DML3', 'P40189')"
"('O43172', 'O43447')"
"('P52565', 'Q9BSI4')"
"('P60174', 'O00764')"
"('Q8WUD4', 'Q96FV0')"
"('P12109', 'O75578')"
"('Q9NPR9', 'Q6UWE0')"
"('Q8N4T8', 'Q16740')"
"('Q9UBU9', 'P54886')"
"('P46782', 'P62266')"
"('O95471', 'Q16625')"
"('O43809', 'Q13547')"
"('Q5SY16', 'P35226')"
"('O43186', 'P35219')"
"('P41182', 'Q99750')"
"('O00221', 'P78527')"
"('P42772', 'P43364')"
"('Q01094', 'P30304')"
"('P61313', 'O95793')"
"('P34932', 'P37802')"
"('P62263', 'Q9GZQ8')"
"('Q04771', 'P43026')"
"('P30279', 'O43823')"
"('O43541', 'P46937')"
"('P31040', 'Q6ZU80')"
"('Q9BVG8', 'Q9NPJ6')"
"('P52757', 'Q8IXI1')"
"('Q9BYQ6', 'Q96LJ7')"
"('P49368', 'Q9P0V3')"
"('P26368', 'P04083')"
"('Q96HA1', 'Q93062')"
"('P27482', 'Q16816')"
"('P31269', 'O14744')"
"('Q96S44', 'P57081')"
"('P68400', 'P32121')"
"('P62701', 'Q9NPD3')"
"('P04629', 'Q05397')"
"('P48553', 'Q8IUR0')"
"('Q9H9G7', 'O15244')"
"('O15105', 'Q9NYJ8')"
"('O14980', 'Q9NS91')"
"('P09651', 'Q8N1N4')"
"('Q9H5N1', 'Q8TCJ0')"
"('Q8TC90', 'Q93062')"
"('Q9Y618', 'Q8NEZ5')"
"('Q9H8S9', 'Q53HC9')"
"('Q7Z591', 'P25942')"
"('Q96PC2', 'P14373')"
"('Q96EY1', 'O43504')"
"('O43318', 'Q15750')"
"('Q9BZ29', 'P61218')"
"('O00232', 'Q13573')"
"('Q96Q11', 'Q9NPJ3')"
"('P26010', 'P17301')"
"('Q9BYM8', 'O15455')"
"('Q9P2J8', 'Q5JR59')"
"('P08151', 'Q14344')"
"('P36776', 'Q9UPV0')"
"('P05388', 'P18621')"
"('P13639', 'P12956')"
"('Q7Z2G1', 'Q92769')"
"('P61964', 'Q13573')"
"('Q15560', 'Q13268')"
"('P47756', 'O96008')"
"('Q9UPS6', 'Q99877')"
"('P07954', 'P11309')"
"('P10244', 'P47712')"
"('O75529', 'O75478')"
"('P20333', 'P17066')"
"('P48039', 'Q14055')"
"('P19438', 'O43765')"
"('Q7Z7A1', 'P53350')"
"('P42167', 'Q01813')"
"('Q02878', 'P35244')"
"('Q9H4E5', 'O14503')"
"('Q15554', 'Q6PK04')"
"('Q92621', 'Q9C009')"
"('Q86V81', 'Q69YN4')"
"('P58317', 'Q99549')"
"('P54578', 'Q9H9H4')"
"('P28482', 'Q8WYQ5')"
"('Q9NVR5', 'Q9H4G0')"
"('Q14999', 'O15145')"
"('P49411', 'P19838')"
"('Q96DV4', 'Q12952')"
"('O95292', 'Q8WYP5')"
"('Q14C86', 'Q99853')"
"('P18077', 'P05386')"
"('P78347', 'Q13242')"
"('Q14103', 'Q13867')"
"('O75820', 'Q02539')"
"('Q9H2H9', 'Q07000')"
"('O14874', 'O95777')"
"('Q9Y5H9', 'Q92542')"
"('O75553', 'Q9UM54')"
"('P62258', 'O15514')"
"('P26358', 'P15923')"
"('P15056', 'P33981')"
"('P05067', 'Q9H9Q2')"
"('Q9H5Q4', 'Q9Y5J5')"
"('Q96GX1', 'Q96NT0')"
"('Q96JC9', 'Q9NQ29')"
"('P61024', 'P24863')"
"('Q07020', 'P31947')"
"('P52597', 'P27816')"
"('Q93062', 'Q9Y4X0')"
"('P31943', 'Q14683')"
"('P28074', 'O95429')"
"('Q14974', 'P17706')"
"('Q9C0C7', 'Q9NSE2')"
"('Q15257', 'Q13541')"
"('Q9NQT8', 'Q8NEY1')"
"('Q03701', 'Q9H2C0')"
"('Q5T0W9', 'Q9NYZ3')"
"('O00165', 'P17600')"
"('O75694', 'Q8IY92')"
"('Q9Y5Y2', 'Q8TB37')"
"('Q30154', 'P30443')"
"('P55196', 'P62993')"
"('P59768', 'Q9UGI9')"
"('Q9BRT3', 'Q9NZ94')"
"('Q9UJU6', 'Q9H788')"
"('Q9HC77', 'Q8IZH2')"
"('O43765', 'O00232')"
"('O95182', 'Q9UI09')"
"('Q15262', 'Q9HAT2')"
"('Q96NB2', 'Q8IU60')"
"('O95273', 'Q5XG85')"
"('P25098', 'P51677')"
"('Q01780', 'Q99558')"
"('Q9H0R8', 'P49368')"
"('Q5TKA1', 'O14980')"
"('Q9H2F3', 'Q8WVV5')"
"('Q13309', 'Q8N3Y1')"
"('P42696', 'P26373')"
"('Q9Y546', 'Q9HCE1')"
"('Q9H9E1', 'P56524')"
"('P60370', 'P25490')"
"('P51148', 'Q6XUX3')"
"('Q4G0J3', 'Q9UN81')"
"('Q9UQM7', 'P12814')"
"('P04049', 'O15519')"
"('P0DI81', 'Q13285')"
"('P0C0L4', 'P48552')"
"('Q9H7X7', 'Q9UG01')"
"('P04629', 'Q96AC1')"
"('Q08830', 'Q7L2K0')"
"('P10909', 'Q9NNX6')"
"('O00560', 'O60637')"
"('P62879', 'P20073')"
"('Q6EMK4', 'P46777')"
"('O43896', 'Q9UPQ3')"
"('Q8WWY6', 'O14519')"
"('Q14164', 'P40227')"
"('P49716', 'Q9UBC3')"
"('P62979', 'P61586')"
"('P07814', 'Q15370')"
"('P09496', 'Q14134')"
"('O00567', 'Q96C57')"
"('P84085', 'Q96HD9')"
"('O75508', 'P56856')"
"('Q5T752', 'Q8IWZ5')"
"('Q9H5K3', 'Q9H6R6')"
"('P04637', 'P49336')"
"('Q8TBY8', 'Q9H3L0')"
"('Q10570', 'Q7Z6E9')"
"('O75665', 'O94927')"
"('P22626', 'Q96JY0')"
"('O60739', 'Q96BK5')"
"('P55036', 'Q9NRR5')"
"('Q5U5Q3', 'Q14692')"
"('P0C7T5', 'Q8TAQ2')"
"('Q9Y3A3', 'Q13158')"
"('P0CG38', 'Q8NBC4')"
"('Q7Z3Y8', 'Q9Y3C0')"
"('Q9UKV8', 'Q9HCJ0')"
"('Q7KZ85', 'Q01780')"
"('Q15291', 'Q14686')"
"('P04629', 'Q9NTK5')"
"('P00395', 'Q16795')"
"('P46379', 'Q99570')"
"('Q13895', 'P08684')"
"('Q86WN2', 'Q6UWB1')"
"('Q68DV7', 'P51965')"
"('P14921', 'P04637')"
"('P04637', 'Q969H0')"
"('Q15717', 'P31153')"
"('O15379', 'P19793')"
"('P30086', 'P61604')"
"('Q9Y4G8', 'Q9UJA5')"
"('P60411', 'O43167')"
"('O75352', 'Q15126')"
"('Q96CB8', 'Q6P9B9')"
"('Q9HC52', 'Q9UQR0')"
"('P61019', 'Q03135')"
"('Q9NPH3', 'Q9Y4K3')"
"('Q03135', 'Q8NFW9')"
"('P19838', 'Q9C0C2')"
"('O00189', 'P0CG13')"
"('Q14896', 'Q969Q1')"
"('Q9Y5B0', 'Q96RN5')"
"('Q9UBS9', 'Q8N357')"
"('Q92731', 'P16403')"
"('O43402', 'Q9BV81')"
"('Q86VQ0', 'Q15058')"
"('P08238', 'P26368')"
"('Q9H0W9', 'P22061')"
"('Q8N3Y1', 'O14737')"
"('Q92764', 'Q2WGJ6')"
"('O95544', 'Q49AN0')"
"('P83881', 'P62891')"
"('P20618', 'Q6NTE8')"
"('P19174', 'P10636')"
"('Q8IVF5', 'Q99496')"
"('P27708', 'P53618')"
"('Q86UX7', 'O95777')"
"('P40692', 'Q0PNE2')"
"('Q15717', 'P21580')"
"('P84077', 'P00338')"
"('Q02487', 'Q15717')"
"('Q9BT40', 'Q15013')"
"('P43351', 'P10809')"
"('O94808', 'Q9NUX5')"
"('Q14566', 'P49736')"
"('P01375', 'Q15628')"
"('P35080', 'Q9Y4K3')"
"('Q9ULK4', 'P99999')"
"('Q13618', 'P07737')"
"('P62993', 'Q12913')"
"('P49736', 'P62837')"
"('Q16539', 'Q12800')"
"('P26373', 'P02751')"
"('P41743', 'Q16236')"
"('P62191', 'P28070')"
"('Q13131', 'O60296')"
"('P05062', 'Q13621')"
"('Q99496', 'P55072')"
"('Q92540', 'Q9UPR3')"
"('P35626', 'Q8NGS4')"
"('Q96B02', 'Q8N9I9')"
"('P31371', 'P06213')"
"('Q92574', 'Q13619')"
"('P57078', 'Q8NI60')"
"('Q9NSP4', 'P49450')"
"('Q9Y2Q5', 'O75955')"
"('Q15637', 'P14678')"
"('Q12857', 'P61513')"
"('P27824', 'P39656')"
"('Q12933', 'Q07955')"
"('P63208', 'Q96IX9')"
"('P09874', 'P07305')"
"('O96008', 'P19827')"
"('O14744', 'P51858')"
"('P60709', 'Q9Y4J8')"
"('Q9P2A4', 'Q96L14')"
"('O15145', 'P12830')"
"('P61160', 'Q9Y3C4')"
"('P60953', 'P41743')"
"('Q9Y5B9', 'P06748')"
"('P34932', 'Q96M98')"
"('P20333', 'P07910')"
"('Q6IBS0', 'A0AVT1')"
"('Q9UM82', 'Q8TEP8')"
"('Q13547', 'Q92610')"
"('Q9BXP5', 'P52272')"
"('Q8NHW5', 'P84098')"
"('P05067', 'Q9P219')"
"('Q96GX1', 'Q3ZAQ7')"
"('P28070', 'Q16186')"
"('P22694', 'Q9Y585')"
"('Q12931', 'P60842')"
"('Q969G2', 'O60224')"
"('Q07812', 'Q06830')"
"('Q8IUH5', 'Q09161')"
"('O00330', 'Q9UBU9')"
"('Q8WXH5', 'P35568')"
"('P51451', 'P11912')"
"('Q13522', 'Q08830')"
"('Q99728', 'Q9NPI1')"
"('Q86YT6', 'Q9UPN4')"
"('Q13526', 'O95865')"
"('Q9UHM6', 'P18146')"
"('P40938', 'P40937')"
"('O00762', 'Q04206')"
"('P60520', 'P27824')"
"('Q8IUE6', 'Q5QNW6')"
"('P38159', 'Q9NWU2')"
"('Q08380', 'P62829')"
"('Q96ES7', 'Q9BXF6')"
"('P10398', 'Q96IX5')"
"('Q01850', 'Q9NU19')"
"('Q96A08', 'Q9UHJ3')"
"('O94805', 'P53350')"
"('Q15527', 'P51692')"
"('P62837', 'P62081')"
"('O95678', 'Q63ZY3')"
"('Q9UBU9', 'Q9BT78')"
"('Q8WWY8', 'Q9UHF1')"
"('Q12906', 'Q15155')"
"('Q15843', 'Q9Y316')"
"('Q9NYQ7', 'P16333')"
"('O14744', 'P24385')"
"('P60520', 'P09104')"
"('O76081', 'P46108')"
"('Q00839', 'Q9Y324')"
"('P32242', 'O43597')"
"('Q8N511', 'Q96FV3')"
"('P09651', 'P52756')"
"('Q96PU5', 'Q9NR63')"
"('P14174', 'P60981')"
"('Q96FQ6', 'Q13428')"
"('P61289', 'O75689')"
"('Q13049', 'P36406')"
"('O75794', 'O75312')"
"('P49716', 'Q8N2W9')"
"('Q14684', 'P57740')"
"('P40227', 'P61962')"
"('Q92878', 'Q92698')"
"('Q63ZY3', 'O43186')"
"('O14980', 'Q5VV17')"
"('P01903', 'Q9NX62')"
"('Q13064', 'O75478')"
"('Q8TAG9', 'Q13564')"
"('Q8N137', 'P27635')"
"('P51784', 'Q9Y463')"
"('Q9BT49', 'Q96A72')"
"('Q9HC98', 'Q08999')"
"('Q9UKT9', 'Q9BWG6')"
"('Q5MJ10', 'Q86UB2')"
"('Q8WTT2', 'O75569')"
"('P35251', 'P68431')"
"('O60716', 'P48431')"
"('O14640', 'Q12929')"
"('Q16659', 'P05771')"
"('P42677', 'O15069')"
"('Q86VP1', 'P60981')"
"('P60604', 'Q8N4G2')"
"('Q12873', 'Q01167')"
"('Q8TAU3', 'O95273')"
"('Q9Y263', 'Q15637')"
"('Q9P0N5', 'O14654')"
"('O14777', 'Q8N1B4')"
"('O14817', 'P60033')"
"('P58304', 'Q96HN2')"
"('Q8N2Y8', 'P30291')"
"('P22612', 'Q16720')"
"('P27824', 'Q9H0U4')"
"('Q8IVS8', 'Q08623')"
"('Q5SW24', 'Q02156')"
"('Q96AP4', 'O14744')"
"('Q86XS8', 'Q9Y2X8')"
"('P04629', 'P68400')"
"('Q9HCB6', 'Q8NEU8')"
"('O14562', 'Q9BS26')"
"('P09622', 'P08559')"
"('O00399', 'Q9Y6Q9')"
"('P42684', 'P41182')"
"('P27348', 'P10153')"
"('P51991', 'Q504Q3')"
"('Q8IVF5', 'P20073')"
"('O43166', 'Q9UQC2')"
"('Q9NR30', 'P68400')"
"('Q8WVY7', 'O76080')"
"('Q9UBN7', 'Q96J02')"
"('Q08830', 'Q13888')"
"('Q13283', 'Q9Y5J1')"
"('Q53GG5', 'O95817')"
"('Q5RL73', 'Q16637')"
"('Q6IQ23', 'Q6YN16')"
"('P40818', 'Q9NR09')"
"('Q9NRJ3', 'P49682')"
"('Q96I15', 'O95433')"
"('Q9NY74', 'A2RTX5')"
"('P58753', 'Q99836')"
"('P51149', 'P30154')"
"('P06396', 'Q9UEW8')"
"('P10412', 'Q969P0')"
"('Q9Y6H1', 'Q12933')"
"('P55001', 'P49639')"
"('Q9H4G0', 'P04792')"
"('O95168', 'O43181')"
"('P56705', 'Q9ULV1')"
"('Q86Y39', 'O00483')"
"('Q2KHM9', 'Q7Z4H7')"
"('P25787', 'P40337')"
"('Q96RU7', 'P52597')"
"('Q9NYB9', 'Q96QH2')"
"('Q03135', 'P08134')"
