negatives
"('P18850', 'Q68CJ9')"
"('P11586', 'P62330')"
"('O75716', 'Q93063')"
"('P61077', 'Q14139')"
"('P62942', 'O15105')"
"('Q5JSL3', 'Q7L0Q8')"
"('O96009', 'P63104')"
"('Q15833', 'O00161')"
"('P20618', 'O14730')"
"('P07948', 'P11912')"
"('Q04917', 'Q9BYG4')"
"('Q13535', 'Q96B97')"
"('Q9Y6M9', 'O60383')"
"('P41235', 'P08684')"
"('Q8IYI6', 'O75478')"
"('Q99729', 'P62633')"
"('P41182', 'O15270')"
"('Q09472', 'P39748')"
"('P50991', 'P60510')"
"('Q9BQY4', 'Q92900')"
"('O95297', 'Q9NPD3')"
"('O14757', 'O15151')"
"('P61201', 'Q9P2S5')"
"('P38936', 'Q9UNN5')"
"('Q13310', 'Q14201')"
"('Q6ZSY5', 'P46019')"
"('P50150', 'Q9NQ66')"
"('Q13247', 'Q86U42')"
"('O75179', 'O00221')"
"('Q9Y5V3', 'Q16795')"
"('P42262', 'P07948')"
"('P25054', 'O94910')"
"('Q9H9B1', 'Q99549')"
"('Q92793', 'P12931')"
"('Q9UPS6', 'P06899')"
"('P20936', 'Q02833')"
"('Q9Y4D1', 'O43318')"
"('P49810', 'Q9UM47')"
"('P13010', 'O43918')"
"('Q9NWZ3', 'P14598')"
"('Q52LW3', 'Q8IXI1')"
"('Q96C24', 'P20336')"
"('Q92673', 'Q9UJY4')"
"('P04899', 'P51828')"
"('P49841', 'Q13233')"
"('Q8NH49', 'P38405')"
"('P61966', 'Q6P2I7')"
"('Q13501', 'Q13555')"
"('Q9UHX1', 'Q969J3')"
"('Q5T4F4', 'Q14318')"
"('Q9HCS4', 'O95813')"
"('O95402', 'Q9BQ39')"
"('P37198', 'P40425')"
"('P02786', 'Q15027')"
"('Q13200', 'P17980')"
"('O75554', 'O75533')"
"('Q9UET6', 'P25788')"
"('Q9NRF9', 'O75478')"
"('P61006', 'O60828')"
"('Q9UMX0', 'Q8WWW0')"
"('Q00987', 'P26447')"
"('P62841', 'P08865')"
"('P35998', 'P0CG47')"
"('406890', 'Q9NZI8')"
"('Q13772', 'Q14289')"
"('Q9NZJ4', 'Q9P1U0')"
"('O14508', 'Q13261')"
"('Q6UVK1', 'Q9Y613')"
"('P62330', 'Q9H2M9')"
"('P13805', 'Q9Y2L8')"
"('Q8NH43', 'P38405')"
"('Q03135', 'P60484')"
"('P22362', 'O00574')"
"('Q13557', 'P15336')"
"('P30203', 'Q13740')"
"('P05388', 'Q9Y3U8')"
"('P40424', 'P28356')"
"('P35221', 'P19022')"
"('Q9HCU9', 'Q92769')"
"('O43278', 'Q9Y5Y6')"
"('Q05195', 'Q15418')"
"('Q969H0', 'Q6ZRQ5')"
"('Q9Y3U8', 'P62945')"
"('Q8NFD5', 'P55854')"
"('Q9Y2T1', 'O95996')"
"('Q13573', 'Q9Y490')"
"('Q05086', 'P55854')"
"('P00519', 'Q9Y6N7')"
"('O14745', 'Q9BXI6')"
"('Q96EK5', 'O75365')"
"('Q9P209', 'P23258')"
"('Q07817', 'Q96BY2')"
"('Q5UIP0', 'Q8WXF1')"
"('P14618', 'P10398')"
"('Q9UKV8', 'Q96C10')"
"('P42771', 'P17980')"
"('Q12830', 'Q15796')"
"('P62899', 'Q96BK5')"
"('P36542', 'O00459')"
"('O60232', 'P51116')"
"('P10145', 'Q9H9B1')"
"('Q13191', 'P22681')"
"('Q9NRR5', 'P13521')"
"('P56746', 'O00501')"
"('Q9P2A4', 'Q86YM7')"
"('Q8WXH5', 'P48551')"
"('Q13426', 'Q9H9Q4')"
"('O00444', 'P31947')"
"('Q14055', 'Q99689')"
"('Q9NYA4', 'Q15796')"
"('P56134', 'P05496')"
"('Q99750', 'Q9BUY5')"
"('P17947', 'P25774')"
"('Q86YD1', 'P31947')"
"('Q9H8T0', 'Q9P2H0')"
"('Q15942', 'P54253')"
"('Q9NWK9', 'Q9HCU4')"
"('Q15906', 'Q96L91')"
"('Q9GZN1', 'Q16658')"
"('Q5VVX9', 'Q86UV6')"
"('P04637', 'P42858')"
"('O60318', 'P84022')"
"('P62979', 'P62241')"
"('P43403', 'P09693')"
"('P57088', 'Q15008')"
"('Q15714', 'Q9Y2S7')"
"('P27361', 'P14555')"
"('Q9Y397', 'P01111')"
"('Q9UMZ2', 'Q9UJY5')"
"('P24864', 'P49918')"
"('P02751', 'P49023')"
"('Q9Y6I3', 'P22607')"
"('Q14674', 'Q14683')"
"('P62258', 'P35568')"
"('P27361', 'P19838')"
"('P07686', 'P67870')"
"('P62993', 'P19438')"
"('Q00013', 'P49841')"
"('Q16827', 'P27361')"
"('P35626', 'Q8NGN5')"
"('Q8NFH4', 'P57740')"
"('P35442', 'P18827')"
"('P04899', 'P19878')"
"('P42285', 'P30153')"
"('Q9HCP0', 'Q96NL0')"
"('P51946', 'P14635')"
"('Q12809', 'Q6P1J9')"
"('Q6NUK4', 'P31947')"
"('Q15714', 'Q9UIA9')"
"('Q9BXW4', 'O95166')"
"('P62330', 'P28340')"
"('P18859', 'P20333')"
"('Q9UBU3', 'P08908')"
"('P43307', 'P01009')"
"('Q86YT6', 'P61088')"
"('O95402', 'Q16637')"
"('P61201', 'Q13098')"
"('O00206', 'Q9NPH5')"
"('O14654', 'P48357')"
"('Q96PU5', 'P00533')"
"('Q96B18', 'P41743')"
"('Q06413', 'P46531')"
"('Q9NQ87', 'O15105')"
"('P25208', 'O15527')"
"('O14662', 'O43752')"
"('P36897', 'P63104')"
"('O15360', 'Q9UBZ9')"
"('Q99459', 'O00410')"
"('Q96GM8', 'P51693')"
"('Q01780', 'Q86UX7')"
"('P02741', 'P08603')"
"('P06239', 'P67870')"
"('P00519', 'Q9H1R2')"
"('Q9UKN5', 'P08138')"
"('O75150', 'P63146')"
"('P0CG47', 'Q9Y4K3')"
"('P50502', 'P52735')"
"('Q9Y5J5', 'Q9UI26')"
"('P49767', 'P22455')"
"('Q13237', 'P32418')"
"('O43320', 'P10721')"
"('Q9NSA1', 'P17948')"
"('Q13432', 'Q03013')"
"('P33992', 'P25054')"
"('P62258', 'P20020')"
"('Q9UKS6', 'P11217')"
"('P08195', 'Q9HC98')"
"('Q5UIP0', 'P18847')"
"('P62136', 'Q68CJ9')"
"('Q14669', 'O15198')"
"('O14782', 'Q99459')"
"('Q92900', 'Q86US8')"
"('P49716', 'Q9UNL4')"
"('Q9NRR5', 'P78356')"
"('Q9NPF7', 'P24394')"
"('P52565', 'P55210')"
"('P06241', 'Q13177')"
"('P04745', 'P21246')"
"('Q9Y297', 'Q9UKB1')"
"('P52742', 'P20073')"
"('P35227', 'O14933')"
"('Q13573', 'Q9Y295')"
"('Q8NF50', 'P63000')"
"('P43897', 'P63104')"
"('P20309', 'Q5JY77')"
"('P62330', 'P49321')"
"('P07948', 'P30273')"
"('Q9H4K1', 'P63010')"
"('P30153', 'Q13136')"
"('Q92796', 'Q15303')"
"('Q9BZ29', 'P15153')"
"('P08572', 'P18084')"
"('Q9C0C7', 'Q9Y4P1')"
"('P60709', 'Q14974')"
"('Q8N257', 'Q9UPS6')"
"('P17252', 'Q13393')"
"('P05412', 'Q09472')"
"('P16220', 'Q13627')"
"('P62714', 'Q9NY47')"
"('P31946', 'O14757')"
"('Q99996', 'P18146')"
"('P51843', 'P41235')"
"('P13987', 'P63010')"
"('O43593', 'P11473')"
"('Q9Y4G8', 'P46934')"
"('P49720', 'P20618')"
"('P17844', 'P03372')"
"('O95793', 'O95819')"
"('P21579', 'P54284')"
"('Q8NFH3', 'Q9UKX7')"
"('P17813', 'P18075')"
"('Q9NPI6', 'Q8IU60')"
"('P24821', 'P13612')"
"('Q9UQ26', 'P16333')"
"('P04234', 'P42338')"
"('Q14847', 'P61073')"
"('P35579', 'O43353')"
"('Q9NRY2', 'Q9BQ15')"
"('P08047', 'O76082')"
"('Q9NPC8', 'Q08117')"
"('P02768', 'Q9BXS5')"
"('P48643', 'Q99759')"
"('Q02556', 'P31273')"
"('Q9NW38', 'Q00597')"
"('P53396', 'P40337')"
"('P24864', 'P10275')"
"('Q13085', 'Q96EB6')"
"('Q9Y2Q3', 'Q9H9B4')"
"('P04632', 'P07384')"
"('Q7Z6G3', 'Q06455')"
"('Q12809', 'Q14318')"
"('Q96IZ6', 'Q16659')"
"('P48454', 'Q13042')"
"('Q92504', 'O76081')"
"('P07947', 'Q13444')"
"('P31947', 'O95171')"
"('Q9HCK5', 'P63173')"
"('O00291', 'Q9NWB7')"
"('O95425', 'P20929')"
"('P29350', 'P16284')"
"('P30519', 'Q16891')"
"('Q14966', 'P08727')"
"('Q06124', 'O43559')"
"('Q03060', 'Q53ET0')"
"('Q13522', 'O95685')"
"('P14136', 'P05067')"
"('P16871', 'P40763')"
"('O15479', 'P42766')"
"('P40337', 'P29692')"
"('Q07817', 'P10415')"
"('P52756', 'Q9UMS4')"
"('Q5VSY0', 'P51116')"
"('P98177', 'O95067')"
"('P61586', 'Q13153')"
"('Q9HCE6', 'O76027')"
"('P05112', 'P31785')"
"('Q9Y6Y1', 'P02768')"
"('Q9H173', 'Q15714')"
"('Q8N187', 'Q8TAP4')"
"('Q13573', 'Q14839')"
"('P01563', 'P15509')"
"('P47871', 'P50148')"
"('P00533', 'P42684')"
"('P55036', 'P17980')"
"('P0CG48', 'Q14596')"
"('Q04771', 'P17813')"
"('P51684', 'P32121')"
"('P29508', 'P20333')"
"('O96019', 'Q52LR7')"
"('P63000', 'Q13546')"
"('Q9P2R6', 'Q8NBV4')"
"('Q9NZJ5', 'O14727')"
"('Q9BV38', 'Q13573')"
"('Q9P2M7', 'Q02045')"
"('P17948', 'Q9Y371')"
"('O75800', 'Q9UKV5')"
"('P02776', 'P51679')"
"('P18621', 'P18077')"
"('Q9H2G2', 'Q99259')"
"('P35968', 'Q12913')"
"('Q7Z2Y5', 'Q96EY1')"
"('Q6PD62', 'P63146')"
"('Q9UHV7', 'P10827')"
"('Q06187', 'Q8WV28')"
"('P46013', 'P00519')"
"('Q15427', 'Q13573')"
"('P78549', 'P36639')"
"('Q13322', 'Q8NC60')"
"('O94817', 'P51991')"
"('O94864', 'P68431')"
"('P14324', 'P01116')"
"('Q00978', 'O00629')"
"('P55268', 'P26012')"
"('Q8NE62', 'Q53EL9')"
"('P62324', 'Q71U36')"
"('P62330', 'Q9Y4L1')"
"('P63104', 'Q01105')"
"('Q9UM73', 'O14976')"
"('Q9UKE5', 'Q9Y2B0')"
"('Q96BV0', 'P62714')"
"('P62273', 'P39019')"
"('Q9NWT6', 'Q9HBA0')"
"('Q01518', 'P50452')"
"('P61244', 'P42772')"
"('P36873', 'P42261')"
"('P12956', 'P62070')"
"('Q93009', 'Q12816')"
"('Q96EV8', 'Q13023')"
"('Q9HCK8', 'Q14653')"
"('P98171', 'Q9HBH0')"
"('P33993', 'Q9Y6K9')"
"('Q99459', 'P48059')"
"('O43242', 'Q99460')"
"('Q92643', 'P05187')"
"('Q96LD4', 'Q5VVX9')"
"('P18146', 'Q92839')"
"('P22681', 'P19235')"
"('P60953', 'O43924')"
"('Q86V24', 'Q9Y478')"
"('P07199', 'P38936')"
"('P63165', 'Q99607')"
"('P12830', 'P18206')"
"('P10275', 'P31749')"
"('P98175', 'Q13601')"
"('P61313', 'P30050')"
"('Q8IZQ8', 'P98177')"
"('Q14188', 'O00716')"
"('Q16254', 'P28749')"
"('P36873', 'Q02045')"
"('Q14240', 'Q14152')"
"('Q12968', 'Q14814')"
"('Q8N720', 'Q9NVM9')"
"('Q9H2X3', 'P11215')"
"('Q13310', 'Q96EP5')"
"('Q12983', 'Q15382')"
"('P22301', 'Q6UXL0')"
"('Q9UQM7', 'P01116')"
"('Q9Y5X1', 'Q8WV41')"
"('P05106', 'P23229')"
"('Q9HBE4', 'Q99665')"
"('P04275', 'P40197')"
"('Q96JK9', 'Q92831')"
"('Q8NH56', 'P38405')"
"('P32121', 'Q08499')"
"('P61978', 'Q15560')"
"('P04049', 'P35790')"
"('O15111', 'P19838')"
"('Q9NYG5', 'Q9UM13')"
"('Q9BQE3', 'Q92974')"
"('Q9BU64', 'Q96L14')"
"('Q13635', 'Q9Y2G2')"
"('P63000', 'Q96Q42')"
"('P08172', 'Q8WYR1')"
"('O75525', 'Q99873')"
"('Q15173', 'P10415')"
"('Q96E22', 'P61421')"
"('Q9HC29', 'P29466')"
"('Q02543', 'P62987')"
"('Q9Y6C7', 'P03372')"
"('P62879', 'O95467')"
"('Q07889', 'P01375')"
"('O15198', 'O75533')"
"('Q99877', 'P49321')"
"('Q8N474', 'Q9H1J5')"
"('Q9Y6F1', 'Q8IWE5')"
"('Q13315', 'Q9UPN9')"
"('P56199', 'Q9NVD7')"
"('Q9HBE4', 'Q14765')"
"('P19838', 'P31689')"
"('P43403', 'P46109')"
"('P46379', 'Q07021')"
"('P61224', 'O94887')"
"('O14625', 'P51681')"
"('Q9GZV9', 'P22607')"
"('P01562', 'P40238')"
"('P40259', 'Q7Z6A9')"
"('P52564', 'P24522')"
"('Q9UKL0', 'P35498')"
"('P08514', 'Q9Y4G6')"
"('P06400', 'P01100')"
"('Q9Y6J9', 'Q9H0E3')"
"('Q99558', 'P27635')"
"('Q9Y2X7', 'Q5T3J3')"
"('P49674', 'Q14469')"
"('P51587', 'Q8IZU3')"
"('Q15836', 'Q13277')"
"('P01570', 'P31785')"
"('P11309', 'P51813')"
"('P27695', 'P09429')"
"('O43306', 'P51817')"
"('Q86YM7', 'Q14573')"
"('P04637', 'P40692')"
"('P30480', 'P17858')"
"('Q01081', 'Q00839')"
"('P35544', 'P25398')"
"('P04049', 'O14939')"
"('P21579', 'P42566')"
"('Q99459', 'P35637')"
"('Q13315', 'Q8IU60')"
"('Q92569', 'P19174')"
"('Q99675', 'Q5VVX9')"
"('P61077', 'Q9UKV5')"
"('P39023', 'P84098')"
"('P20333', 'O00165')"
"('Q03001', 'P16144')"
"('O60783', 'Q9NY93')"
"('O75159', 'Q99062')"
"('P48634', 'P46092')"
"('Q9UBN7', 'O60711')"
"('P01570', 'P26951')"
"('O75530', 'Q15910')"
"('Q86UP2', 'P61073')"
"('O14569', 'Q13432')"
"('P54920', 'Q13507')"
"('P06213', 'P62993')"
"('P48443', 'P10828')"
"('Q92698', 'P43351')"
"('P00519', 'Q14315')"
"('O76003', 'Q9UKE5')"
"('Q96NZ8', 'P12643')"
"('O60500', 'O43809')"
"('P23510', 'Q12933')"
"('Q9UKR5', 'P49841')"
"('P63244', 'Q9Y561')"
"('Q16637', 'P38432')"
"('P60842', 'Q53EL6')"
"('P41743', 'Q13546')"
"('Q9UBE8', 'O43524')"
"('Q9UNS1', 'P33993')"
"('P29590', 'Q05516')"
"('Q13153', 'Q8TF45')"
"('Q14209', 'P06493')"
"('P26641', 'O95295')"
"('O75095', 'P54259')"
"('Q71UI9', 'P0C1H6')"
"('P26006', 'Q9Y4G6')"
"('P17252', 'P63211')"
"('P09467', 'Q63HM2')"
"('P68400', 'P14316')"
"('P27361', 'P01111')"
"('Q9ULV1', 'Q92997')"
"('Q02045', 'P60709')"
"('P06127', 'O60880')"
"('P14859', 'P23511')"
"('Q04864', 'Q9NPF7')"
"('P51148', 'P01889')"
"('Q13651', 'P29597')"
"('P62241', 'P62280')"
"('Q13616', 'Q15653')"
"('E7EU14', 'Q99683')"
"('P33552', 'Q9Y3Q8')"
"('Q969Q1', 'P60228')"
"('P46459', 'Q15262')"
"('P10451', 'P05556')"
"('P50148', 'P48050')"
"('Q13315', 'Q9NYF8')"
"('P26367', 'O15162')"
"('Q14164', 'Q8NC51')"
"('P48729', 'P62495')"
"('P62256', 'Q7Z569')"
"('P36873', 'P04049')"
"('P07333', 'Q92529')"
"('P10914', 'P10145')"
"('P41567', 'P20936')"
"('P24468', 'Q13573')"
"('Q96AE4', 'Q16891')"
"('O75084', 'O75581')"
"('Q9H169', 'Q8WWQ0')"
"('Q13247', 'P52272')"
"('Q15788', 'P20226')"
"('Q9Y2I6', 'Q9NS73')"
"('P62873', 'Q9NQ66')"
"('P16619', 'P51686')"
"('Q9Y5K5', 'P49721')"
"('P42574', 'Q14980')"
"('Q13315', 'Q6PCD5')"
"('P05771', 'P61981')"
"('P07237', 'P16104')"
"('P45985', 'O14733')"
"('P16157', 'Q14571')"
"('P35626', 'Q8NGI8')"
"('Q13347', 'Q9NX58')"
"('Q14677', 'Q9H492')"
"('O43320', 'P21802')"
"('P09429', 'Q5UIP0')"
"('Q8IZP0', 'Q92569')"
"('P28347', 'Q9UJU2')"
"('Q9BYM8', 'Q13077')"
"('Q02241', 'Q15831')"
"('Q9BY11', 'O60861')"
"('Q9UBN7', 'P09467')"
"('P62993', 'Q86UR5')"
"('P12034', 'P00533')"
"('Q8TF65', 'Q96ID5')"
"('P02775', 'P14780')"
"('P08588', 'Q8TDG2')"
"('Q09472', 'P01563')"
"('Q13541', 'P49841')"
"('P31994', 'P43405')"
"('P18564', 'Q13797')"
"('Q92569', 'Q05513')"
"('P18124', 'P62888')"
"('P61978', 'O60508')"
"('O75525', 'Q6ZVK8')"
"('P62987', 'Q02878')"
"('Q13485', 'Q8TEW0')"
"('Q14161', 'O60684')"
"('P35232', 'P62258')"
"('P17568', 'O95167')"
"('Q15428', 'Q9BUQ8')"
"('O14641', 'P25054')"
"('Q93008', 'Q15714')"
"('P30279', 'P46527')"
"('P16473', 'O95467')"
"('Q14186', 'Q16254')"
"('O75592', 'P31947')"
"('P18146', 'P51817')"
"('P05771', 'Q9Y624')"
"('P20396', 'P12980')"
"('Q92922', 'Q969G3')"
"('Q13769', 'Q9GZY0')"
"('Q9NRQ2', 'O95967')"
"('Q9H0H5', 'P84095')"
"('Q96A08', 'Q99878')"
"('P04004', 'P05556')"
"('P35658', 'P25054')"
"('Q8WYR1', 'Q08881')"
"('P31150', 'P60953')"
"('P16520', 'P84996')"
"('O14773', 'P33076')"
"('P62140', 'Q9Y6K9')"
"('P49459', 'P14373')"
"('Q92752', 'Q13683')"
"('Q93098', 'Q9H461')"
"('Q13424', 'P07148')"
"('P42336', 'Q8TCU6')"
"('P15880', 'P22090')"
"('P46734', 'P45984')"
"('O15360', 'O14497')"
"('Q9H0X6', 'Q15038')"
"('Q96A72', 'Q9NP66')"
"('P27987', 'P27482')"
"('P58012', 'P19876')"
"('Q02556', 'P05161')"
"('P26368', 'Q9UKJ5')"
"('P09455', 'Q9HCU9')"
"('Q9Y613', 'Q96B26')"
"('Q13952', 'P11388')"
"('P49903', 'Q14164')"
"('Q9HCP0', 'O14640')"
"('P78527', 'P49736')"
"('P60520', 'P35268')"
"('P51946', 'Q13888')"
"('O00716', 'P33992')"
"('Q969K3', 'P62256')"
"('P62979', 'Q86VN1')"
"('P63104', 'P16471')"
"('O00232', 'O00233')"
"('Q99460', 'O75832')"
"('Q14451', 'P62879')"
"('Q6UXN9', 'Q9C0J8')"
"('Q9H201', 'P08581')"
"('P19438', 'O60674')"
"('Q96BK5', 'P57105')"
"('O15116', 'P28062')"
"('P17931', 'Q8WUM4')"
"('P16220', 'Q9UK59')"
"('Q9UMS4', 'Q92733')"
"('Q99624', 'P42285')"
"('Q13554', 'Q92793')"
"('Q16659', 'P25205')"
"('Q13315', 'Q5VT52')"
"('Q9UBD9', 'Q8IU57')"
"('P54198', 'Q9Y294')"
"('O15239', 'P03923')"
"('Q14974', 'Q401N2')"
"('Q01538', 'P53779')"
"('Q15910', 'Q15834')"
"('P10914', 'Q09472')"
"('Q9BQD3', 'Q8N715')"
"('Q96Q83', 'Q9Y230')"
"('Q9UNK0', 'O43889')"
"('O43353', 'Q4G148')"
"('P01106', 'Q8IZ02')"
"('Q15078', 'P12814')"
"('Q9NPF4', 'O95785')"
"('P51817', 'P04049')"
"('A8K8P3', 'Q99750')"
"('Q16620', 'P19174')"
"('Q9NWT6', 'Q13547')"
"('O60262', 'P63096')"
"('Q14155', 'O14936')"
"('P52292', 'Q9H213')"
"('Q9Y277', 'Q14934')"
"('Q9UBP9', 'P05556')"
"('P49763', 'P00533')"
"('P22314', 'P10070')"
"('P36888', 'P49715')"
"('Q9Y258', 'P51685')"
"('Q9UQR1', 'O15379')"
"('P25391', 'P16144')"
"('Q9H0E2', 'P47710')"
"('O14508', 'P16871')"
"('Q9NR09', 'P42574')"
"('P00374', 'P10809')"
"('Q9UJX2', 'Q8WWL7')"
"('P48729', 'Q9Y2T1')"
"('Q96JB5', 'O75531')"
"('O15371', 'Q14164')"
"('P02679', 'P02675')"
"('P51398', 'Q92731')"
"('P30793', 'Q13129')"
"('Q9Y2T4', 'P31749')"
"('Q9Y243', 'Q99941')"
"('O75688', 'P52735')"
"('P04070', 'P00734')"
"('Q9NR30', 'Q9UJM3')"
"('Q8IWZ8', 'Q13151')"
"('Q05397', 'O75578')"
"('Q15800', 'P56937')"
"('P68431', 'Q14781')"
"('Q14832', 'O60262')"
"('P31513', 'P17676')"
"('Q92747', 'Q07890')"
"('A5PKW4', 'O60921')"
"('P62837', 'Q96PM5')"
"('O15162', 'P49901')"
"('Q14139', 'P62837')"
"('P40692', 'P43246')"
"('P54259', 'Q7Z7M0')"
"('Q9BTC8', 'Q12873')"
"('O00206', 'Q99836')"
"('P51817', 'Q07343')"
"('Q99459', 'O75116')"
"('P03901', 'O15239')"
"('Q5VTD9', 'Q0D2I5')"
"('Q13444', 'P35625')"
"('Q00005', 'Q13085')"
"('Q9H244', 'P08754')"
"('P62714', 'O43815')"
"('Q15046', 'P08670')"
"('Q15365', 'Q13243')"
"('P62993', 'Q2TAY7')"
"('P25789', 'P25786')"
"('P17301', 'P13612')"
"('P00519', 'P24928')"
"('Q8NG99', 'P38405')"
"('Q9P0L2', 'P31947')"
"('Q9NYB0', 'Q8NEM0')"
"('Q07866', 'Q9UPT6')"
"('Q9Y4E5', 'P52306')"
"('Q9H4M9', 'Q13573')"
"('P19174', 'Q9BXT4')"
"('P16220', 'O60292')"
"('Q8TDB6', 'P62805')"
"('Q96G01', 'P49841')"
"('P62913', 'P83731')"
"('Q13813', 'Q9Y237')"
"('Q9Y6I3', 'P10721')"
"('Q13568', 'Q99731')"
"('P55211', 'Q9NR09')"
"('Q07157', 'Q9Y5I7')"
"('O60563', 'Q03111')"
"('Q13838', 'O75928')"
"('O95343', 'Q9HD42')"
"('P17612', 'Q9Y691')"
"('Q9Y376', 'Q7RTN6')"
"('Q9Y5B0', 'P24928')"
"('Q99613', 'Q8TAD8')"
"('P63211', 'P48549')"
"('Q13347', 'P01889')"
"('Q13823', 'Q9NY93')"
"('P09651', 'Q00839')"
"('P05107', 'P35354')"
"('Q9GZT6', 'O15211')"
"('O14920', 'Q9Y6Q9')"
"('P13725', 'P19235')"
"('P14866', 'Q13242')"
"('Q15599', 'P84022')"
"('Q15637', 'Q9BUJ2')"
"('Q9Y6Q9', 'Q92793')"
"('Q9H307', 'Q15287')"
"('P16520', 'Q01970')"
"('P52198', 'Q13153')"
"('O15111', 'O75962')"
"('Q13547', 'O95983')"
"('P47914', 'Q92901')"
"('O95988', 'P31749')"
"('O00193', 'P26641')"
"('P49750', 'Q99873')"
"('O43318', 'Q99558')"
"('Q8NBJ4', 'O76071')"
"('P05112', 'P08887')"
"('P55060', 'Q13573')"
"('Q9HAU4', 'Q14896')"
"('Q13326', 'Q96LD1')"
"('Q03518', 'Q14194')"
"('Q00839', 'Q99558')"
"('Q86SG6', 'P06241')"
"('Q8NHU6', 'O75410')"
"('P33151', 'Q8TEW0')"
"('P62879', 'P45983')"
"('P01106', 'Q9UHI6')"
"('P16104', 'P22626')"
"('O75365', 'O14787')"
"('P62380', 'P54132')"
"('Q5T3J3', 'P21673')"
"('P28070', 'P30480')"
"('P50452', 'Q01518')"
"('P42338', 'P50570')"
"('Q8WV28', 'P45985')"
"('P13051', 'P12004')"
"('P40939', 'P01889')"
"('Q8NHQ1', 'P48552')"
"('Q13573', 'O00429')"
"('O15230', 'P05556')"
"('Q99459', 'Q9NPG3')"
"('Q6T4P5', 'Q9NRL3')"
"('Q9BXH1', 'Q16548')"
"('O94762', 'P62487')"
"('O75934', 'Q15637')"
"('P40429', 'P26373')"
"('Q04206', 'Q15650')"
"('P62917', 'P22607')"
"('P01112', 'P55196')"
"('Q6PGQ7', 'P22607')"
"('P40189', 'P12931')"
"('P35606', 'P19838')"
"('Q9UK45', 'O95777')"
"('O14686', 'Q86VZ2')"
"('Q8TE04', 'P63104')"
"('Q96GX9', 'Q9GZT8')"
"('Q6VMQ6', 'P98160')"
"('P01270', 'Q99689')"
"('P00533', 'P02538')"
"('Q8N5A5', 'Q12873')"
"('Q92901', 'P42766')"
"('P62070', 'Q15311')"
"('Q9HC29', 'Q9NRD8')"
"('Q14118', 'P62979')"
"('O15162', 'P00533')"
"('Q9Y2Q3', 'Q15029')"
"('Q9Y2T4', 'Q9NY47')"
"('O14933', 'Q13064')"
"('P16871', 'P17066')"
"('Q15654', 'P56945')"
"('O95782', 'Q9NZN4')"
"('P25786', 'P19012')"
"('P30260', 'O95997')"
"('P68400', 'Q15287')"
"('Q13432', 'Q14061')"
"('Q96ID5', 'Q9UGL9')"
"('P62993', 'P36507')"
"('O60383', 'Q9NRL3')"
"('Q9H1H9', 'P62993')"
"('Q13362', 'P04049')"
"('Q9NR09', 'P55211')"
"('Q9UBN6', 'P56192')"
"('P35609', 'P13612')"
"('Q13009', 'Q13153')"
"('P61513', 'P27635')"
"('Q13310', 'P56545')"
"('P25054', 'P19012')"
"('O95782', 'Q04695')"
"('Q71U36', 'Q96AH8')"
"('Q8N6F1', 'Q96B33')"
"('P27708', 'O00273')"
"('P01106', 'Q01629')"
"('P60709', 'Q15628')"
"('406888', 'Q9H9Z2')"
"('Q9Y4D1', 'Q9UBE8')"
"('Q00987', 'P61289')"
"('Q7L7L0', 'O60814')"
"('Q4LE39', 'P01106')"
"('P22612', 'Q13224')"
"('Q9Y247', 'O00505')"
"('P08246', 'P08572')"
"('Q14134', 'P63279')"
"('Q99459', 'O95613')"
"('P56746', 'Q9Y5I7')"
"('Q9Y243', 'P29474')"
"('P27540', 'Q15185')"
"('O15504', 'Q9GZY0')"
"('Q00653', 'P62269')"
"('P78527', 'P49792')"
"('Q7Z5H3', 'Q07889')"
"('Q96T88', 'Q9UBC3')"
"('Q9P0M6', 'Q8WUI4')"
"('P32856', 'P63027')"
"('Q13007', 'P26951')"
"('Q99835', 'Q9Y6C5')"
"('P41091', 'Q9Y478')"
"('Q9Y265', 'P63092')"
"('Q9ULA0', 'P28749')"
"('O75964', 'P56134')"
"('Q8IYF3', 'P38936')"
"('Q9BQI3', 'O15264')"
"('P11362', 'P35222')"
"('P04899', 'P21730')"
"('Q9UBI6', 'P43657')"
"('P60709', 'Q13268')"
"('P08754', 'O00555')"
"('P35626', 'Q8NGX3')"
"('P06241', 'Q9BYB0')"
"('P40763', 'Q99459')"
"('Q9Y5Y3', 'P62993')"
"('Q13424', 'Q01959')"
"('P08238', 'P00338')"
"('Q9P2W3', 'O15264')"
"('Q01094', 'P38398')"
"('P02545', 'P50402')"
"('P56693', 'Q5T442')"
"('P05060', 'Q86YV5')"
"('P20963', 'O75015')"
"('O14544', 'P14784')"
"('P50395', 'P01243')"
"('Q12959', 'Q9GZV5')"
"('P17676', 'P07900')"
"('P00533', 'Q13393')"
"('P01303', 'P27487')"
"('Q8TDR0', 'P18124')"
"('P01562', 'Q99062')"
"('O60894', 'P84996')"
"('O14775', 'O60238')"
"('O60383', 'P04183')"
"('O75400', 'Q9Y6D5')"
"('P61952', 'Q13936')"
"('Q9H2G2', 'Q9NZQ3')"
"('P62273', 'P62081')"
"('Q93062', 'Q14296')"
"('Q07955', 'P31943')"
"('Q8NFD5', 'P01106')"
"('Q00839', 'P31943')"
"('Q8IVT5', 'P04049')"
"('Q12830', 'P98095')"
"('P22626', 'Q99459')"
"('Q9P2J5', 'Q12933')"
