negatives
"('Q15773', 'Q96T76')"
"('Q9C0H9', 'P12931')"
"('Q9UGK3', 'P42229')"
"('O95751', 'Q9C0A6')"
"('P01344', 'Q6UXH1')"
"('P62330', 'Q9NVI1')"
"('P08047', 'Q92819')"
"('P19388', 'P12830')"
"('P20333', 'O95373')"
"('Q9HBW0', 'Q15654')"
"('Q06609', 'Q96RT8')"
"('P00740', 'P00451')"
"('P24534', 'P26641')"
"('Q9NRR5', 'Q8N5R6')"
"('Q07817', 'P49768')"
"('Q9NRR4', 'P41182')"
"('P49711', 'P10828')"
"('P36873', 'Q15435')"
"('P54132', 'O75771')"
"('P78545', 'P29692')"
"('P07437', 'P68363')"
"('Q07820', 'P45984')"
"('Q8WUM4', 'O75365')"
"('O95182', 'P03891')"
"('O43924', 'P63096')"
"('Q9BUV8', 'O00571')"
"('Q07343', 'P02768')"
"('P08107', 'P27348')"
"('P51665', 'O00232')"
"('O15294', 'P23284')"
"('Q9P1Z2', 'P19012')"
"('Q07889', 'Q12929')"
"('Q9H444', 'P40818')"
"('P04075', 'P12004')"
"('Q9NRQ2', 'Q9Y265')"
"('P21802', 'O95208')"
"('P56748', 'Q07157')"
"('Q6WCQ1', 'P58107')"
"('P15090', 'P41743')"
"('Q8WZA9', 'P49716')"
"('O95382', 'P62258')"
"('Q9H7E9', 'Q9UMY1')"
"('Q13615', 'Q15024')"
"('P49137', 'P31751')"
"('O15479', 'P35268')"
"('Q9BXR0', 'P62330')"
"('Q13772', 'P01111')"
"('Q7L0Q8', 'Q05397')"
"('O75971', 'Q92966')"
"('Q13573', 'P35579')"
"('Q03164', 'Q01201')"
"('P68036', 'Q8IZP6')"
"('P10275', 'Q13485')"
"('P25054', 'P20823')"
"('P28482', 'P16989')"
"('P10914', 'Q8IZ69')"
"('Q7Z434', 'Q9Y6K5')"
"('O43318', 'O15264')"
"('Q99081', 'Q02363')"
"('P10827', 'Q13547')"
"('P01106', 'Q9NRX6')"
"('Q13868', 'Q9H9D4')"
"('Q12933', 'Q9BZY9')"
"('P02675', 'P23142')"
"('Q01094', 'P42771')"
"('Q969D9', 'Q8IU57')"
"('P17568', 'O95167')"
"('P49792', 'P35398')"
"('P04278', 'O95295')"
"('5512', 'P36873')"
"('P63096', 'O95398')"
"('P12980', 'P20396')"
"('O14493', 'O75508')"
"('P12931', 'Q12929')"
"('P01871', 'Q9NYL2')"
"('P39023', 'P83881')"
"('Q9UBT2', 'Q9UBE0')"
"('P23467', 'P21246')"
"('Q07890', 'P52198')"
"('P14174', 'Q92905')"
"('P05161', 'P23458')"
"('Q13158', 'P51398')"
"('407010', 'Q9UI32')"
"('Q9P2S5', 'Q9BY42')"
"('P53539', 'P84022')"
"('P21796', 'Q15388')"
"('P34995', 'P30679')"
"('Q06609', 'O60684')"
"('O75438', 'P03891')"
"('P13010', 'O43918')"
"('Q8WUI4', 'P04908')"
"('Q969T4', 'Q96A37')"
"('Q96S59', 'P56817')"
"('Q13253', 'P22003')"
"('P27986', 'O95455')"
"('Q9NRY6', 'O15162')"
"('Q07889', 'P42336')"
"('Q9UJX2', 'Q9NZH5')"
"('P63165', 'P49711')"
"('Q13625', 'P67870')"
"('P18146', 'Q02750')"
"('P06576', 'Q9Y6K9')"
"('P50616', 'Q92600')"
"('P67775', 'Q15172')"
"('Q8IX12', 'Q00839')"
"('Q5VVX9', 'Q9BYV2')"
"('O43809', 'P60896')"
"('Q92841', 'Q8TBB1')"
"('P16520', 'P08754')"
"('P14136', 'O75791')"
"('P15153', 'P52566')"
"('Q15428', 'Q9BUJ2')"
"('P05997', 'P17301')"
"('P62312', 'Q9Y4Z0')"
"('Q6ZU52', 'P14136')"
"('P62807', 'P0C5Z0')"
"('Q9Y4E1', 'P54253')"
"('Q13509', 'P38936')"
"('P49459', 'Q6PD62')"
"('Q13573', 'Q9UKK3')"
"('Q99759', 'Q6WCQ1')"
"('O15264', 'P78371')"
"('P40424', 'P28356')"
"('P00846', 'P18859')"
"('P20591', 'Q13507')"
"('P51532', 'Q96GM5')"
"('Q13573', 'Q6ZW49')"
"('Q96FW1', 'Q9Y4K3')"
"('P41236', 'P06400')"
"('Q8TES7', 'Q96QU6')"
"('Q99616', 'P51677')"
"('Q9BTT4', 'P55209')"
"('Q96SB3', 'O14965')"
"('Q02543', 'P18124')"
"('P29016', 'P61769')"
"('Q15788', 'Q8IWT3')"
"('Q92997', 'Q96B18')"
"('O95750', 'P35968')"
"('Q502X0', 'Q92796')"
"('Q13155', 'Q15046')"
"('Q969G3', 'Q6STE5')"
"('Q8N9I9', 'P68036')"
"('P52630', 'Q9HBE4')"
"('Q14197', 'Q96EY8')"
"('A5PKW4', 'Q96S21')"
"('P30520', 'Q9H0Y0')"
"('P30504', 'P60900')"
"('Q9NS56', 'P10276')"
"('P01106', 'Q96DA6')"
"('Q7LBR1', 'Q9UQN3')"
"('O76050', 'O75800')"
"('Q15714', 'Q9Y2S7')"
"('P08238', 'P35222')"
"('Q9Y375', 'P68363')"
"('P63279', 'Q9NXV2')"
"('P02775', 'P51679')"
"('Q16254', 'Q96FC9')"
"('Q8WZ73', 'Q13546')"
"('P08590', 'P13533')"
"('Q9Y4Y9', 'Q14103')"
"('Q12962', 'O15265')"
"('Q01105', 'P52565')"
"('Q14194', 'P49459')"
"('P18564', 'Q9HBI0')"
"('P14780', 'P09237')"
"('P21912', 'Q99684')"
"('P20333', 'P17987')"
"('Q9BUJ2', 'Q14194')"
"('Q96A65', 'Q9NV70')"
"('Q96A57', 'P49703')"
"('O60260', 'O60671')"
"('P19532', 'Q14152')"
"('P61927', 'P62899')"
"('Q8IY92', 'O75179')"
"('P35998', 'P01243')"
"('Q92956', 'P78330')"
"('P08648', 'Q13418')"
"('O15479', 'P46778')"
"('Q9UK53', 'O75446')"
"('Q9BPX3', 'Q15003')"
"('Q9Y463', 'P02686')"
"('Q00978', 'O00629')"
"('Q8NGY5', 'P38405')"
"('Q9BUJ2', 'Q15428')"
"('Q07666', 'P06241')"
"('Q13485', 'P63279')"
"('Q96KB5', 'Q13485')"
"('P59768', 'P08172')"
"('Q9P0M6', 'Q96A08')"
"('P19793', 'P48552')"
"('P22694', 'Q07343')"
"('Q9Y2H1', 'Q15323')"
"('O96017', 'P38398')"
"('Q92797', 'Q13573')"
"('O60356', 'Q15653')"
"('P38432', 'Q96EY1')"
"('P05155', 'O00182')"
"('P04792', 'P00488')"
"('P46940', 'P62993')"
"('O95628', 'Q9Y2X8')"
"('P10275', 'P49023')"
"('O60942', 'P01106')"
"('P23508', 'O43815')"
"('P62888', 'P83731')"
"('P30154', 'Q15173')"
"('406987', 'P16144')"
"('O14640', 'P98172')"
"('Q9H1C4', 'Q96A33')"
"('P18827', 'O75056')"
"('P43405', 'P09769')"
"('P01243', 'Q99471')"
"('Q13501', 'Q7Z698')"
"('O95433', 'Q9GZX7')"
"('P04637', 'Q9UNH5')"
"('P06213', 'P27986')"
"('P40429', 'P32969')"
"('P11274', 'P46108')"
"('O14625', 'P10914')"
"('A8K8P3', 'Q99459')"
"('Q96EY1', 'P20333')"
"('P05107', 'Q05397')"
"('O00442', 'P61254')"
"('Q8N3U4', 'Q9NTI5')"
"('O43150', 'Q13191')"
"('P52272', 'Q6ZVL6')"
"('Q99459', 'P55060')"
"('Q6PEY2', 'Q13573')"
"('P11802', 'P24864')"
"('Q86VH2', 'P10071')"
"('Q7Z4H7', 'Q96CS2')"
"('Q14164', 'Q16836')"
"('P16520', 'Q13153')"
"('Q12986', 'P38159')"
"('O43150', 'P19174')"
"('P30480', 'Q15758')"
"('P08047', 'P29460')"
"('Q9BRK5', 'P38936')"
"('P08588', 'Q96D09')"
"('Q03135', 'Q969G5')"
"('Q5T3J3', 'Q16637')"
"('Q99759', 'Q16531')"
"('P38432', 'Q8IWY9')"
"('P39656', 'Q9Y2Q3')"
"('P05787', 'P22607')"
"('Q99549', 'Q9H9B1')"
"('P16220', 'Q9P2G3')"
"('P01106', 'Q9Y6Y9')"
"('P48444', 'P53618')"
"('O43422', 'Q13043')"
"('Q9UM73', 'Q9BRR9')"
"('Q16539', 'Q9HBH9')"
"('P50750', 'Q99459')"
"('P18847', 'P18848')"
"('Q9NPF4', 'Q86YV9')"
"('Q9UIF9', 'O60264')"
"('P62491', 'P49768')"
"('Q8WVM7', 'Q9UJ98')"
"('Q6UX06', 'Q9P0J0')"
"('P17844', 'O43251')"
"('Q01130', 'Q13151')"
"('Q9UNA1', 'Q92730')"
"('P04222', 'Q8NHL6')"
"('Q99963', 'P21860')"
"('P01009', 'P00747')"
"('P26599', 'P49023')"
"('Q9Y3C7', 'Q03519')"
"('Q9NSB8', 'Q9NSC5')"
"('Q9UNX3', 'P62913')"
"('Q99459', 'O00178')"
"('P06239', 'O00329')"
"('Q92769', 'Q9BTC8')"
"('P25490', 'Q13573')"
"('Q93062', 'Q96PU8')"
"('O43913', 'Q9UJX2')"
"('P14854', 'Q8IXH7')"
"('Q9ULU4', 'Q9P2R6')"
"('Q9HBD1', 'P61088')"
"('P13232', 'P15260')"
"('Q99759', 'Q71U36')"
"('Q9H2G2', 'Q92918')"
"('P22612', 'P63211')"
"('Q16584', 'P35557')"
"('Q96KM6', 'P16885')"
"('Q08499', 'Q5VU43')"
"('Q96EY1', 'O15198')"
"('P78371', 'Q9NT62')"
"('Q99717', 'P46934')"
"('P55201', 'Q8WYB5')"
"('Q96EE3', 'O15504')"
"('P49207', 'Q07020')"
"('Q9Y4G6', 'Q13797')"
"('Q9UJX5', 'Q9UM11')"
"('Q96GQ7', 'P61981')"
"('O14827', 'P16333')"
"('P04637', 'Q00987')"
"('Q9UI09', 'O00217')"
"('P52797', 'P21802')"
"('P63104', 'Q04695')"
"('P19320', 'Q9HBY0')"
"('Q15796', 'Q9H160')"
"('P62495', 'P15170')"
"('Q13131', 'P49815')"
"('Q15653', 'P62913')"
"('Q96AY3', 'P16104')"
"('P63165', 'P10914')"
"('Q13554', 'O60266')"
"('P49454', 'Q8WUM0')"
"('O43676', 'P56556')"
"('Q9H9B4', 'P30480')"
"('P41743', 'Q13546')"
"('Q8N257', 'Q9UBL3')"
"('Q00987', 'P06400')"
"('P49207', 'P62633')"
"('Q9NP31', 'Q15796')"
"('O00483', 'Q9P0J0')"
"('P07108', 'P68543')"
"('P04626', 'P00533')"
"('P62424', 'Q02878')"
"('P35326', 'P12931')"
"('P40425', 'P37198')"
"('P55103', 'P10600')"
"('Q92993', 'Q96HD1')"
"('P16333', 'P20231')"
"('Q71U36', 'Q9NQC7')"
"('P42338', 'P35790')"
"('407021', 'P56817')"
"('Q92793', 'Q8IZL2')"
"('Q8WUJ3', 'O75051')"
"('A1A4S6', 'P84095')"
"('Q9UKA4', 'Q9NRG4')"
"('Q01844', 'P54725')"
"('P67775', 'P30154')"
"('P63279', 'P10276')"
"('Q07325', 'P32248')"
"('Q13535', 'Q8WVM7')"
"('Q9Y6K9', 'Q9UNS2')"
"('Q02790', 'P04150')"
"('Q9Y6D9', 'Q9H4K1')"
"('P42681', 'P21860')"
"('P62330', 'P20290')"
"('P50151', 'Q15759')"
"('O15503', 'Q8NC51')"
"('O00548', 'Q9UM47')"
"('P47901', 'O95837')"
"('Q13952', 'P53350')"
"('O15105', 'P12956')"
"('P84022', 'P46937')"
"('P52797', 'P29322')"
"('Q9UKL0', 'Q96BD5')"
"('Q13315', 'P49591')"
"('O75818', 'Q99575')"
"('Q16566', 'Q04206')"
"('Q13415', 'P20248')"
"('Q15287', 'Q15393')"
"('Q13620', 'Q15291')"
"('P04632', 'P56134')"
"('P40337', 'Q9UM00')"
"('Q06587', 'O14933')"
"('Q9Y6I3', 'P22607')"
"('P05129', 'Q96KS0')"
"('Q13315', 'Q9UQB3')"
"('Q9HCM4', 'Q9H8Y8')"
"('P53779', 'Q8N726')"
"('Q14789', 'Q12772')"
"('Q9HCD5', 'P14324')"
"('O15397', 'P62258')"
"('Q14031', 'P07093')"
"('Q9UJX2', 'P40938')"
"('P61586', 'A7E2Y1')"
"('P53778', 'P07197')"
"('Q9NRI5', 'Q63HM2')"
"('Q9BTT4', 'P24863')"
"('P98082', 'P13569')"
"('O00329', 'P49418')"
"('Q13285', 'O95433')"
"('Q52LW3', 'P15153')"
"('Q92993', 'O95376')"
"('Q13263', 'P21506')"
"('Q13315', 'Q8IZ52')"
"('Q9NXV2', 'Q9H8Y8')"
"('P35626', 'Q8NGF3')"
"('Q8WVM7', 'Q29RF7')"
"('O00291', 'P09496')"
"('Q07020', 'Q99558')"
"('Q14209', 'Q96T88')"
"('P24941', 'Q08050')"
"('P15311', 'Q92574')"
"('P38919', 'Q6PII3')"
"('P14416', 'Q66LE6')"
"('P52272', 'Q9BUJ2')"
"('Q9Y4A5', 'Q16514')"
"('O14641', 'Q96H20')"
"('P67870', 'Q16625')"
"('P62875', 'P53803')"
"('P01375', 'Q13546')"
"('P31947', 'Q9UK53')"
"('Q12791', 'Q01668')"
"('O43918', 'P27986')"
"('O00755', 'Q01974')"
"('Q13485', 'Q08881')"
"('Q8NGN2', 'P38405')"
"('Q8N5U6', 'P68104')"
"('P62993', 'O43918')"
"('P27708', 'Q9Y572')"
"('P05113', 'Q5VWK5')"
"('Q9Y6D5', 'Q13573')"
"('P01892', 'O15533')"
"('P19022', 'P29350')"
"('Q96A08', 'Q71UI9')"
"('P37023', 'P10600')"
"('P56192', 'P01106')"
"('P62249', 'P19438')"
"('O00585', 'P32246')"
"('P23511', 'P11388')"
"('P07942', 'P05556')"
"('Q9NPH0', 'Q15404')"
"('P51965', 'Q96BH1')"
"('P40189', 'P48736')"
"('P27695', 'P26583')"
"('Q15233', 'O15264')"
"('Q13349', 'P12931')"
"('Q14934', 'P27348')"
"('Q13426', 'P68400')"
"('Q14790', 'O75618')"
"('Q9P286', 'Q9Y241')"
"('Q13882', 'P04626')"
"('407053', 'Q12778')"
"('Q96RT8', 'Q9H853')"
"('Q01974', 'Q14332')"
"('O14980', 'Q14653')"
"('Q16658', 'P62993')"
"('P11171', 'P61803')"
"('Q13535', 'P07900')"
"('O75023', 'P31995')"
"('Q9Y3C5', 'Q9UNA4')"
"('Q13705', 'P12643')"
"('Q16539', 'P17275')"
"('Q05397', 'P26006')"
"('Q5RKV6', 'Q7L5N1')"
"('P20963', 'P42574')"
"('O95886', 'P27986')"
"('P46940', 'P62330')"
"('Q9NY93', 'P82663')"
"('P62945', 'P42766')"
"('Q13535', 'Q8NFD5')"
"('Q53H96', 'Q9UBU9')"
"('Q12933', 'Q00839')"
"('Q9UKW4', 'P21860')"
"('O43184', 'Q5HYK7')"
"('Q13315', 'P04637')"
"('Q9H1A4', 'Q9UJX3')"
"('Q6P1W5', 'P54253')"
"('Q9UGP8', 'Q9Y2Q3')"
"('Q9NNX6', 'P61586')"
"('P10912', 'O60674')"
"('Q96AX1', 'Q99459')"
"('P04280', 'P29590')"
"('Q9BUJ2', 'P56192')"
"('P01106', 'Q9BRX2')"
"('P16284', 'P12931')"
"('Q16627', 'P51681')"
"('Q16531', 'Q15291')"
"('P17252', 'P24588')"
"('O60739', 'O14818')"
"('P30291', 'O95067')"
"('Q9UKT5', 'Q13616')"
"('Q14145', 'Q9H492')"
"('Q16821', 'P41236')"
"('Q9H4B7', 'Q9BQE3')"
"('O00755', 'Q9NRL3')"
"('Q9UBB4', 'Q99623')"
"('Q13114', 'Q9NWF9')"
"('P62195', 'Q04637')"
"('P30154', 'Q66LE6')"
"('P19447', 'P43351')"
"('Q14974', 'P12272')"
"('Q07157', 'Q8N6F1')"
"('P62258', 'Q13111')"
"('P43405', 'Q15349')"
"('O60264', 'Q10586')"
"('Q06124', 'P30530')"
"('Q9BPZ3', 'O95071')"
"('O75306', 'Q14197')"
"('Q9NQW7', 'P49841')"
"('P48443', 'O60244')"
"('P26641', 'P13805')"
"('Q07889', 'Q9GZY6')"
"('Q7L7L0', 'P0C1H6')"
"('Q92973', 'Q9UNH7')"
"('Q16254', 'O14757')"
"('Q96PQ7', 'Q9GZQ8')"
"('O60318', 'O15198')"
"('P12644', 'Q96NZ8')"
"('407004', 'Q07869')"
"('P05230', 'Q07889')"
"('Q9C0J8', 'Q10570')"
"('P62993', 'Q9H9Y6')"
"('Q13114', 'Q86UT6')"
"('P17544', 'Q8WYK2')"
"('Q06418', 'P06241')"
"('P01106', 'Q9H300')"
"('P01583', 'P27930')"
"('O95999', 'Q9BXL7')"
"('P07437', 'P51149')"
"('O00254', 'P06241')"
"('Q96JB5', 'O75940')"
"('Q9Y4G8', 'Q12840')"
"('O15259', 'Q13885')"
"('406981', 'Q8WY64')"
"('P07942', 'P16144')"
"('P62701', 'P62857')"
"('P84098', 'P50914')"
"('Q08209', 'Q13936')"
"('P84095', 'Q15759')"
"('Q9Y294', 'Q96HA7')"
"('O75578', 'P53708')"
"('Q13404', 'Q9UBS8')"
"('Q7Z406', 'Q96QT4')"
"('Q9Y3C5', 'Q86VP1')"
"('Q16659', 'Q9H7D7')"
"('P43355', 'P01889')"
"('O00238', 'Q96D21')"
"('Q99459', 'Q12792')"
"('Q9Y478', 'P07954')"
"('P17612', 'O60391')"
"('O75534', 'Q9UBN6')"
"('Q13156', 'Q13472')"
"('Q9NP58', 'Q99816')"
"('P67775', 'Q13153')"
"('Q9NWF9', 'P12236')"
"('O15320', 'P02768')"
"('Q9UBI6', 'Q9P286')"
"('Q15653', 'Q9GZS1')"
"('P01106', 'P0CG48')"
"('P62633', 'Q00577')"
"('Q8IUQ4', 'Q9H9Q2')"
"('P29992', 'O15496')"
"('Q86VP3', 'P63104')"
"('P01574', 'P31785')"
"('P24941', 'P68400')"
"('Q8N5W9', 'O14798')"
"('Q9UPY3', 'Q8TC59')"
"('P16871', 'P34931')"
"('P62841', 'P62280')"
"('Q9Y4K3', 'Q14974')"
"('P19438', 'P39656')"
"('O15550', 'P06400')"
"('P03951', 'P00740')"
"('P22612', 'P08754')"
"('P27824', 'P04844')"
"('Q14494', 'P17275')"
"('P10276', 'P55211')"
"('P25963', 'Q04917')"
"('P0CAP1', 'P63167')"
"('P38646', 'P13569')"
"('O75940', 'Q8TCU6')"
"('P10114', 'Q04771')"
"('P25791', 'Q15038')"
"('P27361', 'P01106')"
"('P14373', 'Q9UHD2')"
"('P32239', 'P62993')"
"('Q15466', 'P11473')"
"('Q96S59', 'P10275')"
"('P60709', 'P63244')"
"('Q13363', 'P37275')"
"('O14543', 'Q14627')"
"('P62979', 'Q93009')"
"('P01567', 'P78552')"
"('P61088', 'Q14527')"
"('P49746', 'Q13797')"
"('Q9H2H0', 'O14640')"
"('Q13547', 'Q9NY46')"
"('P49841', 'P67809')"
"('Q12933', 'Q9Y297')"
"('P49747', 'O75578')"
"('Q9Y4X3', 'P49238')"
"('O95400', 'Q9UHX1')"
"('O76003', 'Q96KM6')"
"('P20936', 'Q03135')"
"('P08133', 'Q07157')"
"('O00410', 'Q92844')"
"('P62993', 'Q9H5I1')"
"('O14933', 'P00338')"
"('P48443', 'P10827')"
"('P62258', 'Q9H6E5')"
"('Q9H0R8', 'P10644')"
"('P30480', 'P11586')"
"('Q9Y219', 'P54259')"
"('Q9UMY4', 'P16333')"
"('Q8NF50', 'Q92730')"
"('Q15118', 'P23467')"
"('Q14164', 'Q9Y5Q3')"
"('P61962', 'P63104')"
"('P22061', 'P13569')"
"('Q05655', 'P47712')"
"('P10153', 'P13489')"
"('P62136', 'P38398')"
"('P15735', 'P11216')"
"('P57088', 'Q99608')"
"('P09914', 'P42224')"
"('P17302', 'Q3ZCM7')"
"('Q9ULJ3', 'P61981')"
"('P31947', 'Q14451')"
"('Q9BQY4', 'Q9BRG1')"
"('O14493', 'C9JDP6')"
"('P43686', 'P62195')"
"('P30305', 'P01112')"
"('P33981', 'Q9NYJ8')"
"('P60709', 'Q13155')"
"('P63104', 'Q15154')"
"('P43405', 'P62993')"
"('Q8IZI9', 'Q969J5')"
"('P22694', 'P50150')"
"('P98160', 'P21781')"
"('Q9H201', 'Q15303')"
"('P46379', 'P48304')"
"('Q96EZ8', 'Q9BZI7')"
"('P35080', 'Q9C0J8')"
"('Q13765', 'P51693')"
"('Q96BK5', 'Q15828')"
"('P27348', 'Q08AE8')"
"('P40763', 'Q12778')"
"('O60437', 'Q8NEY8')"
"('Q9NWF9', 'P13727')"
"('Q99466', 'Q8N9I9')"
"('P08138', 'P38936')"
"('Q13315', 'Q96ER3')"
"('Q5VTR2', 'Q15008')"
"('P60866', 'P62241')"
"('O95347', 'P45973')"
"('O00182', 'P13612')"
"('P09619', 'Q15256')"
"('Q9NVD7', 'Q13683')"
"('O75365', 'Q13617')"
"('Q13535', 'P11021')"
"('P12980', 'P17542')"
"('Q96LD8', 'Q15843')"
"('Q14145', 'P62495')"
"('Q71U36', 'Q99759')"
"('Q09472', 'P56279')"
"('O60506', 'Q9Y478')"
"('Q9Y4K3', 'Q9NYJ8')"
"('O95400', 'Q01130')"
"('Q9NX20', 'Q14197')"
"('P31749', 'P62140')"
"('P31947', 'P46527')"
"('P07437', 'Q9Y375')"
"('Q8N257', 'Q7L7L0')"
"('P25963', 'P56279')"
"('Q9UM47', 'P16333')"
"('Q9P0W0', 'P42701')"
"('P13569', 'Q9BWM7')"
"('P15924', 'P63104')"
"('Q9UHG3', 'Q15910')"
"('P05013', 'P14784')"
"('Q13418', 'P50053')"
"('O95166', 'P48169')"
"('P11233', 'P62158')"
"('Q96RG2', 'P10636')"
"('Q99719', 'Q16659')"
"('O14745', 'P14060')"
"('Q9NVP1', 'Q14194')"
"('P35222', 'P27986')"
"('Q11203', 'P63261')"
"('P38159', 'P62633')"
"('Q9BVA1', 'Q9BQE3')"
"('P08670', 'P20333')"
"('Q9UKN5', 'P84022')"
"('P22301', 'Q04206')"
"('O60739', 'O75822')"
"('Q14031', 'Q9UKX5')"
"('Q06587', 'Q96LR5')"
"('P00519', 'P11387')"
"('Q99729', 'O94817')"
"('Q8IU60', 'Q9UL18')"
"('O43918', 'O95433')"
"('Q04917', 'P18146')"
"('Q92832', 'P19174')"
"('Q13573', 'O00232')"
"('P45983', 'P35222')"
"('Q9H4G4', 'P54727')"
"('O95376', 'P21246')"
"('P32121', 'O76001')"
"('P36957', 'P35080')"
"('P42336', 'P19174')"
"('P06756', 'P12814')"
"('O14933', 'P98170')"
"('O43677', 'P17568')"
"('406900', 'P40763')"
"('Q8IWX8', 'Q8TAD8')"
"('Q12933', 'Q92530')"
"('P62837', 'P14373')"
"('Q86X55', 'P68431')"
"('P37173', 'Q13347')"
"('O75618', 'P50053')"
"('Q9UNN5', 'P62834')"
"('P60953', 'O43924')"
"('P84095', 'O00401')"
"('P05013', 'P40238')"
"('P62945', 'P05386')"
"('P20073', 'Q7L5N1')"
"('P68104', 'Q15486')"
"('P27986', 'P61586')"
"('Q5XPI4', 'Q15796')"
"('P23508', 'P07814')"
"('Q9NYA1', 'P01112')"
"('P11387', 'O75533')"
"('O76054', 'Q9NRR5')"
"('O75528', 'O94864')"
"('P19438', 'Q13233')"
"('P16871', 'P00488')"
"('P28335', 'O75970')"
"('Q6DN03', 'Q6UXN9')"
"('Q96JB5', 'O94874')"
"('Q99961', 'P07333')"
"('P04156', 'P10909')"
"('Q9UKE5', 'O43295')"
"('Q08117', 'Q04726')"
"('O14657', 'P16104')"
"('P06702', 'P15153')"
"('Q06455', 'O43439')"
"('Q6UXF1', 'Q15052')"
"('Q9ULV8', 'Q9Y371')"
"('P03372', 'P04155')"
"('P53567', 'P01100')"
"('P18146', 'O43447')"
"('P23759', 'P46108')"
"('P18074', 'Q13501')"
"('Q13315', 'Q66K89')"
"('P31939', 'Q9Y4K3')"
"('P12318', 'P35354')"
"('P49841', 'Q9Y6E2')"
"('Q969G3', 'Q9NRI5')"
"('Q15078', 'Q01105')"
"('O43678', 'O75438')"
"('Q16659', 'P31942')"
"('O75800', 'Q12986')"
"('P29590', 'P10827')"
"('P52333', 'Q06124')"
"('Q9C035', 'Q13404')"
"('Q16514', 'Q15572')"
"('Q9UHX1', 'Q13310')"
"('Q14315', 'P19174')"
"('Q9NPF8', 'P04156')"
"('P09661', 'Q7RTV0')"
"('Q6DKI1', 'P32121')"
"('Q86TM6', 'Q5VVX9')"
"('Q99689', 'Q5T3J3')"
"('Q99877', 'Q8WUI4')"
"('Q13239', 'P00533')"
"('Q8TCT9', 'O95870')"
"('Q9Y4D1', 'P61586')"
"('P16333', 'Q8WV28')"
"('P16333', 'Q9UKE5')"
"('O75448', 'P19793')"
"('P01871', 'P15309')"
"('Q5VU43', 'Q9BUZ4')"
"('P01100', 'P15408')"
"('Q01094', 'P51991')"
"('P08571', 'O15455')"
"('Q9NUX5', 'Q9BSI4')"
"('Q07960', 'Q07890')"
"('Q9NVC6', 'P41235')"
"('P04141', 'Q01344')"
"('P26641', 'P62857')"
"('P61158', 'O15145')"
"('Q01094', 'Q96PG8')"
"('O14576', 'Q13748')"
"('Q9H1J7', 'P56704')"
"('Q9UL25', 'P23508')"
"('P62330', 'O75533')"
"('P27986', 'P10912')"
"('Q9UNN5', 'Q8N6T7')"
"('Q99459', 'P46940')"
"('P62266', 'P08865')"
"('Q13557', 'Q15796')"
"('P62899', 'P42766')"
"('C9JDP6', 'P56746')"
"('P38570', 'Q96EP1')"
"('P62263', 'P60866')"
"('Q96EQ8', 'P61077')"
"('O00231', 'P43686')"
"('Q13535', 'Q5VUA4')"
"('Q12816', 'Q93009')"
"('Q9UQM7', 'Q14315')"
"('P46063', 'O00629')"
"('406982', 'O43521')"
"('P30153', 'Q14164')"
"('Q86US8', 'P30153')"
"('Q9NPD8', 'Q8TEB7')"
"('Q8TDR0', 'P78559')"
"('Q9UI26', 'P62826')"
"('P01588', 'Q9HC73')"
"('P62945', 'Q9UNX3')"
"('P51148', 'Q9H1K0')"
"('P37173', 'P67775')"
"('P51451', 'P18146')"
"('O00291', 'P42858')"
"('P10826', 'Q15796')"
"('A0JLT2', 'Q96HR3')"
"('O14775', 'P53602')"
"('Q06413', 'Q04721')"
"('P26368', 'Q96PU8')"
"('Q9H2G2', 'Q9UBN7')"
"('406928', 'O75461')"
"('P20226', 'Q9Y265')"
"('P52209', 'O95777')"
"('P84098', 'Q92901')"
"('P22309', 'P25942')"
"('Q14203', 'O76071')"
"('Q92734', 'Q5JY77')"
"('Q13643', 'Q8HWS3')"
"('Q9HAU0', 'Q7Z3E2')"
"('P27348', 'O15553')"
"('A6NMZ7', 'P56199')"
"('Q12947', 'P55157')"
"('P30281', 'P21127')"
"('O15069', 'Q9ULV8')"
"('Q9H2G2', 'P42566')"
"('Q13190', 'P51693')"
"('P13727', 'P15976')"
"('O95777', 'Q9Y333')"
"('Q08170', 'O75937')"
"('P12931', 'P00519')"
"('Q9UBU8', 'Q13573')"
"('Q9Y4K3', 'P63261')"
"('O43293', 'P04150')"
"('Q00005', 'P84098')"
"('Q8WXF1', 'Q15233')"
"('Q96JP2', 'Q99459')"
"('O00401', 'O75400')"
"('P30305', 'P27348')"
"('Q86WV1', 'P08575')"
"('P43146', 'Q05397')"
"('Q99836', 'P19838')"
"('Q9Y4K3', 'P10768')"
"('Q09013', 'P04183')"
"('Q10586', 'Q9Y265')"
"('Q8IW19', 'P09874')"
"('Q9UHC6', 'Q9ULJ6')"
"('P13232', 'P40238')"
"('Q16635', 'Q15561')"
"('Q13131', 'Q9Y478')"
"('P78413', 'Q13526')"
"('P46783', 'Q9NX58')"
"('P62851', 'P62280')"
"('Q14790', 'Q9UNN5')"
"('Q15021', 'Q15003')"
"('P78371', 'Q9Y572')"
"('P49841', 'P25054')"
"('O43303', 'O60641')"
"('P04637', 'Q92754')"
"('Q86VZ2', 'Q9BQ67')"
"('Q15796', 'P61962')"
"('P38398', 'P17275')"
"('P13196', 'P04183')"
"('Q96RG2', 'P20618')"
"('P55055', 'P19793')"
