negatives
"('P07355', 'O75815')"
"('P18206', 'P26368')"
"('P06241', 'Q9NYQ7')"
"('P53350', 'O15084')"
"('Q15014', 'Q13573')"
"('Q13952', 'O15527')"
"('Q08209', 'Q9UQC2')"
"('Q13573', 'Q92616')"
"('P56537', 'Q9Y617')"
"('P62714', 'Q9NWZ3')"
"('P30679', 'Q99614')"
"('Q16659', 'O75475')"
"('P19012', 'O95751')"
"('P15529', 'P05556')"
"('O95295', 'P54257')"
"('P41182', 'Q9UBV4')"
"('O95201', 'Q16543')"
"('O60934', 'P15336')"
"('O14775', 'Q99677')"
"('P07858', 'P07355')"
"('P0C0S8', 'Q93079')"
"('O76081', 'Q15773')"
"('O14641', 'Q9Y2T1')"
"('P27361', 'O15198')"
"('P35626', 'Q8NGQ4')"
"('P62837', 'Q99942')"
"('Q96Q15', 'Q9Y2T4')"
"('Q13535', 'Q9NW38')"
"('P61158', 'Q14247')"
"('P01562', 'P52333')"
"('Q12778', 'O00253')"
"('Q5T0N5', 'Q9Y4D1')"
"('P52797', 'P00533')"
"('Q9UKR5', 'Q9H1D9')"
"('Q86TW2', 'P62820')"
"('Q8N5R6', 'O94972')"
"('Q14765', 'P40763')"
"('P10276', 'Q9NPJ4')"
"('Q9Y3U8', 'O43586')"
"('Q9NVU0', 'O14802')"
"('Q06190', 'Q7Z3S7')"
"('P62854', 'Q969E8')"
"('Q13114', 'Q9NWF9')"
"('O60739', 'P59998')"
"('Q06187', 'P19174')"
"('Q6P2C8', 'Q93074')"
"('Q5VTD9', 'Q9NRD5')"
"('Q86U42', 'Q13243')"
"('Q9P2E2', 'Q02410')"
"('Q15843', 'P13639')"
"('Q9NXU5', 'Q13885')"
"('O15067', 'P19532')"
"('Q9GZT5', 'Q9H461')"
"('P20851', 'P0C0L5')"
"('P35579', 'P63104')"
"('P01106', 'O43761')"
"('Q8IY92', 'O43865')"
"('Q15084', 'Q9Y4K3')"
"('Q12857', 'P05177')"
"('Q9Y5Z7', 'Q15291')"
"('Q9Y6E7', 'P05141')"
"('P56524', 'P61981')"
"('P61981', 'Q86WB0')"
"('P10912', 'P18031')"
"('Q9BSJ1', 'O75150')"
"('O15265', 'P54725')"
"('Q3ZCQ8', 'Q04206')"
"('Q16236', 'P62979')"
"('Q96QU1', 'Q9Y6N9')"
"('P51965', 'Q9C040')"
"('P41227', 'P23508')"
"('Q9Y478', 'P46781')"
"('Q9HCZ1', 'O95273')"
"('O43741', 'P04035')"
"('Q13485', 'Q99466')"
"('Q9Y6W6', 'O15264')"
"('P04626', 'P51451')"
"('P48058', 'Q05586')"
"('Q15428', 'Q9UKV3')"
"('Q8IZP0', 'Q13191')"
"('Q9UDY2', 'Q9Y2J2')"
"('P62258', 'P08069')"
"('O15144', 'P42768')"
"('P08473', 'Q92597')"
"('P12814', 'Q13319')"
"('P53350', 'Q96NT0')"
"('P11142', 'P35225')"
"('Q14061', 'O75880')"
"('O43353', 'P08138')"
"('Q14240', 'Q13332')"
"('Q08211', 'O95400')"
"('Q00839', 'P26368')"
"('O43561', 'P18031')"
"('Q15628', 'Q03135')"
"('Q16659', 'O14543')"
"('Q92769', 'O76071')"
"('P20248', 'Q13616')"
"('Q14832', 'Q9HAV0')"
"('P52564', 'O75293')"
"('Q9BQD3', 'Q8N5R6')"
"('Q7Z333', 'P63279')"
"('Q9NVI7', 'P13569')"
"('Q96ST3', 'Q9UMX1')"
"('P62993', 'Q16643')"
"('P08253', 'P01137')"
"('Q9UHY7', 'O75928')"
"('O75955', 'P09326')"
"('Q8NC51', 'Q53HC9')"
"('P55157', 'Q9UK85')"
"('Q15047', 'Q12972')"
"('P62805', 'Q15672')"
"('Q86UR1', 'P05129')"
"('Q969Z0', 'P21246')"
"('Q8TE12', 'P51116')"
"('O75694', 'Q8IY92')"
"('P07900', 'Q16665')"
"('P26641', 'Q8IZ13')"
"('Q92922', 'P06400')"
"('P52757', 'P62745')"
"('Q96J02', 'P35968')"
"('Q96JP5', 'Q15287')"
"('Q86WN2', 'Q01113')"
"('Q8IYX3', 'Q99750')"
"('Q9UNS2', 'Q9P2S5')"
"('P36578', 'P62987')"
"('Q9Y490', 'P26012')"
"('Q9Y490', 'P06756')"
"('P62258', 'P46527')"
"('O00750', 'P09619')"
"('P10721', 'P32927')"
"('P49207', 'O43586')"
"('Q00005', 'Q96RQ3')"
"('Q16625', 'O95832')"
"('Q99459', 'O00471')"
"('Q92731', 'Q9ULK4')"
"('P19793', 'Q15796')"
"('P08631', 'Q14289')"
"('P32121', 'Q8NG76')"
"('Q9H2G2', 'Q13023')"
"('O15211', 'Q9GZT6')"
"('Q96DB2', 'Q96KK5')"
"('Q16659', 'Q71U36')"
"('P63010', 'Q6WCQ1')"
"('O00459', 'Q9Y6Q6')"
"('Q13620', 'Q9GZS3')"
"('P52630', 'P13164')"
"('O43491', 'P30542')"
"('P62136', 'Q10570')"
"('P78362', 'P52735')"
"('P49888', 'Q9UKR5')"
"('O95644', 'Q04864')"
"('Q06609', 'P23246')"
"('Q04721', 'Q86Y01')"
"('Q8NHR9', 'Q07889')"
"('P34130', 'P23560')"
"('O15209', 'Q9NRR5')"
"('P52797', 'P22455')"
"('P02549', 'P50552')"
"('P35626', 'Q8WZ84')"
"('P09912', 'P52630')"
"('O96020', 'Q9UJX3')"
"('P19544', 'P63279')"
"('P35227', 'P51784')"
"('P26012', 'P49023')"
"('P08253', 'Q99727')"
"('P63215', 'P35498')"
"('O15105', 'P35711')"
"('Q5T5P2', 'Q9NRX4')"
"('P06493', 'P78396')"
"('P01133', 'P09619')"
"('P54259', 'Q96PM5')"
"('P62330', 'O00471')"
"('Q07000', 'P30450')"
"('Q9BXL5', 'P23497')"
"('Q16558', 'Q01668')"
"('P02768', 'P02655')"
"('Q9UHD2', 'O14920')"
"('Q92620', 'Q13243')"
"('Q9UM63', 'P84022')"
"('P25686', 'P62979')"
"('P04731', 'Q13585')"
"('P18621', 'P35268')"
"('O95405', 'Q6P3W7')"
"('Q96PU8', 'P26599')"
"('P56537', 'P54577')"
"('Q13485', 'Q9NQB0')"
"('P30876', 'O94762')"
"('343477', 'P49642')"
"('Q8WYK2', 'P17544')"
"('P03905', 'O95299')"
"('Q9BWF3', 'P61978')"
"('P11047', 'Q9UKX5')"
"('P09486', 'Q9HB31')"
"('Q15654', 'Q99836')"
"('P21554', 'P62873')"
"('P12830', 'P14923')"
"('P49841', 'Q06330')"
"('Q9Y4H2', 'P29353')"
"('Q9Y2T1', 'O95996')"
"('Q92624', 'P05067')"
"('O14896', 'Q9H3D4')"
"('Q6P1J9', 'Q12809')"
"('Q13315', 'Q15648')"
"('Q8IZP0', 'Q8N4C6')"
"('Q9BSW7', 'Q86V88')"
"('P09471', 'Q8NFM4')"
"('Q16778', 'P52294')"
"('P08047', 'P10275')"
"('Q15654', 'Q14511')"
"('P53671', 'P23528')"
"('Q8TAQ2', 'Q86U86')"
"('Q9UPX8', 'Q9UQB8')"
"('P62263', 'P62277')"
"('Q00610', 'O14920')"
"('P09237', 'P60022')"
"('Q92945', 'Q13188')"
"('P02452', 'P25067')"
"('P21912', 'P20132')"
"('Q9BXI2', 'Q9Y619')"
"('O60269', 'O15162')"
"('Q05655', 'P29966')"
"('P17861', 'Q53ET0')"
"('O15143', 'O00401')"
"('P16234', 'P98077')"
"('O14986', 'O14640')"
"('Q96RN5', 'Q9BWU1')"
"('P17612', 'Q13131')"
"('Q15046', 'Q13155')"
"('Q13554', 'Q07343')"
"('P10275', 'P63244')"
"('Q6ZSZ5', 'P61586')"
"('O95347', 'P30457')"
"('P52597', 'Q14683')"
"('Q92901', 'P49207')"
"('P04731', 'P04637')"
"('Q13573', 'Q13610')"
"('P23396', 'P46781')"
"('Q04323', 'P11802')"
"('P13010', 'P09874')"
"('P62249', 'P62081')"
"('Q8TDB6', 'Q969T4')"
"('Q9UBD9', 'P26951')"
"('P63261', 'Q14247')"
"('Q9UQF2', 'P05106')"
"('Q16891', 'Q8NCC3')"
"('O77932', 'Q92993')"
"('Q96BN2', 'O15265')"
"('Q9NQ29', 'Q15287')"
"('Q13241', 'P29350')"
"('Q99623', 'Q14204')"
"('P06400', 'P10275')"
"('Q9NWB1', 'Q9UBD0')"
"('Q8IVH8', 'P16333')"
"('P63104', 'P62081')"
"('P08648', 'P18146')"
"('P53618', 'P11274')"
"('Q15428', 'P67809')"
"('P63104', 'Q14103')"
"('Q15645', 'Q9NTN9')"
"('O75154', 'Q9H0H5')"
"('Q9UBL3', 'Q5QNW6')"
"('P10301', 'Q92565')"
"('P11171', 'P61457')"
"('P23246', 'Q15233')"
"('P28482', 'P84022')"
"('Q96MS0', 'Q9Y6N7')"
"('P63215', 'Q13936')"
"('Q96DF8', 'Q9BWF3')"
"('P19388', 'Q13573')"
"('Q04206', 'P52272')"
"('Q15672', 'P38936')"
"('P54652', 'O95831')"
"('O15264', 'O00571')"
"('Q06124', 'P04626')"
"('Q7Z6B7', 'Q07890')"
"('Q07020', 'Q99558')"
"('Q8IZC6', 'P26010')"
"('P16298', 'Q8NHZ8')"
"('Q8IWV7', 'P60953')"
"('Q9Y580', 'P38159')"
"('Q8IVM0', 'Q6GQQ9')"
"('Q14457', 'Q6ZNE5')"
"('P00519', 'O15151')"
"('Q9HCU9', 'P35232')"
"('Q08211', 'P63104')"
"('P53539', 'P32519')"
"('Q07890', 'P08648')"
"('P01889', 'Q14444')"
"('Q99459', 'Q99816')"
"('P61313', 'P46779')"
"('Q9UNX3', 'P36578')"
"('P01106', 'Q00839')"
"('P49841', 'O95377')"
"('Q9UPW5', 'Q9NRI5')"
"('P51610', 'Q9NR33')"
"('P31947', 'Q9H0B6')"
"('Q14525', 'Q9NW61')"
"('407050', 'Q16827')"
"('O00755', 'O00144')"
"('O95631', 'P43146')"
"('Q9C0H9', 'P41240')"
"('O00463', 'Q93009')"
"('Q9BXS5', 'O14976')"
"('P01889', 'P31949')"
"('Q12905', 'Q92878')"
"('Q86VP6', 'P62877')"
"('P00747', 'P01876')"
"('Q15477', 'Q9UQ88')"
"('P56645', 'O15055')"
"('P43403', 'Q9UQC2')"
"('P63279', 'P41212')"
"('P42229', 'P43365')"
"('A1A4S6', 'P63000')"
"('Q93009', 'Q68CJ9')"
"('P58753', 'Q92985')"
"('Q15596', 'Q13136')"
"('Q9H9L3', 'P46108')"
"('O75874', 'Q9UKY1')"
"('Q15034', 'P04183')"
"('P01857', 'P35368')"
"('Q00005', 'P06702')"
"('O95084', 'Q99081')"
"('Q12923', 'P18146')"
"('P18146', 'Q8WXH6')"
"('Q9UL45', 'O14777')"
"('P00451', 'O60739')"
"('Q13772', 'Q92831')"
"('P14373', 'Q9H2F5')"
"('O95379', 'Q93096')"
"('P12956', 'P09086')"
"('Q9C005', 'Q99880')"
"('P31948', 'Q9Y4K3')"
"('P62906', 'Q15843')"
"('Q99878', 'Q7Z2G1')"
"('P48643', 'P60510')"
"('P30153', 'P62714')"
"('Q9UJX2', 'O60671')"
"('P67809', 'P0CG48')"
"('P61978', 'O75937')"
"('Q16659', 'P27708')"
"('Q9UL18', 'P62753')"
"('O15524', 'P06241')"
"('Q9P0W0', 'P26951')"
"('Q14671', 'Q99459')"
"('Q13625', 'P05067')"
"('Q9UKX5', 'P08648')"
"('Q8IZL2', 'Q9UM47')"
"('P27635', 'P30050')"
"('Q6DRA6', 'Q9P0U4')"
"('P01567', 'Q969J5')"
"('79948', 'Q9NRL3')"
"('O75694', 'P30480')"
"('Q15173', 'Q13936')"
"('P38159', 'P52272')"
"('Q9NRR5', 'Q15155')"
"('O94761', 'O95084')"
"('P10147', 'P32246')"
"('P51693', 'Q9P2H0')"
"('O75122', 'P61981')"
"('Q13625', 'O15350')"
"('P62906', 'P83881')"
"('Q9NRA1', 'P00533')"
"('P61024', 'Q13309')"
"('Q16659', 'P10276')"
"('Q9NZS9', 'P61077')"
"('P35658', 'Q96EE3')"
"('Q99496', 'P78364')"
"('Q9H9A7', 'Q2NKX8')"
"('O14602', 'P60228')"
"('P62750', 'Q9UKS6')"
"('P29622', 'Q9NRH1')"
"('P30281', 'O95967')"
"('P04406', 'O14936')"
"('P41235', 'Q92878')"
"('Q9BSJ2', 'Q08AG7')"
"('P41219', 'P07197')"
"('P49841', 'Q9UHR5')"
"('O43318', 'Q9UDY8')"
"('Q9Y6K9', 'P55957')"
"('Q96RE7', 'Q13573')"
"('O43676', 'O95167')"
"('Q96DA0', 'Q9NRR5')"
"('P27986', 'P13637')"
"('Q05655', 'Q08828')"
"('Q9UBD9', 'P42701')"
"('P50213', 'O43837')"
"('Q13315', 'Q96EP5')"
"('Q15047', 'Q9NQ25')"
"('O75461', 'P35226')"
"('Q9UPN9', 'Q9UIG0')"
"('Q14181', 'P30533')"
"('P28328', 'Q6PD62')"
"('Q14197', 'Q13162')"
"('Q8NBZ0', 'Q96EZ8')"
"('P56134', 'P00846')"
"('P29590', 'Q13547')"
"('P46108', 'O00401')"
"('Q9Y5X2', 'P62993')"
"('P26640', 'P29692')"
"('Q12772', 'Q99614')"
"('P35968', 'P16885')"
"('Q13621', 'P05062')"
"('Q9UGP8', 'Q99442')"
"('P01889', 'O00442')"
"('Q09028', 'Q9Y294')"
"('P36941', 'P11215')"
"('P53007', 'Q14197')"
"('Q16363', 'Q05397')"
"('Q01844', 'Q9Y2I6')"
"('P68133', 'Q9NXR8')"
"('P46527', 'P28749')"
"('Q14197', 'Q9UBX3')"
"('Q8NGD5', 'P38405')"
"('P01111', 'P42336')"
"('Q16585', 'Q96LD1')"
"('P08620', 'P08138')"
"('P05386', 'P60709')"
"('P07900', 'P19525')"
"('P63104', 'P09382')"
"('P78527', 'P04637')"
"('P08754', 'P29474')"
"('Q7RTN6', 'P49716')"
"('Q15139', 'P62993')"
"('P16520', 'P48051')"
"('Q00005', 'Q7Z2W4')"
"('P04049', 'P49368')"
"('P62745', 'P18031')"
"('Q99623', 'Q8IXJ6')"
"('P51817', 'P49841')"
"('P35269', 'Q9GZU7')"
"('P16333', 'P21917')"
"('P42574', 'Q14457')"
"('P49715', 'P53567')"
"('Q14974', 'Q9UH99')"
"('O15047', 'Q6DRA6')"
"('P42768', 'O15143')"
"('O00206', 'P28482')"
"('P31994', 'P29353')"
"('Q15276', 'P20338')"
"('P55196', 'P57087')"
"('P67870', 'Q9H9F9')"
"('Q13535', 'Q9UGV2')"
"('Q8IX12', 'Q01081')"
"('P46459', 'P47869')"
"('Q16637', 'Q00013')"
"('P01106', 'P51571')"
"('P06493', 'Q9H2G2')"
"('Q12905', 'P68104')"
"('Q99569', 'P49768')"
"('O43566', 'P11215')"
"('Q92569', 'Q8TDZ2')"
"('P38936', 'P49005')"
"('Q9UQF2', 'P04626')"
"('P03973', 'P28799')"
"('P12757', 'Q13569')"
"('Q04771', 'P37023')"
"('P49903', 'P21673')"
"('P33992', 'Q12905')"
"('Q13042', 'Q9NZH5')"
"('Q14562', 'Q9ULR0')"
"('Q96SB4', 'Q08170')"
"('P54257', 'Q9H0U9')"
"('O00222', 'P59768')"
"('P43629', 'P04004')"
"('P01116', 'Q9NS23')"
"('Q9Y3C0', 'Q96CV9')"
"('O75369', 'P45983')"
"('P63279', 'P04150')"
"('O00141', 'P11940')"
"('Q9UBI6', 'Q01668')"
"('O60566', 'Q13547')"
"('Q96HA1', 'P41227')"
"('Q15628', 'Q14790')"
"('Q9UKR5', 'P04083')"
"('P11047', 'P26010')"
"('P35613', 'O14593')"
"('Q9NRZ5', 'P46108')"
"('P17066', 'P45984')"
"('P04222', 'Q14697')"
"('Q99873', 'O60232')"
"('P52333', 'P24394')"
"('P19784', 'Q92997')"
"('O00214', 'P56199')"
"('Q13683', 'P26012')"
"('Q8NFM4', 'P22694')"
"('Q5TD97', 'Q03060')"
"('O14775', 'O60840')"
"('O15047', 'O43521')"
"('P07333', 'Q92569')"
"('P63261', 'P18206')"
"('P62847', 'P62244')"
"('Q9H469', 'Q9HCE7')"
"('P83731', 'Q15843')"
"('Q96QV6', 'Q8N257')"
"('O75940', 'Q9Y3B4')"
"('P56645', 'P35712')"
"('Q02556', 'Q13105')"
"('P01111', 'O15264')"
"('P05231', 'Q99062')"
"('P50914', 'P18077')"
"('P00519', 'O76039')"
"('P09486', 'P37173')"
"('P22460', 'P35609')"
"('Q13573', 'Q16594')"
"('P07108', 'Q9BPW8')"
"('Q99459', 'Q9Y4G6')"
"('Q9BXJ9', 'P01889')"
"('O00463', 'P28908')"
"('P16333', 'P21817')"
"('P49840', 'Q9NZD8')"
"('P01106', 'O15403')"
"('Q96HF1', 'Q9H1J7')"
"('O75531', 'P30480')"
"('P15336', 'P67870')"
"('P12755', 'P10276')"
"('Q9UQE7', 'O60216')"
"('Q9HC52', 'Q93009')"
"('P46108', 'P80404')"
"('Q08AD1', 'Q71UI9')"
"('P61073', 'Q15853')"
"('P09486', 'P02671')"
"('Q14790', 'Q8WUI4')"
"('P62333', 'Q9Y5K5')"
"('P09619', 'Q9UJM3')"
"('P11802', 'P16989')"
"('P22694', 'P14618')"
"('Q99832', 'P26641')"
"('P35626', 'Q8NGG6')"
"('P17612', 'Q92934')"
"('Q14197', 'Q6IN84')"
"('Q15714', 'O43402')"
"('Q15437', 'Q9NQW1')"
"('P00736', 'P0C0L5')"
"('P68104', 'P62826')"
"('P04156', 'P62380')"
"('Q9NRR5', 'Q969W9')"
"('Q12974', 'Q6P4Q7')"
"('Q15418', 'P01111')"
"('Q16891', 'P48643')"
"('Q9NSB4', 'Q6IBS0')"
"('P62906', 'P05387')"
"('Q9Y463', 'Q9H0N5')"
"('Q16576', 'Q12788')"
"('O75928', 'P10275')"
"('Q15334', 'Q15700')"
"('O15379', 'Q86Y13')"
"('P08631', 'Q92556')"
"('P0C0S5', 'Q9GZN1')"
"('P55347', 'P00749')"
"('Q99608', 'Q9Y679')"
"('P61326', 'P01241')"
"('P35637', 'P61978')"
"('P41182', 'Q99677')"
"('O95295', 'Q6QNY0')"
"('Q9H9G7', 'P07900')"
"('Q14164', 'Q04941')"
"('Q96KM6', 'P46100')"
"('Q9UJX2', 'O95067')"
"('P14324', 'P11362')"
"('O43390', 'Q14683')"
"('P14625', 'Q9NZJ5')"
"('P09651', 'P51991')"
"('Q01082', 'Q96KM6')"
"('Q9UJM3', 'P31947')"
"('O00144', 'Q92997')"
"('P06733', 'Q9Y3M8')"
"('Q06187', 'P42229')"
"('Q02548', 'P07333')"
"('P55075', 'Q02763')"
"('P05015', 'P24394')"
"('O76071', 'Q9NRH3')"
"('P06733', 'P16104')"
"('Q9UIJ7', 'Q14919')"
"('Q15796', 'Q14562')"
"('P51970', 'O00483')"
"('P01241', 'P15509')"
"('Q01094', 'Q05682')"
"('Q9BXS5', 'P11279')"
"('P28566', 'P50150')"
"('P37840', 'P01308')"
"('Q13404', 'Q9BZR9')"
"('Q14831', 'P04899')"
"('P49815', 'P08107')"
"('Q15910', 'P28072')"
"('P04350', 'Q9Y572')"
"('Q96RT8', 'A6NHL2')"
"('P01106', 'Q9Y2I8')"
"('P19447', 'Q01094')"
"('P04350', 'Q9Y6N7')"
"('Q92621', 'Q99567')"
"('Q9HCK5', 'P68104')"
"('Q9UJX2', 'P30260')"
"('Q8WUA4', 'Q13573')"
"('Q9Y572', 'P27708')"
"('P14415', 'O15537')"
"('O60814', 'Q9UKV0')"
"('P63165', 'P05187')"
"('Q9UH62', 'Q00610')"
"('P10767', 'P11362')"
"('P98175', 'P84085')"
"('O75818', 'Q99575')"
"('P02679', 'P40763')"
"('P83916', 'Q13472')"
"('Q8WW01', 'Q9H094')"
"('P27797', 'P30101')"
"('P25098', 'P08588')"
"('P49841', 'Q9Y3F4')"
"('O75815', 'Q9Y286')"
"('P36873', 'Q05586')"
"('P36405', 'Q13432')"
"('P51817', 'Q9Y698')"
"('Q93045', 'Q96PX6')"
"('P36873', 'Q68CJ9')"
"('Q9ULM3', 'Q9NR33')"
"('Q9NZN4', 'P09497')"
"('P23297', 'P08133')"
"('Q9NYJ8', 'P11021')"
"('Q9NR30', 'P07910')"
"('P61964', 'Q9BQ67')"
"('P01889', 'P55072')"
"('Q17RW2', 'P53708')"
"('O60861', 'O95466')"
"('P47914', 'P83881')"
"('Q15628', 'Q07021')"
"('P50851', 'O75896')"
"('O15400', 'O43752')"
"('Q9H3Q1', 'P36897')"
"('P12931', 'Q8N5H7')"
"('P61201', 'Q9UK53')"
"('P12757', 'P78317')"
"('Q96B33', 'P56856')"
"('P55075', 'P10721')"
"('Q96CS2', 'Q13415')"
"('P42345', 'O75143')"
"('Q9NPI6', 'P63104')"
"('Q6IA17', 'P51617')"
"('P15880', 'P46783')"
"('Q9UGI9', 'O95822')"
"('O15264', 'P14625')"
"('P21673', 'Q9Y3Q8')"
"('Q6PIZ9', 'O00459')"
"('O15131', 'Q9NVS9')"
"('P62308', 'P14678')"
"('Q14653', 'Q9UHD2')"
"('Q92793', 'P01574')"
"('P61956', 'Q9H8M9')"
"('O95139', 'P03923')"
"('P51116', 'P35520')"
"('O60343', 'Q6N021')"
"('P42684', 'P07203')"
"('P31946', 'O43143')"
"('P52333', 'P20963')"
"('P01106', 'Q86Y56')"
"('P02788', 'P19338')"
"('Q9BTM1', 'Q8IYW5')"
"('P00533', 'P12830')"
"('P49802', 'P46108')"
"('A7KAX9', 'P60953')"
"('Q96KM6', 'Q86XL3')"
"('Q9Y620', 'O75865')"
"('P23921', 'Q9Y478')"
"('Q9H444', 'P40818')"
"('Q6UXH1', 'Q9NX14')"
"('P17252', 'Q8TAA9')"
"('P01112', 'P15498')"
"('P15927', 'O95985')"
"('Q9Y4H2', 'P48357')"
"('Q9UBT7', 'Q93009')"
"('O95801', 'Q5W0B1')"
"('Q96ST3', 'P10275')"
"('Q9BXM7', 'Q12931')"
"('Q99684', 'P62314')"
"('P49841', 'Q9UHI6')"
"('Q8NBZ0', 'Q9H981')"
"('P48643', 'Q99759')"
"('P56556', 'P46379')"
"('Q16637', 'P38432')"
"('P62834', 'P12931')"
"('P35244', 'Q15714')"
"('Q9Y692', 'Q15797')"
"('Q8TCT8', 'O43765')"
"('Q4VXU2', 'Q9H074')"
"('P01574', 'P10912')"
"('Q16665', 'Q9UNQ0')"
"('P46934', 'P08069')"
"('Q5JY77', 'P30559')"
"('P26951', 'P48736')"
"('P61201', 'Q7L5N1')"
"('Q8IZP0', 'Q92569')"
"('P15976', 'Q9Y5J3')"
"('P01574', 'Q9Y5Q3')"
"('Q15672', 'P16070')"
"('P41227', 'P01106')"
"('P08107', 'Q9BXA6')"
"('Q13098', 'Q9UNS2')"
"('O75771', 'Q06609')"
"('P24522', 'Q16877')"
"('P29350', 'P06239')"
"('P62888', 'P62910')"
"('Q14242', 'P13611')"
"('P56282', 'P68104')"
"('P02675', 'Q14451')"
"('P31314', 'P00352')"
"('Q96BR9', 'O14641')"
"('P62807', 'Q9NY93')"
"('P08246', 'P17676')"
"('Q9Y224', 'P63104')"
"('P30480', 'P46781')"
"('P08069', 'Q15147')"
"('O00499', 'Q9Y2H0')"
"('P24534', 'P29692')"
"('P0CG48', 'Q7Z6J0')"
"('P61812', 'P05067')"
"('P38432', 'Q96JN2')"
"('Q99967', 'Q92754')"
"('O95817', 'P11142')"
"('Q8IXH7', 'Q9Y4R7')"
"('P38398', 'Q16576')"
"('P43246', 'O75365')"
"('Q9HCE1', 'Q14197')"
"('Q969D9', 'Q13261')"
"('Q9Y328', 'P42677')"
"('Q92922', 'Q9UJX2')"
"('P61353', 'P83731')"
"('Q9Y508', 'Q8IX04')"
"('Q96KG7', 'A3KMH1')"
"('Q5T5S1', 'Q99750')"
"('P42677', 'Q9Y328')"
"('P49703', 'Q9HCE7')"
"('Q8IYB3', 'Q07955')"
"('Q9NPF7', 'P35638')"
"('Q8N2W9', 'Q13426')"
"('Q03701', 'Q9UHA4')"
"('Q9H2G2', 'Q12947')"
"('P42766', 'P36578')"
"('Q86WN2', 'P16471')"
"('P62979', 'Q9BXL7')"
"('P36542', 'P27986')"
"('Q16778', 'Q96QV6')"
"('P23508', 'Q9Y3A3')"
"('P24941', 'P30086')"
"('Q8IYF3', 'P48552')"
"('Q9NWT6', 'Q96KR4')"
"('P54762', 'P20936')"
"('P23527', 'Q9P0M6')"
"('Q9NZ52', 'P11717')"
"('P51692', 'P30279')"
"('O75508', 'Q9Y5I7')"
"('Q9NYF0', 'P05129')"
"('Q9ULZ3', 'Q86W26')"
"('P50150', 'P35498')"
"('P00519', 'P46109')"
"('P51817', 'P14618')"
"('Q8TAQ2', 'Q9UIG0')"
"('P62269', 'P39019')"
"('Q15797', 'P15374')"
"('O00471', 'P62330')"
"('Q9UET6', 'P26368')"
"('P46778', 'P39023')"
"('Q9NTJ3', 'Q9BPX3')"
"('P56856', 'Q07157')"
"('O00755', 'Q9ULV1')"
"('O60244', 'P52630')"
"('O43916', 'P31947')"
"('P56556', 'O95139')"
"('Q6VMQ6', 'P08572')"
"('P62987', 'P61353')"
"('P63000', 'P05814')"
"('P41743', 'P63104')"
"('P61421', 'O60663')"
"('P04264', 'P02768')"
"('P24821', 'Q13683')"
"('P15531', 'P21980')"
"('Q14164', 'P62280')"
"('Q9Y5H5', 'P46108')"
"('P38398', 'Q12824')"
"('Q13315', 'Q9UBD5')"
"('P57772', 'Q13573')"
"('P10275', 'P60763')"
"('Q9GZY6', 'Q07889')"
"('P67809', 'Q01081')"
"('P33993', 'P28749')"
"('Q9UI95', 'Q9NYG5')"
"('Q9NX70', 'P24863')"
"('P01889', 'Q9NR31')"
"('Q13573', 'P61088')"
"('Q8WXH5', 'P31785')"
"('P61088', 'Q14258')"
"('P35227', 'P78364')"
"('P60953', 'O15085')"
"('O00170', 'Q92985')"
"('P0CAP1', 'Q8IWZ3')"
"('Q9BWC9', 'Q9BVJ6')"
"('Q96PU5', 'Q04917')"
"('Q8WVM8', 'P83436')"
"('Q9Y5S8', 'Q86UR1')"
"('Q6PI98', 'Q96EZ8')"
"('P10276', 'Q15466')"
"('Q15393', 'Q99459')"
"('Q9BY76', 'Q92747')"
"('Q99677', 'P41182')"
"('P83731', 'P62945')"
"('P08670', 'P15090')"
"('P51532', 'P51531')"
"('O60762', 'Q92956')"
"('P22392', 'Q01105')"
"('P16871', 'P02768')"
"('Q5UIP0', 'P52756')"
"('P63261', 'Q16659')"
"('Q9NP77', 'Q9P2I0')"
"('O75175', 'P51679')"
"('Q7Z7K6', 'P06241')"
"('Q16512', 'Q9NRA0')"
"('Q13573', 'Q9NQW1')"
"('O95718', 'P62195')"
"('P11021', 'Q9BPU6')"
"('Q9Y244', 'Q99436')"
"('P01588', 'Q01344')"
"('Q13472', 'Q9UER7')"
"('P36575', 'Q93091')"
"('P78352', 'P46937')"
"('Q15366', 'P16104')"
"('P00441', 'Q8TCX1')"
"('P38646', 'Q13077')"
"('Q8N878', 'P35240')"
"('O95208', 'P08581')"
"('Q13418', 'Q9UBB4')"
"('Q14005', 'P78508')"
"('Q00688', 'P23508')"
"('P06753', 'Q14240')"
"('P02452', 'O75578')"
"('Q96ST3', 'O15379')"
"('Q96CJ1', 'P0C1Z6')"
"('P43405', 'P42229')"
"('P34931', 'O60603')"
"('Q99816', 'Q9BRG2')"
"('Q71SY5', 'P10828')"
"('Q68CP9', 'Q92922')"
"('Q13087', 'P27797')"
"('Q13018', 'P61812')"
"('Q8WUF5', 'Q04206')"
"('O43900', 'P00519')"
"('Q15417', 'P50402')"
"('Q05655', 'Q02750')"
"('A6NHT5', 'P46379')"
"('P11229', 'P50151')"
"('Q32NB8', 'O95166')"
"('Q5UIP0', 'P10276')"
"('P07741', 'Q9Y4K3')"
"('P53779', 'P23219')"
"('Q13114', 'O14879')"
"('P18146', 'O14901')"
"('P63261', 'Q13352')"
"('P18146', 'P78386')"
"('Q9NX70', 'Q13503')"
