negatives
"('Q8IU85', 'Q96NX5')"
"('P09651', 'Q96CW5')"
"('P26368', 'Q9Y383')"
"('P15927', 'Q92793')"
"('P84022', 'P61978')"
"('P04626', 'Q9Y337')"
"('P54274', 'Q5T655')"
"('P0DMV9', 'P27695')"
"('Q13077', 'Q96MK2')"
"('Q13151', 'P15927')"
"('Q9Y5X4', 'P28749')"
"('P32242', 'Q6L8H2')"
"('P0CG20', 'Q9BVN2')"
"('Q9UBF8', 'P27348')"
"('Q9BW61', 'Q9NZJ0')"
"('Q13769', 'Q09161')"
"('P01566', 'P23458')"
"('P78527', 'Q9Y679')"
"('Q5U5Q3', 'Q96PK6')"
"('P33992', 'O95989')"
"('Q96EY7', 'Q12849')"
"('Q99759', 'P62987')"
"('P49247', 'Q06124')"
"('Q01974', 'O43741')"
"('Q9BYM8', 'Q16763')"
"('P32302', 'P49407')"
"('P07196', 'Q12873')"
"('O75387', 'Q9BYV9')"
"('P01106', 'Q00653')"
"('Q8TAD4', 'Q92633')"
"('Q8IYX8', 'Q15654')"
"('P05113', 'Q969J5')"
"('Q9HCK5', 'P30050')"
"('P17542', 'Q9UNE7')"
"('P49736', 'Q99878')"
"('Q96RG2', 'P13727')"
"('Q14151', 'Q86VP6')"
"('Q9BYQ4', 'Q9H2X0')"
"('O60508', 'P07910')"
"('O95678', 'Q0VD86')"
"('Q01082', 'P60520')"
"('Q5QJ74', 'P50222')"
"('P49715', 'O75444')"
"('Q5T7N2', 'Q96KM6')"
"('Q9NRM2', 'P63211')"
"('P51610', 'P24864')"
"('P19525', 'O43422')"
"('Q9ULL4', 'P15153')"
"('P55036', 'O60260')"
"('O94875', 'Q15691')"
"('P04637', 'Q9ULH7')"
"('P45983', 'P30307')"
"('O00159', 'Q96I25')"
"('Q13442', 'P02545')"
"('P14859', 'Q16881')"
"('P25786', 'Q96CW5')"
"('Q9BS26', 'P49736')"
"('O00429', 'Q07817')"
"('Q8N1C3', 'Q9H0R8')"
"('Q9HCD6', 'O60307')"
"('Q9BVV2', 'Q9BRK4')"
"('O95295', 'A1L4K1')"
"('Q13045', 'Q9UM73')"
"('P49736', 'P07195')"
"('Q14980', 'O14640')"
"('Q99459', 'Q13200')"
"('Q15287', 'P31946')"
"('P04808', 'Q9HBX9')"
"('Q86TA1', 'Q8WXI2')"
"('P62333', 'Q9Y6G9')"
"('P01889', 'Q9BXJ9')"
"('Q06323', 'P49720')"
"('Q00887', 'Q15796')"
"('P23141', 'Q8TE69')"
"('Q9BVG8', 'Q8IYX8')"
"('P12956', 'Q92831')"
"('Q96I23', 'Q5HYK3')"
"('P55884', 'Q8N122')"
"('P17844', 'Q15459')"
"('O94979', 'Q9Y6B6')"
"('P84098', 'Q13616')"
"('Q12846', 'O75558')"
"('Q02790', 'Q9Y572')"
"('P28482', 'Q13643')"
"('Q8NC60', 'P84077')"
"('Q6P2E9', 'Q13057')"
"('P98177', 'P11473')"
"('P00492', 'P07741')"
"('Q8WUU5', 'Q8N9N5')"
"('O95071', 'Q96CS3')"
"('Q9H2G2', 'Q9NZV5')"
"('P52735', 'P54725')"
"('P09234', 'Q9BQA1')"
"('Q9H492', 'Q15181')"
"('P0DML2', 'P23458')"
"('Q9Y283', 'Q16531')"
"('P63027', 'Q9BV40')"
"('Q9NVS9', 'Q9Y2Z0')"
"('O60260', 'O14979')"
"('Q96IQ7', 'Q15058')"
"('P39019', 'P05387')"
"('Q6NUN9', 'Q9UDV6')"
"('Q5VU43', 'Q5VTD9')"
"('Q8N5F7', 'Q14498')"
"('O00459', 'P00519')"
"('O15392', 'Q93008')"
"('Q14749', 'Q13066')"
"('P16220', 'P04070')"
"('Q05086', 'P55854')"
"('Q9BYB0', 'Q92905')"
"('Q7Z2X4', 'Q6UY14')"
"('O75964', 'O60732')"
"('Q99879', 'P13612')"
"('P51571', 'P22695')"
"('Q6K0P9', 'Q6ZU65')"
"('Q9UHR4', 'P42768')"
"('Q12962', 'Q9UPT9')"
"('Q9Y597', 'Q96S53')"
"('P42684', 'Q15653')"
"('P04637', 'Q9UBK2')"
"('P47736', 'P78368')"
"('P62136', 'Q5SW79')"
"('P08754', 'P40145')"
"('Q92905', 'O15504')"
"('Q92522', 'Q8TEK3')"
"('P12830', 'Q99439')"
"('P0C5Y9', 'P58876')"
"('P16471', 'Q15303')"
"('P46109', 'O75146')"
"('P55209', 'P19338')"
"('Q9UBI6', 'P42338')"
"('P01889', 'P12004')"
"('Q99471', 'Q7L5A3')"
"('Q2M389', 'P48039')"
"('P11021', 'Q8TCJ0')"
"('Q13435', 'P54132')"
"('P35232', 'O75431')"
"('P40227', 'Q8WZ42')"
"('Q6FI81', 'P49588')"
"('P12755', 'O75376')"
"('O76011', 'P12035')"
"('O14775', 'O60840')"
"('Q92783', 'O60220')"
"('Q9UBX3', 'O60783')"
"('O76064', 'Q8NEM0')"
"('Q9Y2T4', 'Q96Q15')"
"('P15976', 'P51532')"
"('O95817', 'P61981')"
"('Q9Y4K3', 'Q99714')"
"('P61981', 'Q9C0B0')"
"('P32455', 'P08047')"
"('Q15323', 'Q86XR8')"
"('Q5H8A4', 'P43220')"
"('Q13617', 'Q9ULX6')"
"('Q9BRT8', 'P01848')"
"('P04629', 'P40818')"
"('Q9NSE2', 'P52333')"
"('P13569', 'Q9BWM7')"
"('P31327', 'P0DMV8')"
"('O60504', 'O75955')"
"('O43909', 'Q96G27')"
"('Q16658', 'Q13387')"
"('O95983', 'Q05516')"
"('Q16236', 'Q12830')"
"('P04629', 'Q86VS8')"
"('Q6P087', 'P09651')"
"('O43543', 'P54132')"
"('P46940', 'P80723')"
"('P0C671', 'P45984')"
"('O43597', 'O60269')"
"('Q53HL2', 'Q9Y623')"
"('Q15696', 'Q9H7E9')"
"('P18146', 'O43364')"
"('Q00987', 'Q01664')"
"('Q9NZM4', 'P62993')"
"('Q9UNN8', 'O00214')"
"('Q13191', 'Q13882')"
"('P51692', 'Q9NRG1')"
"('Q7LBR1', 'Q8WV92')"
"('Q96B26', 'P49023')"
"('Q14318', 'Q86UK5')"
"('Q9NQS3', 'Q9BT40')"
"('P05019', 'P09619')"
"('P55199', 'Q96H20')"
"('O43815', 'Q9H8V3')"
"('P62820', 'O95433')"
"('O43915', 'P35968')"
"('P49286', 'P61952')"
"('Q5T3I0', 'Q13618')"
"('O76000', 'P62873')"
"('Q53H96', 'Q13618')"
"('Q7Z3B3', 'Q99750')"
"('P53618', 'O75533')"
"('Q9NRC8', 'Q96HS1')"
"('Q7Z3S9', 'P14222')"
"('P04629', 'O75477')"
"('O95467', 'P01892')"
"('P39023', 'P19338')"
"('Q9HCH0', 'O75665')"
"('P40818', 'Q6P1N9')"
"('Q6UXB4', 'Q13347')"
"('P49903', 'Q9BXL8')"
"('Q7Z6Z7', 'P07339')"
"('Q9P270', 'P61201')"
"('P40337', 'O75688')"
"('O60341', 'Q9GZR7')"
"('O43633', 'Q70EL1')"
"('P11233', 'P33992')"
"('Q9NZ63', 'Q8N960')"
"('O00401', 'Q9NZC7')"
"('O95072', 'O95816')"
"('Q53GS9', 'Q9UBE0')"
"('Q15370', 'Q9Y575')"
"('Q8NHU6', 'Q9UHC1')"
"('Q8IZY5', 'Q07817')"
"('P09651', 'Q96Q27')"
"('Q92665', 'Q9Y676')"
"('Q9UHD9', 'Q9NQG6')"
"('Q16633', 'Q9BY27')"
"('Q9Y6K1', 'Q99549')"
"('P62195', 'Q9UQ35')"
"('Q9Y5E9', 'P62995')"
"('P55072', 'O60858')"
"('P55735', 'Q15437')"
"('P54259', 'Q04724')"
"('P63261', 'P18084')"
"('P30419', 'Q9Y3I0')"
"('Q14978', 'P42166')"
"('O60346', 'Q7KZI7')"
"('Q8NDT2', 'Q9UBU9')"
"('Q96A33', 'Q9Y2Q3')"
"('O14646', 'P17096')"
"('Q5EBL8', 'Q9HAU0')"
"('Q8IUH5', 'Q9NRQ2')"
"('P35222', 'P14923')"
"('P26022', 'P00747')"
"('Q7L5N1', 'P08670')"
"('Q5VWX1', 'P31943')"
"('O60231', 'Q9NZN4')"
"('Q9UJM3', 'Q9H0P7')"
"('Q14157', 'P51116')"
"('Q86XT9', 'Q401N2')"
"('Q09028', 'Q96KM6')"
"('P18074', 'Q92547')"
"('O60858', 'Q9Y6K9')"
"('Q15058', 'Q9BQE3')"
"('P10451', 'Q14790')"
"('P07910', 'O95292')"
"('O43390', 'P33992')"
"('O60262', 'Q9UBY5')"
"('P21796', 'P24941')"
"('P62906', 'Q14562')"
"('Q14203', 'Q5EBL8')"
"('Q9H269', 'P28072')"
"('Q9BTE7', 'Q96S82')"
"('Q96KQ4', 'P40692')"
"('Q92974', 'Q99459')"
"('Q9UJV9', 'Q96DI7')"
"('P09874', 'Q9ULG1')"
"('Q9Y3C7', 'Q9BUE0')"
"('Q16539', 'Q8NHW3')"
"('Q8NFZ8', 'O14576')"
"('P62861', 'Q99558')"
"('Q7Z3Y8', 'P48668')"
"('P31930', 'Q14197')"
"('Q9NY12', 'Q9BTT6')"
"('P14174', 'P34949')"
"('Q9BY89', 'Q96MT8')"
"('O94808', 'Q8N6T7')"
"('Q8IXZ2', 'Q9Y2Z4')"
"('Q13620', 'Q99729')"
"('P06733', 'Q99497')"
"('P01876', 'P13645')"
"('Q92624', 'Q96K80')"
"('Q9H9Z2', 'Q9NY61')"
"('P50402', 'P15498')"
"('Q86UX7', 'P02751')"
"('Q92804', 'Q9BVK6')"
"('Q8WVZ9', 'P30101')"
"('O43143', 'P60033')"
"('P50616', 'Q13309')"
"('Q14164', 'P0DP25')"
"('P57078', 'Q13509')"
"('O94888', 'Q13616')"
"('Q9H160', 'O96019')"
"('Q13619', 'P68366')"
"('Q8N5R6', 'Q99750')"
"('Q99853', 'Q9UGN5')"
"('Q71U36', 'Q9NQC7')"
"('P54829', 'O00264')"
"('Q9BUL9', 'P78346')"
"('Q06323', 'Q96NL6')"
"('P61088', 'O15111')"
"('P12956', 'P02545')"
"('O00487', 'P62333')"
"('O00560', 'Q9Y3E0')"
"('Q5T5X7', 'Q96EZ8')"
"('P49736', 'P0DJD0')"
"('Q9BY44', 'P18074')"
"('P49591', 'P19320')"
"('Q9H4A5', 'Q15717')"
"('Q7Z6Z7', 'Q32NC0')"
"('P60981', 'Q96HC4')"
"('Q14449', 'O43293')"
"('O75970', 'P28335')"
"('O43542', 'Q13291')"
"('P82675', 'Q96A35')"
"('P27708', 'Q13200')"
"('Q96TC7', 'P11021')"
"('Q9Y4K3', 'Q9HB71')"
"('Q9H4D5', 'P38919')"
"('Q92956', 'Q13114')"
"('Q5SSJ5', 'P06748')"
"('P35228', 'Q14533')"
"('O75147', 'Q7L2E3')"
"('P26639', 'O43399')"
"('Q13595', 'Q9Y3D5')"
"('Q9Y5K5', 'O43242')"
"('Q96SB4', 'P51513')"
"('Q6PKG0', 'Q12905')"
"('Q99757', 'Q12905')"
"('P48556', 'O14641')"
"('Q13813', 'Q99459')"
"('O95816', 'P25685')"
"('Q9UKB1', 'P38159')"
"('Q15149', 'P05161')"
"('P16220', 'Q13227')"
"('Q08830', 'Q9UJT1')"
"('P25786', 'P04629')"
"('P25705', 'O75147')"
"('P06753', 'Q14240')"
"('Q08211', 'Q9H0R8')"
"('Q9HCE1', 'P05412')"
"('Q9H9S0', 'Q16531')"
"('Q99856', 'Q15323')"
"('P12268', 'P03372')"
"('P27694', 'Q68E01')"
"('Q13190', 'Q68CJ9')"
"('Q9NZT2', 'Q16543')"
"('Q9NZN8', 'Q5W0B1')"
"('Q8N5M4', 'Q8ND90')"
"('Q99459', 'Q15427')"
"('P08754', 'O00329')"
"('O75586', 'Q96KQ7')"
"('P61313', 'P62701')"
"('P51636', 'Q96GE6')"
"('P11142', 'Q9UL15')"
"('P33681', 'P08138')"
"('Q96CN7', 'Q8N543')"
"('P61024', 'Q8NFW5')"
"('P09493', 'A0MZ66')"
"('P62136', 'P09543')"
"('P49916', 'Q96FI4')"
"('B5ME19', 'P62701')"
"('P78527', 'Q9UGP5')"
"('P09429', 'P10275')"
"('Q8WVX9', 'P00533')"
"('O94776', 'O95613')"
"('O00268', 'Q9HBM6')"
"('Q7Z4S6', 'P40227')"
"('Q7L1Q6', 'P55010')"
"('Q9BRX9', 'Q9UGJ0')"
"('O75369', 'Q99496')"
"('P33947', 'Q8NA72')"
"('P26639', 'Q8WVY7')"
"('P30613', 'Q9H4B6')"
"('P34931', 'P10515')"
"('Q8NG50', 'Q9UBF8')"
"('P62854', 'Q969E8')"
"('Q8WWW0', 'Q04864')"
"('P31943', 'O95758')"
"('Q15717', 'Q05D32')"
"('O43741', 'O95278')"
"('Q15323', 'Q9BT40')"
"('Q7L5N1', 'Q92734')"
"('P08865', 'O95817')"
"('Q7Z3T8', 'Q9H6Z9')"
"('P63208', 'Q96PU4')"
"('Q8TBB1', 'Q9UQB9')"
"('Q92785', 'Q15532')"
"('P24593', 'P35555')"
"('P18084', 'P60201')"
"('O43493', 'P62330')"
"('P60369', 'Q12891')"
"('P31995', 'P16333')"
"('Q86Y82', 'Q96M89')"
"('Q9UKK6', 'Q9Y3Y2')"
"('P26441', 'Q99650')"
"('Q9BYV2', 'Q9Y5K5')"
"('Q9UPN4', 'Q8NA72')"
"('Q5JS37', 'A2RUU4')"
"('P17535', 'Q15019')"
"('Q3B820', 'Q9Y2T1')"
"('Q8IWL3', 'Q9H1K1')"
"('P68431', 'P09234')"
"('O94955', 'O14503')"
"('Q99584', 'Q86XR8')"
"('P53367', 'P34896')"
"('P10074', 'P52298')"
"('Q16620', 'P18031')"
"('Q9Y243', 'P53804')"
"('Q6WCQ1', 'Q15154')"
"('O94915', 'Q16611')"
"('Q9NRC8', 'P00558')"
"('Q969T4', 'Q06587')"
"('Q68CZ1', 'P52907')"
"('P32121', 'P43116')"
"('P00519', 'P62993')"
"('Q86YD3', 'Q16635')"
"('P01375', 'O14920')"
"('O43597', 'Q96B97')"
"('P40763', 'Q07666')"
"('P09972', 'P24941')"
"('P37840', 'Q8NI35')"
"('Q99470', 'Q9NQS3')"
"('Q08170', 'P51003')"
"('Q14315', 'O15357')"
"('Q9GZY4', 'O95169')"
"('Q8IXK0', 'Q96GD3')"
"('P36969', 'P37802')"
"('Q5TA82', 'O15496')"
"('Q9NVH1', 'Q6W2J9')"
"('P34903', 'Q15111')"
"('P28065', 'P28070')"
"('Q96E35', 'Q8HWS3')"
"('P59665', 'Q99708')"
"('Q92945', 'Q16719')"
"('P51398', 'P03372')"
"('O15264', 'P22314')"
"('P61964', 'P03372')"
"('Q9UNZ2', 'P21359')"
"('Q9H0W5', 'Q9Y6M1')"
"('P42681', 'O14544')"
"('P51116', 'P61106')"
"('Q96QB1', 'P31749')"
"('P62993', 'Q9Y6U3')"
"('P48739', 'Q93009')"
"('P09661', 'P55199')"
"('P15927', 'P49459')"
"('P60484', 'P23528')"
"('P08473', 'Q9Y6F6')"
"('Q9UBW8', 'Q5QP82')"
"('Q9Y6N7', 'O43295')"
"('Q15628', 'P30153')"
"('Q9Y397', 'P01111')"
"('Q9NPJ6', 'P57052')"
"('Q03933', 'Q86X45')"
"('P48145', 'Q8N729')"
"('Q8IXB1', 'Q86VP6')"
"('Q9BYG3', 'Q16666')"
"('Q5U5Q3', 'Q9H6R4')"
"('Q92994', 'Q9NVU0')"
"('Q8IVT5', 'O60573')"
"('P02533', 'Q15051')"
"('Q12965', 'Q13616')"
"('Q96NW7', 'Q13618')"
"('Q9BW27', 'P35658')"
"('Q8NFH5', 'O75381')"
"('P48729', 'Q9UJF2')"
"('P62910', 'P61247')"
"('P55072', 'P33527')"
"('Q03519', 'P30443')"
"('Q13029', 'Q01094')"
"('Q15365', 'Q3MHD2')"
"('P0DP23', 'Q13555')"
"('P40926', 'P23381')"
"('Q86VX2', 'Q7Z4G1')"
"('Q9Y5X3', 'P30519')"
"('Q05519', 'O94992')"
"('O00154', 'Q96FC7')"
"('P11234', 'Q96A65')"
"('P23508', 'Q9NTJ3')"
"('Q92905', 'P32119')"
"('P35269', 'Q9UBQ0')"
"('Q9Y295', 'Q6ZW49')"
"('P62166', 'P14678')"
"('Q13568', 'Q92985')"
"('P61077', 'Q9BYV6')"
"('O00159', 'Q8N556')"
"('Q14247', 'Q12873')"
"('P60520', 'P09211')"
"('O43559', 'P28482')"
"('F7VJQ1', 'Q8NDX6')"
"('Q8NEY8', 'Q6ZRV2')"
"('Q9UJV9', 'Q15397')"
"('Q9ULV8', 'Q13490')"
"('Q9H1B7', 'P14316')"
"('Q01546', 'O43559')"
"('Q712K3', 'Q8TDB6')"
"('Q9H0H0', 'P21281')"
"('O43482', 'Q7Z6G3')"
"('P35609', 'Q8NE01')"
"('Q13469', 'Q13330')"
"('Q8N3V7', 'Q14573')"
"('Q9P1Z0', 'O75182')"
"('P68402', 'P11171')"
"('P80188', 'P98164')"
"('Q09028', 'P26358')"
"('Q13315', 'P55196')"
"('Q8N8A6', 'Q16666')"
"('O00401', 'O76064')"
"('Q9BUL8', 'Q9Y6E0')"
"('Q92831', 'O43318')"
"('P84022', 'P16144')"
"('Q3KQU3', 'P02647')"
"('O15173', 'O95429')"
"('P62140', 'Q13625')"
"('P25787', 'P57775')"
"('Q5MJ09', 'Q9Y4X5')"
"('O75147', 'Q96FV9')"
"('P04629', 'Q15042')"
"('P18124', 'P32969')"
"('Q8N490', 'Q9BY42')"
"('Q13573', 'Q01813')"
"('O43677', 'P51970')"
"('P05067', 'Q16777')"
"('P04629', 'Q15717')"
"('P60896', 'P60604')"
"('Q8N6W0', 'A0AV96')"
"('P06730', 'P55884')"
"('Q8N3C7', 'Q8N3K9')"
"('Q9H2M9', 'Q06546')"
"('P38919', 'Q06830')"
"('Q8TCJ2', 'P40939')"
"('P07437', 'P20333')"
"('P0DML3', 'Q13651')"
"('P18077', 'P26373')"
"('Q13155', 'Q9NYP9')"
"('Q9UER7', 'Q8NC51')"
"('Q96KM6', 'Q92997')"
"('Q04637', 'Q14694')"
"('P42772', 'Q8N5R6')"
"('P20936', 'P62070')"
"('P04629', 'O94966')"
"('Q9H3U1', 'Q9H3P7')"
"('P49959', 'Q9NVH0')"
"('Q9Y3C8', 'Q04323')"
"('Q9P2P5', 'P11137')"
"('Q96NW4', 'P51809')"
"('Q6PD62', 'P23193')"
"('Q8IZ69', 'Q13155')"
"('P07355', 'P03372')"
"('O00329', 'P12931')"
"('Q71UM5', 'Q12906')"
"('P20823', 'Q9Y5W7')"
"('Q04941', 'Q9BQB6')"
"('Q86YD7', 'Q9BUH8')"
"('P22392', 'Q15365')"
"('Q8N5R6', 'Q63ZY3')"
"('P62917', 'Q96FX2')"
"('Q8NHW5', 'P62750')"
"('Q9NRR3', 'Q9H3S3')"
"('P40429', 'P61927')"
"('Q9H2E6', 'Q13635')"
"('Q8WVJ2', 'Q969H0')"
"('Q7L590', 'Q86T82')"
"('Q9UHD9', 'O15467')"
"('Q9H0H5', 'Q8WXE9')"
"('Q16695', 'P21675')"
"('Q9Y333', 'P54105')"
"('Q9UBE8', 'P26371')"
"('P0DML2', 'Q9HBE5')"
"('Q06187', 'Q9ULV4')"
"('Q09666', 'P52565')"
"('Q17RD7', 'Q6RW13')"
"('O95967', 'Q9NZL4')"
"('Q99598', 'Q4V328')"
"('P10827', 'Q13547')"
"('Q96J02', 'P22314')"
"('O60341', 'P19012')"
"('Q969J2', 'Q9P0L1')"
"('P62873', 'P63092')"
"('P22061', 'P15374')"
"('Q12767', 'Q00535')"
"('Q9UJC3', 'P11802')"
"('Q5TA31', 'P05412')"
"('Q9HAU5', 'Q99943')"
"('Q13042', 'Q9UBU9')"
"('P01303', 'Q9UBS5')"
"('Q9NPC6', 'P35609')"
"('Q5FBB7', 'P30153')"
"('Q53H82', 'P00441')"
"('Q13352', 'Q6IPU0')"
"('Q7Z6Z7', 'P01106')"
"('P10809', 'P00519')"
"('Q15700', 'P29475')"
"('Q8NF37', 'Q9Y297')"
"('P09884', 'O14544')"
"('P14373', 'Q9BSH4')"
"('Q96DW6', 'Q9UGY1')"
"('Q8NG31', 'Q9H081')"
"('Q9UQM7', 'Q14674')"
"('Q00005', 'P05388')"
"('Q9NWW5', 'P57078')"
"('Q13596', 'P12830')"
"('P62136', 'Q9UHB6')"
"('Q9BQ90', 'Q6P1S2')"
"('Q9H0Y0', 'Q16576')"
"('P16403', 'P68431')"
"('Q9Y625', 'P60520')"
"('Q7L804', 'Q9HBH9')"
"('Q9HAY2', 'Q9Y6B2')"
"('P60411', 'Q7Z417')"
"('Q9P2W9', 'Q6ICC9')"
"('P09104', 'P22061')"
"('Q9UKT9', 'Q15560')"
"('P46100', 'O00203')"
"('Q9Y277', 'Q9NZJ7')"
"('P17252', 'P49685')"
"('Q00722', 'Q9BYG5')"
"('Q86VP6', 'P61513')"
"('Q15185', 'P19525')"
"('P29692', 'P26641')"
"('Q96EY1', 'Q9H0U4')"
"('Q13291', 'Q96CB8')"
"('P63279', 'Q13064')"
"('Q9BZL4', 'P05412')"
"('Q9NRC8', 'Q8WWM7')"
"('Q6P5Z2', 'Q8N1B4')"
"('O15523', 'Q8NBT0')"
"('Q15717', 'Q9UGV2')"
"('P56524', 'Q14814')"
"('Q8TAT6', 'Q96C36')"
"('Q6PID6', 'Q8NB12')"
"('Q12906', 'P14923')"
"('Q9H477', 'Q6DD88')"
"('Q6P4R8', 'O96019')"
"('Q06830', 'Q9H0R8')"
"('Q9Y5K5', 'P00491')"
"('P50222', 'Q68CQ4')"
"('Q13573', 'Q09161')"
"('P84243', 'Q96EX3')"
"('O15226', 'Q92905')"
"('Q13111', 'Q14106')"
"('O43676', 'O75251')"
"('P22830', 'Q14CZ7')"
"('Q6V9R5', 'P01042')"
"('Q9BQ90', 'P06733')"
"('O14617', 'Q96LK0')"
"('Q9Y265', 'P19388')"
"('O14732', 'P35241')"
"('Q15637', 'O96019')"
"('Q8N443', 'P24863')"
"('Q16778', 'P0C0S5')"
"('P80723', 'Q8TAF3')"
"('O95447', 'O95678')"
"('Q13111', 'P15884')"
"('Q5JRV8', 'P46934')"
"('Q9GZT8', 'Q8N6N6')"
"('P11413', 'P12081')"
"('O15527', 'P18887')"
"('Q9C0D5', 'Q7Z7A1')"
"('Q8NCE0', 'Q8WW01')"
"('Q8NCA9', 'Q6ZWI9')"
"('P62491', 'Q9H0U4')"
"('Q6NT76', 'Q9HC52')"
"('Q96CW5', 'P11021')"
"('Q8N726', 'O15234')"
"('P19838', 'P38646')"
"('Q5T7P3', 'P78317')"
"('A0JLT2', 'Q8WZ42')"
"('P23759', 'O95433')"
"('P00533', 'P13010')"
"('P10398', 'O95848')"
"('Q13616', 'Q9BXB5')"
"('O43865', 'O00193')"
"('P84077', 'P22234')"
"('Q9HCE1', 'Q9BQS8')"
"('Q9UBQ5', 'P60033')"
"('Q5JR59', 'Q6IPM2')"
"('Q9Y224', 'P15927')"
"('Q96SD1', 'Q16531')"
"('Q02878', 'O95819')"
"('Q08257', 'P26885')"
"('Q6ZW49', 'Q9UBS4')"
"('Q9H008', 'Q92956')"
"('Q6ZPD9', 'Q9UBN1')"
"('Q9NS85', 'Q5VV67')"
"('Q71DI3', 'O75151')"
"('O95235', 'P62807')"
"('Q01780', 'Q9BVJ6')"
"('Q9UJM3', 'P28072')"
"('Q9UMN6', 'Q9BTK6')"
"('Q9H5H4', 'Q8IZD2')"
"('Q86W56', 'P38398')"
"('P28289', 'P11926')"
"('P42702', 'O43172')"
"('Q14999', 'Q10570')"
"('Q00534', 'P24385')"
"('Q86X02', 'P61289')"
"('Q01968', 'Q8TBA6')"
"('Q14258', 'O43399')"
"('P17174', 'P61604')"
"('P01116', 'Q9P212')"
"('Q9NPG2', 'P31749')"
"('Q13490', 'Q86Y13')"
"('Q5TD97', 'P27918')"
"('Q09666', 'P52739')"
"('P21796', 'Q14849')"
"('P62195', 'Q8WW22')"
"('P12694', 'O75489')"
"('Q9NRY5', 'P49638')"
"('O00148', 'O60318')"
"('O75864', 'P12830')"
"('Q9BZI7', 'Q9H4D5')"
"('P23246', 'Q06187')"
"('P38398', 'Q99759')"
"('Q9BWU1', 'Q93074')"
"('Q5T7W7', 'O95994')"
"('Q9H2P0', 'Q9C009')"
"('O15523', 'P49736')"
"('P16234', 'Q9NQ66')"
"('Q08AG7', 'Q7Z6E9')"
"('Q9Y606', 'Q9H8V3')"
"('Q13671', 'Q3LI76')"
"('P78396', 'P63244')"
"('P06753', 'P09493')"
"('Q9UJV9', 'P22087')"
"('P62491', 'Q9H4M9')"
"('Q9NZN8', 'Q9H6Z9')"
"('P07437', 'Q96GG9')"
"('P61326', 'P35226')"
"('P49736', 'Q8TAA3')"
"('Q9H7B2', 'P05067')"
"('O75970', 'Q9NRM7')"
"('Q969G5', 'Q16540')"
"('P40424', 'O14770')"
"('P15374', 'P62979')"
"('Q7Z5J4', 'Q96JK9')"
"('Q9Y2X9', 'Q9H9S0')"
"('O43929', 'Q9UBU7')"
"('Q9UBU9', 'O00522')"
"('Q15022', 'Q07666')"
"('Q9P2B4', 'P04629')"
"('Q9UBG0', 'Q86YC2')"
"('Q9UIF3', 'P19174')"
"('P62979', 'Q9BXL7')"
"('P24941', 'Q9NYB0')"
"('P11940', 'P49761')"
"('P10809', 'Q9BPW8')"
"('Q04864', 'Q8NC96')"
"('Q96BN2', 'Q9BWJ5')"
"('Q4G176', 'Q9Y6E7')"
"('P27694', 'O75717')"
"('O00193', 'P05386')"
"('Q12959', 'Q16539')"
"('Q15038', 'O75553')"
"('Q7KZI7', 'P04637')"
"('Q9NRD1', 'Q9H173')"
"('Q8NFP9', 'Q9H2G2')"
"('P14866', 'P61158')"
"('P27105', 'P0DP25')"
"('Q9BTV7', 'Q15910')"
"('Q14764', 'P14672')"
"('P28072', 'P52907')"
"('P18146', 'P15336')"
"('P07900', 'Q6WCQ1')"
"('Q6NYC8', 'Q15323')"
"('B5ME19', 'P42766')"
"('P60033', 'Q9Y5B9')"
"('Q8NBT0', 'Q9H3U1')"
"('O60307', 'Q9UHB6')"
"('Q13064', 'Q15560')"
"('P57078', 'Q12933')"
"('P01112', 'P51617')"
"('Q99496', 'Q93009')"
"('P48047', 'P56385')"
"('Q7L099', 'Q66K64')"
"('Q15843', 'P62753')"
"('O00562', 'Q9P0L0')"
"('O43252', 'P31939')"
"('P78417', 'P61604')"
"('Q06787', 'Q96S59')"
"('P46778', 'P62753')"
"('Q8TEW0', 'O60739')"
"('Q86X19', 'Q9H3N1')"
"('Q8IVT5', 'Q6P2E9')"
"('Q14686', 'P10912')"
"('Q9BZE0', 'Q69YQ0')"
"('O14746', 'P62937')"
"('P37198', 'Q9NUU7')"
"('P00734', 'P25116')"
"('O60602', 'Q99836')"
"('O43808', 'Q6P5W5')"
"('P15336', 'Q09666')"
"('Q4G0J3', 'Q9H5N1')"
"('Q96EQ0', 'Q8N131')"
"('P34897', 'P61006')"
"('Q9UJW9', 'Q8N6Y0')"
"('Q9UP83', 'P83436')"
"('Q8WZ42', 'Q9GZV1')"
"('Q6IPR1', 'Q9Y6H1')"
"('Q15386', 'P62837')"
"('Q01726', 'Q8N543')"
"('Q9H0K1', 'Q00005')"
"('Q13619', 'Q8TEB1')"
"('Q13535', 'Q9NZT2')"
"('P23511', 'P15336')"
"('P15882', 'O00212')"
"('Q6NYC8', 'P19012')"
"('Q05513', 'Q9UHY8')"
"('P15622', 'Q63HR2')"
"('P53420', 'Q9HCN6')"
"('P63261', 'Q14247')"
"('Q96GD0', 'Q9HCE1')"
"('O95299', 'Q92887')"
"('Q7Z3S9', 'Q9H2A7')"
"('P35240', 'P04350')"
"('P08581', 'P63104')"
"('Q6PCD5', 'Q9GZY4')"
"('Q9NVP1', 'Q9UG63')"
"('Q86VM9', 'Q2TAY7')"
"('Q08830', 'Q92974')"
"('P49411', 'Q14999')"
