negatives
"('Q9GZW8', 'P35914')"
"('Q9Y4K3', 'P51148')"
"('Q92633', 'P04899')"
"('P09012', 'Q9HCK8')"
"('Q16827', 'O14531')"
"('O60264', 'P62993')"
"('P12107', 'P05106')"
"('Q07325', 'P61073')"
"('O15235', 'Q14194')"
"('P55268', 'P23229')"
"('P52564', 'P24522')"
"('P63010', 'P07550')"
"('Q92569', 'P19174')"
"('P55769', 'Q12789')"
"('O75365', 'P49356')"
"('O43741', 'P54619')"
"('P61289', 'P11021')"
"('Q13023', 'P27986')"
"('P01137', 'Q8N2S1')"
"('406937', 'P48431')"
"('P62263', 'Q8IXH7')"
"('Q9Y4L5', 'P62837')"
"('P02461', 'P18827')"
"('Q8TBB1', 'Q9BT40')"
"('P51532', 'P35232')"
"('O75618', 'P06493')"
"('P80075', 'P61073')"
"('P62736', 'P29353')"
"('406913', 'P35568')"
"('P21796', 'P30480')"
"('P01871', 'P40259')"
"('Q14185', 'P08134')"
"('Q9HAU4', 'P00533')"
"('P05060', 'P49750')"
"('Q9BWU1', 'Q96HR3')"
"('Q9UL18', 'P36542')"
"('P68400', 'P55010')"
"('P35658', 'Q8N1F7')"
"('Q13705', 'P84022')"
"('P29400', 'Q8N5U6')"
"('Q8IZC6', 'Q05397')"
"('P60981', 'P63261')"
"('P06241', 'Q86SG6')"
"('Q9Y6K9', 'Q14653')"
"('Q9P2D1', 'Q96GM5')"
"('P61224', 'P0CG48')"
"('Q13347', 'P23508')"
"('Q13882', 'Q13444')"
"('P49407', 'Q00987')"
"('P15170', 'Q13075')"
"('P39023', 'P05386')"
"('Q8NHQ1', 'Q9H5J8')"
"('P06241', 'P06734')"
"('Q8WYA6', 'P61978')"
"('Q13432', 'P33552')"
"('P20823', 'P30086')"
"('P01889', 'Q15365')"
"('P20336', 'P16035')"
"('Q00653', 'P10415')"
"('Q15388', 'Q99689')"
"('P23258', 'P63104')"
"('P61758', 'Q92569')"
"('Q99759', 'Q96QV1')"
"('P41594', 'P29992')"
"('Q9NZ81', 'Q9BQ66')"
"('P49023', 'P20936')"
"('P23975', 'P62993')"
"('O94856', 'P55157')"
"('P15170', 'O15392')"
"('Q96BY6', 'P61586')"
"('P17544', 'P01100')"
"('Q13469', 'O95644')"
"('Q9Y5W5', 'P56705')"
"('Q99759', 'Q7KZI7')"
"('P62750', 'P47914')"
"('O15372', 'P55884')"
"('Q05513', 'Q6R327')"
"('Q6ZRQ5', 'Q9NVP2')"
"('P33993', 'Q8WXE1')"
"('P63215', 'Q13698')"
"('Q99750', 'Q15906')"
"('P01588', 'Q9HC73')"
"('Q15834', 'P25786')"
"('Q13573', 'P78347')"
"('Q71UI9', 'Q7Z2G1')"
"('Q06187', 'Q13094')"
"('P61353', 'P62750')"
"('P10145', 'P32302')"
"('Q92615', 'P78396')"
"('P11362', 'P48736')"
"('Q13315', 'Q13427')"
"('Q9UI95', 'Q96JM3')"
"('O60318', 'Q9UKK9')"
"('P47872', 'O95467')"
"('Q9H1D9', 'P53803')"
"('Q04206', 'Q9Y6X2')"
"('Q92995', 'Q5T0N5')"
"('P07951', 'P12757')"
"('P30480', 'Q9NP97')"
"('P00533', 'Q99558')"
"('Q9UKY1', 'P04637')"
"('Q92541', 'P49459')"
"('P50914', 'Q8WV24')"
"('Q07955', 'Q8IWZ8')"
"('Q8N163', 'O14744')"
"('O15479', 'P61247')"
"('P14210', 'P10721')"
"('P62136', 'P15336')"
"('P15880', 'P35544')"
"('Q99717', 'P08621')"
"('Q6BCY4', 'P38432')"
"('P62993', 'Q9Y2W1')"
"('Q86V81', 'P84103')"
"('P01100', 'Q16663')"
"('P43487', 'Q9Y4K3')"
"('P40337', 'Q13617')"
"('Q7Z794', 'O75365')"
"('P25398', 'P08865')"
"('Q00013', 'Q9UNE7')"
"('P01375', 'Q07890')"
"('Q12824', 'Q99459')"
"('P35626', 'P49407')"
"('O14497', 'P01106')"
"('Q96B02', 'Q9Y675')"
"('P05556', 'P31749')"
"('P15692', 'P07996')"
"('P01111', 'Q15311')"
"('Q06587', 'P51668')"
"('P25791', 'O75626')"
"('P00395', 'P10809')"
"('Q8WZ73', 'P60604')"
"('P35916', 'O00329')"
"('Q68CP9', 'O94805')"
"('Q15366', 'Q9P2I0')"
"('P23527', 'Q71UI9')"
"('P25098', 'Q14161')"
"('P62140', 'Q9UQM7')"
"('Q9NRI5', 'Q9UPT5')"
"('P53420', 'P16070')"
"('Q9P286', 'Q9Y241')"
"('Q9Y4K3', 'P35968')"
"('P62269', 'P46781')"
"('P42766', 'O43586')"
"('P68402', 'Q9Y4K3')"
"('P18146', 'Q9BYV1')"
"('Q13509', 'P26641')"
"('Q7Z412', 'O43933')"
"('P67870', 'A8MVU1')"
"('Q92600', 'Q9NZN8')"
"('Q13315', 'Q9Y4G8')"
"('P62917', 'Q9UNX3')"
"('Q68CP9', 'P38936')"
"('Q9Y3C5', 'P47897')"
"('Q9HC98', 'O95433')"
"('Q9NQT5', 'Q01780')"
"('O94864', 'P01106')"
"('O60880', 'Q14155')"
"('Q6P1W5', 'Q9NRR5')"
"('O75643', 'Q9Y478')"
"('P13569', 'P22061')"
"('O96013', 'Q38SD2')"
"('P24534', 'P23508')"
"('O14512', 'Q08334')"
"('Q9HBU1', 'Q16659')"
"('P06401', 'Q05086')"
"('O43390', 'Q16637')"
"('O14802', 'P05423')"
"('Q13319', 'P15882')"
"('O60383', 'O95257')"
"('P62829', 'Q9HCK5')"
"('O95467', 'Q9P2W3')"
"('Q9NYL2', 'Q96BV0')"
"('Q9Y371', 'P21802')"
"('P67775', 'P21246')"
"('P00519', 'Q9Y4G6')"
"('O95166', 'Q14257')"
"('P51452', 'P23508')"
"('Q32P44', 'Q9HC98')"
"('Q99816', 'P04637')"
"('Q13153', 'P21980')"
"('P63104', 'Q3ZCQ8')"
"('Q9Y697', 'P55157')"
"('P02790', 'P17931')"
"('P16871', 'P02647')"
"('O00161', 'P43243')"
"('P10721', 'P35568')"
"('P27695', 'P01100')"
"('P62140', 'P54840')"
"('Q96RG2', 'P16118')"
"('Q99590', 'Q01130')"
"('P56524', 'Q93079')"
"('P68400', 'Q15545')"
"('P52565', 'P61960')"
"('P01579', 'Q14627')"
"('Q08945', 'P0C5Z0')"
"('Q12933', 'P48380')"
"('P09874', 'O94761')"
"('Q15750', 'P55212')"
"('O95994', 'Q9NRR5')"
"('P04899', 'Q9NQ66')"
"('Q9NRJ3', 'P32246')"
"('Q9H3U1', 'P01106')"
"('Q9Y6Q9', 'Q63ZY3')"
"('P51817', 'Q06710')"
"('Q16594', 'Q7Z3B4')"
"('P36578', 'Q07020')"
"('P56539', 'P26010')"
"('P46779', 'P62917')"
"('Q15047', 'P04183')"
"('Q13573', 'Q9H0E9')"
"('P30876', 'P52435')"
"('Q9Y3U8', 'P36578')"
"('P62877', 'Q14241')"
"('Q13315', 'Q9BQE6')"
"('Q16254', 'O43463')"
"('P14867', 'P46459')"
"('P12004', 'Q8WZ19')"
"('Q9BX67', 'Q96QZ7')"
"('Q9ULK5', 'O14640')"
"('Q9NZJ4', 'P02768')"
"('Q96AP7', 'O75508')"
"('Q04695', 'Q9H0H5')"
"('P35080', 'Q9NTX7')"
"('P04637', 'P38398')"
"('Q92793', 'O00470')"
"('O15198', 'Q9NR34')"
"('O00329', 'P63000')"
"('Q9UPZ6', 'O43150')"
"('Q13588', 'P14317')"
"('P12829', 'P68032')"
"('Q02413', 'Q8WUW1')"
"('P63208', 'Q9NWN3')"
"('Q9Y618', 'P22736')"
"('Q96GG9', 'Q13571')"
"('P51817', 'O60840')"
"('Q9P1Z2', 'Q7Z2E3')"
"('P45983', 'P08047')"
"('Q9H7N4', 'P02768')"
"('O95231', 'P07333')"
"('O00422', 'Q9UK53')"
"('Q9UL18', 'Q8NF91')"
"('P15144', 'P31947')"
"('P51817', 'Q9UKL4')"
"('P14174', 'Q9Y478')"
"('P24844', 'P63267')"
"('Q68DV7', 'P61077')"
"('P35555', 'P98095')"
"('O95872', 'O95197')"
"('Q9UPN9', 'Q86U70')"
"('P51991', 'Q00839')"
"('P18146', 'P13807')"
"('Q96C23', 'Q8IX04')"
"('Q8WWQ8', 'P27361')"
"('P20963', 'P02786')"
"('Q07889', 'P27986')"
"('O15131', 'P12956')"
"('Q6UN15', 'Q9NZC7')"
"('Q9H9F9', 'Q9Y230')"
"('Q10586', 'Q09028')"
"('Q00005', 'P52907')"
"('P21333', 'Q16539')"
"('Q14832', 'P59768')"
"('Q9UPX8', 'P16333')"
"('P08138', 'P63000')"
"('Q30154', 'P01903')"
"('Q06546', 'P30273')"
"('Q9Y478', 'Q13642')"
"('P59901', 'P43405')"
"('Q9NYJ8', 'Q08380')"
"('P08138', 'Q9Y4K3')"
"('P06239', 'Q13094')"
"('Q9H3D4', 'Q13625')"
"('Q9H1D9', 'Q9NVU0')"
"('Q00839', 'Q13243')"
"('Q9Y2X8', 'Q9Y4L5')"
"('P49863', 'Q01105')"
"('P54753', 'P55196')"
"('P01106', 'Q9NRX6')"
"('P51965', 'O95071')"
"('Q16534', 'Q10586')"
"('O95500', 'C9JDP6')"
"('P43243', 'Q9NRI5')"
"('Q9UQK1', 'P62158')"
"('Q71SY5', 'Q9BTT4')"
"('P63218', 'Q5JWF2')"
"('O15524', 'Q9HC73')"
"('P52566', 'P15498')"
"('P78369', 'A6NM45')"
"('Q14240', 'Q8TE73')"
"('P83916', 'Q9UER7')"
"('P01889', 'P55786')"
"('P78545', 'P41250')"
"('P49327', 'O15264')"
"('Q05639', 'Q00005')"
"('P01571', 'O60674')"
"('P45983', 'P16581')"
"('Q9Y478', 'P49915')"
"('P05186', 'P25963')"
"('P10070', 'O00505')"
"('P18146', 'Q9Y5W3')"
"('P49286', 'P27348')"
"('P29992', 'P16473')"
"('P18545', 'P51160')"
"('P09466', 'P51681')"
"('P58107', 'Q15149')"
"('Q13642', 'Q06587')"
"('Q969S8', 'P0C0S8')"
"('Q02543', 'P32969')"
"('Q9NR96', 'Q15109')"
"('O76070', 'Q9Y675')"
"('P06865', 'P46108')"
"('O60739', 'Q8WVJ2')"
"('O60504', 'P02768')"
"('P53803', 'Q9HCS7')"
"('Q92993', 'Q96NT1')"
"('Q13114', 'P36406')"
"('Q13618', 'Q9Y2M5')"
"('Q99963', 'Q92599')"
"('P62857', 'P62263')"
"('Q05397', 'P53708')"
"('Q96KB5', 'Q12959')"
"('O75586', 'Q9BTT4')"
"('P16383', 'P54253')"
"('Q96E52', 'P49716')"
"('Q15369', 'Q9UK73')"
"('Q9BQ89', 'P55157')"
"('P23508', 'Q13439')"
"('Q96CX2', 'O43353')"
"('Q9UKL3', 'P15104')"
"('P17858', 'Q12933')"
"('2310', 'P38936')"
"('Q13573', 'P22626')"
"('Q92882', 'Q16637')"
"('P28482', 'P40763')"
"('Q15424', 'Q16543')"
"('P35998', '145781')"
"('P01106', 'O43521')"
"('O14576', 'Q9UJ70')"
"('P06400', 'P42166')"
"('P35080', 'Q9C0J8')"
"('Q9P1U1', 'P61160')"
"('Q07020', 'Q00653')"
"('Q09472', 'Q92878')"
"('Q9P0K1', 'P63104')"
"('P63104', 'Q99959')"
"('P13612', 'P53708')"
"('Q7Z6L1', 'Q7Z392')"
"('Q9NRL3', 'P08243')"
"('Q13362', 'P46695')"
"('Q14781', 'Q06587')"
"('P50150', 'O60503')"
"('Q16821', 'P15735')"
"('Q96BD8', 'Q00005')"
"('P17535', 'P01100')"
"('Q92985', 'P10914')"
"('Q5F1R6', 'P52735')"
"('P61247', 'O00141')"
"('P20827', 'P35968')"
"('Q9BS26', 'P49257')"
"('O14497', 'P38936')"
"('Q99527', 'P63092')"
"('P51610', 'Q92831')"
"('P63162', 'Q6Y7W6')"
"('Q96A54', 'O43741')"
"('P29074', 'O43149')"
"('Q12873', 'P84101')"
"('P60709', 'Q96A23')"
"('Q96EV8', 'Q8NFP9')"
"('P62258', 'Q00613')"
"('406947', 'O14867')"
"('Q68EM7', 'Q96L33')"
"('P18146', 'O75293')"
"('Q14232', 'Q9UI10')"
"('O43257', 'Q9NPF5')"
"('P35368', 'Q96SB3')"
"('P52630', 'P30281')"
"('Q9BRQ0', 'O00512')"
"('Q01085', 'P09601')"
"('Q8IVF5', 'Q9HBH0')"
"('Q9UET6', 'P22234')"
"('P49207', 'Q92901')"
"('Q9Y6Y9', 'Q8IWL2')"
"('P21860', 'P42566')"
"('Q15118', 'Q96BR1')"
"('Q9UQM7', 'P16220')"
"('Q9NPH3', 'O75400')"
"('O75340', 'P50995')"
"('Q01094', 'Q05682')"
"('Q9H3S7', 'Q99816')"
"('P35626', 'Q9H339')"
"('O95402', 'Q9BWU1')"
"('Q01892', 'P17861')"
"('Q9UKV3', 'Q9BZZ5')"
"('P45973', 'P06400')"
"('P05787', 'Q86SQ4')"
"('Q7Z494', 'P16333')"
"('Q99613', 'Q9UL03')"
"('Q12933', 'Q13158')"
"('Q9UHD2', 'Q9Y265')"
"('Q9Y6X2', 'P22314')"
"('P13533', 'Q9NRG4')"
"('P78537', 'Q96EV8')"
"('Q14185', 'P06241')"
"('P35626', 'Q8NGT2')"
"('O95359', 'P49450')"
"('P30273', 'Q99706')"
"('P30480', 'P04080')"
"('P61254', 'P62891')"
"('O94868', 'Q96JH7')"
"('Q03167', 'P34741')"
"('Q147X3', 'Q9Y4K3')"
"('P17900', 'P06865')"
"('O00625', 'Q12857')"
"('P15927', 'Q5T3J3')"
"('Q14289', 'P02765')"
"('Q8TAZ6', 'P49459')"
"('Q9GZT8', 'Q14749')"
"('Q53HV7', 'Q93062')"
"('P10275', 'P25116')"
"('Q5SW24', 'Q16513')"
"('P41236', 'P62140')"
"('Q99836', 'Q06187')"
"('Q05086', 'O15126')"
"('O60502', 'P49841')"
"('P12882', 'O95793')"
"('O43752', 'O00161')"
"('O00165', 'O00303')"
"('Q8TEY7', 'Q13352')"
"('Q53G59', 'P46379')"
"('O15123', 'P06213')"
"('P27986', 'Q9ULD4')"
"('P49842', 'Q15427')"
"('P60033', 'Q99684')"
"('P30480', 'O75531')"
"('P35222', 'P37173')"
"('P18146', 'O15055')"
"('Q9H9D4', 'Q9Y333')"
"('P54253', 'Q9Y6R0')"
"('P29374', 'P06400')"
"('Q96AW1', 'P50238')"
"('P61981', 'P49674')"
"('P17612', 'Q96D31')"
"('P22455', 'Q9Y371')"
"('P62834', 'P41134')"
"('Q9H1Y0', 'P12268')"
"('P05060', 'Q13885')"
"('Q06481', 'P05412')"
"('Q5T3J3', 'Q9UN74')"
"('Q13554', 'O95622')"
"('P36897', 'Q6P3X3')"
"('Q13485', 'Q13795')"
"('Q86WV6', 'Q7Z434')"
"('P03971', 'Q04771')"
"('O95471', 'O00501')"
"('P41134', 'P15884')"
"('P27797', 'P78545')"
"('Q9BQY4', 'Q8TES7')"
"('Q9P258', 'P01889')"
"('P01106', 'Q8WU79')"
"('P06213', 'P35568')"
"('Q6AZZ1', 'P10275')"
"('Q00005', 'P62913')"
"('O60315', 'Q7L5N1')"
"('O75909', 'P54253')"
"('P04632', 'P13569')"
"('Q9NQC3', 'P12931')"
"('Q9NR46', 'Q9GZZ9')"
"('P04626', 'P27986')"
"('P41182', 'Q96J92')"
"('P02675', 'P27797')"
"('Q13191', 'P46109')"
"('Q99728', 'P63279')"
"('P25092', 'Q5T2W1')"
"('P63104', 'P10809')"
"('P31689', 'Q12933')"
"('Q6WCQ1', 'P62993')"
"('Q6UXN9', 'Q15291')"
"('Q9NS23', 'Q9UER7')"
"('Q9Y6K9', 'Q2I0M4')"
"('Q13464', 'Q96A32')"
"('P67936', 'P68032')"
"('Q99759', 'P31943')"
"('Q9Y262', 'P30504')"
"('P78395', 'P49842')"
"('Q16643', 'P13693')"
"('P31995', 'Q8IYS5')"
"('P61158', 'O15143')"
"('P19793', 'Q15642')"
"('Q8TCS8', 'P23508')"
"('P14136', 'Q9H4K1')"
"('O14818', 'P11171')"
"('P18146', 'P63027')"
"('P17947', 'P32927')"
"('P51817', 'P42261')"
"('P07949', 'P62993')"
"('P02751', 'P13612')"
"('Q04771', 'O14920')"
"('P13631', 'P19793')"
"('Q02763', 'Q15262')"
"('P09619', 'Q9BQ66')"
"('Q9H7J1', 'P27482')"
"('P24864', 'Q99828')"
"('Q9UBU7', 'O95777')"
"('Q9UMY4', 'P62993')"
"('P40939', 'P01889')"
"('P01106', 'P40121')"
"('Q9UKV8', 'P06730')"
"('P36544', 'P05067')"
"('P10720', 'P49238')"
"('Q7L5N1', 'Q9BT78')"
"('Q13467', 'Q01974')"
"('P49458', 'P37108')"
"('P51965', 'Q9C040')"
"('O95415', 'Q9UBF6')"
"('P51617', 'Q13148')"
"('P01106', 'Q9UL63')"
"('Q9P2W3', 'Q9HBW0')"
"('Q92905', 'Q8N114')"
"('P68871', 'P01871')"
"('P62847', 'P62241')"
"('Q96ES6', 'Q99750')"
"('P60520', 'Q6UWE0')"
"('Q5SW24', 'Q02156')"
"('P36578', 'P62750')"
"('Q70EK8', 'Q12933')"
"('Q8WTS6', 'P06400')"
"('Q9UI36', 'Q9UJ70')"
"('Q9UNM6', 'P40337')"
"('Q9Y6X8', 'P62070')"
"('P25963', 'Q99759')"
"('P16520', 'P48549')"
"('O15527', 'P18887')"
"('Q05397', 'P12931')"
"('P18124', 'P84098')"
"('P01106', 'Q15393')"
"('Q9HCK5', 'Q06830')"
"('Q9BSM1', 'P35226')"
"('P0CG48', 'Q96B97')"
"('P14780', 'P10145')"
"('O60925', 'Q06323')"
"('P06241', 'P16671')"
"('Q9Y4K3', 'P06241')"
"('P61081', 'P23508')"
"('Q01844', 'P62244')"
"('Q99616', 'P41597')"
"('Q7L5N1', 'P42773')"
"('Q8WYH8', 'Q99728')"
"('Q99689', 'Q15388')"
"('Q9H583', 'Q8IZH2')"
"('Q14738', 'Q9Y698')"
"('Q01968', 'Q92805')"
"('O94864', 'Q16514')"
"('P04629', 'P22681')"
"('Q07889', 'Q9UKS6')"
"('Q00005', 'P60660')"
"('P50148', 'J3KMZ3')"
"('P35626', 'Q15620')"
"('P35462', 'P08754')"
"('Q8WZ55', 'P36404')"
"('Q13510', 'Q15047')"
"('P53708', 'P26012')"
"('P13725', 'Q14626')"
"('Q9UQL6', 'Q6FI13')"
"('P09651', 'P52756')"
"('Q14686', 'P10912')"
"('P20783', 'Q16620')"
"('P25054', 'Q13418')"
"('Q15831', 'O43524')"
"('O43464', 'Q96P09')"
"('O95219', 'P16234')"
"('Q5H9R7', 'O00221')"
"('P61604', 'Q9H1Y0')"
"('Q676U5', 'Q9HC29')"
"('P30480', 'O43169')"
"('Q9Y6K9', 'O75688')"
"('Q8IXK0', 'Q99496')"
"('P05067', 'Q99683')"
"('P0C0S8', 'P33778')"
"('Q9UBY5', 'P61952')"
"('P12814', 'P18084')"
"('P46940', 'P13987')"
"('P01889', 'P43631')"
"('407054', 'O75896')"
"('Q96B02', 'Q13233')"
"('P63172', 'O14576')"
"('P49368', 'Q15257')"
"('P17612', 'P52945')"
"('Q03014', 'P35968')"
"('Q96B33', 'P56880')"
"('P46782', 'Q9UKV8')"
"('Q7Z7H8', 'Q9UPT9')"
"('P30260', 'O95067')"
"('P50148', 'Q9BZM2')"
"('P26373', 'P62888')"
"('P78527', 'O43918')"
"('P48551', 'Q00978')"
"('P16157', 'P16070')"
"('Q12923', 'Q92851')"
"('P01137', 'Q14392')"
"('P15927', 'Q9NZC9')"
"('Q15758', 'P30480')"
"('P63104', 'Q9GZS3')"
"('Q9UL18', 'P62081')"
"('P61956', 'P26641')"
"('Q5RL73', 'Q3KQU3')"
"('Q8N5F7', 'Q13427')"
"('Q9UQ90', 'O15162')"
"('Q16254', 'Q92543')"
"('O00571', 'P17844')"
"('Q9UKI9', 'P41182')"
"('Q12972', 'Q9UQK1')"
"('Q96B33', 'P56856')"
"('Q8NBJ4', 'Q15528')"
"('P46939', 'O60941')"
"('Q9NQB0', 'Q02535')"
"('Q15836', 'Q9Y478')"
"('Q13547', 'Q9UBG7')"
"('P56537', 'Q96EB6')"
"('Q15811', 'P09172')"
"('Q14566', 'P42568')"
"('P20338', 'Q96RG2')"
"('P13051', 'P12004')"
"('Q6NUN9', 'P30519')"
"('Q96MX6', 'Q9NPB6')"
"('Q13155', 'Q8IZ69')"
"('Q9P1A6', 'Q15788')"
"('Q9Y5K6', 'O43248')"
"('Q9Y3A3', 'Q13158')"
"('P43628', 'Q31612')"
"('Q01780', 'Q5JPE7')"
"('Q9UBS5', 'P62879')"
"('P63096', 'P47712')"
"('P31483', 'Q7KZF4')"
"('A5YKK6', 'P02768')"
"('Q9Y4K3', 'Q15326')"
"('O43290', 'Q15428')"
"('Q8IZL8', 'Q9H4L4')"
"('Q13571', 'Q8IYW5')"
"('Q01844', 'Q96FJ2')"
"('Q9Y376', 'P54646')"
"('P24941', 'Q96PU4')"
"('Q01105', 'P49863')"
"('P00533', 'Q6S5L8')"
"('P09769', 'P35222')"
"('406989', 'P20366')"
"('P62249', 'P25398')"
"('O75494', 'P31947')"
"('P32302', 'P63096')"
"('P15923', 'Q06455')"
"('O43597', 'P55055')"
"('Q01094', 'O15350')"
"('P18754', 'Q13432')"
"('P15104', 'P30480')"
"('Q15714', 'Q9UMN6')"
"('Q9Y272', 'P50151')"
"('P12109', 'P26010')"
"('Q13191', 'P26992')"
"('O14788', 'Q15910')"
"('Q9BUJ2', 'P08579')"
"('Q8IVH2', 'O15121')"
"('P06493', 'Q01105')"
"('Q86XK2', 'Q4G148')"
"('P26367', 'P40424')"
"('O95163', 'Q99459')"
"('Q86Y39', 'Q9P0J0')"
"('P40337', 'Q96QK1')"
"('P22362', 'P41597')"
"('O15105', 'Q96J02')"
"('O15397', 'P54253')"
"('P60568', 'Q12968')"
"('Q7Z2Y5', 'P32243')"
"('Q14164', 'P54577')"
"('P25325', 'P10809')"
"('P26368', 'Q99590')"
"('P07711', 'P68431')"
"('P43628', 'P18146')"
"('Q96F44', 'Q96RN5')"
"('Q14164', 'O75396')"
"('Q9Y281', 'P16871')"
"('O94817', 'O75122')"
"('Q99459', 'Q9Y450')"
"('P01303', 'P43115')"
"('Q14161', 'Q9NXL2')"
"('P62847', 'Q00653')"
"('Q14511', 'Q96J02')"
"('Q8N7H5', 'P61218')"
"('P43320', 'P04792')"
"('P15036', 'P12931')"
"('P33992', 'Q12905')"
"('P23471', 'P21741')"
"('P59768', 'O00459')"
"('P08238', 'P17987')"
"('Q9H7U1', 'Q9NV70')"
"('Q9BY07', 'Q9UKV8')"
"('Q9NSU2', 'Q9H4K1')"
"('Q8NFZ0', 'P62877')"
"('Q06124', 'O15389')"
"('Q9NYJ8', 'P31943')"
"('P62158', 'P54750')"
"('P27986', 'Q13087')"
"('P61088', 'Q9NS56')"
"('Q10586', 'Q13426')"
"('P09429', 'P39748')"
"('P33176', 'P49792')"
"('Q9ULK5', 'Q96B18')"
"('P10747', 'Q92569')"
"('Q9NPF8', 'P26641')"
"('P42336', 'P50570')"
"('Q14008', 'P55157')"
"('P58876', 'Q96RL1')"
"('Q9Y272', 'P61952')"
"('O76011', 'Q92796')"
"('Q66LE6', 'O60359')"
"('P62280', 'P39019')"
"('P42025', 'Q12873')"
"('P49841', 'Q9NWM8')"
"('Q86V81', 'Q8IX12')"
"('Q14164', 'Q5VWQ8')"
"('Q9BWF3', 'P78396')"
"('P47928', 'P12931')"
"('O95163', 'Q99558')"
"('Q04917', 'Q03431')"
"('P63165', 'O43290')"
"('Q13387', 'P45984')"
"('Q969Q0', 'Q9BPX7')"
"('Q14765', 'Q9HBE4')"
"('Q9ULV8', 'P40189')"
"('P32121', 'Q9Y5P8')"
"('O15357', 'P29353')"
"('O95931', 'O00257')"
"('P29353', 'Q9Y4H2')"
"('P52630', 'P30279')"
"('P04899', 'O43566')"
"('O60603', 'O00206')"
"('Q32MK0', 'O14950')"
"('P61927', 'P36578')"
"('Q6IA17', 'A6NDB9')"
"('P62854', 'P62753')"
"('P01106', 'P17812')"
"('P40337', 'P60660')"
"('Q06124', 'Q92835')"
"('Q02447', 'P11215')"
"('Q9Y4K3', 'O14964')"
"('Q9H0Q3', 'Q96K37')"
"('O76064', 'Q8IYW5')"
"('P10600', 'P36896')"
"('P04350', 'Q13409')"
"('P28482', 'P30556')"
"('P46934', 'Q96J02')"
"('O15145', 'P42768')"
"('P62714', 'Q9UBS0')"
"('P19387', 'Q00403')"
"('P31749', 'Q86XI6')"
"('P40337', 'P37108')"
"('Q9BSJ2', 'Q71U36')"
"('O14775', 'Q92806')"
"('P22670', 'P35611')"
"('Q12929', 'Q07890')"
"('Q92569', 'P50993')"
"('P15248', 'Q9UHF4')"
"('Q9Y6X2', 'P15104')"
"('P24723', 'Q9GZQ8')"
"('P06729', 'P09326')"
"('P08195', 'P62330')"
"('Q9Y5Q8', 'Q8WUA4')"
"('Q13547', 'P56545')"
"('P17275', 'Q9NR55')"
"('P01106', 'Q9H8X9')"
"('Q00534', 'Q01196')"
"('P31943', 'Q99459')"
"('Q16665', 'P53041')"
"('P53567', 'P15336')"
"('Q9H672', 'Q93034')"
"('Q8IWV7', 'Q9UBS4')"
"('Q9UL18', 'Q8NEE6')"
"('P03923', 'O95299')"
"('Q9NXF8', 'Q99624')"
"('Q9UM73', 'P42771')"
"('Q00987', 'O14556')"
"('Q00987', 'P61289')"
"('Q6UXN9', 'Q9UJ70')"
"('P55196', 'Q96NY8')"
"('P46777', 'P84098')"
"('Q7Z5L9', 'Q9NYY8')"
"('P24752', 'P01241')"
"('Q15599', 'Q8IUQ4')"
"('P31943', 'Q5VVJ2')"
"('Q9GZT6', 'Q9UN74')"
"('P17301', 'Q99828')"
"('O00422', 'Q92769')"
"('O14610', 'Q00722')"
"('P09382', 'P08575')"
"('P78545', 'Q04206')"
"('Q9NS73', 'Q9Y2J2')"
"('Q16254', 'P50579')"
"('P62158', 'P11216')"
"('P62191', 'Q9UBN6')"
"('P37231', 'Q15466')"
"('O75528', 'P17097')"
"('P68104', 'Q9HCU9')"
"('P18074', 'P50613')"
"('P63104', 'Q8N142')"
"('Q9UBC3', 'P63165')"
"('Q9HCQ7', 'Q9H2G2')"
"('Q6ZVL6', 'Q9P2R6')"
"('P22681', 'O00459')"
"('P25686', 'P62987')"
"('P62993', 'P35579')"
"('Q13554', 'Q13501')"
"('Q8NHY2', 'Q13619')"
"('O75618', 'Q9P031')"
"('Q8NHZ8', 'Q9UKT4')"
"('P26441', 'Q6UXL0')"
"('O75746', 'Q96T60')"
"('P49747', 'P05106')"
"('P41743', 'Q8IY92')"
"('Q16082', 'Q9UER7')"
"('Q9UMS4', 'O60508')"
"('P35568', 'P31947')"
"('P07333', 'O00459')"
"('Q9BXL7', 'O43318')"
"('P08047', 'P29459')"
"('Q92569', 'P02675')"
"('O75486', 'P38398')"
"('Q13702', 'Q9P2G9')"
"('Q15628', 'Q96B97')"
"('Q7L7X3', 'Q9H7E9')"
"('Q13573', 'Q9Y6D9')"
"('Q96KM6', 'O94842')"
"('Q13315', 'Q9GZT6')"
"('Q96HR3', 'Q9NPJ6')"
"('Q15628', 'O95831')"
"('Q9NX65', 'Q9NWS9')"
"('P27482', 'Q14028')"
"('P46379', 'P20366')"
"('O15371', 'Q14164')"
"('Q7L2E3', 'Q14197')"
"('Q9Y6K1', 'Q15047')"
"('P35269', 'P10275')"
"('P62879', 'O43306')"
"('P31689', 'Q13233')"
"('P20807', 'Q8WZ42')"
"('Q15796', 'Q13671')"
"('Q14164', 'Q13153')"
"('P14416', 'P30154')"
"('P35626', 'Q9UGF7')"
"('Q9HB71', 'P01241')"
"('Q04864', 'P62158')"
"('Q9UKV8', 'P61513')"
"('Q01130', 'O75689')"
"('P30050', 'P62910')"
"('Q8NGP8', 'P38405')"
"('P56524', 'Q99879')"
"('P22612', 'O14827')"
